rung,slr2100,slr2150
X0_BRICK2.0,70.30656859379094,136.24563847779245
XM_+Mengel,69.21480078516011,131.8238566271969
X2_extA6eq,66.12660232170045,132.34055543538477
X3_extA108,48.68801497572932,108.35519777302011
