scenario,horizon,arm,n,median_cm,p05_cm,p95_cm,p99_cm,spread_p05_p95_cm,lam_median,lam_p95,lam_max,tcr_median,tcr_p95
ssp245,2100,chain,2000,5.5843293943359065,3.7610030049447927,39.19933980502621,58.14513158979662,35.43833680008142,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.591639890227494,-14.882042849726844
ssp245,2150,chain,2000,11.905364911780225,6.471177122854362,101.88798182026315,129.50290274719356,95.41680469740879,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.591639890227494,-14.882042849726844
ssp245,2300,chain,2000,131.34861718409843,15.355865575529485,296.1238522008858,375.1122468507096,280.7679866253563,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.591639890227494,-14.882042849726844
ssp245,2100,lam_box,2000,5.5843293943359065,3.7610030049447927,37.91206833387277,56.88356278700985,34.15106532892798,0.009912201014448077,0.01647052786691208,0.02068725601,-15.591639890227494,-14.882042849726844
ssp245,2150,lam_box,2000,11.905364911780225,6.471177122854362,99.27997914254348,129.78772952291175,92.80880201968913,0.009912201014448077,0.01647052786691208,0.02068725601,-15.591639890227494,-14.882042849726844
ssp245,2300,lam_box,2000,126.94975809418776,15.355865575529485,291.8395831524714,380.4099460740548,276.4837175769419,0.009912201014448077,0.01647052786691208,0.02068725601,-15.591639890227494,-14.882042849726844
ssp245,2100,lam_full,2000,5.581892571135243,3.7610030049447927,38.0488018153839,58.901147124988,34.28779881043911,0.009911920272239833,0.016823177334878103,0.0277139619,-15.591639890227494,-14.882042849726844
ssp245,2150,lam_full,2000,11.905364911780225,6.471177122854362,100.25682562257532,135.08954843104763,93.78564849972096,0.009911920272239833,0.016823177334878103,0.0277139619,-15.591639890227494,-14.882042849726844
ssp245,2300,lam_full,2000,125.40841931250569,15.355865575529485,295.5226318364187,399.29912485495066,280.16676626088923,0.009911920272239833,0.016823177334878103,0.0277139619,-15.591639890227494,-14.882042849726844
ssp245,2100,tcr_full,2000,5.6895876248842825,3.7902097686026663,42.22302742707054,62.0121523268351,38.432817658467876,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.668271800255223,-14.793814182
ssp245,2150,tcr_full,2000,17.51657247862174,6.5999552606280805,106.1532935678954,135.64828677618354,99.55333830726732,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.668271800255223,-14.793814182
ssp245,2300,tcr_full,2000,144.92675511703578,15.774723048699821,303.951639898348,377.84242853055383,288.1769168496482,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.668271800255223,-14.793814182
ssp245,2100,joint,2000,5.72770705342443,3.7902097686026663,34.18065474679717,49.05042590264042,30.390444978194502,0.009911920272239833,0.016823177334878103,0.0277139619,-15.668938813832519,-14.806741811
ssp245,2150,joint,2000,17.016699180060378,6.513868686717939,90.058085423041,119.92908379608022,83.54421673632307,0.009911920272239833,0.016823177334878103,0.0277139619,-15.668938813832519,-14.806741811
ssp245,2300,joint,2000,130.6318900573991,15.833554298054795,276.41527284092564,357.5843120233598,260.5817185428708,0.009911920272239833,0.016823177334878103,0.0277139619,-15.668938813832519,-14.806741811
ssp245,2100,lam_pmin,2000,5.530311767314293,3.7610030049447927,10.763414952341407,12.88689851335833,7.002411947396614,0.001723118592,0.001723118592,0.001723118592,-15.591639890227494,-14.882042849726844
ssp245,2150,lam_pmin,2000,11.222827810155561,6.449853152710761,23.36422105174271,26.26638668432902,16.914367899031948,0.001723118592,0.001723118592,0.001723118592,-15.591639890227494,-14.882042849726844
ssp245,2300,lam_pmin,2000,42.351180036070616,15.34549195913216,62.392161229484486,68.07867502112343,47.046669270352325,0.001723118592,0.001723118592,0.001723118592,-15.591639890227494,-14.882042849726844
ssp245,2100,lam_boxmax,2000,5.587665748677414,3.7610030049447927,69.40175796469889,89.31644166258104,65.64075495975409,0.02070457498152365,0.02070457498152365,0.02070457498152365,-15.591639890227494,-14.882042849726844
ssp245,2150,lam_boxmax,2000,12.111443885074884,6.471177122854362,164.1113580746607,187.84039819359245,157.64018095180634,0.02070457498152365,0.02070457498152365,0.02070457498152365,-15.591639890227494,-14.882042849726844
ssp245,2300,lam_boxmax,2000,280.7528953400015,15.355865575529485,455.51832880737584,497.9397065724424,440.16246323184635,0.02070457498152365,0.02070457498152365,0.02070457498152365,-15.591639890227494,-14.882042849726844
ssp245,2100,lam_pmax,2000,5.587665748677414,3.7610030049447927,96.72409686645389,124.68170463247516,92.9630938615091,0.02952428907,0.02952428907,0.02952428907,-15.591639890227494,-14.882042849726844
ssp245,2150,lam_pmax,2000,12.117061939068687,6.471177122854362,230.382032200336,263.02820242225283,223.91085507748164,0.02952428907,0.02952428907,0.02952428907,-15.591639890227494,-14.882042849726844
ssp245,2300,lam_pmax,2000,391.87175257516844,15.355865575529485,639.1776499729604,701.4915689779568,623.8217843974309,0.02952428907,0.02952428907,0.02952428907,-15.591639890227494,-14.882042849726844
ssp585,2100,chain,2000,37.07302382802588,16.45111107047176,67.00880260515375,83.05622185026004,50.557691534681986,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.591639890227494,-14.882042849726844
ssp585,2150,chain,2000,94.34845106432459,53.76145648576979,148.5505844726424,177.14550202865433,94.78912798687261,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.591639890227494,-14.882042849726844
ssp585,2300,chain,2000,281.1895243759867,168.34130464984796,420.69676856599915,480.3118321049706,252.3554639161512,0.010567345785186071,0.01636593096744588,0.020646841335754697,-15.591639890227494,-14.882042849726844
ssp585,2100,lam_box,2000,35.29983706524878,16.26829661094557,65.30564703454962,84.05959833955077,49.03735042360405,0.009912201014448077,0.01647052786691208,0.02068725601,-15.591639890227494,-14.882042849726844
ssp585,2150,lam_box,2000,90.07881785390757,53.179144093809484,147.454032814231,180.0037089113379,94.27488872042152,0.009912201014448077,0.01647052786691208,0.02068725601,-15.591639890227494,-14.882042849726844
