draw,gis_amp,gis126,gis245,gis585,spread
1,1.6472959706396222,6.31345863386798,8.777053782807382,14.981186515809501,8.66772788194152
2,1.6840067656340019,6.446676562884821,8.581396819892124,13.586725529776036,7.140048966891215
3,1.9628435835347466,7.237055728307931,10.391139678073355,18.464789316094603,11.227733587786672
4,2.082908574292625,7.382659709265973,10.699271798480499,19.176293278065096,11.793633568799123
5,2.0663266851998165,7.242109126621234,10.331398517522098,17.98046991502759,10.738360788406357
6,1.896983855901914,7.035873726480554,9.691217089390003,16.250639259117293,9.214765532636738
7,1.7390397338765062,6.95428247167143,9.557323171480157,16.047358144238977,9.093075672567547
8,1.973191419023614,7.465567702750341,10.521942132523371,18.37921668526096,10.913648982510619
9,1.789653604067251,7.058454177296616,9.773855548990683,16.567526598940226,9.50907242164361
10,1.7859792208477587,6.918548339579617,9.434184996022722,15.580607172305944,8.662058832726327
11,2.1203470017453268,7.4944083257175595,10.371145593869203,17.247211978870915,9.752803653153356
12,1.6612052711544154,6.4913577260200785,8.397684271288657,12.566607740940357,6.075250014920279
13,1.8370068915605384,6.793569960981017,9.094501991517932,14.448988920492724,7.655418959511707
14,2.0303582214351907,7.370592818330803,10.256646235664121,17.433839092890754,10.063246274559951
15,1.773374328067036,6.790514508271005,9.159352128530376,14.870964870490408,8.080450362219402
16,1.8685138990138703,7.120281284472323,9.89984789104873,16.871416972984402,9.751135688512079
17,1.7321908395470262,6.813076935525387,9.292409044200053,15.468524472702924,8.655447537177537
18,1.7377540816963823,6.683865899479571,9.079732043373207,14.904471629178863,8.220605729699292
19,2.2169963293839268,7.520958592720923,10.78719419397649,18.994717464922566,11.473758872201643
20,2.0166603808380703,7.004936841396529,9.750090916469006,16.45926004005989,9.45432319866336
21,2.1787534664623682,7.418321943204217,10.81360179110412,19.44515613302068,12.026834189816466
22,1.7351315018143245,6.916171967596833,9.633712445951929,16.5545916284697,9.638419660872868
23,1.6234416580190032,6.459632804225172,8.783054007716167,14.565879569789047,8.106246765563874
24,1.5745981652726802,6.370114232847788,8.571120829222718,14.005869765426201,7.635755532578413
25,1.9266867304581161,7.027319559650261,9.87751179258522,17.006006707914032,9.978687148263772
26,1.7927272302289907,6.703569715277623,9.05914083626778,14.614173067171901,7.910603351894278
27,1.7337846334151148,6.8222883691413125,9.257804926571637,15.241985551913604,8.419697182772293
28,1.9078959812125964,6.825991569121899,9.381548330856134,15.589978748145946,8.763987179024046
29,1.8018200960951156,6.935815033952215,9.597706503845897,16.269032427746026,9.333217393793811
30,2.275856690212543,7.760019032014547,11.27606164291237,20.203622060038654,12.443603028024107
31,1.6686685736269162,6.6175424810343815,8.731275373988591,13.73743716231401,7.119894681279628
32,2.279005936335586,8.041241782033332,11.942611073800824,22.01667483146143,13.975433049428098
33,2.2019380169262575,7.692831990852919,11.184368889841078,20.23405428393642,12.5412222930835
34,2.2283613373896163,7.760585958881296,11.368996629019101,20.66729787542667,12.906711916545373
35,1.967636304246857,7.039343872948491,9.782566478767029,16.72222829436693,9.682884421418438
36,1.880585178361579,6.910885847866344,9.71467200131848,16.81544221321374,9.904556365347396
37,2.03068271488175,7.165591097709774,10.222436484486112,18.073652548817527,10.908061451107754
38,1.8359481968388882,6.885164117484442,9.554697294282867,16.40804236107822,9.522878243593777
39,1.7516587303917552,6.8063171417256845,9.32175840801014,15.647048629228639,8.840731487502953
40,1.7908088049613367,6.913014648349374,9.459298438452954,15.778274468674969,8.865259820325594
41,1.9649410370811138,7.247903378406747,9.942031221945374,16.473418097374243,9.225514718967496
42,1.9784014605852052,7.567083190173362,10.208005676294098,16.63804228460839,9.070959094435027
43,1.854712588256449,7.093455215065433,9.286756900216137,14.193909594637761,7.100454379572328
44,1.8453041904134342,7.364668606797824,10.184983151425396,17.331282956311263,9.966614349513438
45,2.173174933242742,7.893093610981399,11.404037019620054,20.452609388097528,12.559515777116129
46,1.820010390933316,6.838176359798642,9.055300170845026,14.129752047790834,7.291575687992192
47,2.107414549646568,7.618383136351627,10.93514289185142,19.316147809091927,11.6977646727403
48,1.6925269954148674,6.4812248788060565,8.439014399744067,12.737976973961478,6.256752095155422
49,1.9907415586602395,7.1807156000655645,9.808931409755095,15.989666104370594,8.80895050430503
50,1.9164634723404848,7.1880979837121775,10.080965453465998,17.399693116339794,10.211595132627616
51,1.8410712026025637,7.224069388368036,9.953550223363955,16.69975402986421,9.475684641496173
52,1.721021958151712,6.8739481719888715,9.432882707519227,15.808480975658401,8.93453280366953
53,1.6116359188531686,6.762554232956604,9.00717370348407,14.575822909936324,7.81326867697972
54,1.7776946291933142,7.032706211622871,9.2414336919364,14.339204368783363,7.306498157160492
55,2.2004859495153366,7.8039314220697085,10.8217800343639,18.135223138378148,10.331291716308439
56,2.2438486304994343,7.93262623641582,11.552394160886568,20.950182707801677,13.017556471385856
57,1.9510709128892478,7.263294373695583,10.058211053835736,17.076509493271338,9.813215119575755
58,1.8703376408240429,7.259465805936137,10.116650633948069,17.37606720473443,10.116601398798291
59,2.176987925238499,7.396972838864094,10.422410949485627,17.89504360519053,10.498070766326435
60,1.9881658149074275,7.200023028674206,10.212665934844544,17.917041982747953,10.717018954073747
61,1.949962681648819,7.354475428381344,10.328496556709444,17.88767563390553,10.533200205524187
62,1.7939534803063686,7.015983071719071,9.66967467988728,16.380532076209683,9.364549004490613
63,2.1053603841420747,7.485662497229166,10.689629471956078,18.816743115967704,11.331080618738538
64,2.0412906705658243,7.017052237720501,9.639220673576387,15.900090663442056,8.883038425721555
65,1.7178329237645773,6.398186988902644,8.823206217433851,14.794430520430764,8.39624353152812
66,1.7284285913789728,6.154750214292449,8.669010470543768,15.005144177092538,8.850393962800089
67,1.690626390663629,6.186940391606104,8.768050335964716,15.265170853139677,9.078230461533574
68,1.5294544664404466,6.0713613675204225,8.370415909913898,14.14660904109151,8.075247673571088
69,1.5749063239334782,5.547479559524673,7.780800190625953,13.33713466461123,7.789655105086558
70,1.6945133568140966,6.27155221359136,8.833889293495488,15.316454141229219,9.04490192763786
71,1.8590685202474238,6.672623771807974,9.427410581996666,16.41633542655247,9.743711654744498
72,1.7562028092529403,6.4222522085400735,9.022102845405254,15.63459488179397,9.212342673253897
73,1.706875197091211,6.24671416170072,8.7430006543693,15.069872862577185,8.823158700876466
74,1.6149612870037944,6.207564101461501,8.483098709402658,14.265969969589875,8.058405868128375
75,2.140954730710241,7.008921216788276,10.259860408041774,18.501134481138216,11.492213264349939
76,1.9699203330111406,6.909952307178866,9.984758484034154,17.78957236613886,10.879620058959993
77,2.145660835180051,7.192657681564054,10.607510684373105,19.329388351938007,12.136730670373954
78,1.7286258799783574,6.498104719302724,8.952903810229518,15.018310220191928,8.520205500889205
79,1.8419715524971882,6.870390012626261,9.786844472804395,17.238641113829573,10.368251101203311
80,1.850996332844385,6.741295460843407,9.611255599322277,16.875383157927786,10.134087697084379
81,1.6625455038652293,6.1863730808594,8.597459969863092,14.621756062738601,8.4353829818792
82,1.5273533757387887,5.758116745918052,7.983567166752067,13.566748214969072,7.80863146905102
83,1.848605943017054,6.635490376754283,9.439514864020747,16.486931263550236,9.851440886795952
84,1.5490218603876087,6.083834345006166,8.419643891039534,14.239680988013852,8.155846643007685
85,1.7373453904733087,6.453464593314667,8.994505234039435,15.379049587161466,8.9255849938468
86,1.967665246852827,7.1806880642181445,10.318742134992423,18.287797084979605,11.10710902076146
87,1.9467682634963779,7.020392977011246,10.160413995833414,18.118534387676654,11.098141410665407
88,1.9082724573904115,6.855888629414653,9.778940950309739,17.096272006762266,10.240383377347612
89,1.58444364443495,6.364529813338693,8.522105436415925,13.819681189798123,7.45515137645943
90,2.172762681233049,7.360194295862004,10.850012219269829,19.8200687936368,12.459874497774795
91,1.820196794410396,6.399580679815633,9.136240178091512,15.99674439004241,9.597163710226777
92,1.8510516014886649,6.664523839517168,9.62542002733282,17.064543667161075,10.400019827643908
93,1.9416247558898603,6.618561218355778,9.68152691249883,17.439820081555332,10.821258863199555
94,1.89888492967987,6.767180956335473,9.76272817025165,17.406785076877618,10.639604120542145
95,2.0398092806373582,6.643253352626013,9.515747170441799,16.852238479829182,10.208985127203169
96,2.014518599657744,7.184928115999512,10.52665804484602,19.093601053175576,11.908672937176064
97,1.7348321382968381,6.280259575408158,8.79282901288135,15.062362915099074,8.782103339690916
98,2.213443981119564,7.276923859659166,10.721425635721111,19.532266285225173,12.255342425566006
99,2.1672989923338153,7.406256381008782,10.78086089796571,19.341495970146255,11.935239589137474
100,2.1591748528642705,7.51559128522859,10.825454982480059,19.1335047989419,11.61791351371331
101,2.0511125805938897,7.342784262538879,10.317593281605255,17.66229635058401,10.319512088045133
102,2.2174623484028326,7.872844344485459,11.241184820100429,19.68709203713698,11.814247692651524
