model,component,year,p5,p50,p95
BRICK-AM,total,1860,-24.62038211974022,-23.098145443126448,-21.64681788048877
BRICK-AM,total,1861,-24.30391064315605,-22.829433940468057,-21.423177488650108
BRICK-AM,total,1862,-24.009750508937575,-22.58586261286932,-21.22323489808448
BRICK-AM,total,1863,-23.7237225463398,-22.35671931107176,-21.036466766328164
BRICK-AM,total,1864,-23.552468765260276,-22.240338239316088,-20.94037916510747
BRICK-AM,total,1865,-23.34774288032513,-22.0756818135103,-20.81673806752296
BRICK-AM,total,1866,-23.09020921352062,-21.852667847223103,-20.64547337317352
BRICK-AM,total,1867,-22.81848018295872,-21.614052701247505,-20.439259488428725
BRICK-AM,total,1868,-22.5472813936615,-21.381853933499396,-20.237486779857836
BRICK-AM,total,1869,-22.27036642215179,-21.140057622619537,-20.037353290719317
BRICK-AM,total,1870,-21.995068436690204,-20.90691622613661,-19.836082899673805
BRICK-AM,total,1871,-21.72035777062072,-20.67407060951999,-19.621644340620175
BRICK-AM,total,1872,-21.44323494930092,-20.433703978580258,-19.41363969773168
BRICK-AM,total,1873,-21.180961780349865,-20.19282343832745,-19.21117150704076
BRICK-AM,total,1874,-20.938738264109592,-19.981676335196127,-19.01721035162372
BRICK-AM,total,1875,-20.69248850243897,-19.75431797529111,-18.831430208330453
BRICK-AM,total,1876,-20.45175990427065,-19.538217556428126,-18.634530995535464
BRICK-AM,total,1877,-20.219508976171035,-19.327378429226776,-18.449132143107416
BRICK-AM,total,1878,-19.98778350722842,-19.120043070708938,-18.259802784888727
BRICK-AM,total,1879,-19.75497002006095,-18.912742643109674,-18.07342270708006
BRICK-AM,total,1880,-19.52151355352418,-18.709815644184552,-17.887027759389724
BRICK-AM,total,1881,-19.309743911167818,-18.516553859384103,-17.709891028113102
BRICK-AM,total,1882,-19.075372402545447,-18.318311192076557,-17.52645747801198
BRICK-AM,total,1883,-18.84485636664504,-18.116161574072976,-17.3396833539811
BRICK-AM,total,1884,-18.679343890531264,-17.9874161557905,-17.233427388160703
BRICK-AM,total,1885,-18.74455052381038,-18.082426399778683,-17.350451242568703
BRICK-AM,total,1886,-18.675166834426395,-18.0302315552291,-17.32186681964236
BRICK-AM,total,1887,-18.52283948907167,-17.896282435563165,-17.203075706758273
BRICK-AM,total,1888,-18.350801919088916,-17.742015286352185,-17.062830662018737
BRICK-AM,total,1889,-18.14966716181455,-17.55835968069431,-16.89709607279369
BRICK-AM,total,1890,-17.944216723547772,-17.369538107784855,-16.723087666642133
BRICK-AM,total,1891,-17.772639313998138,-17.20427987110222,-16.565313137493778
BRICK-AM,total,1892,-17.61159302994382,-17.05908959334821,-16.428902286070084
BRICK-AM,total,1893,-17.433588857875638,-16.90325639791373,-16.290471554681524
BRICK-AM,total,1894,-17.241602443074573,-16.71635801741909,-16.124468915441426
BRICK-AM,total,1895,-17.043347183973143,-16.519455142645803,-15.947647474243043
BRICK-AM,total,1896,-16.837971245273515,-16.329074140005527,-15.767797581208189
BRICK-AM,total,1897,-16.64030937231329,-16.14214862014643,-15.596736046076604
BRICK-AM,total,1898,-16.454050554180473,-15.963971337188639,-15.4300704955979
BRICK-AM,total,1899,-16.268444704459046,-15.789399192575173,-15.2624678720017
BRICK-AM,total,1900,-16.0911986384017,-15.611021491430739,-15.09903205056604
BRICK-AM,total,1901,-15.911335925362179,-15.431579860272851,-14.934878374763487
BRICK-AM,total,1902,-15.726968006931433,-15.259347099984396,-14.771077936778266
BRICK-AM,total,1903,-15.576467029149153,-15.122071675306042,-14.64174188585992
BRICK-AM,total,1904,-15.52756225055412,-15.080340182185841,-14.609408964458
BRICK-AM,total,1905,-15.413466331851685,-14.97765327675625,-14.516805624204713
BRICK-AM,total,1906,-15.253614202315251,-14.827628752690345,-14.376300641393982
BRICK-AM,total,1907,-15.07491400740111,-14.658885655876016,-14.216981489131335
BRICK-AM,total,1908,-14.921522206039366,-14.51811633586223,-14.085063705468384
BRICK-AM,total,1909,-14.74945883798729,-14.361899368098088,-13.936145605883539
BRICK-AM,total,1910,-14.582564685434372,-14.195542918136486,-13.782370018682276
BRICK-AM,total,1911,-14.413248536624836,-14.035496202895994,-13.629913671723102
BRICK-AM,total,1912,-14.246397772141458,-13.877403797828325,-13.480609454745629
BRICK-AM,total,1913,-14.171714068699949,-13.800106155198481,-13.412695392668525
BRICK-AM,total,1914,-14.08560973255156,-13.718667348748408,-13.335960548729611
BRICK-AM,total,1915,-13.945905870032066,-13.587191406297112,-13.213292392486837
BRICK-AM,total,1916,-13.775689176341034,-13.4267405361478,-13.06281075014325
BRICK-AM,total,1917,-13.599622429645446,-13.260082293178606,-12.907382116577818
BRICK-AM,total,1918,-13.425293228716082,-13.093284945107015,-12.750295401814654
BRICK-AM,total,1919,-13.253863955725103,-12.925202272855714,-12.592398279893567
BRICK-AM,total,1920,-13.079822369233648,-12.755351436545917,-12.43303784206688
BRICK-AM,total,1921,-12.912656419590597,-12.596334643440848,-12.280850749094997
BRICK-AM,total,1922,-12.741562893438697,-12.430576126913436,-12.123018625860409
BRICK-AM,total,1923,-12.594930414756156,-12.289203987444157,-11.980378741350435
BRICK-AM,total,1924,-12.447067777773997,-12.141069083741534,-11.846107747789002
BRICK-AM,total,1925,-12.285894834530708,-11.983809051954871,-11.69828656902978
BRICK-AM,total,1926,-12.119854041479492,-11.823094038930531,-11.542642142855257
BRICK-AM,total,1927,-11.949601066658403,-11.65864656105467,-11.383277046065963
BRICK-AM,total,1928,-11.779953930423263,-11.494343408741345,-11.224004210607246
BRICK-AM,total,1929,-11.62155704038933,-11.340126083372578,-11.071269081483468
BRICK-AM,total,1930,-11.494468195453008,-11.212383985241665,-10.9507701901953
BRICK-AM,total,1931,-11.332585341461519,-11.052795853461047,-10.793394691882678
BRICK-AM,total,1932,-11.1676683231159,-10.888154942551186,-10.63523775125445
BRICK-AM,total,1933,-11.026167253094782,-10.746943400815068,-10.501498784227655
BRICK-AM,total,1934,-10.863263946540917,-10.587583840248243,-10.348040292365253
BRICK-AM,total,1935,-10.700266057892925,-10.429557645178242,-10.192753846462377
BRICK-AM,total,1936,-10.535728152818098,-10.270831295852865,-10.036052402424255
BRICK-AM,total,1937,-10.368087825124734,-10.110397464289145,-9.877743740561312
BRICK-AM,total,1938,-10.1991328935643,-9.94567820467893,-9.7150082369929
BRICK-AM,total,1939,-10.03022442049029,-9.780924118009128,-9.553430017313952
BRICK-AM,total,1940,-9.864797613953579,-9.621125441532179,-9.397202933939194
BRICK-AM,total,1941,-9.70491459597128,-9.465611415767842,-9.246103756902482
BRICK-AM,total,1942,-9.547887206835151,-9.312651505835415,-9.09831556594907
BRICK-AM,total,1943,-9.394274745802143,-9.164445139920737,-8.952809941455735
BRICK-AM,total,1944,-9.244847875126764,-9.019321536051418,-8.81036016312016
BRICK-AM,total,1945,-9.09132426069889,-8.870213663561916,-8.665918447485849
BRICK-AM,total,1946,-8.924813543444927,-8.707533838344826,-8.507276083566351
BRICK-AM,total,1947,-8.752032219491548,-8.539142068928696,-8.343256571148975
BRICK-AM,total,1948,-8.577889142769834,-8.367692150464952,-8.175993210913504
BRICK-AM,total,1949,-8.406281826778809,-8.196301139579633,-8.01014841756614
BRICK-AM,total,1950,-8.233616740628872,-8.025978419764268,-7.843402956657453
BRICK-AM,total,1951,-8.068294665887692,-7.863394453698899,-7.685968360942467
BRICK-AM,total,1952,-7.907012332788666,-7.706436566536004,-7.531552063650299
BRICK-AM,total,1953,-7.747737694051975,-7.551076670430012,-7.380100923494232
BRICK-AM,total,1954,-7.58928392638094,-7.39676211634101,-7.228410249669323
BRICK-AM,total,1955,-7.430892289635035,-7.2422317679213775,-7.0763362097940785
BRICK-AM,total,1956,-7.271209978255146,-7.086338046910801,-6.92388695372582
BRICK-AM,total,1957,-7.10515494551713,-6.925378650290097,-6.767621211017955
BRICK-AM,total,1958,-6.933685312386852,-6.759646809165,-6.605581850613598
BRICK-AM,total,1959,-6.757363366696365,-6.589165155292898,-6.438344871653204
BRICK-AM,total,1960,-6.588182378232244,-6.423343268066464,-6.276168762292013
BRICK-AM,total,1961,-6.422004894560057,-6.260170394727982,-6.116076854632649
BRICK-AM,total,1962,-6.2651355912772715,-6.1068920853049615,-5.965878348497477
BRICK-AM,total,1963,-6.1381471206545335,-5.982263800203119,-5.842123202666626
BRICK-AM,total,1964,-6.1474579297414405,-5.987796812631494,-5.852168219667938
BRICK-AM,total,1965,-6.1173507751133185,-5.954465300279658,-5.818469563504427
BRICK-AM,total,1966,-6.031866568235456,-5.8779234978302295,-5.743218701496151
BRICK-AM,total,1967,-5.874765639728637,-5.728794562757635,-5.598132796181927
BRICK-AM,total,1968,-5.746623608672436,-5.6067159010528815,-5.483933531318407
BRICK-AM,total,1969,-5.603460564245145,-5.468100196793058,-5.348408571522164
BRICK-AM,total,1970,-5.443098417055891,-5.312589365843937,-5.197748495912447
BRICK-AM,total,1971,-5.285698502554203,-5.160584603509145,-5.049832437778938
BRICK-AM,total,1972,-5.147594742830506,-5.026469506211482,-4.919291639523957
BRICK-AM,total,1973,-4.9978275702974715,-4.880902640614719,-4.7756920920900265
BRICK-AM,total,1974,-4.8306151862282025,-4.716895470065737,-4.614214178337708
BRICK-AM,total,1975,-4.678166479612287,-4.566214950994899,-4.46659216820625
BRICK-AM,total,1976,-4.556251410535133,-4.443139564336182,-4.346801449303819
BRICK-AM,total,1977,-4.396690748906555,-4.287117573855285,-4.194004165835337
BRICK-AM,total,1978,-4.215368777259858,-4.112584375346266,-4.0221344787332844
BRICK-AM,total,1979,-4.024863693238345,-3.924715643368513,-3.8350132204170655
BRICK-AM,total,1980,-3.82869587605114,-3.733850701232493,-3.6491895684032465
BRICK-AM,total,1981,-3.6355346529874804,-3.545321159898272,-3.464472038826898
BRICK-AM,total,1982,-3.441589098961624,-3.3547397548867615,-3.2769173358280743
BRICK-AM,total,1983,-3.303096256359109,-3.2190186094461843,-3.143357123936913
BRICK-AM,total,1984,-3.218772426765415,-3.1373511551370825,-3.062889796963471
BRICK-AM,total,1985,-3.0729571842130685,-2.994477738092849,-2.92304877069916
BRICK-AM,total,1986,-2.886707991062749,-2.8142724191402966,-2.7463813702192508
BRICK-AM,total,1987,-2.699050431834662,-2.628858790211842,-2.5632106770910204
BRICK-AM,total,1988,-2.492600744415009,-2.4297776261060005,-2.367736507005334
BRICK-AM,total,1989,-2.270879710727934,-2.213323597785216,-2.156719788588458
BRICK-AM,total,1990,-2.033561783234617,-1.9797824079792452,-1.9285285218170483
BRICK-AM,total,1991,-1.8006385715089184,-1.7463302987047538,-1.6994175334090453
BRICK-AM,total,1992,-1.6637772338067989,-1.6202250179102364,-1.577080035256968
BRICK-AM,total,1993,-1.6984499941629527,-1.6478069971115925,-1.600827641532681
BRICK-AM,total,1994,-1.5909152727795388,-1.5395816124018893,-1.4932906154149304
BRICK-AM,total,1995,-1.3858072526223435,-1.3371347467396344,-1.2913213351958177
BRICK-AM,total,1996,-1.1443201064298265,-1.099886401434766,-1.056660051906361
BRICK-AM,total,1997,-0.8806310815726226,-0.8474177946708217,-0.8079395506569608
BRICK-AM,total,1998,-0.622213059911542,-0.5977866181348261,-0.5683148167117018
BRICK-AM,total,1999,-0.34832272992990226,-0.3323558773969424,-0.3164613472926503
BRICK-AM,total,2000,-0.05611634991118617,-0.039703933625684584,-0.03055077885848547
BRICK-AM,total,2001,0.241158259625999,0.26304378505143333,0.27709077426368633
BRICK-AM,total,2002,0.5356348587330378,0.5649236526799566,0.5880146854097295
BRICK-AM,total,2003,0.8248616058949031,0.8597145721922725,0.8910465208293216
BRICK-AM,total,2004,1.1010643289745132,1.1426025106025097,1.1822917133222182
BRICK-AM,total,2005,1.380119692498986,1.4275295115801736,1.475503158114069
BRICK-AM,total,2006,1.6494837262439446,1.7045866652530872,1.7600434891126502
BRICK-AM,total,2007,1.916140848695329,1.9775399841580619,2.0412804569616054
BRICK-AM,total,2008,2.18604520262081,2.2548039991159676,2.3260172122921547
BRICK-AM,total,2009,2.4646288587035614,2.5401116872686504,2.619080238286904
BRICK-AM,total,2010,2.748677983876472,2.8297901344536935,2.917604623079783
BRICK-AM,total,2011,3.0379684745642623,3.128376327957316,3.2266188712066057
BRICK-AM,total,2012,3.329660613615212,3.431480954434944,3.539903955238994
BRICK-AM,total,2013,3.6297224303441395,3.7422124993917034,3.859393133825096
BRICK-AM,total,2014,3.942299421445585,4.067069746736998,4.196026628603781
BRICK-AM,total,2015,4.255513921345399,4.391902157421152,4.53098787935899
BRICK-AM,total,2016,4.5630859031807285,4.710667002866424,4.858573299634747
BRICK-AM,total,2017,4.883736539076873,5.0430571614628015,5.202205495397014
BRICK-AM,total,2018,5.209640499318946,5.380058814852465,5.551608200954757
BRICK-AM,total,2019,5.584732457354717,5.764767399032717,5.948192818448009
BRICK-AM,total,2020,5.90977478486796,6.097721201860113,6.292629886345389
BRICK-AM,total,2021,6.279424070931689,6.478480832012613,6.686327102099774
BRICK-AM,total,2022,6.6676273791955305,6.880359693289323,7.098888663676358
BRICK-AM,total,2023,7.00710891758935,7.232829563105405,7.463576863547526
BRICK-AM,total,2024,7.380282458853947,7.6202114509341605,7.862557904484725
BRICK-AM,total,2025,7.767069738772178,8.020695056641351,8.275863246511113
BRICK2.0,ais,1850,-10.780492325491622,-6.0915693533469915,-0.8801374256668936
BRICK2.0,ais,1851,-7.9677063628644476,-6.292670214282775,-4.246410847755943
BRICK2.0,ais,1852,-7.906669087845009,-6.247470660866817,-4.239313809858203
BRICK2.0,ais,1853,-7.846505985600455,-6.199610330853112,-4.207522095788492
BRICK2.0,ais,1854,-7.78648336642431,-6.153876983275744,-4.175747083899631
BRICK2.0,ais,1855,-7.726700828609079,-6.108310238918838,-4.144211398693219
BRICK2.0,ais,1856,-7.666675499023319,-6.062632117426018,-4.112555037538538
BRICK2.0,ais,1857,-7.605857055769331,-6.013599546080563,-4.084215052788561
BRICK2.0,ais,1858,-7.5424806923527195,-5.96164942778827,-4.055737022957859
BRICK2.0,ais,1859,-7.476107832907468,-5.910861886391874,-4.02294951383547
BRICK2.0,ais,1860,-7.410841440254172,-5.861383281749886,-3.9904846279818416
BRICK2.0,ais,1861,-7.346413994307618,-5.813747096742954,-3.9582195558271596
BRICK2.0,ais,1862,-7.2828409795187845,-5.7694620824806595,-3.926193964048705
BRICK2.0,ais,1863,-7.2190626918834,-5.72206486142646,-3.8941674174902388
BRICK2.0,ais,1864,-7.154876582400457,-5.676967678383718,-3.862020163100882
BRICK2.0,ais,1865,-7.087884101246004,-5.630292999630946,-3.829364200140752
BRICK2.0,ais,1866,-7.022309858749629,-5.582660722540771,-3.796106638911926
BRICK2.0,ais,1867,-6.9640247555368955,-5.535209545369822,-3.763102035562488
BRICK2.0,ais,1868,-6.906216218242733,-5.486198811162181,-3.7306165260607083
BRICK2.0,ais,1869,-6.848540779852926,-5.436647958153886,-3.7011019411958883
BRICK2.0,ais,1870,-6.791041049974421,-5.387347115200964,-3.672220018203996
BRICK2.0,ais,1871,-6.733968951509805,-5.340773344084804,-3.6433819844575446
BRICK2.0,ais,1872,-6.677113049752323,-5.296404067853624,-3.6145777368547614
BRICK2.0,ais,1873,-6.620470403626334,-5.250153519454211,-3.5857905492922586
BRICK2.0,ais,1874,-6.564056903885325,-5.204145062941469,-3.557042032484056
BRICK2.0,ais,1875,-6.5064098458257105,-5.157901491131398,-3.5283640873536903
BRICK2.0,ais,1876,-6.44606919045881,-5.112541787101328,-3.499614611944434
BRICK2.0,ais,1877,-6.385829659870481,-5.068486723461875,-3.470871690532215
BRICK2.0,ais,1878,-6.32579894990868,-5.0245361775062465,-3.442181972482241
BRICK2.0,ais,1879,-6.265491045653272,-4.9804859369745405,-3.4134638358348606
BRICK2.0,ais,1880,-6.2053560264865,-4.936972268340885,-3.3847610274408053
BRICK2.0,ais,1881,-6.144858043091427,-4.890351783028411,-3.354489471427542
BRICK2.0,ais,1882,-6.087710536568216,-4.8440437302729435,-3.322267725872433
BRICK2.0,ais,1883,-6.030572846814561,-4.795927260708716,-3.290050874931339
BRICK2.0,ais,1884,-5.971623965128492,-4.751462209352869,-3.257871100898716
BRICK2.0,ais,1885,-5.9068523532034725,-4.701336049908824,-3.225143440980056
BRICK2.0,ais,1886,-5.841361882154268,-4.645056337981517,-3.1901368140284307
BRICK2.0,ais,1887,-5.784495690716282,-4.594484648641998,-3.1545006358870147
BRICK2.0,ais,1888,-5.727935336135182,-4.5444716151546745,-3.1214421212330254
BRICK2.0,ais,1889,-5.671897528877505,-4.492815674104039,-3.0969167235194472
BRICK2.0,ais,1890,-5.614983387510289,-4.44294237484867,-3.0719691408278624
BRICK2.0,ais,1891,-5.550300217399185,-4.39454899301104,-3.046649705565665
BRICK2.0,ais,1892,-5.485765599208354,-4.345906750951023,-3.017980400681794
BRICK2.0,ais,1893,-5.420684267288122,-4.2991664190149095,-2.981873979623852
BRICK2.0,ais,1894,-5.355849010090024,-4.248756164285238,-2.96326256901873
BRICK2.0,ais,1895,-5.292148246126228,-4.1982349950631646,-2.9292011742378268
