model,component,year,p5,p50,p95
BRICK-AM,ais,1903,-0.7418309480791543,-0.6172528418789716,-0.4992735379598222
BRICK-AM,ais,1904,-0.7333645668448782,-0.6123138254913003,-0.4965351474501566
BRICK-AM,ais,1905,-0.7249409304527206,-0.6081969338219907,-0.4948997590714337
BRICK-AM,ais,1906,-0.7161649017206899,-0.6038813355272168,-0.49394946346234475
BRICK-AM,ais,1907,-0.7079030111657486,-0.5988356364461176,-0.493431424967442
BRICK-AM,ais,1908,-0.69972472286076,-0.5939427168964628,-0.49240309652509856
BRICK-AM,ais,1909,-0.6920348034752352,-0.5889742314839742,-0.4916336975763196
BRICK-AM,ais,1910,-0.6841710750790861,-0.5843006452132176,-0.4892949834086999
BRICK-AM,ais,1911,-0.676568330146156,-0.5798053359327613,-0.48613545092084187
BRICK-AM,ais,1912,-0.6676990617125355,-0.5741302356374499,-0.4829745188370464
BRICK-AM,ais,1913,-0.6605788917448714,-0.5687352973367437,-0.4797251834120732
BRICK-AM,ais,1914,-0.6529074641023536,-0.5643036852343287,-0.4773419401570513
BRICK-AM,ais,1915,-0.6441886755512357,-0.5599381044961962,-0.47442328483473284
BRICK-AM,ais,1916,-0.6360603368190891,-0.5549343796400052,-0.47221329323244504
BRICK-AM,ais,1917,-0.6287007662770474,-0.5503023330956571,-0.46937859958092076
BRICK-AM,ais,1918,-0.6208713037397141,-0.545213594694541,-0.46714279223706473
BRICK-AM,ais,1919,-0.6133405724744265,-0.5399908102298563,-0.4630092582543954
BRICK-AM,ais,1920,-0.6063775508525607,-0.5343981598319256,-0.4597761010023553
BRICK-AM,ais,1921,-0.5987973576823722,-0.5289495764330949,-0.45544564199516807
BRICK-AM,ais,1922,-0.5918051102951665,-0.5242270334904993,-0.451370188077722
BRICK-AM,ais,1923,-0.5857202420387846,-0.5193090103131752,-0.4475977354647437
BRICK-AM,ais,1924,-0.5795642579395397,-0.5147040333410655,-0.44303450201211225
BRICK-AM,ais,1925,-0.5726632495703898,-0.5099037855925844,-0.4397709503223479
BRICK-AM,ais,1926,-0.5656990046413817,-0.5041819450279347,-0.43570351196393997
BRICK-AM,ais,1927,-0.559294454027469,-0.49886326862968355,-0.4311447047809464
BRICK-AM,ais,1928,-0.5523081762794464,-0.4938329478778794,-0.4269711533932474
BRICK-AM,ais,1929,-0.5447151159659838,-0.48854780693553584,-0.4230919912071611
BRICK-AM,ais,1930,-0.5375228708932507,-0.483134098396304,-0.4193987282010663
BRICK-AM,ais,1931,-0.530293719378215,-0.478611743147486,-0.4157643813360822
BRICK-AM,ais,1932,-0.5241944095723435,-0.47296993983638536,-0.41237196900603224
BRICK-AM,ais,1933,-0.5176284405719003,-0.4675778234466173,-0.4083510572958718
BRICK-AM,ais,1934,-0.5109767639185779,-0.46209435732844645,-0.4042951117918249
BRICK-AM,ais,1935,-0.5044547236985066,-0.45636963835120514,-0.40045143202159755
BRICK-AM,ais,1936,-0.4982009821191809,-0.4509116562387338,-0.3965098983166133
BRICK-AM,ais,1937,-0.49222933525266604,-0.4454262214307322,-0.39250072471552316
BRICK-AM,ais,1938,-0.4854921155069106,-0.4395476515655735,-0.38828892570507884
BRICK-AM,ais,1939,-0.47911456108488953,-0.4344330179645775,-0.384058203438093
BRICK-AM,ais,1940,-0.47258473699716624,-0.4285830346479624,-0.37979702408242755
BRICK-AM,ais,1941,-0.46662886385523183,-0.42285885410713475,-0.3740082584009384
BRICK-AM,ais,1942,-0.4598947242561313,-0.4175219043906083,-0.3687739248207968
BRICK-AM,ais,1943,-0.4531302211874264,-0.4122454185202799,-0.3637670367468179
BRICK-AM,ais,1944,-0.4469415177454084,-0.4061523625895342,-0.35916873697428303
BRICK-AM,ais,1945,-0.4403458336589146,-0.40067910439842136,-0.3543921924253428
BRICK-AM,ais,1946,-0.4338397849404027,-0.395383944240657,-0.35010039332118237
BRICK-AM,ais,1947,-0.42720791539901876,-0.3894187658062895,-0.34480116022571417
BRICK-AM,ais,1948,-0.42084234531480447,-0.3835072683643747,-0.3398623592436427
BRICK-AM,ais,1949,-0.41370883135220604,-0.377428943804281,-0.3347195669153619
BRICK-AM,ais,1950,-0.40708560702153246,-0.37155371748885485,-0.33010877034520225
BRICK-AM,ais,1951,-0.40043754542925886,-0.365546599500653,-0.3247081561446758
BRICK-AM,ais,1952,-0.39354333081292664,-0.3598928047780931,-0.31899507215759254
BRICK-AM,ais,1953,-0.3874792615992727,-0.35388068297266423,-0.3132677980043343
BRICK-AM,ais,1954,-0.38094194734282855,-0.34776150758375374,-0.307584038305053
BRICK-AM,ais,1955,-0.37465941677580894,-0.3418770777200967,-0.3018982446327295
BRICK-AM,ais,1956,-0.36927032656827036,-0.33626122070825665,-0.2961898088079978
BRICK-AM,ais,1957,-0.3628280085227842,-0.3301737660331913,-0.29091745202216307
BRICK-AM,ais,1958,-0.35632768778724044,-0.32436938271393445,-0.2859734157886107
BRICK-AM,ais,1959,-0.3497151521596642,-0.3183899026861785,-0.2803381366357641
BRICK-AM,ais,1960,-0.3437618288476952,-0.31228006075141723,-0.2753864426722852
BRICK-AM,ais,1961,-0.33751754035120574,-0.3059919146862409,-0.270537007957476
BRICK-AM,ais,1962,-0.33146850895827973,-0.30003752886755775,-0.2652713057274623
BRICK-AM,ais,1963,-0.32465821949969526,-0.29419689950707956,-0.2598846728654295
BRICK-AM,ais,1964,-0.3179930088145866,-0.2882941894990999,-0.253992880554266
BRICK-AM,ais,1965,-0.31296424189865274,-0.28324823648541664,-0.2478643095698354
BRICK-AM,ais,1966,-0.3080208701922034,-0.2785720226454781,-0.24196516250336617
BRICK-AM,ais,1967,-0.3027029817619566,-0.2733477902330695,-0.23553915887640162
BRICK-AM,ais,1968,-0.29829190661249483,-0.2673671240811828,-0.22978434584955457
BRICK-AM,ais,1969,-0.2936856014043296,-0.2619286448576337,-0.22426809283071936
BRICK-AM,ais,1970,-0.28639588939712163,-0.25577107671094573,-0.21868109995599375
BRICK-AM,ais,1971,-0.27957104624020146,-0.24940485862491668,-0.21332115909938223
BRICK-AM,ais,1972,-0.2734038650042768,-0.24320913710117575,-0.20814851887007046
BRICK-AM,ais,1973,-0.26758713810871515,-0.2376731544689173,-0.2028850793233136
BRICK-AM,ais,1974,-0.2620470173155251,-0.23167084887236888,-0.19786138019298466
BRICK-AM,ais,1975,-0.25617051599083934,-0.22533091365781294,-0.19113929252033154
BRICK-AM,ais,1976,-0.24973071013961967,-0.21938446264652756,-0.1850741517257233
BRICK-AM,ais,1977,-0.2441591285157314,-0.21370988540742802,-0.17941737464020516
BRICK-AM,ais,1978,-0.23782673883740282,-0.20724796404245782,-0.17348826224072988
BRICK-AM,ais,1979,-0.23133557000612393,-0.2009139216169994,-0.16708157404657023
BRICK-AM,ais,1980,-0.22451183849822554,-0.19407821341166936,-0.16097193349855649
BRICK-AM,ais,1981,-0.2172483890815926,-0.18721535127413164,-0.1558200035169147
BRICK-AM,ais,1982,-0.21096085629933906,-0.18006154649384215,-0.14959775627983754
BRICK-AM,ais,1983,-0.20396836140584268,-0.173258693921022,-0.14386076792888464
BRICK-AM,ais,1984,-0.19713992190843252,-0.1668065463165861,-0.13792413491594507
BRICK-AM,ais,1985,-0.1907901461757477,-0.16037498440173492,-0.13177750924120946
BRICK-AM,ais,1986,-0.18604655667965156,-0.15388184380671655,-0.12560835964678763
BRICK-AM,ais,1987,-0.18056061449484587,-0.14728397548815048,-0.11984993707305955
BRICK-AM,ais,1988,-0.17462839288751705,-0.13972796516588165,-0.11303748296618435
BRICK-AM,ais,1989,-0.16887997243582123,-0.1321535857053872,-0.10626545087850076
BRICK-AM,ais,1990,-0.16445708205825194,-0.12450907592698085,-0.09883878176248428
BRICK-AM,ais,1991,-0.15783833906296751,-0.11620574499512576,-0.09150606810684002
BRICK-AM,ais,1992,-0.1316085846793864,-0.10843936587615316,-0.08367101520300023
BRICK-AM,ais,1993,-0.12669265796302356,-0.10168936660902272,-0.07585736796433176
BRICK-AM,ais,1994,-0.12320968650005626,-0.09661204341608837,-0.06943593728150127
BRICK-AM,ais,1995,-0.11965103974801217,-0.0906382343124113,-0.061627962910559296
BRICK-AM,ais,1996,-0.1157313995970975,-0.08359036582525797,-0.05311103292586113
BRICK-AM,ais,1997,-0.09472569305739556,-0.07550930105649428,-0.044021198310950194
BRICK-AM,ais,1998,-0.07249882534716073,-0.05946106502163806,-0.033313964983066525
BRICK-AM,ais,1999,-0.04834851127389985,-0.03698341278772821,-0.022386038927745783
BRICK-AM,ais,2000,-0.02939250389468272,-0.013074657928769717,-0.004638021283669218
BRICK-AM,ais,2001,-0.007231090736261908,0.014654290345814391,0.024225884708669886
BRICK-AM,ais,2002,0.015853767588515127,0.04380999539166883,0.0547837246415764
BRICK-AM,ais,2003,0.04075634367616424,0.07340663135302855,0.08598985195027108
BRICK-AM,ais,2004,0.07099112488234262,0.10323002381797303,0.1175469304083741
BRICK-AM,ais,2005,0.1022705775273445,0.13346958278127996,0.14961848475429246
BRICK-AM,ais,2006,0.13427829105695824,0.16451876957642314,0.18164749471362626
BRICK-AM,ais,2007,0.16776815195103054,0.19538783665535747,0.21365465175120396
BRICK-AM,ais,2008,0.19767775678938312,0.22660962554921277,0.24590397949334933
BRICK-AM,ais,2009,0.2280902534972737,0.2580608857521467,0.27845399406875965
BRICK-AM,ais,2010,0.26029922596026983,0.289800481883181,0.3116136344957808
BRICK-AM,ais,2011,0.29377384937279644,0.32297707973707246,0.34582564212109623
BRICK-AM,ais,2012,0.32676432759479507,0.35640315861186667,0.37924299839760245
BRICK-AM,ais,2013,0.35841669970784984,0.39063077349466624,0.41414816832685647
BRICK-AM,ais,2014,0.39146552210814717,0.4252930988019701,0.44988428896004856
BRICK-AM,ais,2015,0.4260752470380659,0.4602636945978414,0.4866119937472033
BRICK-AM,ais,2016,0.4619791736148889,0.4969313045076518,0.52477201903928
BRICK-AM,ais,2017,0.49514876655725715,0.534013507702417,0.5630538927568769
BRICK-AM,ais,2018,0.5309197882920919,0.5711822244971898,0.6009213313255501
BRICK-AM,ais,2019,0.5663986815553577,0.6092942215868746,0.640586577581889
BRICK-AM,ais,2020,0.6008637820890571,0.647639637808961,0.6821821600694341
BRICK-AM,ais,2021,0.6370130549437358,0.6863877594591076,0.7216627750213475
BRICK-AM,ais,2022,0.6758041657111659,0.7258655746192606,0.7638129802191392
BRICK-AM,ais,2023,0.7157345339808233,0.7671814936788344,0.8078974200205975
BRICK-AM,ais,2024,0.7533268177524886,0.8088409862541561,0.8526525913247801
BRICK-AM,ais,2025,0.7918889733651429,0.8514113867529592,0.8980030619641173
BRICK-AM,gis,1850,-6.754120906160978,-6.131408704911081,-5.451038178882145
BRICK-AM,gis,1851,-6.709222690335136,-6.090993674940945,-5.415333942645039
BRICK-AM,gis,1852,-6.664180835349173,-6.050688481972481,-5.379459360727016
BRICK-AM,gis,1853,-6.6189952136519405,-6.010448301088786,-5.343413899877486
BRICK-AM,gis,1854,-6.573794058699528,-5.970047816120136,-5.307345720717248
BRICK-AM,gis,1855,-6.5285325017573195,-5.929559118889502,-5.271202787249928
BRICK-AM,gis,1856,-6.483394687039429,-5.889262150830119,-5.235230208342946
BRICK-AM,gis,1857,-6.438703590841209,-5.8488250572389875,-5.199831510199802
BRICK-AM,gis,1858,-6.394219539025735,-5.808606804220441,-5.164673806844141
BRICK-AM,gis,1859,-6.349630161591585,-5.76908211066376,-5.12938503825103
BRICK-AM,gis,1860,-6.305658650082512,-5.7297527467568194,-5.093817396045059
BRICK-AM,gis,1861,-6.261545399584257,-5.690254563959307,-5.058095006389082
BRICK-AM,gis,1862,-6.217243766517173,-5.64995064514992,-5.022206003586688
BRICK-AM,gis,1863,-6.173078367399043,-5.609604078129449,-4.9864418994943
BRICK-AM,gis,1864,-6.129086417664982,-5.569479306653902,-4.950836035568819
BRICK-AM,gis,1865,-6.086214418243925,-5.531253788522772,-4.916236468961829
BRICK-AM,gis,1866,-6.042794402711065,-5.493196441142963,-4.881935809248174
BRICK-AM,gis,1867,-5.997791915507364,-5.45413756342796,-4.847203650147741
BRICK-AM,gis,1868,-5.952500334189973,-5.414699205147306,-4.812122222300309
BRICK-AM,gis,1869,-5.907127913179217,-5.37541142796057,-4.776943736510906
BRICK-AM,gis,1870,-5.8617234326474,-5.335412825771787,-4.743734133758083
BRICK-AM,gis,1871,-5.816197415015826,-5.2947602385548915,-4.711074006931553
BRICK-AM,gis,1872,-5.770544015739914,-5.253966952318483,-4.678299538911425
BRICK-AM,gis,1873,-5.725056866861224,-5.212963721331668,-4.643156713015668
BRICK-AM,gis,1874,-5.679458831832635,-5.172378027470085,-4.610108925698286
BRICK-AM,gis,1875,-5.634017500562464,-5.131840096382666,-4.5770442137459275
BRICK-AM,gis,1876,-5.588579271223925,-5.091421984587795,-4.5415434160129164
BRICK-AM,gis,1877,-5.543236864913892,-5.050934459794569,-4.50609941155638
BRICK-AM,gis,1878,-5.49962389041323,-5.010154458810493,-4.470648516582658
BRICK-AM,gis,1879,-5.456180037872995,-4.970198206820645,-4.435335994469042
BRICK-AM,gis,1880,-5.412757534850176,-4.930210739247745,-4.399759067568213
BRICK-AM,gis,1881,-5.369568963204271,-4.890354190714952,-4.364226389699739
BRICK-AM,gis,1882,-5.326286521835359,-4.849632510258725,-4.329193893932589
BRICK-AM,gis,1883,-5.283019583857421,-4.809293961516105,-4.294151683946971
BRICK-AM,gis,1884,-5.239719160661695,-4.7692176752400135,-4.2587945508870035
BRICK-AM,gis,1885,-5.1973170081434,-4.729891029290515,-4.2241330898075375
BRICK-AM,gis,1886,-5.158505081469506,-4.694800913512703,-4.192208644927022
BRICK-AM,gis,1887,-5.119779036471951,-4.6589135977308,-4.1603512847533715
BRICK-AM,gis,1888,-5.079957298883842,-4.621310144083306,-4.127670641048422
BRICK-AM,gis,1889,-5.0391446831500595,-4.5833549653249674,-4.0944553654314975
BRICK-AM,gis,1890,-4.997794724540286,-4.544618545461895,-4.060870542390846
BRICK-AM,gis,1891,-4.955818498241547,-4.50549649718269,-4.02807119085734
BRICK-AM,gis,1892,-4.913740771998355,-4.467101272754029,-3.993676635274429
BRICK-AM,gis,1893,-4.871918421570959,-4.4293827109989685,-3.9588014241606104
BRICK-AM,gis,1894,-4.828322697680164,-4.389960135727118,-3.924474393968391
BRICK-AM,gis,1895,-4.782883444979674,-4.350708237109778,-3.8900913344306383
BRICK-AM,gis,1896,-4.737336719905939,-4.3118145712750895,-3.8582664440995
BRICK-AM,gis,1897,-4.691695865164224,-4.272175130999797,-3.8260428727207065
BRICK-AM,gis,1898,-4.646041425016446,-4.2333918112741085,-3.793674244838433
BRICK-AM,gis,1899,-4.602365892219003,-4.193787586789943,-3.761169613548495
BRICK-AM,gis,1900,-4.558837516706157,-4.154070593134307,-3.7285627560484778
BRICK-AM,gis,1901,-4.515271582943072,-4.114449521871677,-3.694710105855286
BRICK-AM,gis,1902,-4.471757649777024,-4.074760522009809,-3.6580452884425068
BRICK-AM,gis,1903,-4.428341567030827,-4.034707897622033,-3.6214313044021855
BRICK-AM,gis,1904,-4.385215387736306,-3.9952334394293296,-3.584950034428534
BRICK-AM,gis,1905,-4.341879175375666,-3.9568597424933816,-3.5490480226255343
BRICK-AM,gis,1906,-4.297958957486573,-3.9174508644630257,-3.513248272404329
BRICK-AM,gis,1907,-4.25669403777028,-3.879356690100355,-3.4771779864939654
BRICK-AM,gis,1908,-4.215566037667136,-3.8397993275098283,-3.4447854549901282
BRICK-AM,gis,1909,-4.174438498869942,-3.8002876513411596,-3.414333600601905
BRICK-AM,gis,1910,-4.132751291267974,-3.761356426034824,-3.3836123608522204
BRICK-AM,gis,1911,-4.090099187110666,-3.7237569544517273,-3.351290438025337
BRICK-AM,gis,1912,-4.047419118767156,-3.6844506344064807,-3.3159187390005216
BRICK-AM,gis,1913,-4.00466991578972,-3.6441824756138472,-3.2804978368783724
BRICK-AM,gis,1914,-3.9628473519789926,-3.605374927529011,-3.2457323339228097
BRICK-AM,gis,1915,-3.92120733900273,-3.567023126051079,-3.211243909529439
BRICK-AM,gis,1916,-3.877384684071445,-3.5272714952820357,-3.176593468559238
BRICK-AM,gis,1917,-3.835281196342601,-3.4879961635540595,-3.1417020169047607
BRICK-AM,gis,1918,-3.793662414342814,-3.4488638349233915,-3.1072330672247714
BRICK-AM,gis,1919,-3.7506681384534084,-3.409393844991363,-3.0716625471357615
BRICK-AM,gis,1920,-3.70798995283322,-3.370236406539627,-3.0359327550011104
BRICK-AM,gis,1921,-3.6644247363043356,-3.3305766011236986,-3.000052804238652
BRICK-AM,gis,1922,-3.620649088132876,-3.2906447831367607,-2.9642191799907156
BRICK-AM,gis,1923,-3.577257450898515,-3.2505609245937666,-2.928534905813036
BRICK-AM,gis,1924,-3.533766941836132,-3.211754407487044,-2.892446733856178
BRICK-AM,gis,1925,-3.4904807919184138,-3.1731933073880114,-2.8566643977895074
BRICK-AM,gis,1926,-3.4470567594845485,-3.133344413539462,-2.820856453652733
BRICK-AM,gis,1927,-3.4034096743267965,-3.0940820109822584,-2.785304233646902
BRICK-AM,gis,1928,-3.3595818764879275,-3.055510891589326,-2.7498203123820417
BRICK-AM,gis,1929,-3.3155416117571033,-3.0156660466455594,-2.71414433908571
BRICK-AM,gis,1930,-3.2716153108470367,-2.9760472294197213,-2.678769483332444
BRICK-AM,gis,1931,-3.2280630588739987,-2.936722497592179,-2.644922924677144
BRICK-AM,gis,1932,-3.1842856471547,-2.896922206929792,-2.610894862563155
BRICK-AM,gis,1933,-3.1402049908614384,-2.8558813789694844,-2.5764968079274837
BRICK-AM,gis,1934,-3.0956573565919716,-2.8158613290227263,-2.5388901541513555
BRICK-AM,gis,1935,-3.050450688628192,-2.774865335849527,-2.501744451146643
BRICK-AM,gis,1936,-3.0055495203111247,-2.734352957574697,-2.466015033644982
BRICK-AM,gis,1937,-2.959573668446468,-2.6929217554982494,-2.4301261695771803
BRICK-AM,gis,1938,-2.913966546862334,-2.6513172263443003,-2.393992336563171
BRICK-AM,gis,1939,-2.868374350129143,-2.6093151333199955,-2.35790843459323
BRICK-AM,gis,1940,-2.8224787525406696,-2.56803440931501,-2.320185345989326
BRICK-AM,gis,1941,-2.7787274569657,-2.5265712481579814,-2.282758606240542
BRICK-AM,gis,1942,-2.7331808582321813,-2.485344676563878,-2.2460890955022568
BRICK-AM,gis,1943,-2.6883894695451254,-2.443852087708643,-2.2094918726942
BRICK-AM,gis,1944,-2.645442511592426,-2.402990459984497,-2.1730376344733355
BRICK-AM,gis,1945,-2.6025188464099975,-2.362681886154208,-2.136176121929025
BRICK-AM,gis,1946,-2.5593924522617413,-2.3225161649519404,-2.0985785122097136
BRICK-AM,gis,1947,-2.514403610741107,-2.281989502348218,-2.0608711619079347
BRICK-AM,gis,1948,-2.469165994169464,-2.2413506396529512,-2.023066105258188
BRICK-AM,gis,1949,-2.4236567768407675,-2.200241678104002,-1.9851971686942207
BRICK-AM,gis,1950,-2.378014679957809,-2.158659026965879,-1.9487199151841974
BRICK-AM,gis,1951,-2.332365667094147,-2.1164226832105038,-1.9122206036126235
BRICK-AM,gis,1952,-2.2867611668425076,-2.0739985803476224,-1.8757551468604285
BRICK-AM,gis,1953,-2.241146627609107,-2.0315767688456643,-1.839264268442732
BRICK-AM,gis,1954,-2.1958709275730097,-1.9895488649454793,-1.8017995771412196
BRICK-AM,gis,1955,-2.1516101753272086,-1.9471974322568277,-1.7642018526852208
BRICK-AM,gis,1956,-2.1060729913152283,-1.9069005260949168,-1.7266116104727522
BRICK-AM,gis,1957,-2.060392030197608,-1.866349731842217,-1.6889816062275151
BRICK-AM,gis,1958,-2.013874445968727,-1.8250821077003625,-1.6513465542617825
BRICK-AM,gis,1959,-1.9672858252233336,-1.7833075125413238,-1.6135444230103726
BRICK-AM,gis,1960,-1.921115871708242,-1.7412666440639573,-1.5755170278451782
BRICK-AM,gis,1961,-1.8747040461307483,-1.6989040922618939,-1.5373293172451898
BRICK-AM,gis,1962,-1.8283169693969945,-1.6561319484430785,-1.4991563676183075
BRICK-AM,gis,1963,-1.7820167851804656,-1.6143090507305469,-1.4610498764237025
BRICK-AM,gis,1964,-1.7361531114707403,-1.5725708075689004,-1.4232461795305964
BRICK-AM,gis,1965,-1.6920919478922187,-1.5328468418030088,-1.3866522198668683
BRICK-AM,gis,1966,-1.6485608020675337,-1.493395965828685,-1.3504999662076063
BRICK-AM,gis,1967,-1.604533009895677,-1.4533065662609532,-1.3136747378730653
BRICK-AM,gis,1968,-1.5599109535100226,-1.4130925160159342,-1.2772538093584227
BRICK-AM,gis,1969,-1.5158444335611991,-1.3723505194144643,-1.2407080352774207
BRICK-AM,gis,1970,-1.4705841053579192,-1.3312015790756928,-1.2036980517681048
BRICK-AM,gis,1971,-1.425362248387337,-1.28991042124425,-1.1656801053870498
BRICK-AM,gis,1972,-1.3792602274736074,-1.248103763728046,-1.1288373341499158
BRICK-AM,gis,1973,-1.3336894815933629,-1.2067867130115237,-1.090362005124103
BRICK-AM,gis,1974,-1.2886860698097589,-1.1654245768221783,-1.0529194752441782
BRICK-AM,gis,1975,-1.2427326048384473,-1.124007086274815,-1.0148439274722498
BRICK-AM,gis,1976,-1.1977803864028658,-1.0824211865603912,-0.9764376895417505
BRICK-AM,gis,1977,-1.15232141688578,-1.0402208977935867,-0.9378912733678354
BRICK-AM,gis,1978,-1.1056322993338876,-0.9978117960543376,-0.8989040998778294
BRICK-AM,gis,1979,-1.0591965351168504,-0.9547329160630347,-0.859673240000487
BRICK-AM,gis,1980,-1.0129332160755595,-0.9112989717354743,-0.8203447363787283
BRICK-AM,gis,1981,-0.9656327622996148,-0.8676037518042072,-0.780821977997319
BRICK-AM,gis,1982,-0.9174211426532041,-0.823635329869052,-0.7411738247481445
BRICK-AM,gis,1983,-0.8687584275298219,-0.779340814934355,-0.7014304453102425
BRICK-AM,gis,1984,-0.8206196709936808,-0.7356852178067244,-0.6620602574012067
BRICK-AM,gis,1985,-0.7733428354913175,-0.6921383722487979,-0.623020977616874
BRICK-AM,gis,1986,-0.7257802861658869,-0.6486516181190773,-0.5831997112365991
BRICK-AM,gis,1987,-0.6771356675456435,-0.6044238472169363,-0.5430350857023444
BRICK-AM,gis,1988,-0.6276188687094235,-0.5600107392127542,-0.502760612283378
BRICK-AM,gis,1989,-0.5773730313432663,-0.5145966370125632,-0.4618567581034765
BRICK-AM,gis,1990,-0.5262334104953688,-0.4688155571853785,-0.42084043980337
BRICK-AM,gis,1991,-0.47411345414648487,-0.4223384822652858,-0.37897713478541045
BRICK-AM,gis,1992,-0.42133008201474537,-0.37534737829762,-0.3368136599923572
BRICK-AM,gis,1993,-0.3696397781023153,-0.32891953063900603,-0.29511141347948305
BRICK-AM,gis,1994,-0.32154240346123136,-0.28448956991762797,-0.25490112590397923
BRICK-AM,gis,1995,-0.2723894608560593,-0.23985605462227078,-0.21504605729179452
BRICK-AM,gis,1996,-0.22177035705361586,-0.19404295217041856,-0.1734860936355407
BRICK-AM,gis,1997,-0.16897724406588885,-0.14746048849774374,-0.1310770087750031
BRICK-AM,gis,1998,-0.11504794410677631,-0.09992754508330037,-0.08859710274261019
BRICK-AM,gis,1999,-0.06062017776703015,-0.05189086838539536,-0.045244081393320944
BRICK-AM,gis,2000,-0.00585903296612016,-0.0032789640047918844,-0.0014056685679536775
BRICK-AM,gis,2001,0.04147883286853364,0.04608598260645991,0.05146321674224903
BRICK-AM,gis,2002,0.08622624677389017,0.09613384239462919,0.10928595937095081
BRICK-AM,gis,2003,0.13080597036810565,0.14685595743641144,0.16816282217598086
BRICK-AM,gis,2004,0.17573537680299672,0.19805272980371624,0.22721531084600483
BRICK-AM,gis,2005,0.22113920399395123,0.24934730607939093,0.2870001275051905
BRICK-AM,gis,2006,0.2664487420976224,0.3008817444921954,0.3466765427706654
BRICK-AM,gis,2007,0.31148272614167255,0.352459000767928,0.40651001010565413
BRICK-AM,gis,2008,0.35705051684753203,0.40427203057948313,0.4665683377746312
BRICK-AM,gis,2009,0.4025161312564594,0.45649652414665454,0.5271445917529347
BRICK-AM,gis,2010,0.4480716675262296,0.5089094984824674,0.5881220316341216
BRICK-AM,gis,2011,0.49382163329963025,0.5615296642557452,0.6496687858096781
BRICK-AM,gis,2012,0.5395883716929251,0.6144164111173391,0.7128124640102022
BRICK-AM,gis,2013,0.5859225099368387,0.6684034812211301,0.7772514602320368
BRICK-AM,gis,2014,0.6317855052877724,0.7226452372548815,0.8430017273032232
BRICK-AM,gis,2015,0.6778502424989814,0.7775209926234945,0.9098499794303901
BRICK-AM,gis,2016,0.7240930070281354,0.8333443674439902,0.9776377669448258
BRICK-AM,gis,2017,0.7704274729373123,0.8890145000449658,1.045807880309162
BRICK-AM,gis,2018,0.8173865123039891,0.9454807181024583,1.1135368326029838
BRICK-AM,gis,2019,0.865564133993617,1.0028577272728434,1.1822604220595334
BRICK-AM,gis,2020,0.9139996303241115,1.0601314072200996,1.2519833744083089
BRICK-AM,gis,2021,0.9624736614091312,1.1179657331372068,1.3239544743554401
BRICK-AM,gis,2022,1.0113395367918043,1.176595422699927,1.395110425372256
BRICK-AM,gis,2023,1.0595991534059266,1.2352133195391168,1.4673972810647407
BRICK-AM,gis,2024,1.1086007224898948,1.29437809965399,1.5419794025644022
BRICK-AM,gis,2025,1.1580859881692709,1.3541056400518174,1.618166014205498
BRICK-AM,gsic,1850,-16.474298880174445,-14.177566851745762,-12.325284860464327
BRICK-AM,gsic,1851,-16.173543241906394,-13.979837508313718,-12.174950159568056
BRICK-AM,gsic,1852,-15.901922834469485,-13.779334592496546,-12.026048596905335
BRICK-AM,gsic,1853,-15.620490131329657,-13.578830461046309,-11.884353355817892
BRICK-AM,gsic,1854,-15.336259040743268,-13.386006780707916,-11.73346275444419
BRICK-AM,gsic,1855,-15.058364481202306,-13.191969228274179,-11.593354870686921
BRICK-AM,gsic,1856,-14.803468152421264,-13.000903804695488,-11.439917620161436
BRICK-AM,gsic,1857,-14.55948229033584,-12.818050710473912,-11.302412841480495
BRICK-AM,gsic,1858,-14.322597142706226,-12.631359842609854,-11.170704595268285
BRICK-AM,gsic,1859,-14.09453319882969,-12.458813434584204,-11.041793659979795
BRICK-AM,gsic,1860,-13.854744123102613,-12.280408437667496,-10.912703205420298
BRICK-AM,gsic,1861,-13.62418020500133,-12.101383375313853,-10.784083170472833
BRICK-AM,gsic,1862,-13.395304045525178,-11.921865831605931,-10.65587778751828
BRICK-AM,gsic,1863,-13.162593766695156,-11.746062529334788,-10.522516523713604
BRICK-AM,gsic,1864,-12.934875231746917,-11.575820316468626,-10.377545471426892
BRICK-AM,gsic,1865,-12.722997476425622,-11.415681461362146,-10.252484323566181
BRICK-AM,gsic,1866,-12.518739956024259,-11.2638127726059,-10.13656830478286
BRICK-AM,gsic,1867,-12.313391006669658,-11.114824462377484,-10.029089918766477
BRICK-AM,gsic,1868,-12.108028981380379,-10.957395583704027,-9.902105660041677
BRICK-AM,gsic,1869,-11.911126684982122,-10.80162488706472,-9.786866349623919
BRICK-AM,gsic,1870,-11.71845739963119,-10.653893523007596,-9.671748519960225
BRICK-AM,gsic,1871,-11.528931951971225,-10.50259078934579,-9.549130857805782
BRICK-AM,gsic,1872,-11.357731651758908,-10.348980818259086,-9.425173447004415
BRICK-AM,gsic,1873,-11.172736263522896,-10.19518273202229,-9.304164564743163
BRICK-AM,gsic,1874,-10.974101548054545,-10.045274634399068,-9.18961011410441
BRICK-AM,gsic,1875,-10.798276385325094,-9.906444616729576,-9.064369748907671
BRICK-AM,gsic,1876,-10.613412980553385,-9.760763494255652,-8.945942815328879
BRICK-AM,gsic,1877,-10.443597409018448,-9.620066646390258,-8.83701576532468
BRICK-AM,gsic,1878,-10.277205683720542,-9.480264227288739,-8.726233335860027
