axis,rff_idx,fair_cfg_idx,seed_idx,post_idx
anova,1655,747,0,2271
anova,1655,747,0,8179
anova,1655,747,1,7660
anova,1655,747,1,2271
anova,1655,747,1,8179
anova,1655,747,2,7660
anova,1655,747,2,2271
anova,1655,747,2,8179
anova,1655,607,0,2091
anova,1655,607,0,7500
anova,1655,607,0,2744
anova,1655,607,1,2091
anova,1655,607,1,7500
anova,1655,607,1,2744
anova,1655,607,2,2091
anova,1655,607,2,7500
anova,1655,607,2,2744
anova,1655,546,0,8310
anova,1655,546,0,3488
anova,1655,546,0,5919
anova,1655,546,1,8310
anova,1655,546,1,3488
anova,1655,546,1,5919
anova,1655,546,2,8310
anova,1655,546,2,3488
anova,1655,546,2,5919
anova,1655,587,0,9339
anova,1655,587,0,5552
anova,1655,587,0,3019
anova,1655,587,1,9339
anova,1655,587,1,5552
anova,1655,587,1,3019
anova,1655,587,2,9339
anova,1655,587,2,5552
anova,1655,587,2,3019
anova,1655,351,0,5079
anova,1655,351,0,6343
anova,1655,351,0,7825
anova,1655,351,1,5079
anova,1655,351,1,6343
anova,1655,351,1,7825
anova,1655,351,2,5079
anova,1655,351,2,6343
anova,1655,351,2,7825
anova,1655,480,0,9115
anova,1655,480,0,813
anova,1655,480,0,1196
anova,1655,480,1,9115
anova,1655,480,1,813
anova,1655,480,1,1196
anova,1655,480,2,9115
anova,1655,480,2,813
anova,1655,480,2,1196
anova,1655,79,0,7647
anova,1655,79,0,6948
anova,1655,79,0,1454
anova,1655,79,1,7647
anova,1655,79,1,6948
anova,1655,79,1,1454
anova,1655,79,2,7647
anova,1655,79,2,6948
anova,1655,79,2,1454
anova,1655,656,0,4886
anova,1655,656,0,4073
anova,1655,656,0,7975
anova,1655,656,1,4886
anova,1655,656,1,4073
anova,1655,656,1,7975
anova,1655,656,2,4886
anova,1655,656,2,4073
anova,1655,656,2,7975
anova,1655,48,0,32
anova,1655,48,0,9754
anova,1655,48,0,6833
anova,1655,48,1,32
anova,1655,48,1,9754
anova,1655,48,1,6833
anova,1655,48,2,32
anova,1655,48,2,9754
anova,1655,48,2,6833
anova,1655,250,0,4607
anova,1655,250,0,964
anova,1655,250,0,7105
anova,1655,250,1,4607
anova,1655,250,1,964
anova,1655,250,1,7105
anova,1655,250,2,4607
anova,1655,250,2,964
anova,1655,250,2,7105
anova,1655,771,0,2280
anova,1655,771,0,5135
anova,1655,771,0,3010
anova,1655,771,1,2280
anova,1655,771,1,5135
anova,1655,771,1,3010
anova,1655,771,2,2280
anova,1655,771,2,5135
anova,1655,771,2,3010
anova,1655,624,0,7498
anova,1655,624,0,7160
anova,1655,624,0,2142
anova,1655,624,1,7498
anova,1655,624,1,7160
anova,1655,624,1,2142
anova,1655,624,2,7498
anova,1655,624,2,7160
anova,1655,624,2,2142
anova,1655,145,0,2557
anova,1655,145,0,6020
anova,1655,145,0,4995
anova,1655,145,1,2557
anova,1655,145,1,6020
anova,1655,145,1,4995
anova,1655,145,2,2557
anova,1655,145,2,6020
anova,1655,145,2,4995
anova,1655,344,0,8246
anova,1655,344,0,7803
anova,1655,344,0,5861
anova,1655,344,1,8246
anova,1655,344,1,7803
anova,1655,344,1,5861
anova,1655,344,2,8246
anova,1655,344,2,7803
anova,1655,344,2,5861
anova,543,93,0,2057
anova,543,93,0,7118
anova,543,93,0,4644
anova,543,93,1,2057
anova,543,93,1,7118
anova,543,93,1,4644
anova,543,93,2,2057
anova,543,93,2,7118
anova,543,93,2,4644
anova,543,613,0,4019
anova,543,613,0,6712
anova,543,613,0,5461
anova,543,613,1,4019
anova,543,613,1,6712
anova,543,613,1,5461
anova,543,613,2,4019
anova,543,613,2,6712
anova,543,613,2,5461
anova,543,117,0,6031
anova,543,117,0,7849
anova,543,117,0,4424
anova,543,117,1,6031
anova,543,117,1,7849
anova,543,117,1,4424
anova,543,117,2,6031
anova,543,117,2,7849
anova,543,117,2,4424
anova,543,717,0,9489
anova,543,717,0,7406
anova,543,717,0,3653
anova,543,717,1,9489
anova,543,717,1,7406
anova,543,717,1,3653
anova,543,717,2,9489
anova,543,717,2,7406
anova,543,717,2,3653
anova,543,197,0,9460
anova,543,197,0,3399
anova,543,197,0,1725
anova,543,197,1,9460
anova,543,197,1,3399
anova,543,197,1,1725
anova,543,197,2,9460
anova,543,197,2,3399
anova,543,197,2,1725
anova,543,485,0,1000
anova,543,485,0,9847
anova,543,485,0,6068
anova,543,485,1,1000
anova,543,485,1,9847
anova,543,485,1,6068
anova,543,485,2,1000
anova,543,485,2,9847
anova,543,485,2,6068
anova,543,743,0,2831
anova,543,743,0,6075
anova,543,743,0,22
anova,543,743,1,2831
anova,543,743,1,6075
anova,543,743,1,22
anova,543,743,2,2831
anova,543,743,2,6075
anova,543,743,2,22
anova,543,598,0,4183
anova,543,598,0,8354
anova,543,598,0,7263
anova,543,598,1,4183
anova,543,598,1,8354
anova,543,598,1,7263
anova,543,598,2,4183
anova,543,598,2,8354
anova,543,598,2,7263
anova,543,340,0,5021
anova,543,340,0,7554
anova,543,340,0,7016
anova,543,340,1,5021
anova,543,340,1,7554
anova,543,340,1,7016
anova,543,340,2,5021
anova,543,340,2,7554
anova,543,340,2,7016
anova,543,60,0,9523
anova,543,60,0,142
anova,543,60,0,1518
anova,543,60,1,9523
anova,543,60,1,142
anova,543,60,1,1518
anova,543,60,2,9523
anova,543,60,2,142
anova,543,60,2,1518
anova,543,249,0,5469
anova,543,249,0,8987
anova,543,249,0,6451
anova,543,249,1,5469
anova,543,249,1,8987
anova,543,249,1,6451
anova,543,249,2,5469
anova,543,249,2,8987
anova,543,249,2,6451
anova,543,310,0,3316
anova,543,310,0,3811
anova,543,310,0,3260
anova,543,310,1,3316
anova,543,310,1,3811
anova,543,310,1,3260
anova,543,310,2,3316
anova,543,310,2,3811
anova,543,310,2,3260
anova,543,694,0,7795
anova,543,694,0,6060
anova,543,694,0,7549
anova,543,694,1,7795
anova,543,694,1,6060
anova,543,694,1,7549
anova,543,694,2,7795
anova,543,694,2,6060
anova,543,694,2,7549
anova,543,109,0,1104
anova,543,109,0,7673
anova,543,109,0,715
anova,543,109,1,1104
anova,543,109,1,7673
anova,543,109,1,715
anova,543,109,2,1104
anova,543,109,2,7673
anova,543,109,2,715
anova,543,354,0,152
anova,543,354,0,7294
anova,543,354,0,3849
anova,543,354,1,152
anova,543,354,1,7294
anova,543,354,1,3849
anova,543,354,2,152
anova,543,354,2,7294
anova,543,354,2,3849
anova,706,768,0,1953
anova,706,768,0,227
anova,706,768,0,3367
anova,706,768,1,1953
anova,706,768,1,227
anova,706,768,1,3367
anova,706,768,2,1953
anova,706,768,2,227
anova,706,768,2,3367
anova,706,597,0,6026
anova,706,597,0,1010
anova,706,597,0,9988
anova,706,597,1,6026
anova,706,597,1,1010
anova,706,597,1,9988
anova,706,597,2,6026
anova,706,597,2,1010
anova,706,597,2,9988
anova,706,609,0,8784
anova,706,609,0,4986
anova,706,609,0,8685
anova,706,609,1,8784
anova,706,609,1,4986
anova,706,609,1,8685
anova,706,609,2,8784
anova,706,609,2,4986
anova,706,609,2,8685
anova,706,75,0,3948
anova,706,75,0,2624
anova,706,75,0,897
anova,706,75,1,3948
anova,706,75,1,2624
anova,706,75,1,897
anova,706,75,2,3948
anova,706,75,2,2624
anova,706,75,2,897
anova,706,742,0,9437
anova,706,742,0,5233
anova,706,742,0,5204
anova,706,742,1,9437
anova,706,742,1,5233
anova,706,742,1,5204
anova,706,742,2,9437
anova,706,742,2,5233
anova,706,742,2,5204
anova,706,718,0,8108
anova,706,718,0,7372
anova,706,718,0,2082
anova,706,718,1,8108
anova,706,718,1,7372
anova,706,718,1,2082
anova,706,718,2,8108
anova,706,718,2,7372
anova,706,718,2,2082
anova,706,79,0,3649
anova,706,79,0,1533
anova,706,79,0,3702
anova,706,79,1,3649
anova,706,79,1,1533
anova,706,79,1,3702
anova,706,79,2,3649
anova,706,79,2,1533
anova,706,79,2,3702
anova,706,730,0,7954
anova,706,730,0,200
anova,706,730,0,6578
anova,706,730,1,7954
anova,706,730,1,200
anova,706,730,1,6578
anova,706,730,2,7954
anova,706,730,2,200
anova,706,730,2,6578
anova,706,452,0,5500
anova,706,452,0,5713
anova,706,452,0,1797
anova,706,452,1,5500
anova,706,452,1,5713
anova,706,452,1,1797
anova,706,452,2,5500
anova,706,452,2,5713
anova,706,452,2,1797
anova,706,42,0,9948
anova,706,42,0,7249
anova,706,42,0,5132
anova,706,42,1,9948
anova,706,42,1,7249
anova,706,42,1,5132
anova,706,42,2,9948
anova,706,42,2,7249
anova,706,42,2,5132
anova,706,283,0,9824
anova,706,283,0,1646
anova,706,283,0,6820
anova,706,283,1,9824
anova,706,283,1,1646
anova,706,283,1,6820
anova,706,283,2,9824
anova,706,283,2,1646
anova,706,283,2,6820
anova,706,773,0,892
anova,706,773,0,7469
anova,706,773,0,4142
anova,706,773,1,892
anova,706,773,1,7469
anova,706,773,1,4142
anova,706,773,2,892
anova,706,773,2,7469
anova,706,773,2,4142
anova,706,564,0,1983
anova,706,564,0,8096
anova,706,564,0,7965
anova,706,564,1,1983
anova,706,564,1,8096
anova,706,564,1,7965
anova,706,564,2,1983
anova,706,564,2,8096
anova,706,564,2,7965
anova,706,527,0,5459
anova,706,527,0,5653
anova,706,527,0,334
anova,706,527,1,5459
anova,706,527,1,5653
anova,706,527,1,334
anova,706,527,2,5459
anova,706,527,2,5653
anova,706,527,2,334
anova,706,618,0,5887
anova,706,618,0,6471
anova,706,618,0,8628
anova,706,618,1,5887
anova,706,618,1,6471
anova,706,618,1,8628
anova,706,618,2,5887
anova,706,618,2,6471
anova,706,618,2,8628
anova,1466,711,0,7591
anova,1466,711,0,6068
anova,1466,711,0,4872
anova,1466,711,1,7591
anova,1466,711,1,6068
anova,1466,711,1,4872
anova,1466,711,2,7591
anova,1466,711,2,6068
anova,1466,711,2,4872
anova,1466,139,0,4404
anova,1466,139,0,2920
anova,1466,139,0,6850
anova,1466,139,1,4404
anova,1466,139,1,2920
anova,1466,139,1,6850
anova,1466,139,2,4404
anova,1466,139,2,2920
anova,1466,139,2,6850
anova,1466,10,0,7121
anova,1466,10,0,3089
anova,1466,10,0,6417
anova,1466,10,1,7121
anova,1466,10,1,3089
anova,1466,10,1,6417
anova,1466,10,2,7121
anova,1466,10,2,3089
anova,1466,10,2,6417
anova,1466,594,0,3333
anova,1466,594,0,2458
anova,1466,594,0,836
anova,1466,594,1,3333
anova,1466,594,1,2458
anova,1466,594,1,836
anova,1466,594,2,3333
anova,1466,594,2,2458
anova,1466,594,2,836
anova,1466,613,0,2249
anova,1466,613,0,3454
anova,1466,613,0,8530
anova,1466,613,1,2249
anova,1466,613,1,3454
anova,1466,613,1,8530
anova,1466,613,2,2249
anova,1466,613,2,3454
anova,1466,613,2,8530
anova,1466,304,0,2888
anova,1466,304,0,1302
anova,1466,304,0,3168
anova,1466,304,1,2888
anova,1466,304,1,1302
anova,1466,304,1,3168
anova,1466,304,2,2888
anova,1466,304,2,1302
anova,1466,304,2,3168
anova,1466,517,0,6871
anova,1466,517,0,9635
anova,1466,517,0,5567
anova,1466,517,1,6871
anova,1466,517,1,9635
anova,1466,517,1,5567
anova,1466,517,2,6871
anova,1466,517,2,9635
anova,1466,517,2,5567
anova,1466,495,0,3703
anova,1466,495,0,2273
anova,1466,495,0,7017
anova,1466,495,1,3703
anova,1466,495,1,2273
anova,1466,495,1,7017
anova,1466,495,2,3703
anova,1466,495,2,2273
anova,1466,495,2,7017
anova,1466,432,0,6218
anova,1466,432,0,8420
anova,1466,432,0,6641
anova,1466,432,1,6218
anova,1466,432,1,8420
anova,1466,432,1,6641
anova,1466,432,2,6218
anova,1466,432,2,8420
anova,1466,432,2,6641
anova,1466,40,0,8588
anova,1466,40,0,5815
anova,1466,40,0,2977
anova,1466,40,1,8588
anova,1466,40,1,5815
anova,1466,40,1,2977
anova,1466,40,2,8588
anova,1466,40,2,5815
anova,1466,40,2,2977
anova,1466,212,0,6955
anova,1466,212,0,1441
anova,1466,212,0,2514
anova,1466,212,1,6955
anova,1466,212,1,1441
anova,1466,212,1,2514
anova,1466,212,2,6955
anova,1466,212,2,1441
anova,1466,212,2,2514
anova,1466,734,0,526
anova,1466,734,0,4120
anova,1466,734,0,5586
anova,1466,734,1,526
anova,1466,734,1,4120
anova,1466,734,1,5586
anova,1466,734,2,526
anova,1466,734,2,4120
anova,1466,734,2,5586
anova,1466,436,0,8453
anova,1466,436,0,4481
anova,1466,436,0,215
anova,1466,436,1,8453
anova,1466,436,1,4481
anova,1466,436,1,215
anova,1466,436,2,8453
anova,1466,436,2,4481
anova,1466,436,2,215
anova,1466,551,0,2545
anova,1466,551,0,1004
anova,1466,551,0,9366
anova,1466,551,1,2545
anova,1466,551,1,1004
anova,1466,551,1,9366
anova,1466,551,2,2545
anova,1466,551,2,1004
anova,1466,551,2,9366
anova,1466,284,0,5148
anova,1466,284,0,1234
anova,1466,284,0,5239
anova,1466,284,1,5148
anova,1466,284,1,1234
anova,1466,284,1,5239
anova,1466,284,2,5148
anova,1466,284,2,1234
anova,1466,284,2,5239
anova,81,803,0,4758
anova,81,803,0,9731
anova,81,803,0,3876
anova,81,803,1,4758
anova,81,803,1,9731
anova,81,803,1,3876
anova,81,803,2,4758
anova,81,803,2,9731
anova,81,803,2,3876
anova,81,737,0,3383
anova,81,737,0,9023
anova,81,737,0,6060
anova,81,737,1,3383
anova,81,737,1,9023
anova,81,737,1,6060
anova,81,737,2,3383
anova,81,737,2,9023
anova,81,737,2,6060
anova,81,37,0,2127
anova,81,37,0,7142
anova,81,37,0,7899
anova,81,37,1,2127
anova,81,37,1,7142
anova,81,37,1,7899
anova,81,37,2,2127
anova,81,37,2,7142
anova,81,37,2,7899
anova,81,269,0,5356
anova,81,269,0,3081
anova,81,269,0,459
anova,81,269,1,5356
anova,81,269,1,3081
anova,81,269,1,459
anova,81,269,2,5356
anova,81,269,2,3081
anova,81,269,2,459
anova,81,20,0,8505
anova,81,20,0,3329
anova,81,20,0,4245
anova,81,20,1,8505
anova,81,20,1,3329
anova,81,20,1,4245
anova,81,20,2,8505
anova,81,20,2,3329
anova,81,20,2,4245
anova,81,523,0,2727
anova,81,523,0,8764
anova,81,523,0,3924
anova,81,523,1,2727
anova,81,523,1,8764
anova,81,523,1,3924
anova,81,523,2,2727
anova,81,523,2,8764
anova,81,523,2,3924
anova,81,337,0,6402
anova,81,337,0,9039
anova,81,337,0,5164
anova,81,337,1,6402
anova,81,337,1,9039
anova,81,337,1,5164
anova,81,337,2,6402
anova,81,337,2,9039
anova,81,337,2,5164
anova,81,601,0,837
anova,81,601,0,9911
anova,81,601,0,9364
anova,81,601,1,837
anova,81,601,1,9911
anova,81,601,1,9364
anova,81,601,2,837
anova,81,601,2,9911
anova,81,601,2,9364
anova,81,357,0,2696
anova,81,357,0,673
anova,81,357,0,85
anova,81,357,1,2696
anova,81,357,1,673
anova,81,357,1,85
anova,81,357,2,2696
anova,81,357,2,673
anova,81,357,2,85
anova,81,637,0,5858
anova,81,637,0,3629
anova,81,637,0,9510
anova,81,637,1,5858
anova,81,637,1,3629
anova,81,637,1,9510
anova,81,637,2,5858
anova,81,637,2,3629
anova,81,637,2,9510
anova,81,560,0,4837
anova,81,560,0,6393
anova,81,560,0,7937
anova,81,560,1,4837
anova,81,560,1,6393
anova,81,560,1,7937
anova,81,560,2,4837
anova,81,560,2,6393
anova,81,560,2,7937
anova,81,551,0,2447
anova,81,551,0,8877
anova,81,551,0,6216
anova,81,551,1,2447
anova,81,551,1,8877
anova,81,551,1,6216
anova,81,551,2,2447
anova,81,551,2,8877
anova,81,551,2,6216
anova,81,798,0,86
anova,81,798,0,4324
anova,81,798,0,5934
anova,81,798,1,86
anova,81,798,1,4324
anova,81,798,1,5934
anova,81,798,2,86
anova,81,798,2,4324
anova,81,798,2,5934
anova,81,28,0,2033
anova,81,28,0,3977
anova,81,28,0,5041
anova,81,28,1,2033
anova,81,28,1,3977
anova,81,28,1,5041
anova,81,28,2,2033
anova,81,28,2,3977
anova,81,28,2,5041
anova,81,259,0,5155
anova,81,259,0,4713
anova,81,259,0,7606
anova,81,259,1,5155
anova,81,259,1,4713
anova,81,259,1,7606
anova,81,259,2,5155
anova,81,259,2,4713
anova,81,259,2,7606
anova,670,590,0,6196
anova,670,590,0,3963
anova,670,590,0,9002
anova,670,590,1,6196
anova,670,590,1,3963
anova,670,590,1,9002
anova,670,590,2,6196
anova,670,590,2,3963
anova,670,590,2,9002
anova,670,498,0,2379
anova,670,498,0,8278
anova,670,498,0,1394
anova,670,498,1,2379
anova,670,498,1,8278
anova,670,498,1,1394
anova,670,498,2,2379
anova,670,498,2,8278
anova,670,498,2,1394
anova,670,521,0,7534
anova,670,521,0,8159
anova,670,521,0,3303
anova,670,521,1,7534
anova,670,521,1,8159
anova,670,521,1,3303
anova,670,521,2,7534
anova,670,521,2,8159
anova,670,521,2,3303
anova,670,209,0,809
anova,670,209,0,4189
anova,670,209,0,2540
anova,670,209,1,809
anova,670,209,1,4189
anova,670,209,1,2540
anova,670,209,2,809
anova,670,209,2,4189
anova,670,209,2,2540
anova,670,565,0,3155
anova,670,565,0,2991
anova,670,565,0,4493
anova,670,565,1,3155
anova,670,565,1,2991
anova,670,565,1,4493
anova,670,565,2,3155
anova,670,565,2,2991
anova,670,565,2,4493
anova,670,349,0,5856
anova,670,349,0,1807
anova,670,349,0,7884
anova,670,349,1,5856
anova,670,349,1,1807
anova,670,349,1,7884
anova,670,349,2,5856
anova,670,349,2,1807
anova,670,349,2,7884
anova,670,579,0,2798
anova,670,579,0,794
anova,670,579,0,5782
anova,670,579,1,2798
anova,670,579,1,794
anova,670,579,1,5782
anova,670,579,2,2798
anova,670,579,2,794
anova,670,579,2,5782
anova,670,834,0,3537
anova,670,834,0,2309
anova,670,834,0,2366
anova,670,834,1,3537
anova,670,834,1,2309
anova,670,834,1,2366
anova,670,834,2,3537
anova,670,834,2,2309
anova,670,834,2,2366
anova,670,61,0,177
anova,670,61,0,3797
anova,670,61,0,8706
anova,670,61,1,177
anova,670,61,1,3797
anova,670,61,1,8706
anova,670,61,2,177
anova,670,61,2,3797
anova,670,61,2,8706
anova,670,90,0,4753
anova,670,90,0,9218
anova,670,90,0,3585
anova,670,90,1,4753
anova,670,90,1,9218
anova,670,90,1,3585
anova,670,90,2,4753
anova,670,90,2,9218
anova,670,90,2,3585
anova,670,384,0,7321
anova,670,384,0,3667
anova,670,384,0,5298
anova,670,384,1,7321
anova,670,384,1,3667
anova,670,384,1,5298
anova,670,384,2,7321
anova,670,384,2,3667
anova,670,384,2,5298
anova,670,713,0,1071
anova,670,713,0,2551
anova,670,713,0,5558
anova,670,713,1,1071
anova,670,713,1,2551
anova,670,713,1,5558
anova,670,713,2,1071
anova,670,713,2,2551
anova,670,713,2,5558
anova,670,424,0,350
anova,670,424,0,4280
anova,670,424,0,3764
anova,670,424,1,350
anova,670,424,1,4280
anova,670,424,1,3764
anova,670,424,2,350
anova,670,424,2,4280
anova,670,424,2,3764
anova,670,328,0,5286
anova,670,328,0,8576
anova,670,328,0,1036
anova,670,328,1,5286
anova,670,328,1,8576
anova,670,328,1,1036
anova,670,328,2,5286
anova,670,328,2,8576
anova,670,328,2,1036
anova,670,586,0,822
anova,670,586,0,2993
anova,670,586,0,6044
anova,670,586,1,822
anova,670,586,1,2993
anova,670,586,1,6044
anova,670,586,2,822
anova,670,586,2,2993
anova,670,586,2,6044
anova,1679,453,0,7281
anova,1679,453,0,8679
anova,1679,453,0,5140
anova,1679,453,1,7281
anova,1679,453,1,8679
anova,1679,453,1,5140
anova,1679,453,2,7281
anova,1679,453,2,8679
anova,1679,453,2,5140
anova,1679,626,0,9874
anova,1679,626,0,8366
anova,1679,626,0,8076
anova,1679,626,1,9874
anova,1679,626,1,8366
anova,1679,626,1,8076
anova,1679,626,2,9874
anova,1679,626,2,8366
anova,1679,626,2,8076
anova,1679,397,0,8591
anova,1679,397,0,7587
anova,1679,397,0,3870
anova,1679,397,1,8591
anova,1679,397,1,7587
anova,1679,397,1,3870
anova,1679,397,2,8591
anova,1679,397,2,7587
anova,1679,397,2,3870
anova,1679,716,0,3663
anova,1679,716,0,1368
anova,1679,716,0,1028
anova,1679,716,1,3663
anova,1679,716,1,1368
anova,1679,716,1,1028
anova,1679,716,2,3663
anova,1679,716,2,1368
anova,1679,716,2,1028
anova,1679,174,0,1099
anova,1679,174,0,9343
anova,1679,174,0,7182
anova,1679,174,1,1099
anova,1679,174,1,9343
anova,1679,174,1,7182
anova,1679,174,2,1099
anova,1679,174,2,9343
anova,1679,174,2,7182
anova,1679,565,0,229
anova,1679,565,0,1417
anova,1679,565,0,1262
anova,1679,565,1,229
anova,1679,565,1,1417
anova,1679,565,1,1262
anova,1679,565,2,229
anova,1679,565,2,1417
anova,1679,565,2,1262
anova,1679,733,0,6436
anova,1679,733,0,367
anova,1679,733,0,521
anova,1679,733,1,6436
anova,1679,733,1,367
anova,1679,733,1,521
anova,1679,733,2,6436
anova,1679,733,2,367
anova,1679,733,2,521
anova,1679,370,0,6337
anova,1679,370,0,6502
anova,1679,370,0,7048
anova,1679,370,1,6337
anova,1679,370,1,6502
anova,1679,370,1,7048
anova,1679,370,2,6337
anova,1679,370,2,6502
anova,1679,370,2,7048
anova,1679,837,0,6583
anova,1679,837,0,815
anova,1679,837,0,5871
anova,1679,837,1,6583
anova,1679,837,1,815
anova,1679,837,1,5871
anova,1679,837,2,6583
anova,1679,837,2,815
anova,1679,837,2,5871
anova,1679,756,0,1781
anova,1679,756,0,6657
anova,1679,756,0,2353
anova,1679,756,1,1781
anova,1679,756,1,6657
anova,1679,756,1,2353
anova,1679,756,2,1781
anova,1679,756,2,6657
anova,1679,756,2,2353
anova,1679,9,0,925
anova,1679,9,0,7988
anova,1679,9,0,4512
anova,1679,9,1,925
anova,1679,9,1,7988
anova,1679,9,1,4512
anova,1679,9,2,925
anova,1679,9,2,7988
anova,1679,9,2,4512
anova,1679,414,0,9024
anova,1679,414,0,6634
anova,1679,414,0,8967
anova,1679,414,1,9024
anova,1679,414,1,6634
anova,1679,414,1,8967
anova,1679,414,2,9024
anova,1679,414,2,6634
anova,1679,414,2,8967
anova,1679,521,0,6187
anova,1679,521,0,2744
anova,1679,521,0,2560
anova,1679,521,1,6187
anova,1679,521,1,2744
anova,1679,521,1,2560
anova,1679,521,2,6187
anova,1679,521,2,2744
anova,1679,521,2,2560
anova,1679,513,0,8331
anova,1679,513,0,6477
anova,1679,513,0,121
anova,1679,513,1,8331
anova,1679,513,1,6477
anova,1679,513,1,121
anova,1679,513,2,8331
anova,1679,513,2,6477
anova,1679,513,2,121
anova,1679,366,0,5699
anova,1679,366,0,7524
anova,1679,366,0,8284
anova,1679,366,1,5699
anova,1679,366,1,7524
anova,1679,366,1,8284
anova,1679,366,2,5699
anova,1679,366,2,7524
anova,1679,366,2,8284
anova,173,649,0,6243
anova,173,649,0,749
anova,173,649,0,7968
anova,173,649,1,6243
anova,173,649,1,749
anova,173,649,1,7968
anova,173,649,2,6243
anova,173,649,2,749
anova,173,649,2,7968
anova,173,694,0,5755
anova,173,694,0,5839
anova,173,694,0,7283
anova,173,694,1,5755
anova,173,694,1,5839
anova,173,694,1,7283
anova,173,694,2,5755
anova,173,694,2,5839
anova,173,694,2,7283
anova,173,611,0,3880
anova,173,611,0,9964
anova,173,611,0,8112
anova,173,611,1,3880
anova,173,611,1,9964
anova,173,611,1,8112
anova,173,611,2,3880
anova,173,611,2,9964
anova,173,611,2,8112
anova,173,667,0,4587
anova,173,667,0,1832
anova,173,667,0,3625
anova,173,667,1,4587
anova,173,667,1,1832
anova,173,667,1,3625
anova,173,667,2,4587
anova,173,667,2,1832
anova,173,667,2,3625
anova,173,248,0,4152
anova,173,248,0,6374
anova,173,248,0,817
anova,173,248,1,4152
anova,173,248,1,6374
anova,173,248,1,817
anova,173,248,2,4152
anova,173,248,2,6374
anova,173,248,2,817
anova,173,432,0,9504
anova,173,432,0,8997
anova,173,432,0,4383
anova,173,432,1,9504
anova,173,432,1,8997
anova,173,432,1,4383
anova,173,432,2,9504
anova,173,432,2,8997
anova,173,432,2,4383
anova,173,579,0,7467
anova,173,579,0,8720
anova,173,579,0,2728
anova,173,579,1,7467
anova,173,579,1,8720
anova,173,579,1,2728
anova,173,579,2,7467
anova,173,579,2,8720
anova,173,579,2,2728
anova,173,731,0,3248
anova,173,731,0,8643
anova,173,731,0,3494
anova,173,731,1,3248
anova,173,731,1,8643
anova,173,731,1,3494
anova,173,731,2,3248
anova,173,731,2,8643
anova,173,731,2,3494
anova,173,380,0,4583
anova,173,380,0,1446
anova,173,380,0,2537
anova,173,380,1,4583
anova,173,380,1,1446
anova,173,380,1,2537
anova,173,380,2,4583
anova,173,380,2,1446
anova,173,380,2,2537
anova,173,565,0,6032
anova,173,565,0,2686
anova,173,565,0,5484
anova,173,565,1,6032
anova,173,565,1,2686
anova,173,565,1,5484
anova,173,565,2,6032
anova,173,565,2,2686
anova,173,565,2,5484
anova,173,513,0,2868
anova,173,513,0,561
anova,173,513,0,3387
anova,173,513,1,2868
anova,173,513,1,561
anova,173,513,1,3387
anova,173,513,2,2868
anova,173,513,2,561
anova,173,513,2,3387
anova,173,231,0,6778
anova,173,231,0,2179
anova,173,231,0,4181
anova,173,231,1,6778
anova,173,231,1,2179
anova,173,231,1,4181
anova,173,231,2,6778
anova,173,231,2,2179
anova,173,231,2,4181
anova,173,352,0,2825
anova,173,352,0,9814
anova,173,352,0,8496
anova,173,352,1,2825
anova,173,352,1,9814
anova,173,352,1,8496
anova,173,352,2,2825
anova,173,352,2,9814
anova,173,352,2,8496
anova,173,558,0,9639
anova,173,558,0,5059
anova,173,558,0,2205
anova,173,558,1,9639
anova,173,558,1,5059
anova,173,558,1,2205
anova,173,558,2,9639
anova,173,558,2,5059
anova,173,558,2,2205
anova,173,96,0,285
anova,173,96,0,8016
anova,173,96,0,6034
anova,173,96,1,285
anova,173,96,1,8016
anova,173,96,1,6034
anova,173,96,2,285
anova,173,96,2,8016
anova,173,96,2,6034
anova,1890,237,0,1667
anova,1890,237,0,4446
anova,1890,237,0,5824
anova,1890,237,1,1667
anova,1890,237,1,4446
anova,1890,237,1,5824
anova,1890,237,2,1667
anova,1890,237,2,4446
anova,1890,237,2,5824
anova,1890,566,0,2040
anova,1890,566,0,9499
anova,1890,566,0,9564
anova,1890,566,1,2040
anova,1890,566,1,9499
anova,1890,566,1,9564
anova,1890,566,2,2040
anova,1890,566,2,9499
anova,1890,566,2,9564
anova,1890,482,0,2509
anova,1890,482,0,9094
anova,1890,482,0,1919
anova,1890,482,1,2509
anova,1890,482,1,9094
anova,1890,482,1,1919
anova,1890,482,2,2509
anova,1890,482,2,9094
anova,1890,482,2,1919
anova,1890,15,0,5712
anova,1890,15,0,2921
anova,1890,15,0,4204
anova,1890,15,1,5712
anova,1890,15,1,2921
anova,1890,15,1,4204
anova,1890,15,2,5712
anova,1890,15,2,2921
anova,1890,15,2,4204
anova,1890,468,0,3117
anova,1890,468,0,4349
anova,1890,468,0,6796
anova,1890,468,1,3117
anova,1890,468,1,4349
anova,1890,468,1,6796
anova,1890,468,2,3117
anova,1890,468,2,4349
anova,1890,468,2,6796
anova,1890,80,0,1269
anova,1890,80,0,4796
anova,1890,80,0,8124
anova,1890,80,1,1269
anova,1890,80,1,4796
anova,1890,80,1,8124
anova,1890,80,2,1269
anova,1890,80,2,4796
anova,1890,80,2,8124
anova,1890,442,0,9694
anova,1890,442,0,4150
anova,1890,442,0,4371
anova,1890,442,1,9694
anova,1890,442,1,4150
anova,1890,442,1,4371
anova,1890,442,2,9694
anova,1890,442,2,4150
anova,1890,442,2,4371
anova,1890,667,0,9910
