component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.8650793650793651,0.9920634920634921,-0.0035671437300293335,true
glaciers,124,0.7903225806451613,1.0,0.007607519933203853,true
gis,126,0.6031746031746031,0.9920634920634921,0.003926316545981718,true
te,126,0.2857142857142857,0.9841269841269841,0.17783625710289233,true
total,125,0.264,NaN,0.6397621984445314,false
