cell,ax1,ax2,v1,v2,nlp,params
B,f,beta_f,0.494999928,0.00122399842,289.79139,c1=2.95998224; c0=43.995205; f=0.494999928; alpha_f=0.412901475; beta_f=0.00122399842; alpha_s=0.00638145739; beta_s=1e-06; g=0.843257219
B,f,beta_f,0.494999928,0.00223305681,271.653648,c1=2.59665502; c0=11.5300568; f=0.494999928; alpha_f=0.394714524; beta_f=0.00223305681; alpha_s=0.044041009; beta_s=0.0384576093; g=0.433078194
B,f,beta_f,0.494999928,0.00407397807,270.24548,c1=2.59744625; c0=387.234987; f=0.494999928; alpha_f=0.377445285; beta_f=0.00407397807; alpha_s=0.0435142408; beta_s=0.0389371686; g=0.982061206
B,f,beta_f,0.494999928,0.00743254593,267.6777,c1=2.59955942; c0=392.885235; f=0.494999928; alpha_f=0.345226111; beta_f=0.00743254593; alpha_s=0.0424318725; beta_s=0.0398762586; g=0.979886855
B,f,beta_f,0.494999928,0.0135599009,277.765919,c1=2.80912325; c0=399.687899; f=0.494999928; alpha_f=0.287317963; beta_f=0.0135599009; alpha_s=8.68327468e-13; beta_s=0.0568524012; g=0.972391074
B,f,beta_f,0.494999928,0.0247386178,253.36178,c1=2.64478824; c0=111.84034; f=0.494999928; alpha_f=0.156436537; beta_f=0.0247386178; alpha_s=0.036255215; beta_s=0.0412302839; g=0.845296626
B,f,beta_f,0.494999928,0.0451330149,248.129847,c1=2.73708285; c0=399.577611; f=0.494999928; alpha_f=0.0508100249; beta_f=0.0451330149; alpha_s=0.0566691869; beta_s=0.0350110501; g=0.924245253
B,f,beta_f,0.494999928,0.0823404546,266.160207,c1=2.6730282; c0=398.501965; f=0.494999928; alpha_f=0.0260374978; beta_f=0.0823404546; alpha_s=0.0850321251; beta_s=0.03475374; g=0.894572901
B,f,beta_f,0.494999928,0.150221528,292.940418,c1=2.64138753; c0=388.191807; f=0.494999928; alpha_f=1.43415445e-12; beta_f=0.150221528; alpha_s=0.0788363721; beta_s=0.0369403145; g=0.872057261
B,f,beta_f,0.494999928,0.274063431,330.893621,c1=2.5587858; c0=384.231315; f=0.494999928; alpha_f=3.41084562e-13; beta_f=0.274063431; alpha_s=0.0810883651; beta_s=0.0373107703; g=0.868879989
B,f,beta_f,0.494999928,0.5,374.912802,c1=2.51929349; c0=391.991206; f=0.494999928; alpha_f=8.13782848e-13; beta_f=0.5; alpha_s=0.0849032527; beta_s=0.0375928152; g=0.870890222
B,f,beta_f,0.542999928,0.00122399842,363.681595,c1=2.5452038; c0=30.3806445; f=0.542999928; alpha_f=0.00618626951; beta_f=0.00122399842; alpha_s=0.2; beta_s=0.0154356473; g=0.696004725
B,f,beta_f,0.542999928,0.00223305681,275.772424,c1=2.56369649; c0=6.00238322; f=0.542999928; alpha_f=0.389953336; beta_f=0.00223305681; alpha_s=0.0461234984; beta_s=0.0377542381; g=8.24482734e-54
B,f,beta_f,0.542999928,0.00407397807,274.009839,c1=2.56430222; c0=6.39151417; f=0.542999928; alpha_f=0.372475501; beta_f=0.00407397807; alpha_s=0.0455876405; beta_s=0.0382411921; g=6.89726397e-14
B,f,beta_f,0.542999928,0.00743254593,270.725294,c1=2.56604382; c0=55.6469952; f=0.542999928; alpha_f=0.339778051; beta_f=0.00743254593; alpha_s=0.0444848425; beta_s=0.0391985821; g=0.869412582
B,f,beta_f,0.542999928,0.0135599009,264.506602,c1=2.57250824; c0=377.916446; f=0.542999928; alpha_f=0.277120187; beta_f=0.0135599009; alpha_s=0.0421039486; beta_s=0.0408505664; g=0.97467317
B,f,beta_f,0.542999928,0.0247386178,251.350049,c1=2.61381371; c0=81.3253987; f=0.542999928; alpha_f=0.149487783; beta_f=0.0247386178; alpha_s=0.0380832318; beta_s=0.0408224121; g=0.79838416
B,f,beta_f,0.542999928,0.0451330149,244.57012,c1=2.72986815; c0=397.394473; f=0.542999928; alpha_f=0.0484437482; beta_f=0.0451330149; alpha_s=0.0628747165; beta_s=0.0343761379; g=0.923471862
B,f,beta_f,0.542999928,0.0823404546,263.375735,c1=2.6603746; c0=178.797143; f=0.542999928; alpha_f=0.0247005801; beta_f=0.0823404546; alpha_s=0.105593793; beta_s=0.0331381698; g=0.76770151
B,f,beta_f,0.542999928,0.150221528,292.516357,c1=2.62557232; c0=319.472392; f=0.542999928; alpha_f=9.28806018e-13; beta_f=0.150221528; alpha_s=0.0917236917; beta_s=0.036151682; g=0.837282409
B,f,beta_f,0.542999928,0.274063431,334.228372,c1=2.53957656; c0=396.546512; f=0.542999928; alpha_f=2.64976998e-12; beta_f=0.274063431; alpha_s=0.0923624053; beta_s=0.0366999213; g=0.865551827
B,f,beta_f,0.542999928,0.5,382.885067,c1=2.50008077; c0=385.331482; f=0.542999928; alpha_f=4.02839651e-13; beta_f=0.5; alpha_s=0.0949166186; beta_s=0.0371268858; g=0.859833029
B,f,beta_f,0.590999928,0.00122399842,282.094368,c1=2.53234933; c0=361.18909; f=0.590999928; alpha_f=0.394838877; beta_f=0.00122399842; alpha_s=0.048597808; beta_s=0.0368178312; g=0.985228269
B,f,beta_f,0.590999928,0.00223305681,391.520402,c1=2.73647792; c0=231.70054; f=0.590999928; alpha_f=0.00799930885; beta_f=0.00223305681; alpha_s=0.2; beta_s=0.011297147; g=0.971357508
B,f,beta_f,0.590999928,0.00407397807,278.829303,c1=2.53294014; c0=5.90084505; f=0.590999928; alpha_f=0.367513376; beta_f=0.00407397807; alpha_s=0.0477679469; beta_s=0.037584633; g=9.40448718e-15
B,f,beta_f,0.590999928,0.00743254593,274.806946,c1=2.53433868; c0=310.152991; f=0.590999928; alpha_f=0.334368662; beta_f=0.00743254593; alpha_s=0.0466479835; beta_s=0.0385566256; g=0.978339544
B,f,beta_f,0.590999928,0.0135599009,266.993226,c1=2.54025076; c0=144.830949; f=0.590999928; alpha_f=0.270927101; beta_f=0.0135599009; alpha_s=0.0442314796; beta_s=0.0402387836; g=0.938579973
B,f,beta_f,0.590999928,0.0247386178,250.227655,c1=2.58520889; c0=153.47498; f=0.590999928; alpha_f=0.142756187; beta_f=0.0247386178; alpha_s=0.040174645; beta_s=0.0403745477; g=0.898460287
