gic_a,gic_b,gic_T_lia,gic_f,gic_tau_fast,gic_tau_slow,gic_sl0
0.32000000000000006,0.9999999999999999,-0.9999999999999999,0.5740269771721527,45.66483514611904,799.9939024087716,0.0
