year,ais,ais_lo,ais_hi,gsic,gsic_lo,gsic_hi,gis,gis_lo,gis_hi,steric,steric_lo,steric_hi,lws,lws_lo,lws_hi,dang,dang_sig,dang_lo,dang_hi
1983,-0.1837081822482023,-0.35959300127896404,0.005407008257779233,-0.9826043692502114,-1.4516345587643715,-0.4116345969113434,-0.2925846880132503,-0.49388969594782095,-0.09888971502130695,-1.4041773319244384,-1.7870831012725827,-0.8852768421173094,0.004897836663506239,-0.3580792865969918,0.35692072293975136,-2.6952381332198456,0.6659362463091527,,
1984,-0.17819761362942788,-0.3545929822054777,0.010407003489407596,-0.9233422842892735,-1.3766345587643718,-0.38163467320528943,-0.30610683614557455,-0.49888971502130697,-0.12388971502130697,-1.3752907276153565,-1.9410339832305903,-0.8804235935211184,-0.092388435385444,-0.44807929613373504,0.24692072055556555,-2.7272790545117447,0.6539063692545259,,
1985,-0.1728599938479337,-0.3495930108157072,0.010407003489407596,-0.8694018927487465,-1.3116345969113437,-0.3266346541318025,-0.2849181955510921,-0.4638896768743339,-0.1038897340947933,-1.2075136661529546,-1.6085810184478757,-0.8133490085601807,-0.17238020517609337,-0.5030793152072213,0.14692072055556554,-3.2898149564817416,0.6124173541945432,,
1986,-0.16734274950894445,-0.34459299174222086,0.015406998721036014,-0.8345355597409335,-1.2716346350583163,-0.29663463505831644,-0.2674289529973811,-0.438889676874334,-0.0938896959478206,-1.0398712635040286,-1.2149452686309816,-0.7405655384063725,-0.20295009233734823,-0.5130792579867622,0.10692072293975133,-2.5597005227912426,0.6036976121529833,,
1987,-0.16192802515896887,-0.33959302035245037,0.02040699395266443,-0.8025719252499665,-1.2266345587643714,-0.2916346159848301,-0.2675323312932796,-0.43388975316827993,-0.0938896959478206,-1.0571058750152584,-1.2861963748931884,-0.6946272373199467,0.09238200566985383,-0.20807928659699187,0.3919207253239371,-2.81647471615318,0.6195765984291028,,
1988,-0.15648268786343666,-0.32959298220547767,0.025406989184292794,-0.7562198248776525,-1.1766345587643716,-0.2716346350583164,-0.24032619649713705,-0.4038897340947929,-0.07388971502130692,-0.9519709110260006,-1.2718769550323485,-0.6530914783477786,0.036418012597344174,-0.273079296133735,0.33192072293975133,-3.0787532276555245,0.6386389284500681,,
1989,-0.15115498629483315,-0.31959299174222083,0.0304070082577792,-0.7032585707577795,-1.1116345969113435,-0.2366345969113438,-0.2040105646306819,-0.3638896768743338,-0.038889724558050065,-0.9955696582794187,-1.3649885654449467,-0.6227537631988525,-0.16045150377533657,-0.4430792770602487,0.1269207277081229,-2.3659954497370173,0.5759319033618795,,
1990,-0.14561819163235762,-0.31459302035245035,0.03540700348940756,-0.6167625037106604,-1.0066346732052893,-0.19663463505831646,-0.18309095556085775,-0.34388969594782104,-0.02888973409479323,-0.9834099292755125,-1.3902334690093996,-0.6173696994781495,-0.14841961481354454,-0.4280792675235055,0.12192073247649454,-2.0397483331288306,0.6213946259223709,,
1991,-0.14028843966397375,-0.309593001278964,0.04040699872103598,-0.5496396628293124,-0.9316346732052895,-0.16163459691134385,-0.16452606374567214,-0.3188896959478206,-0.013889724558050043,-0.7139692783355716,-0.9227409839630125,-0.5045078754425045,-0.07829737283966753,-0.35307926752350555,0.18692071817137973,-2.7960979502417294,0.8441135747045795,,
1992,-0.15604604807767014,-0.32959298220547767,0.0304070082577792,-0.5325298872860994,-0.8916346159848304,-0.14163461598483018,-0.188701326196844,-0.32888973409479294,-0.05888970548456374,-0.7196871280670165,-1.0555941104888915,-0.3343757152557374,0.09364378831603304,-0.17307929613373502,0.3419207230887629,-2.860248378703343,0.6515074310807087,,
1993,-0.1528996380892667,-0.334593001278964,0.05540700825777922,-0.45768133076754547,-0.8066346732052895,-0.06663461598483011,-0.1796168153936214,-0.3088897531682796,-0.05388973409479325,-0.7577068805694576,-1.0486731052398683,-0.2943408489227295,-0.16415581323883754,-0.4280792675235055,0.10192072770812291,-2.7631012243920487,0.6108517143807441,,
1994,-0.11916503039273352,-0.284593001278964,0.07540698918429278,-0.38806482228365835,-0.7216346350583164,-0.01663461598483018,-0.15549810582941237,-0.27888973409479323,-0.033889705484563715,-0.6639641284942628,-0.8509890079498295,-0.3646803379058836,-0.1742198906161569,-0.423079296133735,0.07192073247649455,-2.479301133767911,0.8007972366875256,,
1995,-0.09468263712796304,-0.2545929822054777,0.08540700348940758,-0.3054947462948887,-0.6116345969113434,0.028365364941683513,-0.1020575826818294,-0.22388971502130695,0.011110275441949868,-0.7604019641876225,-0.9973705768585206,-0.37921118736267045,-0.04992975809357386,-0.2880792579867623,0.19692072055556553,-1.389075711313935,0.928716513412686,,
1996,-0.0823554429140958,-0.23459300127896404,0.08540700348940758,-0.27952066334811143,-0.5566346732052895,0.0433653744784267,-0.13944633657282057,-0.25888975316827956,-0.033889705484563715,-0.4555838108062744,-0.5710978031158445,-0.27595686912536666,-0.061275359175421984,-0.3030792675235055,0.18692071817137973,-1.8475789875262159,0.5356810899163983,,
1997,-0.06694213477048011,-0.20459298220547767,0.090406998721036,-0.21014877232638285,-0.44163461598483045,0.09836534586819723,-0.1368076151067561,-0.24888971502130697,-0.033889705484563715,-0.42439217567443843,-0.6551147937774655,-0.2167952060699465,-0.13992886163971646,-0.39307927706024864,0.11192071817137975,-0.4926071275084549,0.6725649400664524,,
1998,-0.04962514964017012,-0.184593001278964,0.10540700825777921,-0.11813374432650492,-0.3416346159848306,0.1533653649416835,-0.09964726621454423,-0.19388969594782057,-0.008889705484563803,-0.4012865543365476,-0.6516891956329345,-0.13020606040954563,-0.03388700105927206,-0.2630792579867623,0.20692072293975133,-0.4479664077419372,0.602958302576188,,
1999,-0.020642057332125596,-0.1395930203524503,0.11540699872103599,-0.05839463147250101,-0.25163465413180275,0.18336538401516989,-0.07188237363641925,-0.15888975316827958,0.011110275441949868,-0.19428448677062948,-0.3520816326141356,-0.06773791313171351,-0.11137718775055627,-0.3280792675235055,0.12192073247649454,-0.13817459041483904,0.9354891842212991,,
2000,0.0017998782071199648,-0.10459298220547769,0.12040699395266441,-0.008508881655606482,-0.18663459691134376,0.19336537447842672,-0.04322274381464186,-0.12388971502130697,0.03611027544194989,-0.23769707679748553,-0.4356165409088135,0.025601339340209472,-0.22712025263092733,-0.43807925798676234,0.0019207277081229046,0.078731716114536,0.5198888171259897,,
2001,0.017449840632351943,-0.08959302035245031,0.1254070011052218,0.050670758160677676,-0.09163461598483014,0.22336534586819723,-0.014422828500921137,-0.08388970548456376,0.05611030405217943,0.051730203628540306,-0.1308430194854735,0.22515778541564946,0.004877332665703449,-0.20807928659699187,0.24192072532393713,0.2772563730914053,0.5743164737435495,,
2002,0.028250106898221106,-0.059593001278964,0.12040699395266441,0.11278390017422735,0.0033653649416834908,0.22836536494168352,0.04990450685674486,-0.008889705484563803,0.11111027544194996,0.3840820789337158,0.2640527248382568,0.48254690170288084,0.1905882277271964,-0.013079281828620226,0.4169207253239371,1.2582765951071893,0.46218381008460485,,
2003,0.05935688885775481,-0.014592996510592426,0.1454069939526644,0.2030654343691738,0.1683653744784267,0.23836535540494036,0.11952950304204757,0.0761102849786931,0.1561103040521794,0.6563944816589355,0.5332720756530762,0.8701666593551636,0.2701964356682517,0.1269207277081229,0.4419207253239371,1.6371162723718082,0.4589432004267221,,
2004,0.10739208134737882,0.0454069939526644,0.1804069963368502,0.28052343455227924,0.2483653458681972,0.30836536017331195,0.18753883188421067,0.15111028497869305,0.21611029451543623,0.6542348861694336,0.5678869247436523,0.7188575744628907,0.0010648526928641044,-0.1280792675235055,0.15192072770812293,0.2190256575806253,0.4720636168458895,,
2005,0.0999986258420077,0.0454069939526644,0.16040700348940762,0.33315791216763563,0.30336536494168354,0.35836536017331194,0.2505139047449285,0.21611029451543623,0.27611028497869305,0.727204418182373,0.6680161476135253,0.7990513324737549,0.15679157159545204,0.051920727708122894,0.2869207241318442,0.8449962102398123,0.4689456300131969,,
2006,0.07396980198946862,0.0304070082577792,0.1254070011052218,0.41394039717587544,0.3883653554049403,0.43336536017331195,0.3268577749078923,0.3011102849786931,0.34611028974706465,0.8508980751037598,0.7541954994201661,0.9765010833740235,0.17891494415023101,0.09192071340300811,0.28192072293975134,2.0212823064405514,0.4740648616062414,,
2007,0.1307688561352816,0.09540699395266442,0.1704069939526644,0.4806521686640651,0.458365360173312,0.49836536971005513,0.4076969320123845,0.38611027544194987,0.4261102849786931,0.755551528930664,0.6162376880645752,0.870966625213623,0.10287332914092326,0.03692071817137976,0.18692071817137973,1.4383634158129923,0.44201233886126545,,
2008,0.2120167461308566,0.1854070034894076,0.240406998721036,0.5334999713030728,0.5183653625574978,0.5483653697100551,0.4865355665033513,0.47111028974706465,0.49611028974706467,0.9397127628326416,0.8484089136123658,1.0099164485931396,0.12620528123595495,0.07192073247649455,0.18692071817137973,2.19080364095714,0.4550464577709744,,
2009,0.20756623419848352,0.190406998721036,0.2254070011052218,0.597413119944659,0.5833653661337764,0.6133653673258693,0.5546272212808782,0.5461102897470647,0.5611102873628788,1.10294189453125,1.0337799906730651,1.224116687476635,0.22867507121779704,0.19692072055556553,0.2669207253239371,2.3954532835933744,0.4460524994628711,,
2010,0.2918349829587069,0.2854069975289431,0.30040699812498955,0.6887768204239281,0.6783653649416835,0.7033653649416836,0.6660145530646496,0.6611102843826466,0.6711102849041872,1.0581675529479981,1.0194935202598572,1.1042618989944457,0.2791735925457694,0.2569207229397513,0.30192072174765844,2.84131350532681,0.5185880786085906,,
2011,0.32411767813292414,0.315406998721036,0.33040699931708245,0.7517698141661556,0.7383653673258693,0.7633653673258693,0.797527819330042,0.7961102897470647,0.8011102849786931,1.172118040919304,1.1337296187877655,1.2178445076569915,-0.000808497450568435,-0.023079272291877062,0.021920732476494564,2.408460211666581,0.43561110666164443,,
2012,0.3536951062354174,0.33540699901905924,0.3704069999131289,0.7784274610606106,0.7633653673258693,0.7933653625574978,0.9165590698068791,0.9111102754419499,0.9261102849786931,1.3359959244728088,1.2734226703643798,1.3982880234718322,0.405598477341912,0.3669207223437049,0.4419207253239371,4.347672827324512,0.4903620684581216,,
2013,0.42340410622683433,0.3954069999131289,0.44540699395266437,0.8651102813807399,0.8483653697100552,0.883365360173312,1.020487349683588,1.0111102754419499,1.03611027544195,1.5293026685714721,1.4920876502990723,1.584980034828186,0.37179791412570257,0.3169207223437049,0.4219207205555655,3.764943729563674,0.5209232220777074,,
2014,0.49241209897128013,0.4554069963368502,0.5254069891842927,0.9391456994143397,0.9233653697100551,0.958365360173312,1.061065118963068,1.0461102897470647,1.0811103040521794,1.685045337677002,1.6488965034484864,1.720912790298462,0.2560110547325828,0.17192072055556554,0.32692072286524554,4.314819923943622,0.509274803293686,,
2015,0.5855627861889925,0.5354070034894076,0.6304070082577793,1.0176314267245203,0.9983653697100552,1.0433653744784268,1.1191089803522283,1.0961102659052067,1.1461102659052067,1.892512035369873,1.8113946914672852,1.9419937610626221,0.6663301744244315,0.5619207181713798,0.7569207229397513,4.914878408430701,0.5281303332643281,,
2016,0.5666000691327181,0.5054069963368502,0.6204069939526644,1.0881678494540126,1.0633653554049403,1.1133653554049403,1.1942859823053533,1.1711102659052068,1.2261102849786931,1.8652884483337402,1.786656093597412,1.9600780487060547,0.8272731342098929,0.6969207324764946,0.9319207229397513,5.522112567780768,0.5216546659913175,,
2017,0.5806488362225619,0.5054069963368502,0.6454069939526644,1.176957455548373,1.1433653744784267,1.2133653554049404,1.25936729257757,1.2261102849786931,1.2961102659052068,2.0228739261627195,1.97091383934021,2.0993268489837646,0.6074426927349784,0.45192072770812297,0.7369207420132377,6.3637311253748585,0.6188790935838406,,
2018,0.696409138766202,0.6104070034894076,0.7704070177945224,1.205569210919467,1.1633653554049403,1.2533653649416836,1.2730523759668522,1.23611027544195,1.3161102945154362,2.074393606185913,1.9917634010314942,2.1740421772003176,0.5324451961300589,0.35192072323777457,0.6769207277081228,6.691498117289738,0.6449908366068011,,
2019,0.6917651205871491,0.6753151205871492,0.7082151205871491,1.3547506622539354,1.2022004361165883,1.5073008883912824,1.3214496367767197,1.3049996367767196,1.3378996367767197,2.41505758715868,2.39449508715868,2.43562008715868,0.5324451961300589,0.35192072323777457,0.6769207277081228,6.393971366552439,0.4,5.735971366552438,7.051971366552439
2020,0.7446601482114583,0.7282101482114584,0.7611101482114583,1.466640003590078,1.3102085472549974,1.6230714599251586,1.4331107785815083,1.4166607785815082,1.4495607785815083,2.38475758715868,2.22930508715868,2.54021008715868,0.5324451961300589,0.35192072323777457,0.6769207277081228,6.6621335287146,0.4,6.0041335287146,7.3201335287146
2021,0.7701859309002244,0.7537359309002244,0.7866359309002243,1.526782642969841,1.366007552902837,1.687557733036845,1.4787376202021343,1.4622876202021342,1.4951876202021344,2.56855758715868,2.51016008715868,2.62695508715868,0.5324451961300589,0.35192072323777457,0.6769207277081228,7.102458956182884,0.4,6.444458956182884,7.760458956182885
2022,0.7131118056700219,0.6966618056700219,0.7295618056700218,1.653937039208228,1.486760596250343,1.821113482166113,1.5219252353034234,1.5054752353034233,1.5383752353034235,2.71155758715868,2.68145408715868,2.74166108715868,0.5324451961300589,0.35192072323777457,0.6769207277081228,7.36390763117527,0.4,6.705907631175269,8.021907631175269
2023,0.7013054060383461,0.6848554060383462,0.7177554060383461,1.8053251912104726,1.6294573144278923,1.981193067993053,1.5741034120990034,1.5576534120990033,1.5905534120990035,2.90135758715868,2.81598208715868,2.98673308715868,0.5324451961300589,0.35192072323777457,0.6769207277081228,7.9441335287146,0.4,7.2861335287146,8.6021335287146
2024,0.7646276896479223,0.7481776896479223,0.7810776896479222,,,,1.6184183292260754,1.6019683292260753,1.6348683292260755,3.0108575871586805,2.9570660871586805,3.0646490871586805,0.5324451961300589,0.35192072323777457,0.6769207277081228,8.284011907092978,0.4,7.626011907092978,8.942011907092978
2025,0.7663673305319003,0.7490368919959887,0.783697769067812,,,,1.6502983936827973,1.6338483936827972,1.6667483936827974,3.2329575871586798,3.15235258715868,3.3135625871586796,0.5324451961300589,0.35192072323777457,0.6769207277081228,,,,
2026,,,,,,,,,,,,,0.5324451961300589,0.35192072323777457,0.6769207277081228,,,,
