product,s_median,rate_1900_1950,rate_1950_1990,rate_1993_2010,rate_2010_2024,rate_1995_2024,accel,frac_in_band,worst_miss_cm,shape_err
HadCRUT5,1.015245783914344,1.0062848926460977,0.9545775706343967,1.0045412902159911,1.0258958717069493,1.0668115910654201,0.6300856872745696,0.9206349206349206,0.03798980623532369,0.10157044889672827
BerkeleyEarth,1.7106600483016077,0.9891406312142741,0.7883044113728408,1.1687199081176816,1.2158804310807398,1.2772560805401405,0.5746776631440182,0.5952380952380952,0.3791373709767696,0.23313788188071627
GISTEMP,0.7422762243773711,0.9748240338205182,1.0457741047012363,0.9983374154577944,0.9939313807597301,1.043040295421268,0.5127204511946784,0.8968253968253969,0.04769580855816152,0.13136184686082047
