ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.259382302711533,8.299872888443893,7.215860156907063,9.532775338659093,2.31691518175203,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,8.093455131730899,8.32315198003182,6.2393054088513,11.12304911008157,4.88374370123027,2.1078646899526237,0.9799104624414636,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.21157816053677,10.270188757015895,8.787270502785251,11.959311816221582,3.1720413134363312,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,9.959660690296575,10.279446181907495,7.471138766139343,14.22749765089801,6.756358884758668,2.1299719067780294,0.9753302118164511,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.918758833866248,12.994683098924478,10.77683782228111,15.430439911576517,4.653602089295408,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,12.509819161256075,12.94620439052937,8.88621174007349,18.598107710848875,9.711895970775386,2.0869631275771248,0.9683452816273538,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.490634244950426,6.475396957887546,5.2339259525398765,7.662357431521548,2.428431478981672,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,6.345504143639208,6.515782194738211,4.811297532064971,8.737394724931868,3.926097192866896,1.6167214215627155,0.9776400740152434,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.78783054126172,8.766687236025215,6.778998647078364,10.745134324423468,3.966135677345104,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,8.531467516405446,8.833184450222285,6.120652131394068,12.508546763062299,6.387894631668231,1.6106092053674348,0.970827495631309,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,12.648111062847988,12.761233980215515,9.136038544030624,16.846800736163623,7.710762192132998,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp126 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
