tag,draw,amp,thresh,peak_shift,se,dll_at_zero
L14,46,0.9494841288604248,-15.007397095246176,-0.004204875529386605,0.005603382964503906,0.0
L14,47,0.9564051573440422,-15.163111104073119,-0.027011377969503956,0.010255048646303121,0.7208083203809821
L14,48,0.9972295912402643,-15.543457590802758,-0.0738265042514916,0.0076758054405453415,1.5614005717347652
L14,49,0.9315575758360691,-15.207530300520258,0.025558866312670143,0.008884067964435388,0.2635290961292327
L14,50,1.1389448114923888,-15.607639496575175,-0.037337635546304655,0.014845026603571388,0.8071144501502516
L14,51,0.8154038833708356,-15.248794246581332,-0.025126972081757768,0.004572440508917946,0.2224353302854496
L14,52,0.8938568959944349,-15.783078126952965,0.005581272866393919,0.007285871199597031,0.10950074445190694
L14,53,0.8704523163670184,-16.098350773624418,-0.04518319877256429,0.005591084654830594,0.738171033848559
L14,54,1.0161926049722354,-15.50991772828281,-0.005197494502180082,0.0045675040968367955,0.09466667404544182
L14,55,0.8375426141411014,-15.78584618221427,0.07430593302430095,0.011510279459554719,1.326834010944907
L14,56,0.7797339453975756,-15.423362820115756,0.021089345092367956,0.046894216311046524,0.7231565738865413
L14,57,0.807860789872041,-15.85617384900459,-0.01584758379550942,0.014502300167215109,0.1018042965223458
L14,58,1.0663291922554412,-15.68746345105587,0.02416319909407024,0.05652553644787298,0.08874609557182112
L14,59,0.9271844138635238,-15.331102785943553,0.05431038084009974,0.006423157883367627,0.7342384463076286
L14,60,0.9005105612111669,-15.67051107303206,-0.06479625198925192,0.010046232213869147,2.417993260784314
L14,61,0.8021110203759265,-14.923879577832151,-0.06547748252604688,0.048504980947506215,0.10975258611023264
L14,62,0.847866304801377,-16.18472054339455,0.006021385033418266,0.007886080253958264,0.16423552567843558
L14,63,1.024263665530685,-16.181870529285842,-0.03583298192073532,0.006837212175503777,0.2997407161297616
L14,64,1.1109344656080946,-16.263097167492507,0.04131742370988065,0.07573589274246768,0.148917159758156
L14,65,0.7794577906051168,-15.154293489076753,0.1237644641502979,0.007882732365875066,2.0620383918723917
L14,66,0.999357795365086,-16.09065505303327,-0.2774927503898354,0.05340887352362838,0.6787423764500744
L14,67,0.8905968880300146,-15.142330087900728,0.003474139817520827,0.00933603783754915,0.0
L14,68,0.83775452463089,-15.507679910782702,-0.16767915092515243,0.018790032260014185,1.9251232851602822
L14,69,1.0957182097463483,-15.402381174728244,-0.016420341351904018,0.01026544415620722,0.28872623029691624
L14,70,0.9033071533108663,-15.690213294728112,0.02695640494688938,0.017776288369454357,0.3043517409365819
L14,71,0.9801124865992172,-15.176315391530157,0.09529447214520041,0.010432308534634416,1.0028457576218983
L14,72,0.7846053347078548,-15.387908447885984,0.003485438190395634,0.037832652332846696,0.0
L14,73,0.923870830109184,-15.766512710955732,0.004853950465933803,0.006002799447442154,0.0
L14,74,1.0333508314912758,-15.613179158005625,0.005803697350670646,0.010673459692675627,0.07054757793687827
L14,75,0.9004591207253234,-15.594744795809378,-0.043937109818677725,0.003940375854418396,2.338509657900701
L14,76,0.8315258767789396,-16.381477508823437,-0.02174351589788316,0.031988950422930124,0.2291199493178766
L14,77,0.8351363643013352,-15.782345289040943,0.1505206669263598,0.043501810041572025,1.463028423349087
L14,78,0.9695714565698604,-15.43121102440968,-0.028221959700122954,0.026747255305907842,0.3035562890450052
L14,79,0.9180596771289415,-14.917999506681213,-0.07901334144468171,0.06357359400785548,0.10979590664267391
L14,80,0.9284315610737343,-15.758960421971576,0.02327464321515566,0.010599647659173927,0.4975442380042807
L14,81,1.0465299557962437,-15.669982602083907,0.012894443576225378,0.012227100931323476,0.5280493722413979
L14,82,0.8624177462017978,-15.756534779335066,0.015116172254636361,0.006684730178737174,0.11357709172015973
L14,83,0.9938580047759422,-15.296884233201162,0.07396290020552486,0.011996851131179008,0.6510646596281333
L14,84,0.8778590366690981,-15.603277224311856,-0.07685827729634306,0.026478984481794005,0.7321073726182874
L14,85,0.9782484474561334,-15.914960126553385,0.03600207619901152,0.008722252513398745,0.6541797591583958
L14,86,1.0155285633258246,-15.821115410591009,-0.08551961842506484,0.004263827535096533,0.7297558034931626
L14,87,0.9462587257941177,-15.326144177411662,-0.07642317081179362,0.008815507491159039,0.09237650005464104
L14,88,0.887010716065884,-14.985386018031766,0.03414210476629923,0.011300647619399102,0.4077216065886091
L14,89,0.9077819017009705,-15.782563214989977,-0.0782731805711393,0.011007809452709443,1.9247807210891779
L14,90,1.0183357064267484,-15.976221240898749,0.02262438216592414,0.012115078153793214,0.3190821485216304
L14,91,1.1080577038220363,-16.314601517748443,-0.08543845538466115,0.0049346249787337905,0.9690753894304578
L14,92,0.8683296857997097,-15.86380089611563,-0.03960687976685768,0.055338120147504076,0.2561549993193495
L14,93,1.1133128365709106,-15.628211927510044,0.02551733806377523,0.00560580814636378,0.586294562374178
L14,94,0.77756216373605,-15.853389345806363,-0.06541300721875347,0.005084862366999432,1.6776868998336312
L14,95,0.9197063176933996,-15.88888326477237,-0.005289716490385162,0.005096206461361119,0.11155246905974536
L14,96,1.1100497436689292,-15.850783071493279,0.017453252908593262,0.05069477374354555,0.05815421272254184
L14,97,1.0826119102417562,-15.106695362875827,0.0049331086415116505,0.0038970566174045067,0.0
L14,98,0.939721942866812,-15.03864658190651,-0.01578405940675526,0.0048650916954579,0.32655745086462673
L14,99,1.1325290585641286,-14.982873293788032,-0.00527680682800754,0.008111437539642866,0.04207083599206385
L14,100,0.9378057214817335,-15.486910448863336,0.025933617922479193,0.007995725572940243,0.5658164361181832
L14,101,0.9240692625536454,-15.679353188066246,0.03223118721415254,0.008650390764183488,0.261078878867977
L14,102,0.9398818292017626,-16.012015176858025,0.013811314616337948,0.020964277309932146,0.2004845531070032
L14,103,0.8836901628679519,-15.806911416825008,-0.14804277212688005,0.01381288365165893,1.830330721560685
L14,104,0.8357970125517871,-15.986103600182062,-0.0922162193382893,0.010464419764633455,0.6636495532092255
L14,105,0.9943906345740725,-14.933700724327355,-0.02617556425913904,0.02640752294613387,0.1327399220330392
L14,106,0.9024225058717619,-15.559044007896837,0.07399946177455904,0.027683930659792213,0.9525514590259547
L14,107,1.16932615724146,-15.728925081940437,0.04438691998827323,0.03381982089365384,0.31268400084177017
L14,108,0.8278281915058939,-15.635794127113947,0.08466193079507932,0.01927160325596961,3.2329964378532026
L14,109,0.9638524757864785,-15.401909657294592,-0.056857852380360605,0.012784236514009811,1.0208868310486992
L14,110,0.8862371685663213,-15.630062028239676,-0.07665990617075498,0.013511824783924343,1.5543697276963542
L14,111,0.9928790774114918,-15.243349747461881,-0.02965024230839501,0.02992962443507215,0.17898661193258647
L14,112,1.0564488347126342,-15.756215308160009,0.020579160603163667,0.03581577865388111,0.1651035181831162
L14,113,1.002018837174241,-15.18259217814916,0.02277295514977305,0.013469928600279246,0.2720303629546237
L14,114,0.8350359946031048,-15.937511598128827,-0.027130889198232866,0.03361231795809447,0.32187531409728365
L14,115,1.076741914584214,-16.260337480719752,-0.015782189854652014,0.011600983623138673,0.18147266340595536
L14,116,0.7187212446268278,-16.109077465872677,-0.004525027731908629,0.005377066911767831,0.0
L14,117,1.0956939133029713,-14.811988207148135,0.0194652622967739,0.016056198157977434,0.4769381429449311
L14,118,1.099210081852409,-15.379522321016536,-0.08668993917972373,0.007935300941638003,1.2933256664662167
L14,119,1.0372871185526564,-15.000906214497657,0.07604380733621739,0.005353080468836834,0.4818923439972451
L14,120,0.9863367774341485,-15.63163535922026,-0.0531412104248261,0.01194573446190117,0.06235310436640873
L14,121,0.7117464208337049,-15.41511956268138,-0.04542163477104043,0.011780781808457614,0.05143393327489321
L14,122,1.022615027979461,-14.765339177069865,-0.06465556894868044,0.021717784074765864,0.6940384254035621
L14,123,0.9745076996008363,-15.006692735097166,0.033196874494934143,0.03431024142614725,0.46424896359465606
L14,124,0.9362340017556956,-15.724631389247639,-0.018485779128584567,0.01103941990511889,0.9954406134428098
L14,125,1.0433594797415595,-14.755014176842316,0.015765146140018508,0.005410423440760464,0.6066855343034234
L14,126,1.1646845826772751,-15.610974847451068,0.03332310814534617,0.014327069053335622,0.17439375356792652
L14,127,0.8802298763768645,-15.506792803568857,-0.03948360194867667,0.03950325130276013,0.050651227945664345
L14,128,1.133103461156693,-15.905743903609448,-0.026940545004261015,0.011727240895373026,0.5098560865063178
L14,129,0.8631568291136171,-15.086077500436415,-0.05581770331580093,0.005875739607482891,2.1150051152746983
L14,130,0.859362245124734,-15.027650131138103,0.10217959385912091,0.0147369682444566,0.9232804992927726
L14,131,1.000332745522285,-15.835888729642964,0.08314249231651957,0.011023224754846734,0.7095327029655749
L14,132,0.9344307895803118,-15.398966317156898,-0.0362740365934161,0.0055672655017652345,0.19372345083000653
L14,133,0.8831346978372969,-15.13454825881544,-0.04404485947686524,0.014459305137072135,0.2513172762816964
L14,134,0.9956251329540233,-15.610911753407349,0.059045278474798436,0.04395142067855946,0.336003784572668
L14,135,1.116087782991984,-15.488571552799028,-0.011297689980434603,0.015809017071071782,0.2519831732512898
L14,136,0.9320114230318244,-16.06164640312524,0.01506045680261937,0.005538475697071293,0.08593937540328511
L14,137,1.052291122883131,-15.094824480821416,0.06727269701769267,0.03441112463425704,1.0892411688273
L14,138,0.9570953349816452,-15.297906775295097,0.06758972102978386,0.03497964295407723,1.6095329574709183
L14,139,0.8992088375160843,-15.846069113301558,0.11829721071685387,0.04120709081495712,1.2925425235801242
L14,140,1.0134979443424321,-15.942952174357327,0.1136274318142973,0.028787322876047267,0.42576733463664596
L14,141,1.0714313712320866,-15.001076962016525,-0.025982407055430305,0.01067674273528678,0.4013890744222124
L14,142,0.8300676439546849,-14.968485640641099,-0.05613253306244274,0.023991108424683088,0.21069138328218173
L14,143,1.111790914500045,-15.843025065188542,-0.10626788402513981,0.011987830722839337,1.2910251936939403
L14,144,0.9218826300455135,-15.996749670655644,0.04920897556269683,0.05266855675720359,0.10434185590791856
L14,145,0.7711770004440706,-15.914941275522708,0.03549558360630631,0.0061758919735687345,1.378124471698797
L14,146,1.0081162714012686,-15.17431732579522,-0.08513843942285554,0.005102518121474741,2.368212987856083
L14,147,0.8387569052016647,-15.368051947972248,-0.0033087359608887854,0.046352618706617096,0.0
L14,148,0.8992675641255338,-16.088832431178567,-0.045092075475751184,0.0047121597735844505,0.2342070635154272
L14,149,0.880525004289345,-15.22664576056893,-0.01135039366779254,0.051983054877399446,0.023500497295145806
L14,150,0.7727931125944795,-15.710202760479616,0.09256631495323013,0.0106876923294751,2.44131987453963
L14,151,0.9876819866848429,-15.241390971180538,0.01540500407728441,0.006847025281786311,0.19268661729635994
L14,152,1.0337698076314543,-15.936834791022871,0.04316356783115301,0.011656005462317693,0.13856140935719452
L14,153,0.9978909876065649,-15.2149654829495,0.18511056350811422,0.01104284245608606,1.19785579944498
L14,154,0.8133883375678908,-15.837683807538575,0.07306448434847286,0.013735997773189372,0.2476439165367026
L14,155,0.879752121781511,-15.371333826025529,-0.09711002071747707,0.01411874433308717,0.30728042882360285
L14,156,1.0296167511938756,-16.22681758319254,0.024717136570625985,0.004929324039197385,3.661354710366041
L14,157,1.1101899057011684,-15.206058249660046,-0.0551733280204143,0.004125843596420245,0.0765289928434072
L14,158,1.0499656559024675,-15.548400825890456,0.14505897320687502,0.010101159098363907,0.8389236449374948
L14,159,0.9371902345900716,-15.147899758033239,-0.2862181358842261,0.02275795151369746,5.397705652566117
L14,160,1.0680085276513662,-15.491769486481806,-0.02542777713442945,0.010452880024657408,0.15637486836241976
L14,161,0.7588798634642682,-15.493070751001698,0.04501015152206209,0.010454118077719442,0.15381711157375832
L14,162,0.8714126610208931,-15.91362161659482,-0.06331112530813063,0.015080849859584097,1.4115056750292325
L14,163,0.971248255162288,-15.295693723884924,0.0053061079573135704,0.006435548830090455,0.07391004037134508
L14,164,1.0027671702984695,-15.61342485507933,0.2059048867710162,0.01017681476469883,1.3755078297850218
L14,165,0.9808150095377646,-15.345340638499827,0.0050660405749100405,0.0075128874660375464,0.011700302171234966
L14,166,0.798750351012629,-15.6097344468995,0.0022605902665300227,0.008518144590229513,0.0
L14,167,1.0606103688739865,-15.27356845536002,-0.0852774017042924,0.005117362898421701,0.8411959593325946
L14,168,1.0902848758861685,-15.634130569777968,0.034363772500885494,0.010145178923678737,0.28342141706376367
L14,169,0.9561254526648175,-15.961007019336504,0.11419046420707266,0.009881393145895149,2.5696918604094066
L14,170,1.058291295775294,-15.596115372344853,-0.007898450772371475,0.03470055867740683,0.024070936917283348
L14,171,1.0831118136147024,-15.27358725768275,0.013984796852650756,0.01397714416884627,0.4599084325553662
L14,172,0.9533067178049017,-15.229196798497446,-0.004897693912154447,0.006085503015879148,0.0
L14,173,0.8037448793002725,-15.494521223738015,0.13588630186942025,0.006512417237510049,0.9800154336821691
L14,174,0.8541922286726892,-15.442184853690318,-0.014828114029085397,0.008296270941434175,1.4279215003996484
L14,175,0.9457792549424983,-16.365666125700535,-0.03264738980813509,0.053670566923488865,0.680719426805382
L14,176,0.8866553343505653,-16.21158316421579,0.055163199804002555,0.007881300443851588,0.4949691164721912
L14,177,0.8724030854284069,-16.386492355938504,-0.01505542118921338,0.0060052570467822195,0.04839039346116181
L14,178,0.982207374332363,-15.436782205478126,-0.02521084094329454,0.006920357136150153,0.18224870648450064
L14,179,0.9551092488887113,-15.359285948930276,0.0027457803899584433,0.004818202641067269,0.0
L14,180,0.839678836441908,-15.466189474899062,0.06764374451234748,0.07849886683948054,0.30742823051340906
L14,181,0.904026350459095,-15.687365547267563,-0.015149430222435723,0.003989413119358728,0.20217247080229583
L14,182,0.945773423528396,-15.524907966302752,0.028912332933741094,0.05825956694952583,0.12333759543598433
L14,183,0.9875321589959521,-15.44554455441985,0.027359441591933348,0.02730519323345674,0.33439215006588086
L14,184,1.056497174670274,-14.849751814743573,0.00521938270494365,0.005374968750980562,0.07593648661028851
L14,185,1.0151065917434392,-15.853165919829085,-0.10561063640234633,0.005758073013752227,3.390566469621149
L14,186,0.8046301824724947,-15.713860995956784,0.004909003544478958,0.005074457256889524,0.0
L14,187,1.070105153741029,-15.383431579487517,0.023316537266951917,0.010545106518672919,0.41116098171609394
L14,188,0.9756522851019268,-15.203657169047759,-0.02532991172291153,0.008922526493730489,0.230786150743981
L14,189,0.9716584917026858,-15.732090799651179,-0.12595098053971562,0.011913754316978047,1.7059656833430097
L14,190,0.9805704867509328,-15.533856797928513,-0.04506390519559271,0.015450199316193118,1.2307632677906497
L14,191,0.8618959560554644,-15.459298503665588,-0.0057293530495546845,0.007057248225453131,0.14644246035061315
L14,192,1.076916406047111,-15.538667562755602,0.0056466185811672575,0.006598647475488955,0.14850405948192247
L14,193,0.9769205155789706,-15.710943984924372,0.014249670350851482,0.010017364445822215,0.9217630747539545
L14,194,0.9313379316165171,-14.675654066490758,0.00440374566901078,0.011230283978963789,0.0
L14,195,0.9651160757604106,-15.479948146745416,0.015177902358326884,0.007319508227021405,0.9013766992060113
L14,196,1.015650744055779,-16.018537712624802,-0.05517725311224135,0.007246232446372324,0.14619220827076163
L14,197,1.016059489283416,-16.08139394097499,-0.025729046647542705,0.007347858779453252,0.46484246629364634
L14,198,0.8355409352130193,-15.229372236184066,-0.04617200817312827,0.010082140703935438,0.9831225254164764
L14,199,0.8070424992398251,-15.840311630340352,-0.005329830321543044,0.00468946956236812,0.14998337961201003
L14,200,0.9183674682477673,-15.599639714145574,0.0023267026904194243,0.005591724250352237,0.0
L15,1,1.0861124147964722,-15.331768170655558,0.041174728398827826,0.025028062339778834,1.3207883703656762
L15,2,1.1556795761700478,-15.298118915918316,0.13369802324088453,0.10594229121916669,0.6781289684528105
L15,3,1.2747576350696932,-16.308985979151633,0.004428246179458962,0.04888309652449879,0.0
L15,4,1.0788774499044225,-15.522054357774325,0.12665299955612933,0.06939799791144398,1.4954958695789458
L15,5,1.169411610761511,-15.593449208100782,0.14912045391164938,0.08468835435225418,1.3918780698855784
L15,6,1.2311575250433673,-15.756372390571903,-0.02588314428645691,0.052919844393711286,0.11889252824040852
L15,7,1.0054424319473052,-16.09375728168257,0.054427469014406114,0.045700288062897935,0.6933801169223415
L15,8,1.053087521246488,-15.754048402569156,0.10507920949006141,0.04947313971455854,2.0841346524023407
L15,9,1.027588696051305,-15.895110863232816,-0.05272066157111679,0.06782533294960899,0.3117122190855923
L15,10,1.150083057027716,-15.75080047692809,-0.023245234665450473,0.04979916261289683,0.10788178769885803
L15,11,1.1631157735384823,-15.203130707842162,0.30721359763893896,0.20035297135708308,0.7549774657548056
L15,12,0.9793291600454967,-16.227277235228595,0.06070333710654473,0.5878558804370237,0.004797902794507536
L15,13,1.185292158530575,-15.095113272229753,-0.11007562078894176,0.13560507591810325,0.3555671186063023
L15,14,1.0770849560572768,-16.054816661902183,0.16474277110935046,0.31655275521058185,0.14078494382890483
L15,15,1.2391899019332944,-15.488185301501224,0.04258619416964672,0.12749606995684437,0.06717074044330218
L15,16,1.00040341283472,-16.17817443096377,0.19725899096892885,0.16542855350206745,0.5820408714526195
L15,17,1.1391909595023535,-15.548480683807473,-0.0756016059690142,0.07147635560808972,0.597991314724581
L15,18,1.0597011376823802,-15.538125467709294,0.011200540325041017,0.03529847409229298,0.0497642740044455
L15,19,1.044934288613745,-15.338916061382154,-0.03332500019428535,0.0326443305993064,0.5226587925051547
L15,20,1.0251421723639826,-15.508337437271283,0.0368588001545294,0.06857453094465152,0.1394880186071532
L15,21,1.2480272203505676,-15.899825940666657,-0.05820028322827648,0.13139981688489882,0.10187828062468895
L15,22,1.1499787224746696,-15.468229954680405,NaN,NaN,0.8676471535921166
L15,23,1.1257989348181792,-15.243960661637894,NaN,NaN,0.6965657569034391
L15,24,1.0686548851851712,-15.974110953134094,0.301848445178156,0.16428877411525025,1.3067278567951348
L15,25,0.9318908982750768,-15.310094597713459,-0.3295759265987887,0.19456672969049088,1.2327364139043198
L15,26,1.2298367791288873,-15.465061600825758,-0.32567940356592123,0.7661634123396394,0.1057285009079294
L15,27,1.0663245924328124,-16.248297972070798,0.07883715162288356,0.30048488820771707,0.029795449834693954
L15,28,1.1456157413578838,-15.656941485393505,0.18178337017640533,0.17445820572336077,0.5829626681002509
L15,29,1.0215039077273411,-15.542154037247174,-0.11222711998799949,0.11397666865363729,0.4810006429325142
L15,30,0.9718978168682907,-15.077769210777321,0.09667922823154328,0.20422941983691784,0.11831620992742842
L15,31,1.0834403118607658,-14.604155002022981,-0.0639910387223017,0.31698292936512557,0.021913450389305922
L15,32,1.22275005287873,-15.903925004815735,-0.30754240882681905,0.3885725207561979,0.41266761435176136
L15,33,1.2070789885304336,-16.012999963590712,NaN,NaN,1.5822035962072363
L15,34,0.8764760689165269,-15.723642921371342,NaN,NaN,0.22040863744614114
L15,35,1.1419906587316204,-15.49076252601046,-0.021145816373397536,0.18083861373484342,0.006928420664905843
L15,36,1.07463139544537,-16.01617239319985,0.15752053072335376,0.21347465349631936,0.22470209913493022
L15,37,1.055854431248364,-15.67476253079653,0.30893776796396355,0.12833354709021846,2.1263935424190237
L15,38,1.2643768680240548,-15.524675743933365,NaN,NaN,6.272826011768984
L15,39,1.2112280066387144,-15.905186568505979,-0.2414532781366611,0.1924367939891691,0.7367720159588913
L15,40,1.1935260317781746,-15.636931444797217,-0.10273160612599297,0.10542118430673206,0.4699417427108159
L15,41,1.079318006897015,-15.437284820761937,-0.05117153596861486,0.051972538166187625,0.47882693682073807
L15,42,0.8864910163909633,-15.408824007982096,0.2147519568820817,0.2177932121893269,0.5245737473567971
L15,43,1.0039466757131337,-14.839899401413554,-0.08047763225674821,0.53189867742408,0.011845676593807752
L15,44,1.1417858133800236,-14.627606018635262,-0.05759652569461516,0.10077590318107033,0.1624861830355968
L15,45,1.1645203861627564,-15.752477578800347,-0.16050129676420055,0.28359709300641883,0.15192812696666635
L15,46,1.3240433506891038,-15.248056805630837,-0.1243526211581047,0.13308776089587226,0.417486233390008
L15,47,1.020378535062727,-15.232009219345883,0.07363106054703493,0.1577703636161385,0.11105943724092526
L15,48,1.3235016530200978,-15.551364748521847,0.05162257189023606,0.1162906858661779,0.10013002110856917
L15,49,1.0545979360279354,-15.435312876756653,-0.2672787038367238,0.9563056807964698,0.04489316476703209
L15,50,1.079907717055398,-15.676253879026927,-0.010312261227273358,0.2211672556020395,0.0010860198547959499
L15,51,1.2254212147066283,-15.392609832475777,0.2788483251638464,0.23486085858863046,0.6998245932878859
L15,52,1.0227008739460959,-15.405625724373921,-0.16349648645898537,0.16146454282426892,0.5156105233730415
L15,53,1.0459179277384627,-15.736638538599916,0.019310284376652553,0.051539177447652934,0.0700344494304801
L15,54,1.2381843092219211,-14.987256176048398,0.006133564395850397,0.05807017504298848,0.0033615527170240966
L15,55,1.0682532111642185,-15.835075203637581,0.10054318478422128,0.07381629565010302,0.9239763338234894
L15,56,0.8802522959793436,-15.12695887798988,0.02167867629350264,0.09030900625330845,0.02862296361224992
L15,57,1.09516956266015,-15.697976793072826,-0.03271161637656199,0.05479632620734882,0.1771653419757513
L15,58,1.218198523629393,-15.467719743779366,0.12430279634451948,0.07387446504728945,1.4058703505632764
L15,59,0.9437169654635614,-16.031822114946003,-0.03473722249142148,0.08610460412316374,0.07996579392515457
L15,60,0.9696481708494145,-15.622450183378941,-0.039329618974826445,0.06161614388813107,0.20400547856647222
L15,61,0.9778392840258745,-15.307851602356804,-0.0002787948038487519,0.05187194275272281,0.0
L15,62,1.0465878484215214,-15.69010147698874,0.04881908305810437,0.0620499197636184,0.30849569056411497
L15,63,0.963152985253438,-15.452173753873858,0.011373586121952193,0.07692341632744587,0.010771265494710747
L15,64,1.2062840490036784,-16.247221368874097,0.047165679285263745,0.060970360928378445,0.2975083938705154
L15,65,1.02953524809453,-15.200126979233861,-0.12008253325654786,0.07548098314138624,1.2698077367055873
L15,66,0.8893264572255042,-16.224206617055707,-0.044924901698988204,0.13058090599617483,0.05852665166938209
L15,67,0.9994023455608146,-15.2431253740125,-0.012734950740942198,0.013956887747911893,0.3970821650272711
L15,68,1.0678960781184677,-14.830705837023967,-0.29673910540937065,0.16149709721518626,1.7022253595212362
L15,69,0.9179457539552447,-15.974424350567348,-0.011487212099206664,0.05042042307471512,0.02551791147166682
L15,70,1.1691017558119827,-15.284013198571355,0.042566334745869856,0.049685106836232285,0.3651119968250782
L15,71,1.0667340864284593,-15.91790018655762,-0.10132452009140995,0.0951441412905525,0.5697621683333409
L15,72,0.9145459680511733,-15.504386214229523,0.04911648426923926,0.07962003389323648,0.18982202088031386
L15,73,0.9968102692431354,-15.52047391503673,-0.007434820971077038,0.036955239066665056,0.01782850804929126
L15,74,1.0748340436245023,-15.385891286656644,-0.03378300521109037,0.03499280948815736,0.4606610200773247
L15,75,1.1107784179892009,-15.888525789812162,-0.014619160748038287,0.05569792058212111,0.03100696215645371
L15,76,1.0960832920930321,-15.50715645861354,-0.02922829907803655,0.03364255408919773,0.37769638970631547
L15,77,0.9882596765731624,-15.683740976139061,0.08404110738798651,0.0500911617239268,1.3996622961344798
L15,78,1.0374479917710275,-15.618475144541465,-0.03100321463254966,0.12327155204937129,0.0316373205267837
L15,79,1.0192635477322165,-15.61279081075912,0.0035505838015285774,0.07893286973472753,0.0
L15,80,1.2172114659494042,-16.242967291849922,0.08197572706341119,0.13145019004360808,0.19373196531260817
