year,ssp,component,gmst,med,p05,p17,p83,p95,n_finite
1990,SSP1-2.6,glaciers,0.5557397132233756,-0.6663032249651273,-0.8935106608068273,-0.7899667390199481,-0.5546938177190749,-0.47346467776828005,2000
1991,SSP1-2.6,glaciers,0.5885637306361448,-0.6370501069386558,-0.8489612692546618,-0.752867708445186,-0.5292674242331854,-0.45471000340967366,2000
1992,SSP1-2.6,glaciers,0.5090689778394178,-0.602868735317756,-0.8014307116258246,-0.7118227901960942,-0.5017664130341799,-0.4305631039506545,2000
1993,SSP1-2.6,glaciers,0.3084522979487564,-0.5857504108715501,-0.7748643218140299,-0.6924769396818055,-0.48840234806250576,-0.4187794742498588,2000
1994,SSP1-2.6,glaciers,0.332676813580452,-0.5485075630263041,-0.7251191186855072,-0.6490215970212913,-0.45732484808941354,-0.39222173631381224,2000
1995,SSP1-2.6,glaciers,0.4547856293863089,-0.5161184319248777,-0.6793880478951293,-0.6100008652161875,-0.43055971327811227,-0.3693433169592634,2000
1996,SSP1-2.6,glaciers,0.5463394857269461,-0.4722576976513566,-0.6218539572377627,-0.5575498791380343,-0.39400057401184574,-0.336731880819197,2000
1997,SSP1-2.6,glaciers,0.600043540445978,-0.43440363945829485,-0.5709872072528429,-0.5130509220657554,-0.36247415894782486,-0.3112049011903739,2000
1998,SSP1-2.6,glaciers,0.6466075693928761,-0.3895835677327757,-0.5116632658560535,-0.46017907947620007,-0.3254151196736201,-0.27998467176716074,2000
1999,SSP1-2.6,glaciers,0.686007840655961,-0.3157287465349665,-0.41468542256579066,-0.37251997128321546,-0.26399560394313926,-0.22671699187670763,2000
2000,SSP1-2.6,glaciers,0.7295563669080296,-0.27504943738271637,-0.3619900669230506,-0.32452124630341833,-0.23022430766844404,-0.19773182608692358,2000
2001,SSP1-2.6,glaciers,0.7655239205849365,-0.22833118303044975,-0.3001763590261149,-0.26959885088297125,-0.19131730548295545,-0.164308425438073,2000
2002,SSP1-2.6,glaciers,0.7999498588212678,-0.1708002877792516,-0.22476919630227576,-0.20158546689382456,-0.1434690403854618,-0.12408883147229904,2000
2003,SSP1-2.6,glaciers,0.8301407393993533,-0.10978395427046772,-0.14412650543412786,-0.12942577689221807,-0.09216447873165928,-0.07979588309134794,2000
2004,SSP1-2.6,glaciers,0.8359312010698448,-0.04937321266096584,-0.06609841694440469,-0.05819344073432699,-0.041008478588875005,-0.035411335257465246,2000
2005,SSP1-2.6,glaciers,0.843916603443868,0.00028835833475993056,-0.010465469875598021,-0.0052471284383802524,0.005715341946846447,0.00995228114450324,2000
2006,SSP1-2.6,glaciers,0.8516506513236204,0.07049868188633024,0.04730262151045674,0.05708271366695465,0.08514611204569228,0.09662303327872225,2000
2007,SSP1-2.6,glaciers,0.8597675192449368,0.15024733200883955,0.10602210046047117,0.12427982928337916,0.17793191950109036,0.19813498489726897,2000
2008,SSP1-2.6,glaciers,0.8671015531069908,0.21121740304421044,0.1504878041838873,0.1758023728625405,0.24988844376911845,0.27760379401005275,2000
2009,SSP1-2.6,glaciers,0.8915919796329949,0.2544047884290368,0.18169024105228954,0.2121212573419605,0.30059386461344556,0.33455048856778147,2000
2010,SSP1-2.6,glaciers,0.91224213325433,0.3125217737860715,0.22330299454275912,0.2605824665501751,0.36903474759106986,0.4107741736809663,2000
2011,SSP1-2.6,glaciers,0.9463726707864436,0.40642729616264406,0.2921593014472437,0.34008400540220296,0.47946840287164655,0.5333574328193293,2000
2012,SSP1-2.6,glaciers,0.9634454159642772,0.4672273114588217,0.33703380613724065,0.39242865405443517,0.5505256296972784,0.6135147134045351,2000
2013,SSP1-2.6,glaciers,1.0010392042679888,0.5171195379542153,0.3752563177365244,0.43474746014715737,0.6096964914052867,0.6783925926943968,2000
2014,SSP1-2.6,glaciers,1.034758969518629,0.5712665732271844,0.4134450078316112,0.4806489833857987,0.674269074177006,0.7512496114055064,2000
