T_south_K,frac_tau_ordered,median_tau_fast_yr,median_tau_slow_yr
0.0,1.0,128.2963322639764,453.3125654490128
1.0,1.0,83.34090314645997,263.6080556759024
1.963,1.0,61.65776498223502,194.11152802163485
3.0,1.0,48.5927165567186,155.4203971183652
5.0,1.0,34.54487151629508,112.28507298826904
8.0,1.0,24.072525809956296,79.35619322185232
12.0,1.0,17.151251092592396,56.60768086793664
15.0,1.0,14.111942770280917,46.65274886179998
