year,scenario,med,p05,p95,n
2100,SSP1-2.6,7.924336068357487,1.4678985000831748,52.266106248825565,600
2100,SSP2-4.5,10.64280660821861,1.868238264068294,64.98784145605089,600
2100,SSP5-8.5,17.940058873926464,3.1515364934236345,108.9586730729408,600
2150,SSP1-2.6,12.020957754037038,2.2135674079023877,78.33698958432836,600
2150,SSP2-4.5,20.674141484119353,3.580782883550885,122.87359124079472,600
2150,SSP5-8.5,46.88745866073421,8.356739082292796,269.82942914087323,600
2300,SSP1-2.6,24.451575910702154,4.4673437807643275,140.66121282851216,600
2300,SSP2-4.5,54.52028935438515,9.638278797642565,278.1759370302562,600
2300,SSP5-8.5,167.07219873000375,31.189836937436038,699.6514160900601,600
