component,year,obs,p50,bias,in90,in_sample
ais,1900,-0.6340783032503996,-0.6290868891776648,0.0049914140727348455,true,true
glaciers,1900,-5.82962993080137,-5.574298014384389,0.2553319164169805,true,true
gis,1900,-4.130332357233222,-4.074761565094269,0.055570792138952996,true,true
te,1900,-3.6098928928375242,-4.080751640290122,-0.47085874745259737,false,true
total,1900,-13.937918849348069,-12.97285271772683,0.9650661316212386,true,false
ais,1950,-0.36264223185452554,-0.3653101975104196,-0.0026679656558940557,true,true
glaciers,1950,-2.4001268116252286,-2.551774371027502,-0.15164755940227348,true,true
gis,1950,-1.3604312723333192,-1.3189438208634487,0.04148745146987043,true,true
te,1950,-2.815257120132446,-2.5585393606739455,0.2567177594585006,false,true
total,1950,-5.985805844939225,-5.348146524488633,0.6376593204505925,false,false
ais,2000,0.0017998782071199648,-0.00872515523271239,-0.010525033439832354,false,true
glaciers,2000,-0.00850888165561,-0.000609429982134202,0.007899451673475798,false,true
gis,2000,-0.04322274381464186,-0.04878352921979312,-0.005560785405151258,false,true
te,2000,-0.23769707679748553,-0.015199211307620253,0.22249786548986528,false,true
total,2000,-0.2893630562230687,-0.3020097488528476,-0.01264669262977891,false,false
ais,2018,0.696409138766202,0.572220396099707,-0.12418874266649504,false,true
glaciers,2018,1.20556921092,1.13399038900247,-0.07157882191752996,true,true
gis,2018,1.2730523759668522,1.2699473572897362,-0.0031050186771159893,true,true
te,2018,2.074393606185913,2.6071869885658963,0.5327933823799831,false,true
total,2018,5.965000044906917,6.173496097819704,0.20849605291278728,true,false
ais,2025,0.7663673305319003,0.8509015623172471,0.0845342317853468,false,true
glaciers,2023,1.63055217082,1.471177012585164,-0.15937515823483595,true,true
gis,2025,1.6502983936827973,1.6601472017783,0.009848808095502815,true,true
te,2025,3.2329575871586798,3.827030385897941,0.5940727987392611,false,true
total,2024,8.225314682835013,8.327710490806101,0.10239580797108871,true,false
ais,2019,0.6917651205871491,0.6100428242556593,-0.08172229633148986,false,true
ais,2020,0.7446601482114583,0.6484997282454179,-0.09616041996604041,false,true
ais,2022,0.7131118056700219,0.7269595796055486,0.01384777393552672,true,true
ais,2024,0.7646276896479223,0.8086660175341376,0.04403832788621531,true,true
ais,2025,0.7663673305319003,0.8509015623172471,0.0845342317853468,false,true
