year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected
1900,-0.753537028769308,-0.6290868891776648,-0.5076422262459739,-1.3083511988907073,0.000882550095700884,-0.6340783032503996,-6.196885919711417,-5.574298014384389,-4.8653475130945125,-7.199175423888709,-3.8507104087367106,-7.27700420293,-4.25476022647883,-4.074761565094269,-3.903290463890267,-5.115586568827188,-2.9828853049470454,-4.130332357233222,-4.352202048683647,-4.080751640290122,-3.7316798320605313,-5.2240644465825,-2.9220545485033793,-3.6098928928375242,-14.141395203534028,-12.97285271772683,-12.096738916546801,NaN,NaN,-13.937918849348069,-5.82962993080137
1901,-0.7456533540419804,-0.6244590290167309,-0.5057409675335164,-1.268183331794326,0.03062126923782106,-0.6286254796114836,-6.161547998737091,-5.546964846399534,-4.840947442258301,-7.236931318605571,-3.7698554009237046,-7.19201579961,-4.193535416286031,-4.020819282682364,-3.8563622103813024,-5.064557732657326,-2.956533434454398,-4.14182832891291,-4.319455002935655,-4.050047054621542,-3.703601749101514,-5.10794926691903,-2.9219808443003816,-3.6964476108551025,-13.715513715838444,-12.564276081459065,-11.696128415345862,NaN,NaN,-13.717743189686836,-5.768764432016848
1902,-0.7379493914447967,-0.6193798451661852,-0.5038705424748128,-1.262782112140121,0.04916878061091125,-0.6231535824862393,-6.096895157646569,-5.488795068749251,-4.795324023857448,-7.148968396752089,-3.7349898146787197,-7.10599819097,-4.130126859421339,-3.965045234152838,-3.8066701196337283,-5.06365618389164,-2.9669885435199426,-4.110059530084785,-4.28661300892615,-4.01925344269233,-3.675442255282289,-5.100592513733652,-2.9449757081648413,-3.7697138309478753,-13.416553307977331,-12.28170096340479,-11.424786601289165,NaN,NaN,-13.307361420412224,-5.706869727912325
1903,-0.7299914812735823,-0.6141623518444196,-0.5016828813109956,-1.2238109971116222,0.0027854906315782075,-0.6177760037508879,-6.029959705720398,-5.429626780805715,-4.743959629179636,-7.136934583613004,-3.7210716228681706,-7.04884410771,-4.0926023910683735,-3.932560509865151,-3.7803631523670087,-4.980815212561223,-2.8397636437879883,-4.069244558160955,-4.292353930082422,-4.024636297891417,-3.680364655358544,-5.136252862947746,-2.9064175551960583,-3.89201683998108,-13.304994149770721,-12.180745135345811,-11.33979333986554,NaN,NaN,-13.366047505500095,-5.673838549187801
1904,-0.7219621575634153,-0.6092574859155715,-0.49970002443653033,-1.2343241451661466,0.01855546256346415,-0.612356558713046,-5.972835101957209,-5.381126299789344,-4.703430260488182,-7.059111623024357,-3.6851977230970108,-6.9647086707,-4.0648418479374815,-3.911460072153657,-3.7650888404247977,-4.8643359475817896,-2.983412056970961,-3.986545354669745,-4.408207806647391,-4.133264273233109,-3.7797004788813244,-5.242190489169409,-2.9884987140431862,-4.005975580215455,-13.374096049603832,-12.251636534858251,-11.422037800547137,NaN,NaN,-13.401862591297018,-5.613826016713279
1905,-0.7156120146476428,-0.6056358039571239,-0.49891920684841834,-1.22573853330626,0.018418233707259774,-0.6069045933810149,-5.916647735556412,-5.3329778411292565,-4.664730297810455,-7.008562731504927,-3.6218997836058078,-6.86514507207,-4.045983443023016,-3.899407946003582,-3.7578181516214677,-4.746422832050568,-3.032726570951366,-3.965610296075995,-4.43371327446189,-4.1571789441183595,-3.801569463543794,-5.180530178680754,-3.110268176703395,-4.084479761123657,-13.268082882941936,-12.152545453870644,-11.333197523497514,NaN,NaN,-13.311246733632538,-5.5383853226187565
1906,-0.7089476226196305,-0.6012653432437599,-0.49782596369411847,-1.184420001815704,0.02179251789368005,-0.6014521512118254,-5.849815869595403,-5.273324911487353,-4.6157851590750605,-6.8506861804343675,-3.6277945264246814,-6.78516536626,-4.005036603032644,-3.8644287862471183,-3.7285431534995905,-4.729143828526908,-3.0159972989554196,-3.9195184534246272,-4.404194630354787,-4.129501402034662,-3.7762594876621463,-5.30195970791815,-2.9724684812444266,-4.1820330142974855,-13.325087462185119,-12.228120452309838,-11.408333680951973,NaN,NaN,-13.567440039263273,-5.482528521344234
1907,-0.7009668754775396,-0.5960107676312547,-0.49616337401793925,-1.1719497501709466,-0.011019434675037527,-0.5960208806124601,-5.781066787492803,-5.2177677362037365,-4.564599232378032,-6.847931190045548,-3.5628414788463654,-6.7199607459,-3.9940050504011038,-3.856323905628722,-3.723269589075839,-4.766564737231216,-2.9891256494146345,-3.8829637354070488,-4.357768593519324,-4.085970995162631,-3.736452717800945,-5.102422116692091,-3.027761855807893,-4.245766305923461,-13.231614224632006,-12.151779334471495,-11.339160397190987,NaN,NaN,-13.430518857797505,-5.4414468055197105
1908,-0.6930355734913145,-0.5909351541769607,-0.4937285112303498,-1.2339186571871372,-0.0019412606941874978,-0.5906124981966887,-5.728115933524142,-5.172017538089712,-4.5274246251848735,-6.811396787671345,-3.466264086061767,-6.64097972783,-3.9856338205001287,-3.850200552683835,-3.720339139365209,-4.652281444517633,-3.025884309314268,-3.8119527643377134,-4.346794610410157,-4.07568146837313,-3.72704336800795,-5.149431686002602,-2.8424117268843827,-4.304152536392211,-13.08648701986434,-12.011218782283327,-11.208119222975439,NaN,NaN,-13.478100215899776,-5.386588691985187
1909,-0.6858733094598416,-0.585987238828318,-0.4921371400811246,-1.160693697993048,0.01006308989291868,-0.5851665410128508,-5.664301214687756,-5.119532424140104,-4.479111783289453,-6.649362314171861,-3.4350593320700082,-6.56629558477,-3.9305017174991654,-3.8017017356374296,-3.677353675633177,-4.518391617266659,-3.085711027772235,-3.7546384638006036,-4.313375107099529,-4.0443463668711725,-3.6983887042063297,-5.125122137730705,-2.9487832716750626,-4.4123697757720945,-12.845308366030627,-11.78780650506098,-10.995096895760636,NaN,NaN,-13.127202387002756,-5.336027453460664
1910,-0.6777302288123909,-0.581026457127763,-0.4899690922633505,-1.1737513153650547,0.010889380402606171,-0.5797470959750088,-5.604764464217281,-5.070495086715324,-4.439115817269534,-6.570075719674087,-3.4400890240069835,-6.4967437354,-3.8734456425213146,-3.7512142848016303,-3.632001808634845,-4.310990768514188,-3.179452873849981,-3.709659749811346,-4.273318406571915,-4.006788035581819,-3.664043152270617,-5.043613569166761,-2.9035572134710317,-4.497396707534791,-12.647875740900599,-11.609097200552032,-10.831636673702192,NaN,NaN,-12.932223767549981,-5.290598508626141
1911,-0.6701461134019431,-0.5762446951915281,-0.4872669534606163,-1.17028615996477,0.03229499485826396,-0.5743019017306241,-5.548088133389516,-5.023354927802842,-4.400762873044137,-6.531496616352235,-3.4770392623475015,-6.40783153447,-3.8573158166273545,-3.7393917473622214,-3.6209910311182623,-4.278222953416092,-3.1910410324161465,-3.7024556940252134,-4.238473287698963,-3.9741162353284465,-3.634166132341526,-4.988215970033681,-2.79114899795273,-4.502541589736938,-12.502843977211139,-11.473858174243457,-10.70580783739181,NaN,NaN,-12.7859735900405,-5.225809212231619
