ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp245,glaciers,2100,fixed,2000,9.903031264346243,9.952246154373462,8.675857765913221,11.387184464300262,2.7113266983870403,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2100,joint,2000,9.690136028670704,9.955429809932477,7.588000590518904,13.099931598987736,5.5119310084688315,2.0329276482055305,0.9785020131722675,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,fixed,2000,13.728117483986061,13.814566924825439,11.771086996188586,16.099995931257332,4.328908935068746,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,joint,2000,13.32633551060309,13.720847073433855,10.068073841467028,18.58674461231326,8.518670770846233,1.967856311745433,0.9707329155762506,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,fixed,2000,18.77357732869566,18.829060167496188,15.689587280051036,22.306100184880883,6.616512904829847,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,joint,2000,17.96356315513256,18.428733380022205,13.170790198777114,25.117929581375794,11.94713938259868,1.8056549657566061,0.9568534989692679,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,fixed,2000,7.594175991806391,7.5844397902875,6.026095341414174,9.14152545641319,3.1154301149990156,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,joint,2000,7.417681091143841,7.6607892330491625,5.601011328360915,10.561945024645292,4.960933696284377,1.592375214067655,0.9767591769201851,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,fixed,2000,11.81388027046266,11.797355001382577,8.849071903017649,14.799318882231272,5.950246979213624,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,joint,2000,11.40005962937299,12.0955632680856,7.921862213388327,18.515575157317322,10.593712943928995,1.780382054885568,0.9649716577774777,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2300,fixed,2000,19.684157897927058,19.948654390314452,13.459516522480234,27.22658177527218,13.767065252791946,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2300,joint,2000,18.84086627243975,21.90199731431553,11.532652505463599,42.49464019472705,30.96198768926345,2.248989680860588,0.9571588670513502,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
