win,obs_mm_yr,ours_mm_yr,ratio
1900-1950,0.5539802169799806,0.5561272375625677,1.0038756268126172
1950-1990,0.2943350791931154,0.2808471441094287,0.9541748978046983
1993-2010,0.4974302167401594,0.5015582238388607,1.0082986657420083
2010-2024,0.6802884115438758,0.7006686896474111,1.0299582908626703
1995-2024,0.5932675558303121,0.6344772130947505,1.069462179179448
