block,tag,quantity,value,unit,per_chain,provenance
ais_geometry,L28,ais_ocean_temperature₀,0.0,L28-sd,0.08;0.00;0.03;-0.11,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L29,ais_ocean_temperature₀,-0.014098754991993314,L28-sd,-0.09;-0.26;0.34;-0.02,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L30,ais_ocean_temperature₀,-0.09320606439010641,L28-sd,-0.20;0.00;-0.16;-0.01,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L28,antarctic_alpha,0.0,L28-sd,-0.00;0.19;0.28;-0.32,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L29,antarctic_alpha,0.0276238356352858,L28-sd,-0.38;-0.12;0.16;0.54,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L30,antarctic_alpha,-0.08612334760149888,L28-sd,-0.53;-0.20;0.60;-0.09,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L28,antarctic_nu,0.0,L28-sd,0.00;0.10;-0.25;0.13,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L29,antarctic_nu,0.12784543771623227,L28-sd,0.46;-0.54;0.17;0.33,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L30,antarctic_nu,-0.0286693653878336,L28-sd,0.18;0.02;-0.11;-0.23,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L28,anto_alpha,0.0,L28-sd,0.05;-0.14;-0.11;0.22,diag_refit_precision.py | tag L28+L29+L30 | seed n/a (no RNG in this driver) | L28 chain_L28_seed*_n2000000.csv; postpred_L28; ssps_components_2300_L28_tap4p69K_V5p64m_tau800_n2_ws | L29 chain_L29_seed*_n2000000.csv; postpred_L29; ssps_components_2300_L29_tap4p69K_V5p64m_tau800_n2_ws | L30 chain_L30_seed*_n2000000.csv; postpred_L30; ssps_components_2300_L30_tap4p69K_V5p64m_tau800_n2_ws | commit d9b24a4-dirty | AIS medians in L28-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
