quantity,basin,v0_m,vol_share,loss_share,rate_scale,fit_cm,want_cm,calib_window_cm,tap_onset_K,tap_V_m,tap_tau,m2300_SSP1-2.6,dorm2100_SSP1-2.6,m2300_SSP2-4.5,dorm2100_SSP2-4.5,m2300_SSP5-8.5,dorm2100_SSP5-8.5,g4_rel_to_base,all_pass
p3_cell,high,,,,,,,,4.0,1.5,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.2548105853146787,0.016838025507969166,1.18468188456213,False
p3_cell,high,,,,,,,,4.0,2.0,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.623283548292852,0.16783315523767928,2.84081817589796,False
p3_cell,high,,,,,,,,4.0,2.0,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.3970499473674276,0.08721264956896486,1.9565608789718287,False
p3_cell,high,,,,,,,,4.0,2.0,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.9346771463276091,0.04446391962880777,1.4876866630342638,False
p3_cell,high,,,,,,,,4.0,2.0,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.4543089760630972,0.022450700677292223,1.2462425127495065,False
p3_cell,high,,,,,,,,5.0,0.5,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.1429173315729535,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.0739958582060243,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.9531465877754118,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.8374787097211465,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.6295192500764837,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.4916763033426252,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.2499777624814004,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.0186420063728696,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.1161211685800136,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.909356748479226,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.546808937187389,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.1998053030245925,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.602723087083544,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.327037193615827,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.8436401118933774,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.3809685996763157,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.1285414638325395,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.038575700327394,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.9137331560110087,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.8080630620652132,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.6007675145956557,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.420835987585365,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.171150898952594,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.959810711061003,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.0729935653587717,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.8030962748433357,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.4285686418941796,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.1115583600567929,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.545219616121888,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,2.1853565621013065,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.685986384835765,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.2633060090525827,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.9610543439401859,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.8722289623182504,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.7884658745805546,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.7299777327115189,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.2657932748109484,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.0881425115670775,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.9206163360916859,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.8036400523536146,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.5705322056817108,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.3040560608159044,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.0527667976028172,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.8773023719957103,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,2.0,50.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.8752711365524735,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,2.0,100.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.5199696100647315,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,2.0,200.0,0.13129374469624594,0.0,0.24562527925955857,0.0,1.1849172591139485,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,2.0,400.0,0.13129374469624594,0.0,0.24562527925955857,0.0,0.9509646916378058,0.0,1.0,False
