nu,kappa,ll_flow,ll_lec,ll_inv,S1900,invz,S2020
0.0,5e-05,-84.2875919559383,1.444430941590038,-1.676129837761322,0.5002533670333144,2.6723031344952934,1.9641484854284486
0.0,6.417844210562581e-05,-84.26327828853597,1.478402972952725,-1.6552670962045823,0.6418841394845394,2.664484670535729,2.51833676273326
0.0,8.237744862210328e-05,-84.2323385976061,1.521610951268952,-1.6286387042804167,0.8235311597283016,2.6544720333187843,3.2278814685243544
0.0,0.0001057371263440564,-84.19306427474424,1.576418226999643,-1.5947056532092203,1.0564475740810573,2.64165775102097,4.13568401430876
0.0,0.0001357208808297453,-84.14336855976723,1.6456946469047637,-1.551553083480969,1.3550168010558445,2.6252715162574454,5.296074695795927
0.0,0.000174207093857127,-84.0807438985678,1.7328562806972743,-1.4968212080375318,1.7376010936535726,2.6043399899371416,6.77758748845307
0.0,0.00022360679774997895,-84.0022444439799,1.8418514357246556,-1.4276390746885514,2.227605712789078,2.5776389422275243,8.666231856452487
0.0,0.0002870147184764281,-83.9045201265881,1.9770381774670227,-1.3405745165846996,2.854803980769891,2.5436378280486642,11.069227858168153
0.0,0.00036840314986403866,-83.78394384067931,2.142860170160122,-1.2316234931059968,3.6569714030250235,2.5004382322550422,14.119062146789775
0.0,0.00047287080450158787,-83.63689299612761,2.3431664852127088,-1.0962765573313642,4.6818747660484625,2.445710015879531,17.977533439011307
0.0,0.0006069622310029173,-83.46026853623466,2.579926021677659,-0.9297200627995386,5.989649691185418,2.376633015993383,22.839146659758725
0.0,0.0007790778080544441,-83.25235037262848,2.850944225745713,-0.7272538574164433,7.655569404922873,2.289858528805571,28.932736921627715
0.0,0.001,-83.01407891368628,3.145983823752266,-0.48503021123593903,9.773145554980527,2.1815143340309744,36.51951264537022
0.0,0.0012835688421125163,-29.205564660912906,3.4404132812334245,-0.2012264556136607,12.45738906427841,2.0472902281645484,45.884791226807295
0.0,0.0016475489724420657,-24.570014759280724,3.6851711169202233,0.12227274471024341,15.847866771597333,1.8826573978528967,57.31965455911127
0.0,0.0021147425268811283,-18.70891291478142,3.7915162776218416,0.4777373716749498,20.110879721966285,1.6832913068630837,71.087902174739
0.0,0.002714417616594907,-11.372309751706542,3.608941384031021,0.8493387072105587,25.439616445527786,1.4457755540503547,87.37378552123474
0.0,0.0034841418771425405,-6.789037724218048,2.895211938760747,1.2116056564565303,32.05046045627471,1.1686458206820691,106.20847881080307
0.0,0.00447213595499958,-0.313069392018857,1.2796162454853346,1.5300197399344517,40.17275636889658,0.853759267734075,127.38016719296402
0.0,0.005740294369528563,-5.583312819198236,-1.774478263901126,1.765537308802636,50.028376746661884,0.507808772576307,150.3460577607257
0.0,0.0073680629972807735,-12.151369747543914,-6.992158407549565,1.8841728315115915,61.796741419762746,0.1435224863481142,174.18416719331077
