quantity,basin,python,julia,absdiff,tol,window,ssp,tap_onset_K,in_lit_bracket,first_fire_year,k_c,cm2100_med,cm2100_q05,cm2100_q95,m2300_med,m2300_q05,m2300_q95,lit_lo,lit_hi,in_band,ratio_med,ratio_q05,ratio_q95,g4_cm_med,tap_V_m,tap_tau,within_inventory,m2300_SSP1-2.6_med,tap2100_SSP1-2.6_m,m2300_SSP2-4.5_med,tap2100_SSP2-4.5_m,m2300_SSP5-8.5_med,tap2100_SSP5-8.5_m,g4_rel_to_base,headroom_bind_frac,bands_ok,ratio_ok,g4_ok,all_pass
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,4.208068268679172,4.053862602058937,4.366397877426251,8.297135163851863,0.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.9067205078180016,0.011115979907201942,1.154699358438602,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,3.654497579701853,3.510606103089668,3.749444528424253,7.746804690063975,0.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.7866284652518736,0.005612675169323056,1.0781107248364132,0.0,False,False,True,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,6.134901932127985,5.718964227432508,6.645902216745609,13.479280494544641,0.75,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.3247431252122408,0.06293743321412973,1.8758904407239987,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,5.743629309941138,5.38840366706392,6.178705658753447,10.456011531967851,0.75,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.2399055248652067,0.032704743588361826,1.4551468150586178,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,4.944311973364476,4.703013543571087,5.2340852329721255,8.852934159211959,0.75,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.0665157244752748,0.016673969860802912,1.2320490376579027,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,4.112695544632874,3.9651939025336023,4.257899162641543,8.027438448530127,0.75,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.8863776606260828,0.008419012753984583,1.1171660872546196,0.0,False,False,True,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,7.272381377349481,6.681517794300407,7.990979474650317,15.577194935015633,1.0,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.5706141421151694,0.08391657761883964,2.167853920965332,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,6.7512128148897865,6.238384682702534,7.36892273578713,11.546169651579909,1.0,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.4574973416524573,0.04360632478448243,1.6068624200781567,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,5.680180479254438,5.3320073261728345,6.103979448432915,9.408733154572055,1.0,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.226310941132548,0.022231959814403884,1.3093987168772034,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,4.573136357789359,4.37533104879828,4.793540196864513,8.308072206996279,1.0,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.986126856000292,0.011225350338646111,1.1562214496728263,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,8.410962804933414,7.623714579827661,9.349599119470012,17.675109375486624,1.25,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.816485159018098,0.10489572202354955,2.459817401206665,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,7.757392813273565,7.079805275409293,8.568412922195545,12.636327771191972,1.25,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.6750891584397078,0.05450790598060304,1.7585780250976963,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,6.419654470628,5.960111273355651,6.981392472763243,9.964532149932154,1.25,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.3861061577898213,0.027789949768004855,1.3867483960965048,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,5.033515624336501,4.781884497755385,5.341871848008587,8.588705965462431,1.25,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.0858760513745012,0.01403168792330764,1.1952768120910326,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,9.548025539135343,8.585272956009876,10.706047223090561,19.773023815957615,1.5,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.0623561759210265,0.12587486642825946,2.7517808814479974,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,8.76531781087434,7.919893544409255,9.769325874580453,13.726485890804032,1.5,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.8926809752269582,0.06540948717672365,1.9102936301172353,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,7.159170836787753,6.584965744441273,7.853675353179697,10.52033114529225,1.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.5459013744470944,0.033347939721605824,1.4640980753158055,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,5.492031339181987,5.172239372029804,5.884300740617649,8.869339723928586,1.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.1856252467487105,0.016838025507969166,1.2343321745092397,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,10.683658741538174,9.53458768714703,12.057125778649757,21.87093825642861,1.75,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.308227192823955,0.14685401083296937,3.043744361689331,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,9.768723190195903,8.771578253443185,10.970962540376778,14.816644010416095,1.75,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.110272792014209,0.07631106837284425,2.0620092351367747,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,7.898473515350529,7.197279743249126,8.736574412310574,11.07613014065235,1.75,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.7056965911043678,0.0389059296752068,1.5414477545351069,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,5.953071509734382,5.565949293850308,6.4280830753760725,9.149973482394739,1.75,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.2853744421229198,0.019644363092630696,1.273387536927446,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,11.822750158833095,10.484174035220324,13.409811045031958,23.9688526968996,2.0,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.5540982097268836,0.16783315523767928,3.3357078419306636,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,10.774140917642455,9.610818716615416,12.164869184949845,15.906802130028154,2.0,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.3278646088014594,0.08721264956896486,2.213724840156314,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,8.639415907983363,7.814455145614651,9.620615162033342,11.631929136012445,2.0,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.865491807761641,0.04446391962880777,1.6187974337544078,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,6.415018225082298,5.9561048063571755,6.975985803210414,9.43060724086089,2.0,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.385123637497129,0.022450700677292223,1.3124428993456525,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,12.960433326700969,11.43838434068375,14.766200363334843,26.066767137370586,2.25,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.799969226629812,0.1888122996423892,3.627671322171996,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,11.782807115346166,10.45052167662423,13.361856079535228,16.996960249640217,2.25,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.5454564255887098,0.09811423076508548,2.3654404451758535,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,9.377118032399098,8.440015495272403,10.501103993948172,12.187728131372541,2.25,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.025287024418914,0.050021909582408736,1.6961471129737085,0.0,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,6.8783168229098,6.345837312555975,7.517234656346238,9.711240999327043,2.25,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.484872832871338,0.02525703826195375,1.351498261763859,0.0,False,False,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,14.10040973126397,12.37777114164174,16.119926176073342,28.164681577841577,2.5,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,3.0458402435327407,0.2097914440470991,3.919634802413329,0.005,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,12.789353509124513,11.295670752832192,14.56245582611143,18.087118369252273,2.5,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.7630482423759606,0.10901581196120608,2.5171560501953922,0.005,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,10.115142009155292,9.061975214839034,11.379533650087495,12.74352712673264,2.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.1850822410761874,0.05557989953600971,1.7734967921930098,0.005,True,True,False,False
tap_cell,high,,,,,,,4.0,False,,1.25,,,,,,,,,,7.336694106462295,6.735928939312844,8.06976908096558,9.991874757793195,2.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.5846220282455474,0.02806337584661528,1.3905536241820655,0.005,False,False,False,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,3.8607306294346033,3.7191661765474566,3.9729242587642863,7.185537173131668,0.25,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.8314769559889501,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,3.7125695692385827,3.569137975308184,3.8115407819349554,7.185537173131668,0.25,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.7992756800831549,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,3.4371113665805293,3.290005479344595,3.540050479114187,7.185537173131668,0.25,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.7396820072984722,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,3.1622468227900504,3.0101707521240892,3.2884588718060956,7.185537173131668,0.25,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.6809799778629766,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,4.98755280754989,4.741372118068353,5.28570285989692,7.185537173131668,0.5,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.075823837474445,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,4.689828303621666,4.479550062281991,4.931910660567609,7.185537173131668,0.5,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.0114212856628546,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,4.139728114884624,3.993204687221996,4.289439114445537,7.185537173131668,0.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.8922339400934892,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,3.6006561216689095,3.4558497616541737,3.696355791374255,7.185537173131668,0.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.7748298812224981,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,6.113383000212247,5.701411112760927,6.62108650482492,7.185537173131668,0.75,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.3201707189599403,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,5.6674244707950105,5.3206224033214555,6.088815518338295,7.185537173131668,0.75,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.2235668912425544,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,4.843696621593621,4.615134498352859,5.115433094782573,7.185537173131668,0.75,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.0447858728885062,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,4.03117987427246,3.8865936688323597,4.164877183863757,7.185537173131668,0.75,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.8686797845820196,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,7.243773922007584,6.657836861304608,7.9575049183304705,7.185537173131668,1.0,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.5645176004454353,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,6.65011732102966,6.152695586056357,7.249627521540533,7.185537173131668,1.0,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.435712496822254,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,5.546436871009627,5.218818880238015,5.9459884040338835,7.185537173131668,1.0,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.1973378056835233,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,4.464284515077232,4.282673306145445,4.665566321014333,7.185537173131668,1.0,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.962529687941541,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,8.375710725410555,7.594125411810232,9.30744895224,7.185537173131668,1.25,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.8088644819309303,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,7.630454005082998,6.978501871659196,8.41844499216256,7.185537173131668,1.25,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.6478581024019539,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,6.251078585524713,5.815688226053634,6.783481269515423,7.185537173131668,1.25,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.3498897384785404,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,4.8976962080887985,4.662648338874597,5.177529893775639,7.185537173131668,1.25,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.0563795913010625,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,9.505996896364355,8.549438517143287,10.655488542121349,7.185537173131668,1.5,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.053211363416425,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,8.613929055798756,7.792973050210472,9.590282531774893,7.185537173131668,1.5,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.8600037079816536,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,6.959484055383159,6.4154249525643525,7.614591117699437,7.185537173131668,1.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.5024416712735575,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,5.32887544069806,5.034384640969323,5.690716160486425,7.185537173131668,1.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.150229494660584,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,10.634500052541885,9.493179427686515,11.99858911618484,7.185537173131668,1.75,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.2975582449019205,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,9.593136850308042,8.623445674575963,10.7601902819445,7.185537173131668,1.75,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.0721493135613533,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,7.663775901238228,7.005046953322243,8.457760666954028,7.185537173131668,1.75,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.6549936040685744,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,5.762773493903544,5.4038936201257295,6.201142611690259,7.185537173131668,1.75,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.2440793980201055,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,11.766392715707807,10.436695535698524,13.342210034817326,7.185537173131668,2.0,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.541905126387415,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,10.573300990492802,9.44170188384351,11.925818039889439,7.185537173131668,2.0,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.284294919141053,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,8.369609488490491,7.589005681125991,9.300153832066343,7.185537173131668,2.0,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.8075455368635915,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,6.196026512004078,5.769584939935762,6.717773746059504,7.185537173131668,2.0,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.337929301379627,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,12.896548661854528,11.385362094833468,14.690503345931367,7.185537173131668,2.25,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.7862520078729105,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,11.556549590625929,10.259778523133983,13.09136927126928,7.185537173131668,2.25,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.496440524720753,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,9.076150648666122,8.180243921416814,10.142451580623487,7.185537173131668,2.25,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.9600974696586086,0.0,1.0,0.0,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,6.6317671897421295,6.137229115948237,7.228273433435667,7.185537173131668,2.25,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.4317792047391484,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,14.030123719290064,12.318679140531556,16.0361856825481,7.185537173131668,2.5,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,3.0305988893584055,0.0,1.0,0.005,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,12.540001015795724,11.085154062301156,14.261973009938083,7.185537173131668,2.5,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.7085861303004526,0.0,1.0,0.005,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,9.779657760797576,8.78063688325822,10.984102043120451,7.185537173131668,2.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.1126494024536258,0.0,1.0,0.005,True,True,True,False
tap_cell,high,,,,,,,4.69,False,,1.25,,,,,,,,,,7.066641327647826,6.505806698031511,7.740908590286759,7.185537173131668,2.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.52562910809867,0.0,1.0,0.005,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,3.856143637553102,3.7149608859268937,3.9677640738020408,7.185537173131668,0.25,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.8304310337552202,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,3.69736647040986,3.553262317686216,3.7964481661630014,7.185537173131668,0.25,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.7959702970717556,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,3.4180758820998953,3.2710153298738387,3.521593632782234,7.185537173131668,0.25,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.7355456618564493,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,3.1470233939658376,2.992544542707628,3.274414473228164,7.185537173131668,0.25,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.6777117228293167,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,4.977648396461261,4.733054957783043,5.27419099255072,7.185537173131668,0.5,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.0737319930069853,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,4.659896294697024,4.45214429174583,4.895435366486037,7.185537173131668,0.5,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.004810519640056,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,4.101402971164443,3.953981079905716,4.24498381019575,7.185537173131668,0.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.8839612492094436,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,3.570607417361708,3.4255037092318132,3.6661378631478336,7.185537173131668,0.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.7682933711551783,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,6.098678202917938,5.689002855951626,6.6040256638315675,7.185537173131668,0.75,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.3170329522587505,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,5.621574562449014,5.283688601484949,6.033951503676887,7.185537173131668,0.75,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.2136507422083564,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,4.78605127211657,4.565132522901971,5.048138628245622,7.185537173131668,0.75,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.032376836562438,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,3.987111538762993,3.842265364228981,4.114729867672375,7.185537173131668,0.75,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.8588750194810397,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,7.224506679948798,6.6415860649170515,7.934677244904975,7.185537173131668,1.0,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.5603339115105155,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,6.588488586375371,6.100796510043091,7.178039514212292,7.185537173131668,1.0,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.4224909647766568,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,5.469422071739974,5.153936473402367,5.858613170793075,7.185537173131668,1.0,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.1807924239154322,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,4.404053807708735,4.228212585567759,4.596011665752893,7.185537173131668,1.0,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,0.9494566678069013,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,8.351519348885587,7.573825703027964,9.278523834066748,7.185537173131668,1.25,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.8036348707622807,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,7.553080133309041,6.917019395678785,8.32731829319167,7.185537173131668,1.25,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.6313311873449574,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,6.155931722877077,5.73610458037038,6.670106714291224,7.185537173131668,1.25,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.3292080112684264,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,4.821165190476291,4.596847262959033,5.090136157240359,7.185537173131668,1.25,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.0400383161327629,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,9.47719435978782,8.524847502516183,10.620793167990618,7.185537173131668,1.5,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.0469358300140454,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,8.52246323933759,7.716823919857247,9.48060840182947,7.185537173131668,1.5,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.8401714099132578,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,6.844577156741838,6.317386518218738,7.477711506655201,7.185537173131668,1.5,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.4776235986214206,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,5.239549865191984,4.958151472453003,5.583930518627439,7.185537173131668,1.5,400.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.1306199644586243,0.0,1.0,0.0,False,False,True,False
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,10.600793600632784,9.46476343607946,11.958418934414842,7.185537173131668,1.75,50.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.2902367892658106,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,9.48672157805958,8.532981645953653,10.632269601723651,7.185537173131668,1.75,100.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,2.0490116324815584,0.0,1.0,0.0,True,True,True,True
tap_cell,high,,,,,,,5.0,True,,1.25,,,,,,,,,,7.528501873464175,6.8969216039716645,8.298139065599353,7.185537173131668,1.75,200.0,True,0.12173717018634458,0.0,0.2159683232937821,0.0,1.626039185974415,0.0,1.0,0.0,False,False,True,False
