year,ais_p5,ais_p50,ais_p95,gsic_p5,gsic_p50,gsic_p95,gis_p5,gis_p50,gis_p95,te_p5,te_p50,te_p95,total_p5,total_p50,total_p95,ais_obs,gsic_obs,gis_obs,te_obs,total_obs,ais_obs_lo,ais_obs_hi,gsic_obs_lo,gsic_obs_hi,gis_obs_lo,gis_obs_hi,te_obs_lo,te_obs_hi,total_obs_lo,total_obs_hi
1993,-0.09009193093069769,-0.08201977687197927,-0.07177727943240497,-0.4827105285805199,-0.4535416703824735,-0.42752916534830676,-0.4087455568142565,-0.3597554897536236,-0.31278887196198607,-0.8761147953928539,-0.8201809708915125,-0.7586777646603704,-1.947152349850513,-1.8806764063149675,-1.8033468720644623,-0.1528996380892667,-0.45768133076754547,-0.1796168153936214,-0.7577068805694576,-2.7631012243920487,-0.2259090922095558,-0.06590908223932435,-0.6468182260339915,-0.25363634282892394,-0.23090912645513373,-0.1263636589050292,-0.8886198607358067,-0.48083851770921204,-3.767952294548373,-1.7582501542357245
1994,-0.08211486521667544,-0.07462791838155755,-0.06500285003758152,-0.426219209023114,-0.3988535519369112,-0.3748856369539068,-0.355258525896992,-0.3116126643720497,-0.27003093016032065,-0.8750220957840397,-0.8191580325382708,-0.7577315337543068,-1.8432532490500744,-1.7795895659394545,-1.706455823651709,-0.11916503039273352,-0.38806482228365835,-0.15549810582941237,-0.6639641284942628,-2.479301133767911,-0.17590909220955575,-0.045909101312810785,-0.5618181878870184,-0.203636342828924,-0.20090910738164736,-0.10636363029479967,-0.6909357634457678,-0.5511780066923662,-3.7966125881188906,-1.1619896794169313
1995,-0.07306686536464198,-0.066146194579637,-0.05729664544343416,-0.368757282044492,-0.3429398987889569,-0.32120600527882853,-0.3010749274735909,-0.2628529419844483,-0.22682180114557202,-0.7649017241447533,-0.7160680792570402,-0.662372023975225,-1.4963887014904116,-1.4392039226011897,-1.37537800086554,-0.09468263712796304,-0.3054947462948887,-0.1020575826818294,-0.7604019641876225,-1.389075711313935,-0.1459090731360695,-0.03590908700769599,-0.4518181497400454,-0.15863636190241032,-0.14590908830816107,-0.06136364936828609,-0.8373173323544589,-0.565708856149153,-2.916814375877803,0.1386629532499335
1996,-0.062370175696158284,-0.056322426387418356,-0.04856344742877547,-0.30534010298523717,-0.2822613505954766,-0.26351355313155345,-0.24538718611267246,-0.21305603329276404,-0.18293113665855407,-0.6224481980137341,-0.5827092180855789,-0.5390133918172013,-1.2448822203680336,-1.1966090957920803,-1.144292636342285,-0.0823554429140958,-0.27952066334811143,-0.13944633657282057,-0.4555838108062744,-1.8475789875262159,-0.12590909220955582,-0.03590908700769599,-0.39681822603399153,-0.14363635236566713,-0.18090912645513368,-0.10636363029479967,-0.4110445586117828,-0.4624545379118492,-2.728774380438691,-0.9663835946137407
1997,-0.0502922901942086,-0.04542920980430357,-0.039254222215610944,-0.23601889074089666,-0.21698195222404348,-0.2018099188407603,-0.18780120897829683,-0.16188103627865283,-0.13831555208438673,-0.4702424173693656,-0.4402207158930992,-0.4072097263216579,-1.0432176953351426,-1.0051711166832078,-0.964943240775145,-0.06694213477048011,-0.21014877232638285,-0.1368076151067561,-0.42439217567443843,-0.4926071275084549,-0.09590907313606944,-0.03090909177606757,-0.2818181688135325,-0.0886363809758966,-0.1709090883081611,-0.10636363029479967,-0.49506154927340384,-0.40329287485642906,-1.598976453917769,0.6137621989008593
1998,-0.03728715250081022,-0.03382106383000545,-0.029459584658776527,-0.162955773708999,-0.14886804510120394,-0.1378495344066026,-0.12835181891998665,-0.10977801632561027,-0.09312348049510727,-0.33450333998648474,-0.31314763270667934,-0.2896655182481857,-0.667644674890479,-0.6400982974642718,-0.6113003453967694,-0.04962514964017012,-0.11813374432650492,-0.09964726621454423,-0.4012865543365476,-0.4479664077419372,-0.07590909220955577,-0.015909082239324357,-0.18181816881353263,-0.03363636190241032,-0.1159090692346747,-0.08136363029479976,-0.4916359511288728,-0.3167037291960282,-1.4398328154797664,0.5438999999958921
1999,-0.02377356042978682,-0.02180146939456018,-0.01944670072123349,-0.08801841603223795,-0.07918312887665868,-0.07263150683640633,-0.06802374669057913,-0.057060897431757476,-0.04758360163515649,-0.18912747989789783,-0.17705300823662834,-0.16377627046059187,-0.46324964097072463,-0.44681333929105255,-0.4302651532060672,-0.020642057332125596,-0.05839463147250101,-0.07188237363641925,-0.19428448677062948,-0.13817459041483904,-0.03090911128304208,-0.0059090917760675765,-0.0918182069605048,-0.003636342828923944,-0.0809091264551337,-0.06136364936828609,-0.19202838811007394,-0.25423558191819606,-1.677054298458876,1.400705117629198
2000,-0.010131138022417017,-0.009358203712715599,-0.008646573538951832,-0.011648041756091437,-0.0084357630907958,-0.006235564630618502,-0.007216551814821989,-0.003750312231993319,-0.001171388963349953,-0.01668460876851052,-0.015619412764928536,-0.014448154227381053,-0.2690247697316053,-0.26445230503094663,-0.2606612885727678,0.0017998782071199648,-0.008508881655606482,-0.04322274381464186,-0.23769707679748553,0.078731716114536,0.004090926863930533,-0.0009090965444391585,-0.026818149740045816,0.006363647634332892,-0.045909088308161095,-0.036363649368286066,-0.27556329640475186,-0.16089632944627308,-0.776485388057717,0.933948820286789
2001,0.001123215081531466,0.0038349955168190224,0.005665425320561054,0.06053745444515937,0.06405107690609785,0.06795621116127817,0.04397767802272273,0.050303700738114215,0.056718928603178835,0.14016108130678928,0.15152342285775117,0.16185685516447196,0.2618174764138445,0.2746831872177724,0.28559829901141726,0.017449840632351943,0.050670758160677676,-0.014422828500921137,0.051730203628540306,0.2772563730914053,0.01909088871695791,0.004090910608118226,0.06818183118646781,0.0363636190241034,-0.005909078771417886,-0.01636362075805653,0.029210225018588165,0.03866011662916691,-0.6674942262167337,1.2220069723995444
2002,0.012221229330349123,0.017729796766577117,0.021618070625781118,0.13001528564937526,0.138981661811928,0.1498888921262849,0.09085093780425699,0.10538040110236874,0.12079192133154724,0.28852700997403974,0.3119168297687878,0.33318860006643064,0.7378060072858849,0.7650037006929563,0.7895975399098364,0.028250106898221106,0.11278390017422735,0.04990450685674486,0.3840820789337158,1.2582765951071893,0.04909090779044423,-0.0009090965444391585,0.16318181211298144,0.041363638097589694,0.06909092122858207,0.038636350631714,0.4241059693423185,0.2960492329163983,0.4979842275180143,2.018568962696364
2003,0.023577006739909315,0.03216816207271293,0.03837830862936574,0.20043435486016017,0.2152912228830281,0.2338268382103771,0.1379455758040936,0.16120410994032408,0.18660660992298872,0.42582997322677774,0.4603504374906708,0.49174492418758836,1.0983208961364794,1.1399521898149774,1.178452678044855,0.05935688885775481,0.2030654343691738,0.11952950304204757,0.6563944816589355,1.6371162723718082,0.0940909125588158,0.024090903455560836,0.32818182164972465,0.05136362856084653,0.15409091169183897,0.08363637924194345,0.6933253201571379,0.683668990568681,0.8821547076698504,2.3920778370737663
2004,0.06299843539635831,0.07031843402361912,0.07637482335879132,0.2710808444544349,0.29194547240227603,0.31829696469861735,0.18527468243735973,0.21746891817167463,0.25321709631893746,0.5485007024851886,0.5929656300133794,0.6334040657508535,1.12024145488736,1.1749386631614795,1.2267059618072018,0.10739208134737882,0.28052343455227924,0.18753883188421067,0.6542348861694336,0.2190256575806253,0.15409090302207262,0.05909090583974663,0.40818179303949514,0.12136363332921812,0.22909091169183893,0.14363636970520027,0.727940169247714,0.5323599056764081,-0.5575189921308629,0.9955703072921135
2005,0.10160524589082301,0.10897712267116966,0.11578926120148882,0.341419739190246,0.36830084885225156,0.4024347653906789,0.23249291719891824,0.2739475467094188,0.32002280450578385,0.6734663180574454,0.7280617468133651,0.7777133230114006,1.5693125693395438,1.637755422158657,1.7033029816424499,0.0999986258420077,0.33315791216763563,0.2505139047449285,0.727204418182373,0.8449962102398123,0.15409090302207262,0.03909091299230405,0.4631818121129815,0.1713636333292181,0.2940909212285821,0.2036363601684571,0.828069392117587,0.6125536636872724,0.07358064886810345,1.6164117716115212
2006,0.13939669891533576,0.14789183671200623,0.15624663652373375,0.41134592270684556,0.4441111031113193,0.4858492536423854,0.27987234588405707,0.33051458925512434,0.38754200057581284,0.7894349831212635,0.8534315635333978,0.9116329763834119,1.8750702777201202,1.9570779560742475,2.0359293473097475,0.07396980198946862,0.41394039717587544,0.3268577749078923,0.8508980751037598,2.0212823064405514,0.13909091732718742,0.004090910608118226,0.5481818025762383,0.24636363332921812,0.37909091169183895,0.2736363649368287,0.9142487439242277,0.790003414587541,1.2414456090982844,2.8011190037828184
2007,0.17684853533551959,0.18704228448726953,0.19751149244127342,0.48082414286628933,0.5193851907811506,0.5684227597887642,0.3272220652232776,0.38728590401855695,0.45510481854425183,0.9022458348783859,0.9753875746769107,1.0419060131179598,2.0787104987090625,2.1745230874715644,2.2665075351531305,0.1307688561352816,0.4806521686640651,0.4076969320123845,0.755551528930664,1.4383634158129923,0.20409090302207264,0.04909090345556083,0.6181818073446099,0.3113636428659613,0.46409090215509574,0.3536363601684571,0.7762909325686369,0.6844689564271405,0.7112531183862106,2.165473713239774
2008,0.2141264356180521,0.22641246483949679,0.2392724761694159,0.549893061085331,0.5941332067605678,0.6505116479630695,0.374501155929088,0.4442392484226999,0.5226134604128403,1.0194809360778112,1.1021264928358654,1.1772881364442904,2.3864439018119272,2.4962048700178032,2.602104066959862,0.2120167461308566,0.5334999713030728,0.4865355665033513,0.9397127628326416,2.19080364095714,0.2940909125588158,0.11909090822393244,0.6781818097287957,0.36136364286596134,0.5490909164602105,0.4236363649368287,1.0084621581164275,0.8234187798066571,1.4422522179238872,2.939355063990393
2009,0.2516486022652125,0.2660475185641912,0.2816381451650063,0.6184979379302853,0.6683956254425943,0.7320151325698007,0.42196022796893473,0.5012963076475134,0.5908536743828225,1.145373867277501,1.2382250993186361,1.3226682501066414,2.782082290912056,2.9061593648368484,3.0258893543583816,0.20756623419848352,0.597413119944659,0.5546272212808782,1.10294189453125,2.3954532835933744,0.2990909077904442,0.10409091060811823,0.7431818133050744,0.4263636404817755,0.6240909164602105,0.4886363625526429,1.1938332351771268,1.0376190186901524,1.6616969219769513,3.1292096452097975
2010,0.28967464468381854,0.3065153317964511,0.32499593037827423,0.6874245394886684,0.7431622881122577,0.8142950681875039,0.46971008237609146,0.5588815490953035,0.6598003550839512,1.274937943615254,1.3782924571262438,1.4722877717512886,3.1313591940947876,3.2698515448493675,3.4044690434041085,0.2918349829587069,0.6887768204239281,0.6660145530646496,1.0581675529479981,2.84131350532681,0.39409090659835133,0.179090907627886,0.8381818121129815,0.5163636380975897,0.7390909110957925,0.5986363600939513,1.1795467647639188,0.9177642302079632,1.9882361160156785,3.694390894637942
2011,0.32843274422236335,0.34768840365718096,0.369052376700615,0.7566054474291406,0.818129447279059,0.8967222313279849,0.5176581150045536,0.6168597502161616,0.729803828284012,1.4120500955911917,1.5265197852053682,1.6306237485912691,3.1585839631981427,3.3127040827148564,3.462500035283349,0.32411767813292414,0.7517698141661556,0.797527819330042,1.172118040919304,2.408460211666581,0.4240909077904442,0.20909090881997888,0.8981818144971673,0.5763636404817755,0.8740909164602105,0.7286363601684571,1.2937828632918271,1.031346838870509,1.691879941208176,3.125040482124986
2012,0.3679226018104588,0.38968073656656815,0.41400517141571896,0.8259978017340369,0.8936135670479122,0.9799181400867987,0.5658977324956646,0.6751854069624509,0.8005944562111506,1.5521594908453005,1.6779873320129122,1.7924209171304328,3.8775506754970053,4.046902098288672,4.2121154329164545,0.3536951062354174,0.7784274610606106,0.9165590698068791,1.3359959244728088,4.347672827324512,0.44409090808846746,0.24909090941602532,0.9231818144971673,0.6063636357134039,0.9890909021550958,0.8536363601684571,1.4334759148684415,1.2117903546853497,3.541027224710902,5.154318429938122
2013,0.40845311445312094,0.4327128379184525,0.46011302791703723,0.8959837537171839,0.9698229043241607,1.0643369765034885,0.6146398738843929,0.7344463279921332,0.8727371619269284,1.6970534336712555,1.8346272920050057,1.9597432415555507,4.163562526533683,4.348693421826967,4.530130886788938,0.42340410622683433,0.8651102813807399,1.020487349683588,1.5293026685714721,3.764943729563674,0.5040909089825372,0.3240909034555608,1.008181816881353,0.6963636333292181,1.0890909021550956,0.9636363506317139,1.652140894803134,1.3984823660417036,2.9080250292458456,4.621862429881503
2014,0.44972612699161935,0.47672406606128526,0.5070753210621606,0.9664609494903098,1.0465172101046458,1.1491961743750072,0.6631402591298481,0.794281232619138,0.9460418234043491,1.8555446743447785,2.0059668325958686,2.1427676128529014,4.383307153336045,4.584893707495494,4.78446267573279,0.49241209897128013,0.9391456994143397,1.061065118963068,1.685045337677002,4.314819923943622,0.5640909054062584,0.4040908986871892,1.083181816881353,0.7713636333292182,1.1240909164602106,1.0086363792419435,1.808949747952548,1.5344151215119795,3.4770628725255084,5.152576975361735
2015,0.4923905344104379,0.5220175540905234,0.5555122219286487,1.0375360017194701,1.1240288522989292,1.235435585054034,0.7125370665662384,0.8547614295850995,1.0199129905625437,2.010200075863396,2.1731595767089638,2.321362388882141,5.127143486823899,5.34626236584139,5.563871918620954,0.5855627861889925,1.0176314267245203,1.1191089803522283,1.892512035369873,4.914878408430701,0.6440909125588158,0.5090909177606757,1.1581818168813531,0.8563636476343329,1.1740908926183526,1.0736363410949707,1.9714479359713468,1.7554960922761396,4.046104010210881,5.783652806650521
2016,0.5359753329236389,0.5684222810295044,0.6051717549940225,1.1091374646514254,1.202372325759854,1.322222495821384,0.7619969646820631,0.915858519606173,1.0958706273193426,2.1571388811254795,2.332010168587644,2.4910461035025233,5.616333736298406,5.852664965482211,6.088661748725652,0.5666000691327181,1.0881678494540126,1.1942859823053533,1.8652884483337402,5.522112567780768,0.6140909054062584,0.49909090345556084,1.2231818025762382,0.9263636285608465,1.2490908926183526,1.1536363601684572,1.9467093381014737,1.7735803799195722,4.663990642225051,6.380234493336485
2017,0.5801413951321238,0.6154113981666911,0.6553645242531219,1.1805448444833133,1.2805322323741404,1.4093657965234088,0.811414781788585,0.977367268980829,1.1728172022580357,2.3158455714036217,2.503582624487385,2.674319274217836,5.737854237836087,5.991589521464587,6.246013065636541,0.5806488362225619,1.176957455548373,1.25936729257757,2.0228739261627195,6.3637311253748585,0.6140909054062584,0.5240909034555609,1.3031818216497246,1.0263636285608466,1.3040909116918389,1.2236363410949709,2.1309670838442716,1.912829180197282,5.345675016429441,7.381787234320276
2018,0.6250254786277828,0.6632596761243943,0.7064488078054418,1.2520970206668611,1.3587350125550401,1.4963253703511927,0.8609884924510687,1.0393281310980105,1.250708877383851,2.478354892765743,2.679265976738222,2.861983691796151,6.009174856146086,6.281219257183077,6.5557125346643765,0.696409138766202,1.205569210919467,1.2730523759668522,2.074393606185913,6.691498117289738,0.7190909125588159,0.6490909272974188,1.3231818025762383,1.0663636380975896,1.3140909021550957,1.2436363697052002,2.151816645535556,1.9875445084138348,5.63048819107155,7.752508043507926
