marker,specie,pulse_Gt,component,horizon,n_draws,base_med_cm,pulse_med_cm,paired_med_cm,diff_of_med_cm,paired_mean_cm,paired_p05_cm,paired_p95_cm,per_unit_cm,se_mean_cm,p_fired,smooth_term_cm,premium_cm
ML,CO2,1.0,glaciers,2100,2000,12.273042056525604,12.274905896858744,0.0017838413330233394,0.001863840333140132,0.0018423090822947622,0.0012396390802937418,0.002626410112998734,0.0017838413330233394,9.473061136656597e-6,0.0165125,0.0018071856869553427,3.401426431300107e-5
ML,CO2,1.0,glaciers,2150,2000,17.58079717797309,17.583108895346435,0.0024883296229933904,0.0023117173733453455,0.0025380921391632027,0.0016660135404639397,0.0036268051048571333,0.0024883296229933904,1.346002201488881e-5,0.027765833333333333,0.002459836889640179,7.765907857230736e-5
ML,CO2,1.0,glaciers,2300,2000,22.257043844365995,22.26265825717327,0.004574270228427935,0.005614412807275926,0.004602233179406613,0.002576239535871316,0.006868829865797465,0.004574270228427935,2.8995258996589433e-5,0.03221416666666667,0.004435457363976904,0.00016632014804131406
ML,CO2,1.0,gis,2100,2000,6.597230483464534,6.597907657025182,0.0005633838416230219,0.0006771735606481144,0.0006842863753419692,0.00012537478133900493,0.0016655322123426681,0.0005633838416230219,1.1029149503855805e-5,0.0165125,0.0006661492038426001,1.6524306982234913e-5
ML,CO2,1.0,gis,2150,2000,9.998100237447245,9.999067193037554,0.0009378821343997146,0.0009669555903091265,0.0011388566112725761,0.00020817504710723966,0.0027935584357985373,0.0009378821343997146,1.8568830778153894e-5,0.027765833333333333,0.0010939832396002782,4.385827567239087e-5
ML,CO2,1.0,gis,2300,2000,16.362569887067,16.36425629451571,0.0019129763629610608,0.0016864074487088487,0.0022555388989289734,0.0004556872805228096,0.005144161630692423,0.0019129763629610608,3.4266042990177255e-5,0.03221416666666667,0.0021578860596530905,9.703787834554885e-5
ML,CO2,1.0,ais,2100,2000,5.2769215102925235,5.2772098849749565,3.172215430335967e-5,0.00028837468243292363,0.023411883854645935,-0.000846149910290217,0.002176801435552455,3.172215430335967e-5,0.0038323365293418577,0.0165125,0.0002468366340243378,0.017792256374034636
ML,CO2,1.0,ais,2150,2000,8.066171589967242,8.067031990573904,4.155908522518459e-5,0.0008604006066619263,0.03207336321526932,-0.001447216402045548,0.004773928647886548,4.155908522518459e-5,0.004378795694792832,0.027765833333333333,0.00037927636028852195,0.029334564434470134
ML,CO2,1.0,ais,2300,2000,13.712900500019977,13.728433860652132,-0.0012285157359075427,0.015533360632154825,0.03256708767180355,-0.004305989826092115,0.031644018876426906,-0.0012285157359075427,0.004309692202511362,0.03221416666666667,-0.00015939806429004992,0.0319470392861863
ML,CO2,1.0,te,2100,2000,12.611033896893156,12.613737678917396,0.002764604129075643,0.002703782024239487,0.00290186524884101,0.0014806969258380322,0.004760242103789558,0.002764604129075643,2.3710161214515335e-5,0.0165125,0.002844250913172545,5.532702162021746e-5
ML,CO2,1.0,te,2150,2000,15.087632156994964,15.091696011050631,0.003764933835812556,0.0040638540556674485,0.003970023350586461,0.0018982664681775675,0.006887872949564767,0.003764933835812556,3.562666354328192e-5,0.027765833333333333,0.0038398884944441814,0.00012861024000460704
ML,CO2,1.0,te,2300,2000,7.723491618548291,7.7304290355333345,0.007346906620665283,0.006937416985043576,0.007841605367352275,0.0041509699837775,0.01320738118092226,0.007346906620665283,6.4158196931179e-5,0.03221416666666667,0.007542483090067931,0.00029797782538087725
ML,CO2,1.0,lws,2100,2000,2.342515618878139,2.342515618878139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165125,0.0,0.0
ML,CO2,1.0,lws,2150,2000,4.0429579468315175,4.0429579468315175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027765833333333333,0.0,0.0
ML,CO2,1.0,lws,2300,2000,8.89738572754609,8.89738572754609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03221416666666667,0.0,0.0
ML,CO2,1.0,total,2100,2000,40.451700877246374,40.47276725180761,0.005350535806719847,0.0210663745612365,0.02884034456112378,0.003203399903545368,0.010170250025691984,0.005350535806719847,0.003835042518886509,0.0165125,0.005564422437994916,0.0178981219669501
ML,CO2,1.0,total,2150,2000,56.57330378308612,56.58217553541943,0.007497213621142862,0.008871752333313054,0.039720335316291634,0.004295944910453642,0.01574559217554849,0.007497213621142862,0.004383423593222597,0.027765833333333333,0.007772984983973262,0.029584692028719415
ML,CO2,1.0,total,2300,2000,70.75131054895103,70.899012869484,0.013113182916342225,0.1477023205329715,0.04726646511749112,0.007406787049518471,0.04464900224043047,0.013113182916342225,0.0043200575472275874,0.03221416666666667,0.01397642844940763,0.032508375137954
