variant,driver,year,N,pulse_mean,pulse_median,mean_over_median,top5_share,level_median,level_mean
transient,MAGICC,2100,600,0.015905772491356752,0.005214102785001273,3.050529141295566,0.2150958785969464,37.64494260684913,47.317831445599616
transient,MAGICC,2150,600,0.029077131000421072,0.008507038429863912,3.418008657201543,0.3702735964602932,60.12895501605125,87.70605402382968
transient,FaIR,2100,841,0.012101141384679574,0.005043273760665557,2.3994615321224595,0.38162574764852053,40.433950377143304,48.32469583468769
transient,FaIR,2150,841,0.02288084316948447,0.00859709944134579,2.6614608014703505,0.36852615871068045,64.5866912410649,87.69941107438332
equilib,MAGICC,2100,600,0.022788295876860407,0.022649654088152005,1.0061211437564923,0.1605414668941336,64.69517176785673,65.19238226014737
equilib,MAGICC,2150,600,0.034747379039345834,0.02749823581329025,1.2636221201707776,0.30781603813773206,127.38732575513738,121.67140988199846
equilib,FaIR,2100,841,0.02098289814614757,0.011341838382391245,1.8500438322877655,0.3637590009926127,61.600290720354096,64.10067127320208
equilib,FaIR,2150,841,0.03184806042557386,0.016710596213445682,1.905860211016784,0.3051790334602478,123.31374324885478,120.09683265182571
