window,l10_mean,l10_sd,l10_skew,d1_mean,separation_sd
1900-1950,0.6609832917047356,0.3873631385495828,0.4516808018194137,0.028546697312777224,1.6326710816109464
1900-1980,1.0919379710795718,0.5695890736043157,0.2584072880458511,0.10460343614487658,1.7334155107416627
1900-2000,1.4054059382779929,0.6736236070254047,0.11626653797813175,0.2102934110230419,1.774154757628438
1900-2024,1.7558178970860232,0.7766761275982281,-0.02819432960003921,0.3647949796264853,1.7909948149959223
