block,seed,rank,eigenvalue,var_frac,loadings
ais_geometry,2026,1,1.8021971761050204,0.25745673944357433,ais_slope -0.68  ais_bedheight0 -0.44  ais_iceflow0 +0.44  ais_mu -0.38  ais_precip0_LOG -0.08  ais_runoff_Ton +0.05  ais_c +0.01
ais_geometry,2026,2,1.1574899458134738,0.16535570654478193,ais_runoff_Ton +0.61  ais_c -0.53  ais_precip0_LOG -0.45  ais_bedheight0 +0.34  ais_mu -0.15  ais_iceflow0 +0.10  ais_slope +0.02
ais_geometry,2026,3,1.057647593914863,0.151092513416409,ais_bedheight0 -0.59  ais_mu +0.44  ais_c -0.39  ais_iceflow0 -0.38  ais_runoff_Ton +0.32  ais_precip0_LOG +0.21  ais_slope -0.11
ais_geometry,2026,4,0.9756840419737808,0.13938343456768296,ais_precip0_LOG +0.81  ais_iceflow0 +0.44  ais_c -0.25  ais_bedheight0 +0.25  ais_runoff_Ton +0.16  ais_slope +0.03  ais_mu -0.00
ais_geometry,2026,5,0.919100471703176,0.13130006738616798,ais_c +0.65  ais_runoff_Ton +0.57  ais_mu +0.43  ais_iceflow0 +0.23  ais_slope -0.07  ais_bedheight0 +0.05  ais_precip0_LOG -0.04
ais_geometry,2026,6,0.7955615278689515,0.11365164683842163,ais_mu +0.64  ais_iceflow0 +0.52  ais_runoff_Ton -0.39  ais_precip0_LOG -0.29  ais_c -0.28  ais_slope -0.03  ais_bedheight0 +0.02
ais_geometry,2026,7,0.2923192426207353,0.041759891802962176,ais_slope +0.72  ais_bedheight0 -0.52  ais_iceflow0 +0.37  ais_mu -0.22  ais_runoff_Ton +0.11  ais_precip0_LOG -0.09  ais_c +0.02
ais_geometry,2027,1,1.841887324756245,0.26312676067946367,ais_slope -0.70  ais_bedheight0 -0.48  ais_iceflow0 +0.45  ais_mu -0.24  ais_runoff_Ton +0.14  ais_c -0.04  ais_precip0_LOG -0.03
ais_geometry,2027,2,1.189292944665805,0.16989899209511503,ais_runoff_Ton -0.65  ais_c +0.52  ais_precip0_LOG +0.43  ais_mu -0.28  ais_iceflow0 +0.19  ais_bedheight0 +0.06  ais_slope -0.00
ais_geometry,2027,3,1.0699793559146822,0.1528541937020975,ais_bedheight0 -0.64  ais_mu +0.51  ais_iceflow0 -0.45  ais_precip0_LOG +0.30  ais_c +0.12  ais_runoff_Ton -0.11  ais_slope -0.07
ais_geometry,2027,4,0.9791494489547634,0.13987849270782338,ais_c +0.70  ais_precip0_LOG -0.61  ais_mu +0.34  ais_iceflow0 +0.13  ais_runoff_Ton +0.06  ais_slope -0.05  ais_bedheight0 +0.02
ais_geometry,2027,5,0.9327915900112642,0.13325594143018063,ais_precip0_LOG +0.55  ais_mu +0.49  ais_iceflow0 +0.47  ais_runoff_Ton +0.39  ais_bedheight0 +0.27  ais_c +0.11  ais_slope -0.00
ais_geometry,2027,6,0.786579023971062,0.11236843199586603,ais_runoff_Ton -0.61  ais_mu +0.48  ais_c -0.45  ais_iceflow0 +0.37  ais_precip0_LOG -0.23  ais_slope -0.04  ais_bedheight0 +0.03
ais_geometry,2027,7,0.20032031172617618,0.028617187389453746,ais_slope +0.71  ais_bedheight0 -0.53  ais_iceflow0 +0.43  ais_mu -0.14  ais_runoff_Ton +0.10  ais_precip0_LOG -0.05  ais_c +0.00
ais_geometry,2028,1,1.7704973484685238,0.2529281926383605,ais_slope -0.71  ais_bedheight0 -0.60  ais_iceflow0 +0.29  ais_mu -0.23  ais_precip0_LOG -0.05  ais_c +0.04  ais_runoff_Ton +0.03
ais_geometry,2028,2,1.2037112320737786,0.17195874743911124,ais_runoff_Ton -0.65  ais_c +0.38  ais_mu -0.37  ais_iceflow0 +0.36  ais_precip0_LOG +0.32  ais_bedheight0 +0.24  ais_slope +0.04
