level_K,brick_med_m,brick_p05_m,brick_p95_m,brick_pct,anchor
1.2,0.9066241707222455,0.630447327675425,1.3185571423662001,12.335022730914906,Box 2022 disequilibrium commitment (LOWER BOUND)
1.5,0.9569078742844077,0.6564550786240761,1.4012642606975259,13.019154752168813,Bochow 2023: < 1 m below 1.5 C convergence
2.0,1.0380482474292596,0.6913372710583088,1.5382655255905493,14.12310540720081,
2.2,1.0680386445688277,0.7038484906563205,1.6003329845477747,14.531138021344594,Bochow 2023: > 20% of present volume at 2.2 C
3.0,1.1956022021593098,0.7462079818151679,1.8477150684018928,16.266696628017822,
4.0,1.3566145434675287,0.7926656928952865,2.1746501013535338,18.45734072744937,
5.0,1.5157204048738904,0.8314300757097158,2.507383838914283,20.622046324814836,
