year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.17867082486161,-0.6408373361947939,-0.15397748312212708,-1.4846335664201944,0.1830111186337296,-0.6340783032503996,-7.301600390751463,-6.39694778938694,-5.270203165160988,-8.157823592761133,-4.50553668885454,-7.27700420293,-4.522767351704268,-4.107905915935202,-3.7010401479161974,-5.215342566594308,-2.953234419577584,-4.130332357233222,-4.029521324615034,-3.6234454793199635,-3.2205585174861397,-4.828089610266271,-2.453863302324338,-3.6098928928375242,-15.076162288750279,-13.468272091036908,-12.036546380564186,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1998,-0.05626893263651662,-0.04532848002994103,-0.0368635716352928,-0.17161755716174276,0.08097475466793184,-0.04962514964017012,-0.13934865129464108,-0.1294330460034514,-0.11965697109120103,-0.2611896589662619,0.009461109482483522,-0.118133744327,-0.11040849970861683,-0.10323171982651713,-0.0941536381584045,-0.29138704630807394,0.08232830427760841,-0.09964726621454423,-0.3390686882744953,-0.30489897105198854,-0.27099758608166763,-0.8972295390574674,0.2724451969636922,-0.4012865543365476,-0.6628551067189049,-0.6233102252696744,-0.5836948411672531,NaN,NaN,-0.7709233996014468,-0.118133744327,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1999,-0.03554625321523175,-0.02677942743199238,-0.021996630797820237,-0.1554143665026739,0.10190605530980594,-0.020642057332125596,-0.052045225943031646,-0.04818114405922458,-0.04398516251359568,-0.16164611546349003,0.06287983055515574,-0.0583946314725,-0.06532409781477666,-0.06041983627148273,-0.05457004608296861,-0.25657549375864924,0.13289864078147984,-0.07188237363641925,-0.17611900926253446,-0.1583705796607512,-0.14076152715877824,-0.7189749365849553,0.3741417606658913,-0.19428448677062948,-0.42872209072688083,-0.40796121841871147,-0.38775172961539334,NaN,NaN,-0.6707032336367553,-0.0583946314725,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2000,-0.013577570173275634,-0.006526568463526394,-0.004239910031446987,-0.13913391607314649,0.12241301700366435,0.0017998782071199648,-0.001901123015396644,0.00014451533188974963,0.001687966105722305,-0.1088360154079383,0.10674912268140982,-0.00850888165561,-0.03621786234965705,-0.029734332967955357,-0.023664384830218356,-0.23511119396096172,0.16344055781322697,-0.04322274381464186,-0.006252945512050523,-0.0056228036341854915,-0.004997610213698205,-0.6011370119327257,0.5393269653586761,-0.23769707679748553,-0.2790753167592509,-0.26991390934137943,-0.26293497425545465,NaN,NaN,-0.2893630562230687,-0.00850888165561,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2001,0.008055555400184083,0.014606549746879638,0.018594288747287732,-0.11509297665679874,0.13937804253003905,0.017449840632351943,0.04879309214352614,0.05345131925420121,0.05779265680397811,-0.060185266578806254,0.16167137780236782,0.0506707581607,0.012923520245935283,0.019249268026170885,0.02530089624787983,-0.17831738686084245,0.20188490266962753,-0.014422828500921137,0.13490801926939158,0.15178480685618878,0.16879517560572602,-0.42158664192318945,0.6693202536760675,0.051730203628540306,0.22521470872897556,0.24544810584630927,0.26622282277205267,NaN,NaN,0.25111413603752597,0.0506707581607,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2002,0.028038019242306755,0.03717812971037762,0.04475519184678675,-0.09132530328674014,0.16550092744107972,0.028250106898221106,0.10582998986527188,0.11455835363969902,0.12290270849098231,-0.015564544567062612,0.24408716615320222,0.112783900174,0.06721000512054975,0.07485402807427022,0.08220680032331126,-0.11718298098302156,0.2689644347195371,0.04990450685674486,0.26869554630774617,0.302308949611067,0.33618840576797837,-0.27490448650125043,0.8375591650415494,0.3840820789337158,0.6860046229073459,0.7248745247841585,0.7646218288568936,NaN,NaN,0.6898753433700215,0.112783900174,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2003,0.048795153721931384,0.060942778939160336,0.07184755810082993,-0.06357933298149211,0.18643136522511594,0.05935688885775481,0.16411024991611894,0.1771681817725046,0.19025838807384954,0.03342585680311739,0.31160083419280565,0.203065434369,0.11262540460007701,0.12430536116952196,0.13480207839441558,-0.06557596950807733,0.305964308188035,0.11952950304204757,0.40411872939978627,0.4546733664989163,0.5056281477114253,-0.17469725402032388,1.0575767695252445,0.6563944816589355,1.0398220776016003,1.09755174666411,1.1581553271343028,NaN,NaN,0.9549218843666174,0.203065434369,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2004,0.07024908663152898,0.08564995531953132,0.09942754102712796,-0.041413678552682284,0.20929229365376298,0.10739208134737882,0.22171960081980413,0.2395308270863996,0.2573784375381448,0.09360107288325001,0.38989324404152964,0.280523434552,0.20082657694153075,0.22081066303266228,0.23662767536918064,0.026466556858531116,0.40757506395506965,0.18753883188421067,0.5248868060044221,0.5905493454147746,0.6567316092287074,0.013577396642929316,1.1095817295432293,0.6542348861694336,1.074502109731905,1.152053771777175,1.2297540415369914,NaN,NaN,1.213541885887722,0.280523434552,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2005,0.09200607657053873,0.11096408627932736,0.12855944872693906,-0.025259285303603576,0.23523464343912834,0.0999986258420077,0.2679337148984,0.2897868663440395,0.31168710916475134,0.14227604867377472,0.4326407219190051,0.333157912168,0.2596044249082693,0.2857075866766161,0.30718064137940043,0.08780908834008876,0.4648108654269557,0.2505139047449285,0.6400049355972154,0.7200685775591326,0.8007659298365628,0.15158474876230807,1.2419618671193517,0.727204418182373,1.485709532364561,1.580662479252499,1.6761403871228597,NaN,NaN,1.4810737354618184,0.333157912168,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2006,0.11324282120631605,0.13616807576654325,0.15732214783255452,0.009132768656895862,0.26123942126974514,0.07396980198946862,0.3338379594028664,0.36064189011104375,0.3877893422500662,0.20859941105148866,0.5147987194762607,0.413940397176,0.3319632432532738,0.36752899573665676,0.3974685654008163,0.1770138834594631,0.5500138843459326,0.3268577749078923,0.7455234183112989,0.8387872616318224,0.932789295948013,0.18850780649804483,1.4302111271478342,0.8508980751037598,1.790461298064246,1.9021282861511561,2.016886533788003,NaN,NaN,1.6682619083154182,0.413940397176,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2007,0.13512071537729295,0.16191870920777968,0.1864203491352247,0.03248646152997207,0.2835224399544327,0.1307688561352816,0.40849103126770475,0.4411095080222496,0.4731447675868897,0.29145037355647463,0.5887807157098408,0.480652168664,0.3832170574947572,0.4243490101027203,0.45852937429806184,0.2187129039868445,0.6098912128561925,0.4076969320123845,0.8532510798010051,0.9599914893777841,1.0675767580812945,0.3867413280716707,1.4999492871052198,0.755551528930664,1.9860948171752986,2.112132888931669,2.2464844955149963,NaN,NaN,1.7704766164571324,0.480652168664,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2008,0.15703884208339247,0.18777956711811067,0.21570774824653807,0.0569967033727128,0.3137362356675534,0.2120167461308566,0.46587890610443744,0.5025290300021132,0.5387034313146304,0.34923334024069175,0.6468353106652146,0.533499971303,0.4398836963748756,0.4872912493625621,0.5271028715447815,0.2802939360413451,0.666561292168473,0.4865355665033513,0.9636422939413464,1.0841924761512478,1.2056968229748413,0.4648811204038663,1.6692387918505913,0.9397127628326416,2.27017903483726,2.413750847472138,2.565856365804807,NaN,NaN,1.9117139587577285,0.533499971303,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2009,0.17882398475846262,0.21383491749427108,0.24519180566240859,0.07389496387646131,0.3457747888065543,0.20756623419848352,0.5086971919573077,0.5478227002463361,0.5870386376652242,0.401840087405093,0.7019867526379037,0.597413119945,0.48029966051496814,0.5320547277632572,0.5736235861856716,0.3326581447328441,0.7182125705425018,0.5546272212808782,1.0812516921618132,1.2165146308314652,1.3528481867930746,0.5577258908060735,1.805090879900845,1.10294189453125,2.606290105246651,2.7671987321335525,2.934303368123733,NaN,NaN,2.4151510581692697,0.597413119945,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2010,0.20131758157973006,0.2404452266738204,0.27476216481756344,0.09255949146677912,0.3783887807282376,0.2918349829587069,0.5624678608022662,0.6055160745081452,0.6492795609277207,0.4476014820668305,0.7581398442045469,0.688776820424,0.5272017586772791,0.5845494981028403,0.6294255481126554,0.38517239034158834,0.7671368917630901,0.6660145530646496,1.2057025618378479,1.3565341146187229,1.508559511553571,0.7637883599990519,1.912998815015983,1.0581675529479981,2.9190893175592323,3.099362129461366,3.286107640250943,NaN,NaN,2.5053843201221917,0.688776820424,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2011,0.2249613309280778,0.26794803663335814,0.30496013172025116,0.11368529084668086,0.4151820111354134,0.32411767813292414,0.6497721761853932,0.6983669212430548,0.748854958036426,0.5411572897938954,0.8569674125823152,0.751769814166,0.6468633151451066,0.7222909053024704,0.7859940821755094,0.5033822548183619,0.9135909844213833,0.797527819330042,1.3402760490195609,1.5079425399329505,1.6769361249211787,0.9053753253087681,2.0686071522052747,1.172118040919304,3.0259284874887458,3.2325327289736236,3.438507079792015,NaN,NaN,2.6428689314413556,0.751769814166,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2012,0.25025072233218176,0.29738062823667794,0.33735372300928534,0.14591199046625136,0.4485746740502553,0.3536951062354174,0.7066691690990585,0.7592283525142332,0.8124067077502484,0.5983801064640416,0.9177097604863438,0.778427461061,0.6824723222332337,0.7613418346482419,0.8271435771259973,0.5463015361796439,0.9480242960434097,0.9165590698068791,1.473950654921128,1.6583396352889415,1.8441880696119164,1.0082986222601102,2.2496274896352295,1.3359959244728088,3.697497922021162,3.922509075531746,4.147140964946403,NaN,NaN,3.6165069656815896,0.778427461061,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2013,0.27556385642794984,0.3261087460968845,0.3695543052340282,0.16429047966042026,0.4927953095815731,0.42340410622683433,0.7551666650723049,0.8117026059171626,0.8679549346054105,0.6387610738800633,0.965997542315103,0.865110281381,0.7420390792016126,0.8294501868877311,0.9015944757661565,0.6118468982892101,1.0220429529895079,1.020487349683588,1.6172110826658037,1.819521724190117,2.023433671092631,1.1776674900475705,2.404832559808178,1.5293026685714721,3.955111916254437,4.200409607871931,4.44423028402531,NaN,NaN,3.9556210652550257,0.865110281381,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2014,0.3020680706973373,0.3566352331190631,0.4032790283123356,0.18818724206205623,0.5254019345943203,0.49241209897128013,0.8053223715483449,0.8655973713455474,0.9251483939792656,0.6968282466003781,1.0342921067292357,0.939145699414,0.7921799017037627,0.8842348459583049,0.961209320595828,0.6655339466718808,1.072275668276127,1.061065118963068,1.76716825054408,1.9882383052085844,2.2110581475502284,1.317117238408326,2.579673486388039,1.685045337677002,4.131183720100782,4.3985703972082915,4.661342409093586,NaN,NaN,4.286040614239635,0.939145699414,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2015,0.328596501801914,0.38815999492818026,0.4379704302266715,0.20529148865774902,0.5635834776591964,0.5855627861889925,0.8706563437383839,0.9352606956711038,1.000754373760157,0.7642169936167081,1.0940154394112909,1.01763142672,0.8502298851913251,0.9494789493778315,1.032854167013963,0.7213233859782682,1.134766294106441,1.1191089803522283,1.920005107394328,2.160194819900259,2.402285653748728,1.4844925708450736,2.7642155264860295,1.892512035369873,4.86052038653079,5.149535894444742,5.4327937083394815,NaN,NaN,5.164526158751205,1.01763142672,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2016,0.3558654737551764,0.4211217322416956,0.4741060837414848,0.2237459773550777,0.6063964866937837,0.5666000691327181,0.9391557533405821,1.0085171816148861,1.0795995155172111,0.8387634801429802,1.175120827553491,1.08816784945,0.8663191367681832,0.9669197852355493,1.048107961935046,0.7432394467884497,1.1638793906639116,1.1942859823053533,2.0755537324866147,2.335202340907834,2.5969060894342633,1.6989270577856972,2.917148473787903,1.8652884483337402,5.301042572363627,5.612129174910054,5.912321002351747,NaN,NaN,5.690410443944824,1.08816784945,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2017,0.38430403416342673,0.4547564289417817,0.5115246145289547,0.2550918961935552,0.6487149207003509,0.5806488362225619,1.0519575680102558,1.1308789168279718,1.2102811858067826,0.9552022572741675,1.2982817991712923,1.17695745555,0.9439378109187981,1.0555219520721657,1.1463112548878651,0.8197288507722911,1.2506128785635091,1.25936729257757,2.228487700717641,2.5072681154660073,2.788255100141246,1.822520610734767,3.097949692159533,2.0228739261627195,5.474744830224419,5.810202082660202,6.134933256370671,NaN,NaN,5.73581602381169,1.17695745555,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2018,0.4146052727577445,0.4901472308601753,0.5494844522727058,0.2818080019865538,0.6855059863444748,0.696409138766202,1.1231935974324647,1.2075630130970945,1.2929254277898212,1.0233898320275496,1.3892153027100411,1.20556921092,0.9880227176459636,1.105781332578942,1.201368246960911,0.8645807076529528,1.3140590827639609,1.2730523759668522,2.3837534964297578,2.6819574255690366,2.982521663350181,1.96674216412866,3.298704542963228,2.074393606185913,5.717156204610112,6.076831022644101,6.420671232443482,NaN,NaN,5.965000044906917,1.20556921092,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2019,0.44380874942121973,0.5252743761606187,0.5882838289666054,0.36651907303561776,0.6650325439926817,0.6917651205871491,1.1817203696725116,1.2701289783586,1.3603176878128564,1.0949428520863609,1.4712844285036655,1.27272925168,1.0216559265859184,1.1451467532637651,1.2411159630319974,0.9039974608965465,1.341528793696121,1.3214496367767197,2.5410600888019856,2.8589428328838187,3.1793416450473906,2.161803172337904,3.4436789108234667,2.41505758715868,6.137358877017692,6.520290358936929,6.884331648153587,NaN,NaN,6.746418209247338,1.27272925168,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2020,0.47401120607549196,0.561762130646213,0.6283324533814267,0.39624890917929767,0.6968316171273059,0.7446601482114583,1.2647591100980604,1.3600132321713518,1.4569013221025484,1.1577238546899258,1.5691205752580695,1.3862951469,1.0892511914516412,1.2229936319852892,1.3277552047973256,0.983259798831249,1.4354045557826285,1.4331107785815083,2.6893078535252233,3.0257361670179863,3.36482733830071,2.3193463664275122,3.626676903855112,2.38475758715868,6.260706155680267,6.666592872749707,7.057174161679468,NaN,NaN,6.903546022488269,1.3862951469,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2021,0.5051433761477466,0.5986440670468586,0.6693771142188718,0.4283913349910649,0.731891302418082,0.7701859309002244,1.3261387922980301,1.4266399536248349,1.5277322384233165,1.2202635263482633,1.628963871366452,1.41047483636,1.1367353692034678,1.276484608051736,1.386034340629817,1.0263226103516903,1.482683552521739,1.4787376202021343,2.8480362073126093,3.2043211959339475,3.5634262095631275,2.5031861517554437,3.813439245226699,2.56855758715868,6.6640247991584225,7.091556911276401,7.50344607699906,NaN,NaN,6.965139749711554,1.41047483636,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2022,0.5368267134866409,0.6363128079271398,0.711132969154559,0.47161082718586306,0.7760580159307133,0.7131118056700219,1.3873253337654623,1.4932892896547036,1.5997776843199003,1.2672044704436027,1.702301740890268,1.5161915257,1.204910362136302,1.3544717010545373,1.473280815543387,1.1046745732853713,1.5609399931588783,1.5219252353034234,3.009640322977218,3.386141740154799,3.7656231970360934,2.6907231399683202,4.029404710025798,2.71155758715868,6.999107359680304,7.452683903708075,7.8841642239553895,NaN,NaN,7.305210406917306,1.5161915257,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2023,0.5686244032350609,0.6751709752705899,0.7547091071216696,0.5125603476346258,0.8155973511387691,0.7013054060383461,1.451825495691435,1.5625196131551826,1.6742076630183798,1.328401326849107,1.7878527831350177,1.63055217082,1.2454367857250146,1.4009782332489804,1.520922441953017,1.150847371984883,1.6056972604097306,1.5741034120990034,3.177802114487665,3.5753403154747385,3.9760250640407433,2.848055239369962,4.234253532671513,2.90135758715868,7.419601162784892,7.895222692521106,8.35329684483439,NaN,NaN,7.885436304456636,1.63055217082,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2024,0.6011896772647356,0.7148549882963762,0.7995915053221481,0.531789502287644,0.8555216043050969,0.7646276896479223,1.5314659102332657,1.6494549120606292,1.7681925626256003,1.522956405499576,1.7742273148249479,,1.2895631559949363,1.4500550672898078,1.5753033909954133,1.2011205991855851,1.6625127466308793,1.6184183292260754,3.3515200046708267,3.7707900489428674,4.1933786501220105,3.035036588448864,4.458274127097898,3.0108575871586805,7.77165847247148,8.271356993095642,8.758779576371596,NaN,NaN,8.225314682835013,,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2025,0.6349622390368956,0.7559283123882553,0.8470077449821485,0.5658218565455491,0.9106263340272739,0.7663673305319003,1.613168915983143,1.7376063539880637,1.8634316638179114,1.6061375890447815,1.8711318547042881,,1.3250347842660137,1.4907962575101439,1.6191331054472897,1.2355118766594504,1.6976452087730223,1.6502983936827973,3.526836209638186,3.9680380439385807,4.41273202706918,3.235892131060386,4.656129336087355,3.2329575871586798,8.118357792442406,8.645187370439748,9.15819155874876,NaN,NaN,,,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
2026,0.6694742598167525,0.797791335929104,0.895690137263587,0.6288866125370153,0.9196877720085708,,1.696501096672991,1.82733569428621,1.9614414965451346,1.6853546405599455,1.9671840571819106,,1.3786285009904349,1.5537217821572549,1.688231346571292,1.3027568157890106,1.7535318577858314,,3.7015605160560883,4.16462009477846,4.631344828177068,3.435627367204038,4.86709802461176,,8.48591344256658,9.042878394273435,9.581700811098433,NaN,NaN,,,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
