component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.6587301587301587,0.9761904761904762,-0.43719080340668104,true
glaciers,124,0.7016129032258065,1.0,0.05449188473182764,true
gis,126,0.3492063492063492,0.9047619047619048,-0.14084290593485332,true
te,126,0.40476190476190477,0.9841269841269841,0.2603534270612051,true
total,125,0.76,NaN,-0.26951386366948893,false
