model,member,grid_label,glob_old,glob_fix,glob_glac,glob_delta,ais_old,ais_fix,ais_delta,rows
MPI-ESM1-2-LR,r1i1p1f1,gn,279.3104656077941,286.67854432429175,286.67854432429175,7.368078716497678,237.3948369690399,237.96893712758117,0.5741001585412846,337
MPI-ESM1-2-HR,r1i1p1f1,gn,279.43723867485807,287.0824170314526,287.0824170314526,7.645178356594556,238.47508442790019,238.34962000579745,-0.12546442210273767,337
