exp,forcing,ceiling_cm,sico_2100,sico_2300,sico_3001,ours_2100,ours_2300,ours_3001,sico_over_ceiling
expb01,CNRM-CM6-1 ssp585,38.32952675930799,14.24973755406378,75.21451194515855,228.85131846345686,19.489007966434677,36.078569189703614,40.654813476321095,5.970627289518578
expb02,CNRM-CM6-1 ssp126,12.55924107810506,5.241370106205824,16.59592457571598,40.62153002427903,6.528792883698506,11.660502592627912,14.508067331169842,3.2343936844317676
expb03,UKESM1-0-LL ssp585,44.323942805878794,20.820443961485516,105.94347632339989,307.3944514310119,24.213872008983934,42.02888555466501,46.60932647520133,6.93517841536068
expb04,CESM2 ssp585,37.11761786566239,19.590179188919404,114.76319760129047,354.31139209272607,19.136732272860044,34.93973045157527,39.446364607101,9.545639307324745
expb05,CNRM-ESM2-1 ssp585,34.733877548439146,13.784162149488646,67.08943099429644,200.38428472245621,17.019302324235603,32.55147440267126,37.0485707601913,5.769130856265743
