year,component,med_diff_cm,mean_diff_cm,se_mean_cm,p05_diff_cm,p95_diff_cm
2025,glaciers,0.0,0.0,0.0,0.0,0.0
2026,glaciers,0.0,0.0,0.0,0.0,0.0
2027,glaciers,0.0,0.0,0.0,0.0,0.0
2028,glaciers,0.0,0.0,0.0,0.0,0.0
2029,glaciers,0.0,0.0,0.0,0.0,0.0
2030,glaciers,0.0,0.0,0.0,0.0,0.0
2031,glaciers,0.0,0.0,0.0,0.0,0.0
2032,glaciers,1.4182281855124046e-5,1.4255494329000085e-5,4.788760408408254e-8,1.0836570025030135e-5,1.790208792677994e-5
2033,glaciers,3.933979713166558e-5,3.951334198057377e-5,1.529744144283824e-7,2.824385729125467e-5,5.08912832440922e-5
2034,glaciers,6.949458930494146e-5,6.990707216756298e-5,2.937380552231308e-7,4.8154279115131256e-5,9.176934156347459e-5
2035,glaciers,0.00010239795850974787,0.00010298738010690123,4.5262563543899123e-7,7.020944877447199e-5,0.00013731380662027612
2036,glaciers,0.00013654705124155342,0.0001374920109122957,6.201973176337489e-7,9.358742471572424e-5,0.00018491832288238804
2037,glaciers,0.00017158968760200288,0.00017274604994869103,7.91698473135621e-7,0.0001168771427090487,0.00023405980746853404
2038,glaciers,0.00020646413929537033,0.0002083672602720723,9.648644901903332e-7,0.00014072850390303148,0.000282664360343654
2039,glaciers,0.00024165234074269293,0.0002440804013691189,1.1357861735840761e-6,0.00016573953358283154,0.0003301692391025845
2040,glaciers,0.00027647536924035876,0.00027972351977750343,1.3044513059969483e-6,0.00018982888785219474,0.00037885297744026935
2041,glaciers,0.0003109248194252956,0.0003151876936538627,1.470734076830368e-6,0.00021547532139520875,0.00042815699339642237
2042,glaciers,0.00034577892462395177,0.00035039576867383436,1.6348035253672125e-6,0.00024040679449968127,0.0004782992430599098
2043,glaciers,0.00037989742957122985,0.00038528588709717493,1.7967664123925363e-6,0.0002648823300375414,0.0005279132423831268
2044,glaciers,0.00041396095084467177,0.0004198259316364827,1.957191059533938e-6,0.0002878374579075249,0.0005749696927275671
