ssp,year,arm,cm_rel_ref,loss_m,eq_m,phi,remaining_m,rate_cm_per_yr,med_prod_resid_m,driver_K,eq_fast_m,loss_fast_m,loss_slow_m,phi_fast,phi_slow,tau_yr
SSP1-2.6,2100,A+B,6.179526232845547,0.11867374010288562,0.1413944099161163,0.8422096484221309,0.022224916356485235,0.03827440035371901,0.0004099961614213443,2.9704588491637245,0.10987456534043277,0.09097979077354712,0.026743701686823683,0.8356213662266894,0.9432823519359297,
SSP1-2.6,2100,stock,6.633039835562421,0.13185691174754322,1.014271191185811,0.1303973063105498,0.882245423795867,0.07182402421673562,0.0004013194514792262,1.8351255000156548,,,,,,1238.7842982437833
SSP1-2.6,2150,A+B,7.150996507474815,0.12838366524657996,0.13523326405481784,0.9516722570281272,0.006596791168558186,0.010132160074345503,0.0003140803817492377,2.780995607876272,0.10515184111505119,0.09958789823424619,0.027676666281201294,0.9519057903211374,1.0096469568318003,
SSP1-2.6,2150,stock,10.032437621601659,0.16582466485737202,0.997015360452608,0.16768393038229734,0.8272790674614994,0.06543413389593411,0.0013587894348441876,1.7114458105709445,,,,,,1268.701433317271
SSP1-2.6,2300,A+B,7.788135261393851,0.13499605621714186,0.13697487814140502,0.9866029059623143,0.00181138334592712,0.00194303622318176,0.0001437566010022151,2.833894696251516,0.10651563691338882,0.10513019979041177,0.02786859607225124,0.9881148803816531,0.9947041066971308,
SSP1-2.6,2300,stock,19.161976303474056,0.25721399709120263,1.0016727816711528,0.2588486401242528,0.7402982742817281,0.05750415601557535,0.002067640293852868,1.7435843958379944,,,,,,1279.1288358397032
SSP2-4.5,2100,A+B,8.16542931747674,0.13829334905914992,0.18249393686621174,0.7615710135573954,0.043400694990675726,0.09081943227193807,0.000688743408130299,4.245102139875952,0.1417520649301241,0.10576102979408461,0.03173442646614889,0.7580269398951178,0.8653527747862686,
SSP2-4.5,2100,stock,7.265904303155855,0.13850834381317734,1.156788956484383,0.11943823822739068,1.0160067191281943,0.09280834856137066,-0.00034350884978093243,2.7414579624535427,,,,,,1083.218533536347
SSP2-4.5,2150,A+B,11.469524093641745,0.17131742487314716,0.1960301278351907,0.8783522267090991,0.02385517298974235,0.05134789034824214,0.0008660744129619369,4.660638938554765,0.15191061382820345,0.13255906949534185,0.03756031284445101,0.8814028933929499,0.9473807819172504,
SSP2-4.5,2150,stock,11.996487634099138,0.18593055283619808,1.1962471591473771,0.15629003427593005,1.0088795110239706,0.09495501982860866,0.001030956669429428,2.9958792542291595,,,,,,1054.1526666843015
SSP2-4.5,2300,A+B,14.565897579260568,0.20250345775510342,0.20471080159303795,0.9914641518739097,0.001738960172437548,0.0024865051396427695,0.0004599635257661605,4.921993514715245,0.15824260385709882,0.15705770702492322,0.04206613033360322,0.9939603643403925,0.9987387800123542,
SSP2-4.5,2300,stock,25.692082668676612,0.32213995961048747,1.2206885276852764,0.26722603284658475,0.8999261154220459,0.08435460456260202,0.004059792984187349,3.1543558857607876,,,,,,1053.384376700973
SSP5-8.5,2100,A+B,13.57398841224126,0.19248856320587177,0.28655733177772547,0.6798389549542698,0.09106617458968887,0.2620450728124314,0.0023242737643811018,7.445091213367036,0.22089451657454928,0.14723732288447977,0.04488058382245981,0.6800403001777775,0.7855507497799092,
SSP5-8.5,2100,stock,8.797453429905978,0.15420403419913686,1.4624641682463921,0.10588304431421192,1.3091021690972968,0.14274056111536648,0.0006461241352429536,4.692697276299074,,,,,,854.1647296461256
SSP5-8.5,2150,A+B,26.091131083358377,0.3179324444923256,0.37846141861383764,0.8541783889397361,0.054579271843848115,0.21244706347778974,0.005341120335089267,10.260457871047338,0.2901392038070557,0.24506192553776657,0.06958047296556333,0.8659736019046325,0.9258388929300794,
SSP5-8.5,2150,stock,17.63898882828352,0.24239236622731353,1.7331931098462299,0.1438948101822462,1.4901330786412017,0.19388133812688224,0.0070051273231866995,6.399841000316632,,,,,,727.4326986198589
SSP5-8.5,2300,A+B,39.09962014294879,0.44753253871512927,0.45412056534867473,0.9893782224788907,0.004883572667206876,0.019474058931792382,0.0017644590206514765,12.593972193017342,0.34761718585232404,0.3435209917565995,0.09206277442752031,0.9912480402622812,0.9942768187730799,
SSP5-8.5,2300,stock,48.61815229794759,0.5524694484912831,1.9566475168150745,0.2954311314802962,1.383353337205535,0.19561996338704812,0.025585141309506287,7.814805661771588,,,,,,673.2674693612446
