year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected
1900,-0.7458797396195957,-0.6057894366119612,-0.43734519241032377,-1.2793413412585937,0.044324147916931275,-0.6340783032503996,-6.246468425133471,-5.56945000272875,-4.833827528454521,-7.227734765131723,-3.7586856992278443,-7.27700420293,-4.256602538844061,-4.076458366202814,-3.900801187555234,-5.1552293231293955,-2.971682923982166,-4.130332357233222,-4.359487605566079,-4.082663631862521,-3.7541056700151505,-5.199383941387111,-2.9575511216616124,-3.6098928928375242,-14.100109066450035,-12.965206680957788,-11.996888336541105,NaN,NaN,-13.937918849348069,-5.824837998517957
1901,-0.7375554036285108,-0.6017244673234845,-0.4368329771912118,-1.273967384777137,0.05651922698753228,-0.6286254796114836,-6.211582234332694,-5.540563158344829,-4.810747755664392,-7.252320633841856,-3.7072718803320552,-7.19201579961,-4.196092182659625,-4.023199259087447,-3.853880003023223,-5.06759784683488,-2.9624956214641633,-4.14182832891291,-4.326685741484319,-4.051944659895973,-3.7258588494990934,-5.158144220168317,-2.913529992285393,-3.6964476108551025,-13.679559688418278,-12.550319556189391,-11.600292987855932,NaN,NaN,-13.717743189686836,-5.764052365271492
1902,-0.7294836049829164,-0.5973874906794014,-0.43751638276738253,-1.243415684551567,0.0851038855323312,-0.6231535824862393,-6.143753891700875,-5.481009025870756,-4.761884430650468,-7.123928554176601,-3.760734487872703,-7.10599819097,-4.1307449831363465,-3.9676744008730536,-3.8050758557997515,-5.043896482597528,-2.9463243803737402,-4.110059530084785,-4.293788770198296,-4.02113661995651,-3.6975301288775446,-5.101821523983653,-2.9737503626954975,-3.7697138309478753,-13.386629059913812,-12.269614499257267,-11.331353411697538,NaN,NaN,-13.307361420412224,-5.7022375267050265
1903,-0.7227420343547974,-0.59297526641322,-0.43914953908081955,-1.22907468116619,0.03870783970601817,-0.6177760037508879,-6.071193439927607,-5.421851750230139,-4.709424201164269,-7.175010984612612,-3.7892919118821693,-7.04884410771,-4.0921357744972,-3.934967386229024,-3.778870468025166,-4.96321419550225,-2.820020996989635,-4.069244558160955,-4.299539301617873,-4.0265219972335595,-3.7024821105233405,-5.130186506680698,-2.928438141854796,-3.89201683998108,-13.276004185653193,-12.170276750160898,-11.242754562951887,NaN,NaN,-13.366047505500095,-5.66928621351856
1904,-0.716121718028117,-0.5889977652422086,-0.4392127618261539,-1.2015888493492988,0.046128257570600927,-0.612356558713046,-6.0133575492327225,-5.374863293680702,-4.672789621986556,-7.087645061423265,-3.6548492664629153,-6.9647086707,-4.064772208548251,-3.9136111775076485,-3.7645762109673266,-4.885268573065638,-2.9632009086869315,-3.986545354669745,-4.415587116791006,-4.135200869025633,-3.8024149008765207,-5.252487641679799,-2.987228824738788,-4.005975580215455,-13.357961488698905,-12.242642250765702,-11.320823046020724,NaN,NaN,-13.401862591297018,-5.609353546582094
1905,-0.7092154196019219,-0.5856857881680888,-0.4414334069113818,-1.213675296672749,0.05458450458477579,-0.6069045933810149,-5.958140022379122,-5.3249709073785105,-4.631356439745913,-7.047401841651232,-3.5858661204986104,-6.86514507207,-4.047854160327878,-3.9014375681706612,-3.7551637671546425,-4.75589337233097,-3.0396976282756225,-3.965610296075995,-4.441135280586642,-4.159126744868503,-3.8244153090073336,-5.183313638938206,-3.1131753381233835,-4.084479761123657,-13.250901487064754,-12.145577149825185,-11.230336263774465,NaN,NaN,-13.311246733632538,-5.533992718025628
1906,-0.7006688959756691,-0.5823775294078651,-0.44394385441250533,-1.1784849595451743,0.048976406573353504,-0.6014521512118254,-5.886712839236419,-5.265054438131446,-4.583723021873005,-6.860505728934432,-3.5880987368218245,-6.78516536626,-4.007289865894437,-3.865848848427617,-3.7256227549299434,-4.73323331715886,-3.021661089351178,-3.9195184534246272,-4.411567222468349,-4.13143623477502,-3.798953230736599,-5.331496390515941,-3.0198808288006886,-4.1820330142974855,-13.310920290285583,-12.219681437017075,-11.319186813002961,NaN,NaN,-13.567440039263273,-5.478215782289162
1907,-0.6931823695226738,-0.5784704154704683,-0.4454410620669062,-1.16921497895081,0.023887739126213666,-0.5960208806124601,-5.81842111791535,-5.208520052626843,-4.537388495970721,-6.875244338467966,-3.541849325205446,-6.7199607459,-3.9965977386429277,-3.8580160311608185,-3.7200276682327393,-4.760041662886667,-3.014997633922357,-3.8829637354070488,-4.365063468760276,-4.0878854322067,-3.758907238806363,-5.123745816992902,-3.0457359273965943,-4.245766305923461,-13.216915287915212,-12.141991168088502,-11.258087513852868,NaN,NaN,-13.430518857797505,-5.437213932002695
1908,-0.6854739202932919,-0.5748383621363884,-0.44675278857459666,-1.20049537865486,0.03496161860640351,-0.5906124981966887,-5.765806189916485,-5.163288872512165,-4.499927733681391,-6.85562046941705,-3.508397366995798,-6.64097972783,-3.9873894917040547,-3.8514894823618016,-3.717638545694615,-4.679309053354753,-3.0131086560902856,-3.8119527643377134,-4.354071115277382,-4.077591084371901,-3.749441342749163,-5.179642493396592,-2.9221139365776363,-4.304152536392211,-13.067593405867605,-12.006670144346412,-11.131921788039154,NaN,NaN,-13.478100215899776,-5.3824356840062295
1909,-0.6778668352878444,-0.5712226756621666,-0.44735693351829875,-1.1625228615749343,0.04317198386341961,-0.5851665410128508,-5.705062729115199,-5.110521438286342,-4.454457590531441,-6.707627025906898,-3.4556638404987585,-6.56629558477,-3.9341543820528915,-3.8030325092985175,-3.6741869229438606,-4.524303221720246,-3.0888414518477862,-3.7546384638006036,-4.320595667943561,-4.046241301150674,-3.7206144763803395,-5.130558381118143,-2.9580765668904867,-4.4123697757720945,-12.84227185906177,-11.78399110471985,-10.924928669271926,NaN,NaN,-13.127202387002756,-5.331954311019764
