scenario,horizon,param,pearson_r,r2,spearman_rho,decile_contrast_cm,spread_p05_p95_cm,contrast_frac_spread
ssp245,2100,antarctic_temp_threshold,-0.5542030182618981,0.30714098545059776,-0.4631145887786472,-24.156292710052686,35.43833680008142,-0.6816429576344335
ssp245,2100,ais_gmst_amp,0.43093773574722233,0.1857073320909428,0.4506921136730284,15.633736669811796,35.43833680008142,0.4411532278731511
ssp245,2100,ais_runoff_Ton,0.2551155209794426,0.06508392904461242,0.47896008274002067,2.1371455442075984,35.43833680008142,0.06030603400672822
ssp245,2100,antarctic_alpha,0.11337710212379119,0.012854367285988577,0.39177125444281363,2.090145709127647,35.43833680008142,0.058979791318052054
ssp245,2100,ais_slope,-0.06505093281834648,0.004231623860537027,-0.31900415275103816,-1.4589891822163494,35.43833680008142,-0.04116979841483411
ssp245,2100,ais_c,0.08136697894006358,0.006620585261832749,0.19125337631334408,1.3729289446797113,35.43833680008142,0.03874134817400789
ssp245,2100,ais_iceflow0,0.04365761035518998,0.0019059869419255915,0.2848195057048764,1.1416845035582082,35.43833680008142,0.03221608592973203
ssp245,2100,ais_ocean_temperature₀,-0.027713105885687962,0.0007680162378313528,-0.09141162935290734,-0.606028706341009,35.43833680008142,-0.017100935344674998
ssp245,2100,ais_mu,-0.05133228059370262,0.0026350030309506187,-0.09457750014437503,-0.5929035870241997,35.43833680008142,-0.016730570352918972
ssp245,2100,antarctic_lambda,0.18333676343510277,0.033612368826858835,0.06595633948908487,0.5444649429722901,35.43833680008142,0.015363727311577419
ssp245,2100,antarctic_kappa,-0.012016639494577083,0.00014439962474262978,0.04095308823827206,0.4948533995376154,35.43833680008142,0.013963787361953127
ssp245,2100,anto_beta,0.039797057643513226,0.0015838057970811144,0.10378971344742836,0.44394578655562533,35.43833680008142,0.01252727488482488
ssp245,2100,anto_alpha,-0.03530454626779118,0.001246410987174608,0.01464107916026979,0.44383561175762676,35.43833680008142,0.01252416596922819
ssp245,2100,antarctic_nu,-0.019827681714784568,0.00039313696218280233,-0.044625080156270036,-0.15106516890213229,35.43833680008142,-0.004262761250742027
ssp245,2100,ais_precip0_LOG,-0.023883753751136747,0.0005704336932449386,0.014278308569577142,0.11991079903250501,35.43833680008142,0.003383646351942496
ssp245,2100,antarctic_gamma,0.0007643445357063706,5.842225692641872e-7,-0.01392570948142737,-0.011045850060962259,35.43833680008142,-0.00031169211250729127
ssp245,2100,ais_bedheight0,0.030171459095883972,0.0009103169439745996,0.057496299874074966,0.010991420472351798,35.43833680008142,0.0003101562168212856
ssp245,2150,antarctic_temp_threshold,-0.6323049530130553,0.3998095536048421,-0.6100269910067477,-66.02755825480888,95.41680469740879,-0.6919908758650977
ssp245,2150,ais_gmst_amp,0.4760741691636011,0.2266466145448131,0.5160653325163331,57.91084827461458,95.41680469740879,0.6069250427979093
ssp245,2150,ais_runoff_Ton,0.2739836361925021,0.07506703290126535,0.41456085014021254,27.793513442970536,95.41680469740879,0.29128530903032135
