ssp,horizon,arm,n_draws,med_cm,p05_cm,p95_cm,spread_cm,fastdyn_med_cm,fastdyn_frac_of_med,fastdyn_frac_of_spread
ssp245,2100,lam0,2000,5.139516874529212,3.635532803179169,6.554591571759146,2.919058768579977,0.0,0.0,0.0
ssp245,2100,n0p0,2000,5.5843293943359065,3.7610030049447927,39.19933980502621,35.43833680008142,0.0,0.0,0.961906524555378
ssp245,2100,n1p0,2000,5.298275720619169,3.7024784085909452,7.637638988546596,3.9351605799556504,0.0,0.0,0.5249668370997863
ssp245,2100,n2p0,2000,5.170551821195572,3.642114836582258,6.591075251624671,2.9489604150424134,0.0,0.0,0.05444760917834565
ssp245,2150,lam0,2000,9.119398991148948,6.012945813948211,12.129027115036653,6.116081301088442,0.0,0.0,0.0
ssp245,2150,n0p0,2000,11.905364911780225,6.471177122854362,101.88798182026315,95.41680469740879,0.0,0.0,0.9641083991384168
ssp245,2150,n1p0,2000,9.959894476694718,6.32066632842471,19.251071614948994,12.930405286524284,0.0,0.0,0.7089910202743575
ssp245,2150,n2p0,2000,9.282618093621672,6.097968343428342,12.575738165779152,6.47776982235081,0.0,0.0,0.1878619453377506
ssp245,2300,lam0,2000,21.988487768698185,13.452025704272776,30.3100402616659,16.858014557393126,0.0,0.0,0.0
ssp245,2300,n0p0,2000,131.34861718409843,15.355865575529485,296.1238522008858,280.7679866253563,110.04356476300599,0.8377976648872424,0.9771186458422163
ssp245,2300,n1p0,2000,27.27268346297626,14.828619573942282,63.608528427024005,48.77990885308172,3.086276402442383,0.11316364987083595,0.7956402473513603
ssp245,2300,n2p0,2000,22.91096366123333,13.89403806340244,33.919679657647166,20.025641594244725,0.08817373328908396,0.00384853883026662,0.34867589062493015
ssp585,2100,lam0,2000,7.270280374115217,4.588587738384759,9.974240255205157,5.3856525168203975,0.0,0.0,0.0
ssp585,2100,n0p0,2000,37.07302382802588,16.45111107047176,67.00880260515375,50.557691534681986,29.755163881417737,0.802609574537157,0.9572444312766444
ssp585,2100,n1p0,2000,12.35303351325467,6.688634306167477,22.98174001023532,16.293105704067845,5.039210782999076,0.40793306175297406,0.8626095405126138
ssp585,2100,n2p0,2000,8.624079457382582,5.212738780448324,14.000241304402362,8.78750252395404,1.1576737841113571,0.134237374531648,0.5727537953228857
ssp585,2150,lam0,2000,18.432676307952683,10.063332270198542,28.393201525718737,18.329869255520194,0.0,0.0,0.0
ssp585,2150,n0p0,2000,94.34845106432459,53.76145648576979,148.5505844726424,94.78912798687261,75.69184711930149,0.8022585030855094,0.9533250896041068
ssp585,2150,n1p0,2000,47.932702727508875,26.268174949198208,83.50093344644759,57.23275849724938,29.569472860655644,0.6168955885662074,0.8682699425179079
ssp585,2150,n2p0,2000,33.795705158275425,17.949398750126573,62.60793057809308,44.65853182796651,14.804716999517721,0.4380650419981708,0.793381670181548
ssp585,2300,lam0,2000,70.84641442280173,35.53560683431961,124.82111381657586,89.28550698225625,0.0,0.0,0.0
ssp585,2300,n0p0,2000,281.1895243759867,168.34130464984796,420.69676856599915,252.3554639161512,206.1539842038511,0.7331495889163944,0.9205985381002929
ssp585,2300,n1p0,2000,222.11436114649436,125.52251945300038,368.1973529070882,242.67483345408783,147.89755374934023,0.6658621846238713,0.8314046372394575
ssp585,2300,n2p0,2000,196.19030613647078,99.36029083056737,375.36608366814534,276.005792837578,123.48614754136133,0.6294202296389907,0.8363041760070725
