ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp245,glaciers,2100,fixed,2000,9.82190298568629,9.851003634323598,7.6523197492065,12.146502794880968,4.494183045674468,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2100,joint,2000,9.563582339072301,9.851178502745213,6.929101214934883,13.669980854467068,6.740879639532185,1.4999121244115996,0.973699531853405,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,fixed,2000,13.784361483943847,13.801021478761497,10.889932755350905,16.722821708573594,5.832888953222689,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,joint,2000,13.299792144324226,13.694579688412457,9.481329519487844,19.354249498233084,9.87291997874524,1.6926295113659626,0.964846442819709,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,fixed,2000,18.942895915628547,19.028540487724644,15.029303460066487,23.019479401801522,7.9901759417350355,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,joint,2000,18.208187982404922,18.580837369136642,12.735586816597166,25.97102520404346,13.235438387446294,1.6564639482234318,0.9612145927161293,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,fixed,2000,8.472526902499293,8.486635439670497,7.448917602655351,9.536418017851192,2.0875004151958407,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,joint,2000,8.230143197757819,8.609526063753876,6.336997155016427,12.19307613423276,5.856078979216333,2.8053067374680927,0.9713918046492158,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,fixed,2000,12.46908976136943,12.506554244707448,10.651749406666339,14.483590964300843,3.8318415576345046,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,joint,2000,11.972758833057949,12.883612947318193,8.591409343254426,20.14464445289769,11.553235109643264,3.015060757568321,0.9601950954071108,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2300,fixed,2000,18.64416427639965,18.870904753265137,15.045025415537433,23.37883198464885,8.333806569111418,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2300,joint,2000,17.51892377837938,20.830911938946826,11.055843284099769,42.10594641080765,31.050103126707878,3.7258007933364543,0.9396465037886074,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,ais,2100,fixed,2000,10.89790422473925,20.38818264309867,4.452608428109277,58.666746084132996,54.214137656023716,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,ais,2100,joint,2000,7.716786151581575,21.36306613409088,4.049119475414652,66.33165800683308,62.28253853141843,1.1488246650087266,0.708098180388093,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,ais,2150,fixed,2000,53.016918718317214,54.82736492081012,8.104344369520058,125.39407290725374,117.28972853773368,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,ais,2150,joint,2000,39.84909310678599,51.43619741738566,6.747742974510957,135.92914718132437,129.1814042068134,1.1013871872442267,0.751629745185818,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,ais,2300,fixed,2000,186.39574454832794,176.90011100482235,20.431315341154196,336.0555226564235,315.6242073152693,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,ais,2300,joint,2000,154.28282335677682,151.22705549731444,14.47644884391083,346.58624200973475,332.10979316582393,1.0522316903091262,0.8277164466958901,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,te,2100,fixed,2000,20.67064319274484,20.581417594069638,18.674698199772916,22.23467222307787,3.559974023304953,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,te,2100,joint,2000,20.28498632743748,20.58487824657946,13.877990802511967,28.020898190815437,14.14290738830347,3.9727557829688034,0.981342773821246,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,te,2150,fixed,2000,30.45525613549178,30.32379489182569,27.514514745565023,32.7596307153237,5.245115969758679,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,te,2150,joint,2000,29.64020854607289,30.330829598529398,19.351226295275705,43.031399944921844,23.68017364964614,4.5147092621358444,0.9732378678480706,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,te,2300,fixed,2000,47.66521141156021,47.459462757078605,43.06268699232763,51.27176461309813,8.2090776207705,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,te,2300,joint,2000,45.80847364705798,47.45671569917482,25.959360315750644,73.7419727804583,47.782612464707654,5.820704185304414,0.9610462702353206,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,total,2100,fixed,2000,52.29635169905769,61.76723931116241,44.36183636121701,100.81429564380487,56.45245928258786,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,total,2100,joint,2000,51.99741816326265,62.86864894716944,37.257789313811614,115.24457096908424,77.98678165527262,1.381459419949961,0.9942838548754745,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,total,2150,fixed,2000,113.54260584653136,115.41873553610476,67.41106520944761,186.59985823723986,119.18879302779224,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,total,2150,joint,2000,100.25335615493202,112.30521965164569,53.69640173118806,207.1498463015072,153.45344457031916,1.2874821589521184,0.8829580350695702,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,total,2300,fixed,2000,280.55158777736904,270.71901900289066,113.04268393386435,429.61153937159054,316.5688554377262,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,total,2300,joint,2000,249.22087394839008,246.55552050457277,83.23624058009098,464.81153316682355,381.5752925867326,1.205346912788122,0.8883245891524187,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp245 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
