ssp,year,untapped,cascade,delta,offline
SSP1-2.6,2100,6.490649235982769,6.490649235982769,0.0,NaN
SSP1-2.6,2150,7.915502652347497,7.915502652347497,0.0,NaN
SSP1-2.6,2300,10.048931492934406,10.048931492934406,0.0,10.1
SSP2-4.5,2100,8.508057768806424,8.508057768806424,0.0,NaN
SSP2-4.5,2150,12.446589133375358,12.446589133375358,0.0,NaN
SSP2-4.5,2300,18.27507743102259,18.27507743102259,0.0,18.3
SSP5-8.5,2100,13.995738509090568,13.995738509090568,0.0,NaN
SSP5-8.5,2150,28.454540072392398,31.029172987513483,2.574632915121086,NaN
SSP5-8.5,2300,50.10844727490013,98.80983914154655,48.70139186664642,98.2
