ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.275310232050074,8.315568231992902,7.182898218700891,9.503054231147589,2.320156012446698,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,8.099393901071899,8.334478860985358,6.285465491371601,11.153907170267608,4.868441678896008,2.0983251353696857,0.9787420258521722,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.27427896271313,10.294542740996894,8.736863978374645,11.92940689850629,3.192542920131645,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,9.945082389476067,10.299033856541493,7.444425947786466,14.25901104882489,6.814585101038424,2.1345320240071897,0.9679591556320628,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.996311724733802,13.034068908852737,10.780843576369618,15.4466713972413,4.665827820871682,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,12.466139919657241,12.983079415919116,8.921248483631054,18.56080324252481,9.639554758893755,2.0659902441691194,0.959205979642088,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.370884599704908,6.366393079010045,5.166233961100069,7.528672316017646,2.362438354917577,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,6.228123168176722,6.400334193827715,4.8109618171633715,8.504019690683315,3.693057873519943,1.5632398897658388,0.977591584136558,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.529042020215297,8.565831745903381,6.691748788107277,10.482937199449088,3.7911884113418113,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,8.291201367907142,8.624247448025045,6.074754815166516,12.17351652373149,6.0987617085649735,1.6086675329349946,0.9721140250283172,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,12.192938297658468,12.325916826956503,8.977942555243153,16.10697026342385,7.129027708180697,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
