ssp,horizon,arm,label,tant_target,tant_realised,gmst_pctile,n_draws,med_cm,p05_cm,p95_cm,spread_cm,vs_control_med
ssp585,2100,control,shipped MEAN driver,NaN,6.321716709281785,NaN,2000,30.384719642253536,10.822559452221515,56.832218828056185,46.00965937583467,1.0
ssp585,2100,tant12,"Coulon coldest, integral-centred",12.0,11.393721310794279,NaN,2000,46.925461305228986,26.88216389237626,74.8403666510847,47.95820275870844,1.544376971639837
ssp585,2100,tant14,"Coulon midpoint, integral-centred",14.5,14.304438012597641,NaN,2000,56.41484836718928,32.564679341515294,86.45957399880301,53.894894657287715,1.85668484130878
ssp585,2150,control,shipped MEAN driver,NaN,6.321716709281785,NaN,2000,87.2547437139093,50.16579372797727,134.46833601080075,84.30254228282348,1.0
ssp585,2150,tant12,"Coulon coldest, integral-centred",12.0,11.393721310794279,NaN,2000,113.93457484646541,69.53899714130165,169.15658115492647,99.61758401362482,1.3057694057303506
ssp585,2150,tant14,"Coulon midpoint, integral-centred",14.5,14.304438012597641,NaN,2000,134.1110742961199,82.84757030373923,197.1553257637197,114.30775545998047,1.5370061109324102
ssp585,2300,control,shipped MEAN driver,NaN,6.321716709281785,NaN,2000,268.3862452964819,164.89259240315366,395.29064174562853,230.39804934247488,1.0
ssp585,2300,tant12,"Coulon coldest, integral-centred",12.0,11.393721310794279,NaN,2000,380.3450768934338,240.38065571237235,578.1160811171674,337.735425404795,1.4171556238780898
ssp585,2300,tant14,"Coulon midpoint, integral-centred",14.5,14.304438012597641,NaN,2000,478.9932314476139,296.8360628331666,799.831152632456,502.9950897992894,1.784716019699437
