ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.199997190232917,13.218658260481803,11.31928389476928,15.244333421325502,3.925049526556222,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,14.538875928240328,14.793134164954573,11.30671984076909,19.296256601136378,7.989536760367288,2.0355250822470983,1.1014302290153584,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.645156356086776,20.695507977982132,17.293769025263796,24.309112401825107,7.015343376561312,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,21.82247358219363,22.011848192872314,17.131838812388377,27.616096117262096,10.484257304873719,1.4944752868266233,1.057026316768957,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,26.927631914929744,26.959069046407162,22.099724067970673,32.1593151440031,10.05959107603243,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,27.333727543023066,27.467120940178066,22.150198621376358,33.21320972825507,11.063011106878715,1.0997475964243708,1.0150810004153454,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,9.995949683859187,10.073606266640041,7.7268237645952516,12.596028980720472,4.869205216125221,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,11.413595310372187,12.044260077222784,7.774434030033139,18.744521628958964,10.970087598925826,2.252952404346498,1.1418220050469163,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,22.234827807310552,22.589240655513795,15.994561794176905,29.67566487882988,13.681103084652976,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,26.640527738521328,28.747919612409476,15.037693599193014,49.67837241688747,34.64067881769446,2.5320091957024475,1.1981440994007713,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,85.88820007589325,86.57491857735722,67.88564731617217,107.80806716779104,39.92241985161887,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
