ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvML,glaciers,2100,fixed,2000,9.478272089454205,9.51170510791536,8.195866420114607,10.88940677129877,2.693540351184163,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2100,fixed,2000,18.622778002940528,18.636879258495192,16.537123630796625,20.69290241265595,4.1557787818593255,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2100,joint,2000,18.400550824359733,18.640795839606362,12.39295832308349,25.619516170786497,13.226557847703006,3.182690547783525,0.9880669157659665,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2150,fixed,2000,23.508036132984344,23.525836529093183,20.87525823413735,26.121210140411115,5.245951906273767,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2150,joint,2000,23.108689605690767,23.53204443195254,14.613603578545336,33.69979334440622,19.08618976586088,3.6382700617280195,0.9830123399064692,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2300,fixed,2000,15.889741838923278,15.901773626572377,14.110173316259493,17.656059540806275,3.5458862245467824,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2300,joint,2000,15.699422572023504,15.89433706807993,5.592001162381005,27.094932844935087,21.50293168255408,6.064191099448624,0.9880225072987926,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2100,fixed,2000,44.751673946256226,52.01231840048231,40.51938272278622,84.31445075920165,43.79506803641543,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2100,joint,2000,44.45230387623548,53.87612314232285,34.449030122965446,99.30259268228092,64.85356255931546,1.480841689876814,0.9933104162677744,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2150,fixed,2000,60.28007981606768,74.67625059502028,53.929569616098405,138.96964940188803,85.04007978578963,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2150,joint,2000,59.84855824358446,79.30872549284972,44.57834941924054,167.25700826691,122.67865884766945,1.442598115579018,0.992841390160731,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2300,fixed,2000,64.14308140638282,78.15311821321889,56.7101634667971,142.17859748868005,85.46843402188296,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2300,joint,2000,63.40309733660951,86.21128487824502,45.9026975295615,193.97003928995744,148.06734176039595,1.7324213723453206,0.9884635403608834,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
