ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvML,glaciers,2100,fixed,2000,9.478272089454205,9.51170510791536,8.195866420114607,10.88940677129877,2.693540351184163,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2100,joint,2000,9.274757826454373,9.502745109552077,7.2528300700638875,12.525347077763742,5.272517007699855,1.9574672439497312,0.9785283371189283,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2150,fixed,2000,11.965364071895424,11.982034475664985,10.148018002679681,13.899568996416875,3.751550993737194,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2150,joint,2000,11.577237367388026,11.934569045185363,8.80209829003983,16.187336400699298,7.3852381106594684,1.9685826270223488,0.9675624826645233,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2300,fixed,2000,12.706753776684144,12.72349046801045,10.621569444242354,14.953010897764358,4.331441453522004,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2300,joint,2000,12.275762255139327,12.644111718078904,9.158431017223021,17.272148512364687,8.113717495141666,1.8732141672015903,0.9660816972517677,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2100,fixed,2000,7.212393336721835,7.220569636766061,5.767905934754233,8.64322174213422,2.8753158073799865,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2100,joint,2000,7.050787026954021,7.22720224582274,5.410867868668285,9.624287136316887,4.213419267648602,1.465376170796316,0.9775932478689152,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2150,fixed,2000,9.96661975507087,10.011122628154391,7.641784668245258,12.39906094440902,4.757276276163763,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2150,joint,2000,9.617341252351995,10.030916550061185,7.045660687446241,14.177090986257216,7.131430298810975,1.4990574195875197,0.9649551692246344,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2300,fixed,2000,10.230560817086554,10.385548463817319,7.376705170561749,14.013384123223881,6.636678952662132,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2300,joint,2000,9.888827304722424,10.394110864921968,6.455895900585557,16.027167871140847,9.57127197055529,1.4421779385178821,0.9665967957696529,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,fixed,2000,6.194026374435448,13.82931757409055,3.789529429647398,45.25696042573177,41.467430996084374,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,joint,2000,5.8355563572957525,15.691533124126535,3.7080349703858446,56.28572966247874,52.57769469209289,1.267927465703328,0.9421264948726719,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,fixed,2000,10.044036666921281,24.84341013889256,5.809862352044092,88.76203523713569,82.9521728850916,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,joint,2000,9.33876498085807,29.49734864243547,5.641290537145468,107.72864673072266,102.0873561935772,1.2306773004607408,0.929782047850748,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2300,fixed,2000,15.909826097055513,30.328458831603623,10.490576301697686,93.69871043079526,83.20813412909757,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2300,joint,2000,14.694436099290588,38.4648784039491,9.184381736065996,138.50029655930894,129.31591482324293,1.5541258817630625,0.9236075875153744,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
