gate,key,value,verdict
CUBE-PREPULSE,first_diff_year,2031.0,PASS
CUBE-PREPULSE,ident_last_year,2030.0,PASS
AIS-MAP-EXACT,max_abs_degC,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_glaciers,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_gis,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_ais,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_te,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_lws,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_total,0.0,PASS
LWS-EXACT-ZERO,max_abs_cm,0.0,PASS
DRAW-PAIRING,config_mismatches,0.0,PASS
DRAW-PAIRING,row_mismatches,0.0,PASS
PAIRING,configs_used,600.0,PASS
PAIRING,median_dgmst_bias_degC,0.0008572653999193158,PASS
SUM,max_abs_cm,1.0302869668521453e-13,PASS
SIGN,median_cm_2100,0.005436152809082273,PASS
SIGN,frac_negative_2100,0.0,PASS
SIGN,median_cm_2150,0.007419791626297467,PASS
SIGN,frac_negative_2150,0.0,PASS
SIGN,median_cm_2300,0.010690233528109161,PASS
SIGN,frac_negative_2300,0.0,PASS
TAP-CROSSING,mechanism_present,0.0,PASS
AIS-CROSSING,n_fired_2100,15.0,PASS
AIS-CROSSING,n_bifurcation_2100,1.0,PASS
AIS-CROSSING,p_fired_2100,0.0075,PASS
AIS-CROSSING,int_over_cont_2100,0.812406790941852,PASS
P-FIRED-CONSISTENT,p_fired_exact_2100,0.009605833333333333,PASS
P-FIRED-CONSISTENT,z_2100,0.9655336927394276,PASS
AIS-CROSSING,n_fired_2150,24.0,PASS
AIS-CROSSING,n_bifurcation_2150,1.0,PASS
AIS-CROSSING,p_fired_2150,0.012,PASS
AIS-CROSSING,int_over_cont_2150,0.9353942112835752,PASS
P-FIRED-CONSISTENT,p_fired_exact_2150,0.013095,PASS
P-FIRED-CONSISTENT,z_2150,0.43076329567717764,PASS
AIS-CROSSING,n_fired_2300,30.0,PASS
AIS-CROSSING,n_bifurcation_2300,1.0,PASS
AIS-CROSSING,p_fired_2300,0.015,PASS
AIS-CROSSING,int_over_cont_2300,0.889092376859879,PASS
P-FIRED-CONSISTENT,p_fired_exact_2300,0.015934166666666666,PASS
P-FIRED-CONSISTENT,z_2300,0.3336280906035358,PASS
MAGNITUDE,cm_per_GtCO2_2100,0.005436152809082273,PASS
