series,n_years,y0,y1,sd,rho,stat_sd,tau_yr,n_eff,band_sigma_mean
ais,126,1900,2025,0.01342329714964415,0.6028872483658558,0.016824834496290058,1.976186618431875,31.21629843703236,0.17076191289104
gsic,124,1900,2023,0.015552429575194,0.6487840534971068,0.020437569228138247,2.3113085012867423,26.413875894776282,0.4592878122851521
gis,126,1900,2025,0.0153327465875596,0.7891527383916181,0.024963890370256075,4.223055149718301,14.84879093471843,0.18795852173402586
steric,126,1900,2025,0.06823567089351,0.9762632924167286,0.3150495212816205,41.62683996352379,1.5133738338249365,0.31008638020868695
dang,125,1900,2024,0.09004281689905544,0.452163468043014,0.10095220861071821,1.2599036147821163,47.156926889855384,2.0210570661495963
