year,ais_imb,ais_lo_imb,ais_hi_imb,ais_frd,ais_lo_frd,ais_hi_frd,d,sig_frd,sig_imb,provenance
1900,-0.7681519642532018,-1.3575031546193317,-0.1788007738870719,-0.6340783032503996,-1.2765581028245547,0.0084014963237555,-0.13407366100280216,0.3905652277046536,0.3582682008304741,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1970,-0.3883270397842075,-0.5332041359856423,-0.2434499435827726,-0.2542533787814053,-0.4420132740485757,-0.066493483514235,-0.1340736610028022,0.11413975396180569,0.0880711831011762,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1971,-0.3828162804305698,-0.5233465830545874,-0.2422859778065523,-0.2487426194277677,-0.4311874389499791,-0.0662977999055562,-0.1340736610028021,0.11090870487672427,0.08542875539453954,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1972,-0.3773555412948277,-0.5137585702757246,-0.2409525123139307,-0.2432818802920255,-0.4205946351165064,-0.0659691254675445,-0.13407366100280219,0.10778890870789115,0.08291977445647232,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1973,-0.371978534764066,-0.5044690638609879,-0.2394880056671441,-0.2379048737612638,-0.4101611704239544,-0.0656485770985732,-0.1340736610028022,0.10471507395908243,0.08054135507411664,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1974,-0.3665349140823032,-0.4952798657046762,-0.2377899624599303,-0.2324612530795011,-0.3996172624225772,-0.065305243736425,-0.1340736610028021,0.10161459534533503,0.07826440828107777,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1975,-0.3611612930953647,-0.4865045565297781,-0.2358180296609514,-0.2270876320925626,-0.3893239718660747,-0.0648512923190505,-0.1340736610028021,0.0986239147559344,0.07619651272608714,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1976,-0.3556642666518834,-0.4779141745856151,-0.2334143587181516,-0.2215906056490812,-0.3792129497453721,-0.0639682615527903,-0.13407366100280219,0.09581905416187897,0.07431605345515607,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1977,-0.3503199711501744,-0.4697715712444128,-0.2308683710559359,-0.2162463101473722,-0.3693327083052045,-0.0631599119895399,-0.13407366100280219,0.09306164021752722,0.07261495446458265,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1978,-0.3448717728316929,-0.4618339442260444,-0.2279096014373415,-0.2107981118288908,-0.3594995837599439,-0.0620966398978376,-0.1340736610028021,0.09039603156902927,0.07110162394793401,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1979,-0.3407749722636363,-0.4584033547394043,-0.2231465897878682,-0.2053628834811124,-0.3499488204361907,-0.0607769465260342,-0.1354120887825239,0.08789418659883175,0.07150661548678909,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1980,-0.3345863610636363,-0.4502265535970329,-0.2189461685302396,-0.199931660565463,-0.3406220239594215,-0.0592412971715045,-0.13465470049817332,0.08552605677444285,0.07029798938200404,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1981,-0.3345805555636363,-0.4486318644153824,-0.2205292467118902,-0.1945204171267423,-0.3315804779987408,-0.0574603562547438,-0.140060138436894,0.08331918594042463,0.06933210264543835,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1982,-0.3285667777636363,-0.4410555824361623,-0.2160779730911103,-0.1890497597781095,-0.3226831878847647,-0.0554163316714542,-0.1395170179855268,0.08123612650860501,0.06838225208056291,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1983,-0.3240799999636363,-0.4350212997627046,-0.2131387001645679,-0.1837081822482023,-0.3142074886858511,-0.0532088758105534,-0.140371817715434,0.07933088537243091,0.067441519634692,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1984,-0.3281323055636363,-0.4375171328028601,-0.2187474783244125,-0.1781976136294278,-0.3058069060797908,-0.0505883211790649,-0.14993469193420852,0.07757403796374646,0.06649533570773483,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1985,-0.3299324166636363,-0.437713567041266,-0.2221512662860066,-0.1728599938479337,-0.2979690807449983,-0.0477509069508691,-0.1570724228157026,0.07605415616842832,0.06552045615661381,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1986,-0.3128356388636363,-0.4189919601899187,-0.2066793175373539,-0.1673427495089444,-0.2902121344161499,-0.044473364601739,-0.1454928893546919,0.0746926352019486,0.06453271813147865,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1987,-0.2772240555636363,-0.3817059000278821,-0.1727422110993904,-0.1619280251589688,-0.2830725003088163,-0.0407835500091214,-0.11529603040466746,0.07364405784185256,0.06351479906641085,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1988,-0.2394074999636363,-0.3422096061603221,-0.1366053937669504,-0.1564826878634366,-0.2761302226092985,-0.0368351531175747,-0.0829248121001997,0.07273406367529597,0.062493681578532426,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1989,-0.2079183888636363,-0.3089853695813981,-0.1068514081458744,-0.1511549862948331,-0.2697427576114523,-0.0325672149782139,-0.05676340256880322,0.07208983058761044,0.061438894053350665,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1990,-0.1864722777636363,-0.2857822694501575,-0.087162286077115,-0.1456181916323576,-0.2635926070243931,-0.027643776240322,-0.04085408613127872,0.0717169698431827,0.06037081561490653,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1991,-0.1858772499636363,-0.2834065536312249,-0.0883479462960476,-0.1402884396639737,-0.2580842206604459,-0.0224926586675016,-0.04558881029966261,0.0716083775054542,0.05928833049701438,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1992,-0.2029914999636363,-0.2874998244944919,-0.1184831754327807,-0.1560460480776701,-0.2713076653066514,-0.0407844308486888,-0.04694545188596619,0.07006785241883362,0.05137284166009459,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1993,-0.2002194444636363,-0.2781136082352077,-0.1223252806920649,-0.1528996380892667,-0.2853861075125449,-0.0204131686659885,-0.04731980637436958,0.08053888718740315,0.04735207524107684,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1994,-0.1684939166636363,-0.2425648938178249,-0.0944229395094476,-0.1191650303927335,-0.2349608527851825,-0.0033692080002845,-0.0493288862709028,0.07039259719905713,0.04502794963780465,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1995,-0.1380746944636363,-0.2077573181923305,-0.068392070734942,-0.094682637127963,-0.1860459127070192,-0.0033193615489068,-0.04339205733567329,0.05553998515444146,0.042360257585832374,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1996,-0.1131857222636363,-0.1778421204338074,-0.0485293240934651,-0.0823554429140958,-0.1624217001585028,-0.0022891856696887,-0.030830279349540496,0.04867249680511067,0.03930480131925298,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1997,-0.0920966110636363,-0.1442994229454892,-0.0398937991817833,-0.0669421347704801,-0.1305095664580684,-0.0033747030828917,-0.025154476293156203,0.03864281561555523,0.03173423214702307,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1998,-0.0659291666636363,-0.10740815896149,-0.0244501743657825,-0.0496251496401701,-0.1074755810481025,0.0082252817677623,-0.016304017023466198,0.03516743550634188,0.025215192886233282,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
1999,-0.0326043610636362,-0.0611265623842792,-0.0040821597429933,-0.0206420573321255,-0.0665957474006806,0.0253116327364294,-0.0119623037315107,0.027935373901857144,0.017338724207077782,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2000,0.0039577222363637,-0.0124922777636362,0.0204077222363637,0.0017998782071199,-0.0433106580037104,0.0469104144179503,0.0021578440292438,0.02742281836524641,0.00999999999999997,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2001,0.0287166666363636,0.0017894452930489,0.0556438879796784,0.0174498406323519,-0.0395619811237068,0.0744616623884107,0.011266826004011698,0.034657642404898936,0.016369131515692855,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2002,0.0565941666363636,0.0105946460414307,0.1025936872312965,0.0282501068982211,-0.0288475308858753,0.0853477446823175,0.028344059738142503,0.034709810203098115,0.027963234404214526,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2003,0.0953233611363637,0.0414553402221226,0.1491913820506047,0.0593568888577548,-0.0074072582558987,0.1261210359714084,0.03596647227860889,0.040586107667874495,0.03274651727309486,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2004,0.1223960277363636,0.0624178583942583,0.1823741970784689,0.1073920813473788,0.0402153035626457,0.1745688591321119,0.015003946388984793,0.04083694698160067,0.036460893217085295,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2005,0.1349026111363636,0.0655900460892827,0.2042151761834445,0.0999986258420077,0.0309867582925459,0.1690104933914694,0.0349039852943559,0.041952503069581606,0.04213529790096104,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2006,0.1706399722363637,0.0928683178427281,0.2484116266299993,0.0739698019894686,0.001636700053979,0.1463029039249581,0.0966701702468951,0.04397149053829152,0.04727760145509762,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2007,0.2408398611363637,0.1536799137329506,0.3279998085397767,0.1307688561352816,0.0536526893185415,0.2078850229520217,0.11007100500108208,0.046879128763975736,0.052984770458001866,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2008,0.2952349166363637,0.2026715791660854,0.3877982541066419,0.2120167461308566,0.1291769923417131,0.29485649992,0.08321817050550709,0.05035851294172855,0.05626950606095943,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2009,0.3457096111363636,0.249878447794175,0.4415407744785523,0.2075662341984835,0.1181958589212578,0.2969366094757092,0.13814337693788012,0.054328495609255754,0.058256026347835034,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2010,0.4081188611363636,0.3087862589429859,0.5074514633297413,0.2918349829587069,0.195103833690709,0.3885661322267048,0.11628387817765667,0.05880313025410206,0.060384560603877036,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2011,0.4647108333363637,0.3607156632599066,0.5687060034128208,0.3241176781329241,0.2193958217407175,0.4288395345251307,0.14059315520343962,0.06366070297398577,0.06321894837474597,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2012,0.5301521944363636,0.42178367856894,0.6385207103037872,0.3536951062354174,0.2408072968178789,0.4665829156529558,0.17645708820094624,0.06862480815655832,0.0658775172446344,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2013,0.6062968889363637,0.4942179503051396,0.7183758275675878,0.4234041062268343,0.3017371045957771,0.5450711078578916,0.1828927827095294,0.07396170311918375,0.06813309339284139,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2014,0.6805896943363637,0.5641662655597304,0.7970131231129971,0.4924120989712801,0.3618495071559851,0.6229746907865752,0.18817759536508366,0.07936935672662314,0.07077412083685919,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2015,0.7268805003363638,0.6064028575492726,0.8473581431234549,0.5855627861889925,0.4458114153675854,0.7253141570103996,0.14131771414737127,0.08495524062091617,0.07323868862437152,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2016,0.7536373053363637,0.6282976068663558,0.8789770038063717,0.5666000691327181,0.4174762126694425,0.7157239255959936,0.18703723620364565,0.09065280028162648,0.0761943455744729,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2017,0.7971793053363637,0.66710921407048,0.9272493966022476,0.5806488362225619,0.421707563682311,0.7395901087628128,0.2165304691138018,0.0966208343709732,0.0790699642953701,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2018,0.8568468333363638,0.7222989503044498,0.9913947163682778,0.696409138766202,0.5281244768077682,0.8646938007246359,0.16043769457016177,0.10230070635771053,0.08179202615921824,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2019,0.9058193053363638,0.7657571252075508,1.0458814854651768,0.6917651205871491,0.6753151205871492,0.7082151205871491,0.21405418474921467,0.009999999999999978,0.08514418244912644,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2020,0.9409419163363638,0.7956760361004405,1.0862077965722872,0.7446601482114583,0.7282101482114584,0.7611101482114583,0.1962817681249055,0.009999999999999978,0.0883075259792847,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2021,0.9697630833363636,0.8028498496762332,1.136676316996494,0.7701859309002244,0.7537359309002244,0.7866359309002243,0.19957715243613927,0.009999999999999978,0.10146701134354431,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2022,0.9587775273363638,0.7721622406003708,1.1453928140723568,0.7131118056700219,0.6966618056700219,0.7295618056700218,0.24566572166634193,0.009999999999999978,0.11344394330455504,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2023,0.9711854443363638,0.773292478343127,1.1690784103296006,0.7013054060383461,0.6848554060383462,0.7177554060383461,0.26988003829801765,0.009999999999999978,0.12029967537582784,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2024,0.910532712907691,0.7119572146970599,1.109108211118322,0.7646276896479223,0.7481776896479223,0.7810776896479222,0.14590502325976873,0.009999999999999978,0.1207145885778912,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2025,0.9122723537916688,0.7136219823109002,1.1109227252724376,0.7663673305319003,0.7490368919959887,0.783697769067812,0.1459050232597685,0.010535220994475169,0.12076010424362839,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
2026,,,,,,,,,,"diag_target_divergence_frederikse_vs_imbie.py | imbie recalib_targets_ext.csv md5 eb768cd96463 | frederikse HEAD md5 070f74abe110 | d = IMBIE build - Frederikse build, cm SLE, both rel 1995-2005"
