draw,cfg,avoided_glaciers_2050_cm,avoided_glaciers_2100_cm,avoided_glaciers_2150_cm,avoided_glaciers_2200_cm,avoided_glaciers_2300_cm,avoided_gis_2050_cm,avoided_gis_2100_cm,avoided_gis_2150_cm,avoided_gis_2200_cm,avoided_gis_2300_cm,avoided_ais_2050_cm,avoided_ais_2100_cm,avoided_ais_2150_cm,avoided_ais_2200_cm,avoided_ais_2300_cm,avoided_te_2050_cm,avoided_te_2100_cm,avoided_te_2150_cm,avoided_te_2200_cm,avoided_te_2300_cm,avoided_lws_2050_cm,avoided_lws_2100_cm,avoided_lws_2150_cm,avoided_lws_2200_cm,avoided_lws_2300_cm,avoided_total_2050_cm,avoided_total_2100_cm,avoided_total_2150_cm,avoided_total_2200_cm,avoided_total_2300_cm
11,cfg_0147,0.01395713234166962,0.06627305533333328,0.09996647120505031,0.12333392013375644,0.1585031167538702,0.008951259153523239,0.06171201686793992,0.1412073192373704,0.21246021952043392,0.32104999646872656,0.0025040230586359513,0.02713782285527344,0.07367592555110747,0.1361259193346882,0.2932143686570612,0.02500104825744387,0.101954029501929,0.199619656848391,0.30633470166375787,0.5397992095375983,0.0,0.0,0.0,0.0,0.0,0.050413462811270904,0.25707692455848985,0.5144693728419156,0.7782547606526293,1.3125666914172598
12,cfg_0237,0.012204351667426394,0.05225123642684082,0.07244784520784009,0.08506280643877062,0.10725547667453839,0.00914970125649539,0.07029706136048475,0.16299439579081465,0.25184134597659025,0.42865460374698117,0.002111713153740702,1.2432181294656726,2.477522780873926,2.5104579381712995,2.6278690411942307,0.02666897924380507,0.12618761083889396,0.26265563034358763,0.4220168400485491,0.7785903091196857,0.0,0.0,0.0,0.0,0.0,0.0501347453214791,1.4919540380918903,2.975620652216179,3.2693789306352414,3.9423694307354253
13,cfg_0224,0.01076004449372192,0.05884168285450819,0.09177428425470069,0.11062678306893758,0.1361947042527305,0.010879605751457078,0.08265805681986294,0.18587733620108082,0.29529999115627703,0.5167276441624011,0.0030833799838703158,2.407823443792065,4.767418055883809,4.78931036634259,4.952627583495882,0.025832021863259058,0.13125585730767853,0.28384852472964184,0.465946104412609,0.8907952456103629,0.0,0.0,0.0,0.0,0.0,0.050555052092306596,2.68057904077412,5.3289182010692,5.661183244980435,6.496345177521391
14,cfg_0000,0.00713071389086295,0.03863687767418256,0.07283183820568695,0.10628017971444947,0.1696638381953619,0.00666629413220754,0.043647736557881345,0.09256614819925169,0.14318123690804185,0.26059889070583253,0.002759650731465335,0.02368481386589849,0.06622909511954056,0.13188075249309783,0.3338745273113837,0.01700769311363537,0.08771780701031773,0.1913430571253727,0.3154048430111871,0.6046768372464797,0.0,0.0,0.0,0.0,0.0,0.03356435186817208,0.19368723510828545,0.422970138649859,0.6967470121267638,1.3688140934590507
15,cfg_0295,0.008789964485604429,0.05559252101251744,0.09801962174256218,0.13378443943980756,0.19539986729486003,0.005143582842174865,0.03658842533103268,0.09801039127627931,0.1669762468730518,0.32735517444895024,0.0027449884402508395,0.033227369870648005,0.0994528443457412,0.20333770667947704,0.5248305504277937,0.032442034670140174,0.17516194683594222,0.3917493857590415,0.6624819295233664,1.3349163397158037,0.0,0.0,0.0,0.0,0.0,0.04912057043816276,0.30057026305014745,0.6872322431236171,1.1665803225156992,2.3825019318874467
16,cfg_0160,0.013588816290383221,0.07362244880847513,0.12744913773268252,0.17126889941278023,0.23836647794078658,0.011023612151969786,0.07665879892367933,0.17512439865930673,0.28553499366750046,0.5147310637081688,0.004779077309691182,0.05054788713135849,0.15201284651628022,17.394388928129814,21.49471561823333,0.02673997892205726,0.13765532598780794,0.3112621292961606,0.5319419666317913,1.0868031420599564,0.0,0.0,0.0,0.0,0.0,0.056131484674104115,0.3384844608513191,0.7658485122044283,18.383134787841897,23.33461630194222
17,cfg_0226,0.006577548474532513,0.043858655233776744,0.0813516479282903,0.11499235543490371,0.17032865948671727,0.00843474208754813,0.07934032208274644,0.18369954020964485,0.29961625899117195,0.5304367670767363,0.001765957585031508,0.020829340999339863,0.06278201019890339,0.13040728096580523,0.3407763367416905,0.02850579494118044,0.14351053365460587,0.3112031301541833,0.5198361801607234,1.031964555873202,0.0,0.0,0.0,0.0,0.0,0.04528404308829437,0.28753885197046714,0.6390363284910308,1.0648520755525936,2.0735063191783354
18,cfg_0152,0.0072224676265735255,0.040475739521699694,0.07690312065853888,0.1127555789964454,0.18073906748385582,0.005913649010778954,0.040052977996323236,0.08530273801478216,0.1359193203836817,0.2625808070161426,0.0017743497687794374,0.01643788922275391,2.235989573450203,7.701329936867083,19.54702052992169,0.013334011691412684,0.06352062031403705,0.13777113035062882,0.22992785041748576,0.4582945004448824,0.0,0.0,0.0,0.0,0.0,0.0282444780975446,0.16048722705480856,2.535966562474158,8.1799326866647,20.448634904866566
19,cfg_0460,0.006214467592531747,0.04058638025639283,0.07985818141359147,0.11662976257195723,0.1849545889971047,0.006139053581433629,0.045677490537288534,0.09414834331380106,0.1480225838083129,0.26715634183709724,0.002020920204648391,0.020053548338793803,0.05614845469237295,0.10633081380630927,0.2478517572807597,0.022626943659336263,0.11165159395393687,0.2412516283515984,0.40147390588936105,0.8017984345906584,0.0,0.0,0.0,0.0,0.0,0.03700138503795358,0.21796901308641736,0.4714066077713568,0.7724570660759298,1.5017611227056449
20,cfg_0509,0.007290635588330652,0.04311971199154918,0.07746044350554726,0.10463392999826127,0.14589038976548707,0.007341093525575104,0.04280264931153255,0.10610244894504461,0.17670122864149107,0.33944950271804686,0.0025317272467129115,0.026277443641332,5.9310657325922875,7.835937648786015,7.79979787770543,0.022269991175777548,0.10802566473356023,0.23431931663733963,0.389638175468221,0.7665672183836989,0.0,0.0,0.0,0.0,0.0,0.039433447536396216,0.2202254696779704,6.348947941680208,8.506910982893999,9.051704988572624
21,cfg_0114,0.00995818341123389,0.06702251973286977,0.1171376512963036,0.15640885355699652,0.21725403117845588,0.013316572730477816,0.11048308260867756,0.22180266235147883,0.3418402148883857,0.5644187010122508,0.0028561088274425828,0.039310790842918664,0.11955025449509549,0.2444325673076122,0.5994705787618386,0.029711633688554784,0.16472841228191015,0.3875190173706997,0.6832570466494019,1.4665630969448813,0.0,0.0,0.0,0.0,0.0,0.05584249865770374,0.38154480546637615,0.846009585513599,1.425938682402375,2.8477064078974195
22,cfg_0339,0.015640780760598716,0.06251221150470343,0.08706918929124541,0.10421723329011101,0.1313403384523859,0.017662247415330512,0.13480063859882563,0.2578272626080107,0.3737920020454588,0.7372062694029964,0.0049659521833334,0.05818916674884633,0.17655109470256036,0.351343937034585,0.8380715858071142,0.02343809178859324,0.15791973150263772,0.3925868861428867,0.7044482251328361,1.5048106361721096,0.0,0.0,0.0,0.0,0.0,0.06170707214785409,0.413421748355006,0.9140344327446996,1.533801397502998,3.2114288298345173
23,cfg_0197,0.012167143184028006,0.06227029234872461,0.10586528202497902,0.13934488908860487,0.19280986881845763,0.011963831486216492,0.08582520661372328,0.19675445326854657,0.31227693306513515,0.5421129587585121,0.003901976731890411,0.0450265142853965,1.1158705421138109,1.2496012280956563,1.6445193161154918,0.020696968655814274,0.10700007325697314,0.22604477168281534,0.36218840231301996,0.6763638780452368,0.0,0.0,0.0,0.0,0.0,0.048729920057951404,0.300122086504814,1.6445350490901376,2.063411452562434,3.0558060217376806
24,cfg_0668,0.00823620618985288,0.042851553654378094,0.07224992747454095,0.09583278796191408,0.13388049594537677,0.008113573333790924,0.06392256603722402,0.15030416539129732,0.23319947448572265,0.38382965123041046,0.002666238395099718,0.03135585873308422,0.10050617575507204,0.19943062680246726,3.867297020101603,0.019949917591493005,0.08007458010967383,0.14668783640144412,0.2100883888217524,0.3333522094081687,0.0,0.0,0.0,0.0,0.0,0.03896593551024097,0.21820455853435305,0.4697481050223331,0.7385512780718386,4.718359376685555
25,cfg_0605,0.014226682633776022,0.07850663690906146,0.11672925532498724,0.13958537850505337,0.17045344051143374,0.011696432200116291,0.10644717096132084,0.2524282221476781,0.4693286302831652,2.409417214414738,0.004773390964995627,0.07752448248001542,0.2862793607538663,0.6563244132562431,1.9902596449964562,0.032684206863564214,0.18709821941493487,0.43445668644790203,0.7508687804430991,1.5499174279083974,0.0,0.0,0.0,0.0,0.0,0.06338071266245748,0.44957650976533614,1.0898935246744372,2.0161072024875466,6.120047727830979
26,cfg_0785,0.006235933862839715,0.04292145480448717,0.08726920643140978,0.12803999664373933,0.19872257589623743,0.006779685411805403,0.04678297586976399,0.1136308701166655,0.19890635383136157,0.38637272547298807,0.0037403249064649202,0.05040212358199625,0.174353888088973,0.3818113619584551,1.0793707907845942,0.02478730715427524,0.1270109105010313,0.2852194355345574,0.48546727347258667,0.9884645429743202,0.0,0.0,0.0,0.0,0.0,0.0415432513353835,0.26711746475729115,0.660473400171611,1.1942249859061462,2.6529306351282003
27,cfg_0514,0.010491141032156648,0.04749373805721113,0.07071116727032489,0.08890267790020445,0.12164489638520237,0.005236257073139683,0.04354063848286671,0.10450765660385031,0.17340344232083993,0.31988842662257255,0.0030800977260048157,0.03909462763897764,0.11644269394253115,0.22883547942670646,0.5268399234403205,0.02383763647324777,0.10377567432998092,0.203498982410526,0.31184970173972815,0.5440426979656721,0.0,0.0,0.0,0.0,0.0,0.042645132304549804,0.23390467850904884,0.4951605002272288,0.8029913013874648,1.5124159444138172
28,cfg_0268,0.009076303863121638,0.05238772925868318,0.09689438689425245,0.1356380675019473,0.20113729269261071,0.009054768132942925,0.058166061745165365,0.13377112298205418,0.23867433706691799,0.4289663639785317,0.7678381546195379,0.7932270341988072,0.8520701548799252,0.9454938448999428,1.2243417318811396,0.019801617087956913,0.10625028902005695,0.23622142514111388,0.3941855912605021,0.7672030555460836,0.0,0.0,0.0,0.0,0.0,0.8057708437035629,1.0100311142227127,1.3189570898973386,1.7139918407292498,2.621648444098355
29,cfg_0024,0.00971489978973139,0.052717408905195384,0.08014393848079493,0.09136621120352117,0.0949213478887998,0.009923061527047139,0.09625434339575634,0.2520149534356477,0.6163512253203223,2.3691818688151045,0.0022349604938085577,0.028485386783458466,0.09836756332825303,0.22652356492451986,0.6941034259037906,0.02369096074053445,0.11751810106863303,0.2607917517614311,0.439486527869164,0.8825342643593928,0.0,0.0,0.0,0.0,0.0,0.04556388255113575,0.2949752401530361,0.691318207006077,1.3737275293175344,4.04074090696713
30,cfg_0481,0.009887589866954372,0.05783703288507169,0.10473314160809011,0.14234121470273564,0.2013803116156403,0.005794574098279881,0.0490806955051859,0.12823540386334287,0.22913977955945342,0.46376207644943435,0.001516348201935358,1.1513553277336541,1.1764436706765764,1.2316379075880661,1.4285966019807574,0.024025934732089027,0.12460820032302067,0.2733807932507517,0.4505212827642566,0.8607688231094031,0.0,0.0,0.0,0.0,0.0,0.04122444689926397,1.3828812564469217,1.6827930093987788,2.0536401846145225,2.954507813155203
31,cfg_0756,0.009914642467055756,0.05321745455828264,0.09747113459593137,0.13771985404808618,0.21081516296955982,0.005936228191631088,0.040760637028325775,0.0817287612599813,0.16004249260809544,0.3215470069216977,0.00014885825625476912,0.8134838506333555,0.8089480197350838,0.8097607348574485,0.8205979114809168,0.023517979612908135,0.12423951943733158,0.2818087307380708,0.4804169231328501,0.9707196348619931,0.0,0.0,0.0,0.0,0.0,0.039517708527846196,1.031701461657292,1.2699566463290353,1.587940004646498,2.323679716234153
32,cfg_0461,0.008875606109381096,0.0510395181614971,0.09078535934532184,0.12163578516640072,0.16623691895837567,0.007885606704171266,0.061797305484112997,0.14905158416550535,0.24709412800822506,0.7742577929293262,0.0027814003074055904,0.867360355830229,0.9232123312219187,1.025332103365912,1.3812675118958566,0.018541405971340907,0.09489709178103567,0.20908281554644503,0.3464331286933344,0.6677434398080067,0.0,0.0,0.0,0.0,0.0,0.038084019092291754,1.075094271256873,1.3721320902791945,1.740495145233865,2.989505663591615
33,cfg_0723,0.010252187199588647,0.04528422990202685,0.0647094456008972,0.07590453777503825,0.09317488606432534,0.007091907817878607,0.05935412621838765,0.14343344629902788,0.23564779194109775,0.4229319271242389,0.002140294687014155,0.025106962626786355,0.07952093768865609,0.1687990388748517,0.4446145259113905,0.03028297489828269,0.16108331133547438,0.3488805736107352,0.5714203431260501,1.0893563943178464,0.0,0.0,0.0,0.0,0.0,0.049767364602764985,0.2908286300826717,0.6365444031993093,1.0517717117170378,2.0500777334177656
34,cfg_0022,0.013344791789274169,0.06973876821255942,0.10406413299259754,0.11668963930492282,0.12532059087703828,0.011250331532178137,0.0915928756942499,0.21487406494169292,0.3915175397727566,2.0248125456828774,0.0027522891459241805,0.036614962858280364,0.13597792056145863,0.3198659291031447,0.94717930932444,0.02351828618606966,0.12372139972538676,0.27764596717783974,0.4676137601844985,0.9245071923772699,0.0,0.0,0.0,0.0,0.0,0.05086569865345325,0.3216680064904551,0.7325620856735497,1.295686868365351,4.021819638261604
35,cfg_0818,0.008949006113448732,0.048594930223691435,0.08759859208076293,0.12179884417438913,0.18799642421725338,0.00648628497685344,0.04348606036849034,0.08788568593804413,0.1625466427832407,0.30321144363829333,0.0010271608429812673,0.00983584470434451,0.02869620104650039,0.05690358400890716,0.13689764329461696,0.023337947343197385,0.12038810782669174,0.2723195521117603,0.4643295717793592,0.9410085414527671,0.0,0.0,0.0,0.0,0.0,0.039800399276479936,0.2223049431232198,0.47650003117708195,0.8055786427458997,1.5691140526029699
36,cfg_0429,0.012063231023917709,0.0702543699393452,0.12415573505421307,0.17009294811981235,0.2492057289893772,0.008317604018746039,0.05393303808443761,0.11817557377267462,0.1792816808291633,0.29675559346474856,0.0015225415753175042,0.0170924573289426,0.050244799522687345,0.09909067572462504,0.23408591778178334,0.022793869141647605,0.12064648987427873,0.27723708461856944,0.47995924639523224,0.9997269643677882,0.0,0.0,0.0,0.0,0.0,0.04469724575962175,0.2619263552269615,0.5698131929681267,0.9284245510688152,1.7797742046035978
37,cfg_0069,0.006381248167190989,0.03593780396175106,0.06687867808247816,0.09459423988602111,0.14300397612757365,0.004445350906323142,0.03050700709376919,0.06393081450567806,0.09764377298813187,0.17385652217596714,0.0012404924347397817,3.419797341158816,3.3781442360782705,3.3474485330857817,3.3162780224784,0.02327766651254315,0.11069235091474283,0.24125574900760682,0.4038964324066896,0.8067304621536806,0.0,0.0,0.0,0.0,0.0,0.03534475802079129,3.596934503129063,3.7502094776740194,3.943582978366635,4.439868982935593
38,cfg_0574,0.010414531369686841,0.058545351897462794,0.10554282780978497,0.1492060435757807,0.2295949790790246,0.00554295811354244,0.04083902866876521,0.08098632819069707,0.13082005891188686,0.2931588257728386,0.0007039178150702874,0.007614857152404397,0.6412900473796519,3.741034780135003,4.348177169360824,0.024595265143410927,0.12483305607625894,0.27995483259187637,0.4765566435703832,0.9735803324667955,0.0,0.0,0.0,0.0,0.0,0.04125667244170472,0.23183229379488068,1.1077740359720138,4.497617526193039,5.844511306679493
39,cfg_0815,0.015194410597073826,0.08765061487341086,0.15271421992309442,0.20020468021113658,0.2673548231354701,0.011439192121462938,0.08746836426616511,0.20489491580051222,0.3336936726930908,0.5948570423908919,0.002216967573320794,0.021203455245554892,0.05998619098244262,0.11823795246252189,0.28298771393605193,0.025162025624888784,0.1506363382164011,0.351400959082504,0.6054061129701651,1.226134643951056,0.0,0.0,0.0,0.0,0.0,0.054012595916745454,0.34695877260152486,0.7689962857885462,1.2575424183368682,2.3713342234133847
40,cfg_0797,0.009780654436781333,0.052650504038531665,0.09494007384039804,0.13266367800092382,0.19717008282625414,0.006298236210730224,0.037125665492515836,0.0751357134720898,0.13902513034715724,0.2529764006989801,0.0007987108239126961,0.007305805249335329,4.131903400597878,4.068090175612284,5.332871451466289,0.021131742526828035,0.09290759784765967,0.19283601249696147,0.31119563016275364,0.5836511581882959,0.0,0.0,0.0,0.0,0.0,0.0380093439982474,0.18998957262803629,4.494815200407331,4.650974614123115,6.366669093179837
41,cfg_0771,0.005648440388034359,0.03381350448440479,0.06461591962625945,0.09328317383022977,0.14149067767802492,0.003897066202217303,0.02687305684318808,0.057118884087078214,0.08944597482716432,0.15563597621069647,0.0015338213644189302,0.013417446771931907,0.03569053946749534,0.0661598944002435,0.14102830775951247,0.017893421304053803,0.08039707164270382,0.1586567313924938,0.24125230759363347,0.4029177054848674,0.0,0.0,0.0,0.0,0.0,0.028972749258727504,0.15450107974223215,0.3160820745733872,0.4901413506512995,0.8410726671330622
42,cfg_0165,0.006130641561141736,0.03711995143349789,0.06889444988369142,0.09680798199176976,0.14676804098922247,0.004946812569469827,0.03633918893528865,0.07516147096061587,0.15448083005106383,0.3137156871622011,0.0018286651746524107,0.01670699733214942,0.04794098292255633,0.09703812323537164,2.044799141294938,0.023754408809983474,0.11672773156535499,0.25241973323145217,0.41602673351721364,0.8042150883787187,0.0,0.0,0.0,0.0,0.0,0.03666052811524878,0.20689386926628117,0.44441663699831224,0.7643536687954224,3.309497957825087
43,cfg_0782,0.007473364761471757,0.037447100221221774,0.06736721230319986,0.09619790854620369,0.1458914495076371,0.005648363063185613,0.03588773416442592,0.07031076404370751,0.10572551400181496,0.18814062426581657,0.0012673849568489715,4.0833740957603375,5.042869788245284,4.990019858334534,11.002012942439364,0.019139605615778876,0.0943202398635492,0.20378330792332022,0.3351537503692015,0.6326702754005922,0.0,0.0,0.0,0.0,0.0,0.03352871839728522,4.251029170009545,5.384331072515522,5.527097031251799,11.968715291613421
44,cfg_0082,0.008381659029229382,0.04400588173354336,0.07808317366571771,0.10777767409744143,0.15742938467123935,0.00588765488316767,0.04462222626320056,0.09474312814300845,0.15301075794919328,0.32816134142708364,0.0009118317763512351,0.8105798491346512,2.4071110552404207,2.3981801793560606,2.4061641697439313,0.02690510628985976,0.13813004889497194,0.3042177424414447,0.5055426758674741,0.9809096269376312,0.0,0.0,0.0,0.0,0.0,0.04208625197860272,1.0373380060263457,2.884155099490613,3.1645112872701873,3.8726645227798144
45,cfg_0102,0.007098412396009834,0.045833662307522616,0.0854223074980851,0.12026676592049057,0.18108596471190808,0.004981911155178764,0.03727797745268546,0.10025857908951608,0.17891656177934934,0.35909720534295886,0.001657507896635213,0.017569675966477405,6.717453763879007,6.642244907886621,6.578171528927072,0.028962499986162626,0.14660301749093207,0.3160056585781703,0.5195835145453174,0.9958174559500037,0.0,0.0,0.0,0.0,0.0,0.04270033143398777,0.2472843332176211,7.219140309044775,7.461011750131831,8.114172154932021
46,cfg_0406,0.01225811677266364,0.057721843669241935,0.09274986034562716,0.12197392911846094,0.1724369621069073,0.0068262841788069295,0.04730491130848691,0.09107566220393792,0.1352889570461322,0.24181866964669751,0.0019579615971876407,0.018102781693009717,0.04916340016801257,0.09232819709586693,0.20559398952758556,0.022677357103114915,0.10917768353251489,0.23631329165021953,0.3914518365346211,0.7613683846110675,0.0,0.0,0.0,0.0,0.0,0.04371971965177579,0.23230722020326766,0.46930221436781494,0.7410429197951203,1.381218005892265
47,cfg_0557,0.00637093604951211,0.03327095078216402,0.05909173438169546,0.08193445587732029,0.12167657708819846,0.0055941821124978475,0.03468950013842331,0.06907267394553784,0.10383508067302927,0.18127618822851232,0.0013329459215727368,0.011885221862650397,0.033208862343368395,0.06441429111936436,0.15284312382661724,0.0216169629767613,0.10320647571459318,0.2163268385885928,0.350066560808898,0.6580651205041264,0.0,0.0,0.0,0.0,0.0,0.03491502706034311,0.18305214849782203,0.3777001092591945,0.6002503884786137,1.1138610096474508
48,cfg_0126,0.014221426850660634,0.07295244325962713,0.1124468422666709,0.13549114989441335,0.1647748019604336,0.012987171689612609,0.12349624287096361,0.2748772948978342,0.48141909963604945,2.182469218751116,0.0025063649404577504,0.026492279046763656,0.07811047902616508,0.1573738800740614,0.39467054371490917,0.029692963451239507,0.154168784113363,0.34640481187273053,0.5863749453301921,1.1664666889022612,0.0,0.0,0.0,0.0,0.0,0.05940792693197494,0.3771097492907245,0.811839428063422,1.3606590749347447,3.9083812533287414
49,cfg_0131,0.006803187269611044,0.044512055874999845,0.0786146057551278,0.10359871955052213,0.13761610673359215,0.007263233663207913,0.06405570132256244,0.1549635601666708,0.25337569942847793,0.4678780074718816,0.001311948430926524,0.013287504767645508,0.039348884210209434,0.08050651521389618,17.560834160871973,0.028740463928269122,0.14543347984267996,0.31766888673378446,0.5258445950176878,1.0215747816390035,0.0,0.0,0.0,0.0,0.0,0.04411883329201771,0.26728874180788864,0.5905959368657818,0.9633255292105787,19.187903056716408
50,cfg_0713,0.0071806786071730855,0.03711623369679273,0.06351703332768288,0.08780844673096588,0.13307305870774755,0.006823549917472249,0.045291229128819666,0.08699621285846959,0.1303799989152985,0.23413741171025748,0.0015723087108954203,0.014351423875323732,6.975431290226897,17.850196879698082,34.62455903419851,0.02126755777007716,0.10310477353283076,0.21817246345705854,0.3537223408067973,0.658712084218493,0.0,0.0,0.0,0.0,0.0,0.03684409500561969,0.19986366023375268,7.34411699987011,18.422107666151163,35.65048158883502
51,cfg_0833,0.008433440386021118,0.04325116079614588,0.07538685486657393,0.10357190197013111,0.1544048276928045,0.006228355365276883,0.036435755383509516,0.06750661556195325,0.09889999125256566,0.167755152034335,0.0015270444200132793,1.499549080826899,8.876934291033834,11.680541079269702,28.90245810262195,0.02402191394275377,0.11396665095405822,0.2374234901935779,0.38033614699313034,0.6900826143331642,0.0,0.0,0.0,0.0,0.0,0.040210754114060165,1.693202647960618,9.257251251655944,12.263349119485554,29.914700696682246
52,cfg_0790,0.010120439596854602,0.06110204258308549,0.11085404782224728,0.15251627371076992,0.22300003994715567,0.010128995636708993,0.058155277252087245,0.14504050396669044,0.22728374438721843,0.38641100549038754,0.0021737488657413984,0.019401171180099652,0.052972365685445055,5.867657395840432,10.040916783218464,0.020352297915803064,0.10407779378748572,0.22813148989421705,0.3794547172363849,0.7373659245363555,0.0,0.0,0.0,0.0,0.0,0.04277548201510939,0.24273628480274567,0.5369984073685998,6.626912131174805,11.387693753192337
