ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvL,glaciers,2100,fixed,2000,8.139369292714587,8.18024467574521,7.068589791204895,9.350221593549934,2.2816318023450393,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,glaciers,2100,joint,2000,7.968185028879405,8.188900908488774,6.214977463710343,10.923439919251868,4.708462455541524,2.063638160505219,0.9789683625746768,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,glaciers,2150,fixed,2000,10.03059262251907,10.060479029605878,8.538834603422627,11.657305208710094,3.1184706052874667,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,glaciers,2150,joint,2000,9.700716470147654,10.052720447920944,7.328761440775976,13.835495631476798,6.506734190700822,2.086514517619132,0.9671129947366389,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,glaciers,2300,fixed,2000,11.614213048562316,11.637444621673119,9.63244401367766,13.746164060742382,4.113720047064723,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,glaciers,2300,joint,2000,11.197730148361941,11.614784804294045,8.188068215629322,16.328883668263185,8.140815452633863,1.978942504471739,0.964140239337875,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2100,fixed,2000,6.297735980225627,6.29600368566087,5.11416178335244,7.433188394674134,2.3190266113216937,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2100,joint,2000,6.174344470349146,6.325207422208903,4.798729335249044,8.336534820791057,3.5378054855420125,1.5255562261640863,0.9804070049516334,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2150,fixed,2000,8.376484918200251,8.404195872520914,6.569170546606408,10.285684400940518,3.71651385433411,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2150,joint,2000,8.10546355796496,8.44843618123954,6.006183987339729,11.845050014751411,5.838866027411682,1.571059938496539,0.9676449772330609,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2300,fixed,2000,10.604629288294191,10.727234228820812,7.8358400200663025,14.069918155073692,6.2340781350073895,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,gis,2300,joint,2000,10.118820238337754,10.666342674163495,6.72682533747087,16.44718127285009,9.72035593537922,1.559229083253654,0.9541889643900431,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2100,fixed,2000,5.00695488625739,6.423545150299437,3.5327359977981105,7.374332061084767,3.841596063286657,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2100,joint,2000,4.869867504718298,9.132624036642587,3.467268817626685,41.85321327185618,38.385944454229495,9.992186534413669,0.9726206078038858,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2150,fixed,2000,7.724439764429974,9.751806774651802,5.340107027272192,11.481930847559502,6.14182382028731,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2150,joint,2000,7.412552436073099,15.27814004291453,5.232443822696911,77.34573562374248,72.11329180104558,11.741348158318253,0.9596233075966137,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2300,fixed,2000,14.26351933015474,16.238492173486232,10.405392088900124,19.987259561488063,9.58186747258794,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,ais,2300,joint,2000,13.498635769618478,25.510339718007657,9.51063995597733,106.23408213078376,96.72344217480644,10.094424959593255,0.9463748361935326,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2100,fixed,2000,15.427203338314166,15.438884889623688,13.69943672436283,17.142104852967048,3.4426681286042182,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2100,joint,2000,15.251064480836732,15.443754928897109,9.962854304121652,21.50072417635549,11.537869872233838,3.351432505610614,0.9885825801595558,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2150,fixed,2000,19.00325435115093,19.017643705195386,16.874988604967275,21.115672846937983,4.240684241970708,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2150,joint,2000,18.69720691353465,19.022531953165338,11.519659056676279,27.48163754579545,15.961978489119172,3.7640101404252175,0.9838949986165005,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2300,fixed,2000,19.80081690478599,19.81581017696704,17.58322829674015,22.001893156698063,4.418664859957914,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,te,2300,joint,2000,19.32652268296804,19.8073628045661,9.19809450407419,31.77245361660346,22.574359112529272,5.108864290002813,0.9760467346322813,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2100,fixed,2000,37.841081968016,39.15252522454436,34.84895241299506,42.11173117564256,7.2627787626475,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2100,joint,2000,37.202624644678664,41.90433411945253,29.6027957329245,80.0691358704824,50.4663401375579,6.948626935616777,0.9831279315988647,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2150,fixed,2000,49.68617707282844,51.54797220518915,45.44837780874634,55.38453271202796,9.936154903281619,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2150,joint,2000,48.617355534543,57.115675448455505,37.486049967031924,128.33050768847173,90.8444577214398,9.142818183262879,0.9784885535323276,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2300,fixed,2000,65.40805440910256,67.23282802416233,59.45641291776298,73.28112651169707,13.824713593934085,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvL,total,2300,joint,2000,63.68488496722165,76.41267682424643,47.74122703700212,164.39005201092834,116.64882497392622,8.43770282699445,0.9736550879330068,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
