tag,t_on_mid,t_on_high,v_tot,mid_share,tau,v_mid,v_high,m2300_SSP1-2.6,dorm2300_SSP1-2.6,dorm2100_SSP1-2.6,in_band_SSP1-2.6,m2300_SSP2-4.5,dorm2300_SSP2-4.5,dorm2100_SSP2-4.5,in_band_SSP2-4.5,m2300_SSP5-8.5,dorm2300_SSP5-8.5,dorm2100_SSP5-8.5,in_band_SSP5-8.5,g4_2100_cm,g4_rel_to_ref,keeps_2100,ratio_585_over_245,within_inventory,all_pass
L12,2.5,5.0,2.5,0.5,100,1.25,1.25,0.09179890893615683,0.0,0.0,True,0.848514091308999,0.6765481388167159,0.03215826187813338,False,2.643323189227993,2.1744424565901035,0.35614310433011354,True,43.68187773210546,5.414504287681668,False,3.115237821389801,True,False
L12,2.5,5.0,2.5,0.5,200,1.25,1.25,0.09179890893615683,0.0,0.0,True,0.6529966556070724,0.48103070311478935,0.016602561565968472,False,2.0730955125377903,1.6042147798999007,0.193030686631601,True,27.37063596225421,3.3926752573018644,False,3.17474139375261,True,False
L12,2.5,5.0,2.5,0.5,400,1.25,1.25,0.09179890893615683,0.0,0.0,True,0.466235630850257,0.2942696783579739,0.008436647092403552,False,1.4750653993380003,1.0061846667001109,0.10057765888830697,False,18.125333187924806,2.246691290689334,False,3.1637766436854626,True,False
L12,2.5,5.0,2.5,0.7,50,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,1.2803984070236978,1.1084324545314148,0.08456140029698386,False,2.9330370174120652,2.464156284774176,0.8546940649685071,True,93.53697379594482,11.59419814278437,False,2.290722170007964,True,False
L12,2.5,5.0,2.5,0.7,100,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,1.1191333468356852,0.9471673943434022,0.04502156662938673,False,2.6777392815908327,2.2088585489529433,0.4986003460621589,True,57.92760190531,7.180306002754334,False,2.392690101820357,True,False
L12,2.5,5.0,2.5,0.7,200,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,0.8454089368529882,0.6734429843607052,0.02324358619235586,False,2.1211190750857734,1.652238342447884,0.2702429612842414,True,35.09186342751825,4.3497453602226095,False,2.508985867811596,True,False
L12,2.5,5.0,2.5,0.7,400,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,0.5839435021934465,0.4119775497011634,0.011811305929364975,False,1.5152126727145985,1.046331940076709,0.14080872244362974,False,22.14843954345708,2.745367806965067,False,2.5947932754163,True,False
L12,2.5,5.0,3.5,0.0,50,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.8750941621626005,3.406213429524711,0.0,False,8.067567299094108,1.0,True,22.53407785669954,True,False
L12,2.5,5.0,3.5,0.0,100,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.392643848594096,2.9237631159562065,0.0,False,8.067567299094108,1.0,True,19.728578822871,True,False
L12,2.5,5.0,3.5,0.0,200,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.546698955579809,2.0778182229419198,0.0,True,8.067567299094108,1.0,True,14.80932079095187,True,True
L12,2.5,5.0,3.5,0.0,400,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.737023809199951,1.2681430765620616,0.0,True,8.067567299094108,1.0,True,10.100975129236119,True,True
L12,2.5,5.0,3.5,0.3,50,1.05,2.4499999999999997,0.09179890893615683,0.0,0.0,True,0.8370254252111321,0.665059472718849,0.05073684017819032,False,3.893782177516516,3.4249014448786266,0.5128164389811042,False,59.349211197204525,7.356518885670621,False,4.651928197443159,True,False
L12,2.5,5.0,3.5,0.3,100,1.05,2.4499999999999997,0.09179890893615683,0.0,0.0,True,0.7402663890983244,0.5683004366060413,0.02701293997763204,False,3.464917642556059,2.9960369099181694,0.2991602076372954,False,37.98358806282364,4.708183601652601,False,4.680636178520106,True,False
L12,2.5,5.0,3.5,0.3,200,1.05,2.4499999999999997,0.09179890893615683,0.0,0.0,True,0.5760317431087062,0.4040657906164231,0.013946151715413517,False,2.647548436930574,2.1786677042926845,0.16214577677054484,True,24.282144976148594,3.009847216133566,False,4.596184964811809,True,False
L12,2.5,5.0,3.5,0.3,400,1.05,2.4499999999999997,0.09179890893615683,0.0,0.0,True,0.41915248231298113,0.24718652982069808,0.007086783557618985,False,1.8213330832908072,1.3524523506529178,0.08448523346617785,True,16.51609064571189,2.0472206841790404,False,4.3452756697044155,True,False
L12,2.5,5.0,3.5,0.5,50,1.75,1.75,0.09179890893615683,0.0,0.0,True,1.2803984070236978,1.1084324545314148,0.08456140029698386,False,3.9062408544191256,3.437360121781236,0.8546940649685071,False,93.53697379594482,11.59419814278437,False,3.05080108893546,True,False
L12,2.5,5.0,3.5,0.5,100,1.75,1.75,0.09179890893615683,0.0,0.0,True,1.1191333468356852,0.9471673943434022,0.04502156662938673,False,3.5131001718640347,3.0442194392261452,0.4986003460621589,False,57.92760190531,7.180306002754334,False,3.1391256294857235,True,False
L12,2.5,5.0,3.5,0.5,200,1.75,1.75,0.09179890893615683,0.0,0.0,True,0.8454089368529882,0.6734429843607052,0.02324358619235586,False,2.71478142449775,2.2459006918598607,0.2702429612842414,True,35.09186342751825,4.3497453602226095,False,3.2112050229838474,True,False
L12,2.5,5.0,3.5,0.5,400,1.75,1.75,0.09179890893615683,0.0,0.0,True,0.5839435021934465,0.4119775497011634,0.011811305929364975,False,1.8775392660180446,1.4086585333801551,0.14080872244362974,True,22.14843954345708,2.745367806965067,False,3.2152755514283653,True,False
L12,2.5,5.0,3.5,0.7,50,2.4499999999999997,1.0500000000000003,0.09179890893615683,0.0,0.0,True,1.7237713888362638,1.5518054363439808,0.1183859604157774,False,3.918699531321736,3.4498187986838467,1.1965716909559097,False,127.72473639468507,15.831877399898113,False,2.27332902535718,True,False
L12,2.5,5.0,3.5,0.7,100,2.4499999999999997,1.0500000000000003,0.09179890893615683,0.0,0.0,True,1.4980003045730461,1.3260343520807631,0.06303019328114141,False,3.5612827011720096,3.09240196853412,0.6980404844870224,False,77.87161574779634,9.652428403856067,False,2.3773577951220988,True,False
L12,2.5,5.0,3.5,0.7,200,2.4499999999999997,1.0500000000000003,0.09179890893615683,0.0,0.0,True,1.1147861305972702,0.9428201781049871,0.032541020669298204,False,2.782014412064927,2.3131336794270374,0.3783401457979379,True,45.901581878887896,5.689643504311653,False,2.4955588661426957,True,False
L12,2.5,5.0,3.5,0.7,400,2.4499999999999997,1.0500000000000003,0.09179890893615683,0.0,0.0,True,0.7487345220739118,0.5767685695816287,0.01653582830111096,False,1.933745448745282,1.4648647161073927,0.19713221142108162,True,27.78078844120227,3.443514929751094,False,2.5826850395371395,True,False
L12,2.5,5.0,4.5,0.0,50,0.0,4.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,4.848297999169661,4.379417266531772,0.0,False,8.067567299094108,1.0,True,28.193359958200027,True,False
L12,2.5,5.0,4.5,0.0,100,0.0,4.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,4.228004738867297,3.759124006229408,0.0,False,8.067567299094108,1.0,True,24.586289771849042,True,False
L12,2.5,5.0,4.5,0.0,200,0.0,4.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.140361304991786,2.6714805723538966,0.0,False,8.067567299094108,1.0,True,18.261529445095878,True,False
L12,2.5,5.0,4.5,0.0,400,0.0,4.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.0993504025033976,1.630469669865508,0.0,True,8.067567299094108,1.0,True,12.207942165747058,True,True
L12,2.5,5.0,4.5,0.3,50,1.3499999999999999,3.15,0.09179890893615683,0.0,0.0,True,1.0270424174165174,0.8550764649242343,0.06523308022910183,False,4.872325447481837,4.403444714843948,0.659335421547134,False,74.0011094538075,9.172667138719369,False,4.744035265591045,True,False
L12,2.5,5.0,4.5,0.3,100,1.3499999999999999,3.15,0.09179890893615683,0.0,0.0,True,0.9026379424143361,0.7306719899220531,0.034730922828384046,False,4.320928188246964,3.8520474556090747,0.3846345526765226,False,46.531022566746365,5.767664630696201,False,4.787000396515059,True,False
L12,2.5,5.0,4.5,0.3,200,1.3499999999999999,3.15,0.09179890893615683,0.0,0.0,True,0.6914791118562555,0.5195131593639725,0.017930766491245947,False,3.2700249238713406,2.801144191233451,0.20847314156212907,False,28.914881455307015,3.584089277886013,False,4.729029218385287,True,False
L12,2.5,5.0,4.5,0.3,400,1.3499999999999999,3.15,0.09179890893615683,0.0,0.0,True,0.4897772051188948,0.31781125262661175,0.009111578859795836,False,2.2077480406202126,1.738867307982323,0.10862387159937151,True,18.929954459031258,2.3464265939444804,False,4.507657803478779,True,False
L12,2.5,5.0,4.5,0.5,50,2.25,2.25,0.09179890893615683,0.0,0.0,True,1.5970933940326737,1.4251274415403907,0.1087218003818364,False,4.888343746356623,4.419463013718733,1.0988923692452233,False,117.95680422361643,14.621111897865616,False,3.0607751335152136,True,False
L12,2.5,5.0,4.5,0.5,100,2.25,2.25,0.09179890893615683,0.0,0.0,True,1.3897526023623716,1.2177866498700887,0.057884871380640086,False,4.3828771545000755,3.913996421862186,0.6410575877942043,False,72.17332607851453,8.946107717827001,False,3.1537103417182597,True,False
L12,2.5,5.0,4.5,0.5,200,2.25,2.25,0.09179890893615683,0.0,0.0,True,1.037821218098904,0.8658552656066208,0.02988461081874325,False,3.356467336457711,2.8875866038198215,0.34745523593688177,False,42.813090892782284,5.306815463143355,False,3.234147922516112,True,False
L12,2.5,5.0,4.5,0.5,400,2.25,2.25,0.09179890893615683,0.0,0.0,True,0.7016513735366361,0.529685421044353,0.015185964766326394,False,2.2800131326980893,1.8111324000601998,0.18103978599895254,True,26.17154589898936,3.244044323240801,False,3.2494957163780716,True,False
L12,2.5,5.0,4.5,0.7,50,3.15,1.35,0.09179890893615683,0.0,0.0,True,2.16714437064883,1.9951784181565468,0.15221052053457096,False,4.904362045231406,4.435481312593517,1.5384493169433127,False,161.9124989934254,20.069556657011866,False,2.2630527581155424,True,False
L12,2.5,5.0,4.5,0.7,100,3.15,1.35,0.09179890893615683,0.0,0.0,True,1.876867262310407,1.704901309818124,0.08103881993289612,False,4.444826120753187,3.9759453881152975,0.897480622911886,False,97.81562959028271,12.124550804957803,False,2.368215488655093,True,False
L12,2.5,5.0,4.5,0.7,200,3.15,1.35,0.09179890893615683,0.0,0.0,True,1.384163324341552,1.2121973718492691,0.04183845514624055,False,3.4429097490440803,2.974029016406191,0.4864373303116345,False,56.71130033025756,7.029541648400698,False,2.4873580223503438,True,False
L12,2.5,5.0,4.5,0.7,400,3.15,1.35,0.09179890893615683,0.0,0.0,True,0.9135255419543772,0.7415595894620941,0.02126035067285695,False,2.352278224775966,1.8833974921380763,0.25345570039853355,True,33.413137338947465,4.1416620525371215,False,2.574945216904994,True,False
L12,2.5,6.0,1.5,0.0,50,0.0,1.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.8855588849272378,1.4166781522893483,0.0,True,8.067567299094108,1.0,True,10.964722130166155,True,True
L12,2.5,6.0,1.5,0.0,100,0.0,1.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.6156615944118018,1.1467808617739124,0.0,False,8.067567299094108,1.0,True,9.395241156730163,True,False
L12,2.5,6.0,1.5,0.0,200,0.0,1.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.2411339614626458,0.7722532288247563,0.0,False,8.067567299094108,1.0,True,7.217323798548677,True,False
L12,2.5,6.0,1.5,0.0,400,0.0,1.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,0.9241236796252592,0.45524294698736967,0.0,False,8.067567299094108,1.0,True,5.373875852935069,True,False
L12,2.5,6.0,1.5,0.3,50,0.44999999999999996,1.0499999999999998,0.09179890893615683,0.0,0.0,True,0.45699144080036114,0.2850254883080781,0.021744360076367278,False,1.9065063153310025,1.437625582693113,0.21977847384904464,True,30.045414683998573,3.724222379573123,False,4.1718643832628555,True,False
L12,2.5,6.0,1.5,0.3,100,0.44999999999999996,1.0499999999999998,0.09179890893615683,0.0,0.0,True,0.41552328246630077,0.24355732997401772,0.011576974276128015,False,1.6785142196291245,1.209633486991235,0.12821151755884086,False,20.888719054978196,2.5892215435654005,False,4.03951906056011,True,False
L12,2.5,6.0,1.5,0.3,200,0.44999999999999996,1.0499999999999998,0.09179890893615683,0.0,0.0,True,0.3451370056136072,0.17317105312132416,0.005976922163748649,False,1.3198272563437934,0.8509465237059038,0.06949104718737635,False,15.016672017831743,1.861363092628671,False,3.8240676452451625,True,False
L12,2.5,6.0,1.5,0.3,400,0.44999999999999996,1.0499999999999998,0.09179890893615683,0.0,0.0,True,0.2779030367011536,0.10593708420887059,0.003037192953265279,False,0.9867303085545374,0.5178495759166478,0.0362079571997905,False,11.688363019073158,1.44880886464816,False,3.550628018561847,True,False
L12,2.5,6.0,1.5,0.5,50,0.75,0.75,0.09179890893615683,0.0,0.0,True,0.6470084330057466,0.47504248051346354,0.036240600127278796,False,1.9204712689335124,1.451590536295623,0.36629745641507444,True,44.69731294060155,5.540370632621872,False,2.9682322068226505,True,False
L12,2.5,6.0,1.5,0.5,100,0.75,0.75,0.09179890893615683,0.0,0.0,True,0.5778948357823126,0.4059288832900295,0.01929495712688003,False,1.7204159697740065,1.251535237136117,0.2136858625980681,False,29.43615355890092,3.6487025726090008,False,2.9770398751617684,True,False
L12,2.5,6.0,1.5,0.5,200,0.75,0.75,0.09179890893615683,0.0,0.0,True,0.46058437436115673,0.28861842186887365,0.009961536939581083,False,1.3722894529312253,0.9034087202933357,0.11581841197896059,False,19.64940849699017,2.435605154381119,False,2.9794529066137527,True,False
L12,2.5,6.0,1.5,0.5,400,0.75,0.75,0.09179890893615683,0.0,0.0,True,0.3485277595070674,0.17656180701478433,0.005061988255442132,False,1.0284680611740562,0.5595873285361668,0.06034659533298418,False,14.102226832392525,1.7480147744136,False,2.9508928144737956,True,False
L12,2.5,6.0,1.5,0.7,50,1.0499999999999998,0.45000000000000007,0.09179890893615683,0.0,0.0,True,0.8370254252111319,0.6650594727188488,0.05073684017819031,False,1.9344362225360223,1.465555489898133,0.5128164389811042,True,59.349211197204525,7.356518885670621,False,2.3110841848658046,True,False
L12,2.5,6.0,1.5,0.7,100,1.0499999999999998,0.45000000000000007,0.09179890893615683,0.0,0.0,True,0.7402663890983243,0.5683004366060412,0.027012939977632034,False,1.7623177199188882,1.2934369872809988,0.2991602076372953,True,37.983588062823635,4.7081836016526,False,2.380653432159017,True,False
L12,2.5,6.0,1.5,0.7,200,1.0499999999999998,0.45000000000000007,0.09179890893615683,0.0,0.0,True,0.5760317431087061,0.404065790616423,0.013946151715413514,False,1.424751649518657,0.9558709168807674,0.1621457767705448,False,24.28214497614859,3.0098472161335654,False,2.473390861811906,True,False
L12,2.5,6.0,1.5,0.7,400,1.0499999999999998,0.45000000000000007,0.09179890893615683,0.0,0.0,True,0.4191524823129811,0.24718652982069803,0.007086783557618983,False,1.070205813793575,0.6013250811556855,0.08448523346617784,False,16.51609064571189,2.0472206841790404,False,2.553261304544661,True,False
L12,2.5,6.0,2.5,0.0,50,0.0,2.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.83001098645347,2.3611302538155807,0.0,True,8.067567299094108,1.0,True,16.456809882645032,True,True
L12,2.5,6.0,2.5,0.0,100,0.0,2.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.3801821689277434,1.911301436289854,0.0,True,8.067567299094108,1.0,True,13.841008260251712,True,True
L12,2.5,6.0,2.5,0.0,200,0.0,2.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.7559694473458165,1.287088714707927,0.0,True,8.067567299094108,1.0,True,10.211145996615903,True,True
L12,2.5,6.0,2.5,0.0,400,0.0,2.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.227618977616839,0.7587382449789494,0.0,False,8.067567299094108,1.0,True,7.138732753926555,True,False
L12,2.5,6.0,2.5,0.3,50,0.75,1.75,0.09179890893615683,0.0,0.0,True,0.6470084330057466,0.47504248051346354,0.036240600127278796,False,2.8649233704597448,2.3960426378218553,0.36629745641507444,True,44.69731294060155,5.540370632621872,False,4.427953677744876,True,False
L12,2.5,6.0,2.5,0.3,100,0.75,1.75,0.09179890893615683,0.0,0.0,True,0.5778948357823126,0.4059288832900295,0.01929495712688003,False,2.484936544289948,2.0160558116520586,0.2136858625980681,True,29.43615355890092,3.6487025726090008,False,4.299980533527383,True,False
L12,2.5,6.0,2.5,0.3,200,0.75,1.75,0.09179890893615683,0.0,0.0,True,0.46058437436115673,0.28861842186887365,0.009961536939581083,False,1.887124938814396,1.4182442061765066,0.11581841197896059,True,19.64940849699017,2.435605154381119,False,4.097240470721332,True,False
L12,2.5,6.0,2.5,0.3,400,0.75,1.75,0.09179890893615683,0.0,0.0,True,0.3485277595070674,0.17656180701478433,0.005061988255442132,False,1.331963359165636,0.8630826265277465,0.06034659533298418,False,14.102226832392525,1.7480147744136,False,3.821685139368724,True,False
L12,2.5,6.0,2.5,0.5,50,1.25,1.25,0.09179890893615683,0.0,0.0,True,0.9637034200147223,0.7917374675224392,0.06040100021213134,False,2.8881982931305945,2.419317560492705,0.6104957606917907,True,69.11714336827318,8.56728438770312,False,2.9969783578089535,True,False
L12,2.5,6.0,2.5,0.5,100,1.25,1.25,0.09179890893615683,0.0,0.0,True,0.848514091308999,0.6765481388167159,0.03215826187813338,False,2.5547727945314174,2.085892061893528,0.35614310433011354,True,43.68187773210546,5.414504287681668,False,3.0108784529319723,True,False
L12,2.5,6.0,2.5,0.5,200,1.25,1.25,0.09179890893615683,0.0,0.0,True,0.6529966556070724,0.48103070311478935,0.016602561565968472,False,1.9745619331267825,1.505681200488893,0.193030686631601,True,27.37063596225421,3.3926752573018644,False,3.023846931177754,True,False
L12,2.5,6.0,2.5,0.5,400,1.25,1.25,0.09179890893615683,0.0,0.0,True,0.466235630850257,0.2942696783579739,0.008436647092403552,False,1.4015262801981674,0.932645547560278,0.10057765888830697,False,18.125333187924806,2.246691290689334,False,3.006047130379664,True,False
L12,2.5,6.0,2.5,0.7,50,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,1.2803984070236978,1.1084324545314148,0.08456140029698386,False,2.9114732158014442,2.442592483163555,0.8546940649685071,True,93.53697379594482,11.59419814278437,False,2.273880692002109,True,False
L12,2.5,6.0,2.5,0.7,100,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,1.1191333468356852,0.9471673943434022,0.04502156662938673,False,2.6246090447728876,2.155728312134998,0.4986003460621589,True,57.92760190531,7.180306002754334,False,2.3452156547688334,True,False
L12,2.5,6.0,2.5,0.7,200,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,0.8454089368529882,0.6734429843607052,0.02324358619235586,False,2.061998927439169,1.5931181948012794,0.2702429612842414,True,35.09186342751825,4.3497453602226095,False,2.439055038990839,True,False
L12,2.5,6.0,2.5,0.7,400,1.75,0.7500000000000001,0.09179890893615683,0.0,0.0,True,0.5839435021934465,0.4119775497011634,0.011811305929364975,False,1.4710892012306986,1.0022084685928092,0.14080872244362974,False,22.14843954345708,2.745367806965067,False,2.5192320758855913,True,False
L12,2.5,6.0,3.5,0.0,50,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.7744630879797025,3.305582355341813,0.0,False,8.067567299094108,1.0,True,21.948897635123913,True,False
L12,2.5,6.0,3.5,0.0,100,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.144702743443685,2.6758220108057955,0.0,False,8.067567299094108,1.0,True,18.286775363773263,True,False
L12,2.5,6.0,3.5,0.0,200,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.2708049332289875,1.801924200591098,0.0,True,8.067567299094108,1.0,True,13.204968194683127,True,True
L12,2.5,6.0,3.5,0.0,400,0.0,3.5,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.5311142756084186,1.0622335429705292,0.0,False,8.067567299094108,1.0,True,8.90358965491804,True,False
L12,2.5,6.0,3.5,0.3,50,1.05,2.4499999999999997,0.09179890893615683,0.0,0.0,True,0.8370254252111321,0.665059472718849,0.05073684017819032,False,3.823340425588487,3.3544596929505976,0.5128164389811042,False,59.349211197204525,7.356518885670621,False,4.567770954656585,True,False
