component,year,obs,p50,bias,in90,in_sample
ais,1900,-0.6340783032503996,-0.6415240377476362,-0.007445734497236622,true,true
glaciers,1900,-5.8104930717282475,-5.549130416836757,0.26136265489149046,true,true
gis,1900,-4.130332357233222,-4.078315939048424,0.05201641818479796,true,true
te,1900,-3.6098928928375242,-3.725429255696882,-0.11553636285935776,true,true
total,1900,-13.937918849348069,-12.610494531439333,1.3274243179087364,false,false
ais,1950,-0.36264223185452554,-0.36456022515894965,-0.0019179933044241038,true,true
glaciers,1950,-2.3969373351130416,-2.542675643967586,-0.1457383088545443,true,true
gis,1950,-1.3604312723333192,-1.3208021257365865,0.03962914659673267,true,true
te,1950,-2.815257120132446,-2.70243929454492,0.11281782558752607,true,true
total,1950,-5.985805844939225,-5.486475130241678,0.499330714697547,true,false
ais,2000,0.0017998782071199648,-0.009276317792449806,-0.011076195999569771,false,true
glaciers,2000,-0.00850888165561,-0.0006866774109299811,0.007822204244680019,false,true
gis,2000,-0.04322274381464186,-0.04861124524608185,-0.005388501431439985,false,true
te,2000,-0.23769707679748553,-0.005781060396075066,0.23191601640141046,false,true
total,2000,-0.2893630562230687,-0.2942372479626617,-0.004874191739593026,true,false
ais,2018,0.696409138766202,0.5748563247922057,-0.12155281397399631,false,true
glaciers,2018,1.20556921092,1.1369476643767849,-0.06862154654321517,true,true
gis,2018,1.2730523759668522,1.2695077041549778,-0.0035446718118743448,true,true
te,2018,2.074393606185913,2.757442526118413,0.6830489199324998,false,true
total,2018,5.965000044906917,6.328994799727978,0.3639947548210607,true,false
ais,2025,0.7663673305319003,0.8452830577111013,0.07891572717920103,false,true
glaciers,2023,1.63055217082,1.4770204335059347,-0.15353173731406522,true,true
gis,2025,1.6502983936827973,1.6604245038832728,0.010126110200475491,true,true
te,2025,3.2329575871586798,4.079720559057889,0.8467629718992091,false,true
total,2024,8.225314682835013,8.560292964198165,0.3349782813631528,true,false
ais,2019,0.6917651205871491,0.6118062055063722,-0.0799589150807769,false,true
ais,2020,0.7446601482114583,0.6497150819884868,-0.0949450662229715,false,true
ais,2022,0.7131118056700219,0.7263338261727952,0.013222020502773324,true,true
ais,2024,0.7646276896479223,0.8049067950137034,0.040279105365781165,true,true
ais,2025,0.7663673305319003,0.8452830577111013,0.07891572717920103,false,true
