year,ssp,gmst,gsic_med,gsic_lo,gsic_hi
1990,SSP1-1.9,0.6172413401272017,-1.0457087777789962,-1.147815971421127,-0.9636328620846433
1991,SSP1-1.9,0.6480920599899472,-0.9735352569037223,-1.069153716330354,-0.8965168940162195
1992,SSP1-1.9,0.6054709248449786,-0.8990307990777102,-0.9871624349605346,-0.8279447883586406
1993,SSP1-1.9,0.49579326119498635,-0.8297799282143401,-0.9118826106026233,-0.7634259553307535
1994,SSP1-1.9,0.5159107825733913,-0.7701953662264436,-0.85010740926506,-0.7079853024109748
1995,SSP1-1.9,0.5766612473873399,-0.7099297702048486,-0.7851867003146726,-0.6520498933445985
1996,SSP1-1.9,0.6411345082576302,-0.6453663546157049,-0.7163460513621012,-0.5906316151615443
1997,SSP1-1.9,0.6860734222790282,-0.5764739767519831,-0.6423938866610407,-0.5268131126743061
1998,SSP1-1.9,0.7181171626962323,-0.5047049604650994,-0.5639133944186728,-0.46014753070951114
1999,SSP1-1.9,0.7443055351790053,-0.4312990743568376,-0.4828046114604048,-0.39209310030053746
2000,SSP1-1.9,0.78080095281422,-0.35680612282010526,-0.4011363229764478,-0.3236582752440741
2001,SSP1-1.9,0.8277653991917374,-0.28079658255539125,-0.31680434549322717,-0.25394833167909453
2002,SSP1-1.9,0.8625038868905944,-0.2025323349441402,-0.2290384753242125,-0.18300425192250436
2003,SSP1-1.9,0.8825685123647669,-0.12276650048539395,-0.13954740162252885,-0.11056911028037533
2004,SSP1-1.9,0.8931410769792334,-0.04273455509960916,-0.050221538242392894,-0.037833734396687455
2005,SSP1-1.9,0.8998718941653809,0.03658746410136471,0.03396877248044064,0.040158616123135704
2006,SSP1-1.9,0.9059038132337379,0.11560494454571635,0.10594524888472498,0.1277385417467236
2007,SSP1-1.9,0.9146854493265001,0.193812278052366,0.17713073636124357,0.21551505288536651
2008,SSP1-1.9,0.9219150757625193,0.27161308487946706,0.24794108750075344,0.3026287411053509
2009,SSP1-1.9,0.944300568261457,0.3485539811143995,0.3180722573008074,0.38908162546012925
2010,SSP1-1.9,0.9618227486686342,0.4260450891317255,0.3886477557209614,0.47547564083547306
2011,SSP1-1.9,0.9819605692158233,0.5037863147409088,0.45899226256939657,0.5622127157877754
2012,SSP1-1.9,1.0103928501951052,0.5815583325997742,0.5294072011257425,0.6499111578975437
2013,SSP1-1.9,1.0340522463545012,0.6600307146061773,0.6003298206156673,0.7387609160864623
2014,SSP1-1.9,1.0652103142894338,0.7386928139608506,0.6720464564082373,0.8269856501029681
2015,SSP1-1.9,1.0914259349003625,0.8180577780462008,0.743943316293531,0.9169314062688442
2016,SSP1-1.9,1.1177753966933794,0.8977016250079641,0.8160693744139157,1.007718417200442
2017,SSP1-1.9,1.1393133518017833,0.9775604245431266,0.8882350151727869,1.0997306839197418
2018,SSP1-1.9,1.175415859607348,1.0576766394399153,0.9604178374045436,1.191741361061164
2019,SSP1-1.9,1.200456983653643,1.1389550011028553,1.0331466943208942,1.2839203239162362
2020,SSP1-1.9,1.2211523162961826,1.2202603228744904,1.1063735272541246,1.3765497991271465
2021,SSP1-1.9,1.2498576819195004,1.301693096446996,1.1790946256991548,1.468841230216295
2022,SSP1-1.9,1.2873623633433495,1.383549081925309,1.2519657452146205,1.5606118797596615
2023,SSP1-1.9,1.3201324133687566,1.4655621902280784,1.3252113679075028,1.65312539085046
2024,SSP1-1.9,1.3568578210775863,1.5481247524334245,1.3985883434684383,1.7488480406110791
2025,SSP1-1.9,1.3903369961477834,1.6310843374399504,1.4722844112342723,1.8448047243973227
2026,SSP1-1.9,1.4180804304179286,1.7146954109739931,1.546113001513451,1.9408255891626647
2027,SSP1-1.9,1.4389727599378017,1.7982790600831522,1.6198842119972974,2.037180319753013
2028,SSP1-1.9,1.4587731197377305,1.8807844930405588,1.6940114833137627,2.1349259807589918
2029,SSP1-1.9,1.4800601095579542,1.9633504599837537,1.7670680594734056,2.2317597731391046
2030,SSP1-1.9,1.5014399982247582,2.0452371434694556,1.840373256408485,2.328338882581526
2031,SSP1-1.9,1.5173170464299282,2.1273141773911455,1.9132787963557574,2.4249502265230296
2032,SSP1-1.9,1.5307065376969737,2.2089035053200456,1.985885641795703,2.5210630575433575
2033,SSP1-1.9,1.5465734325922176,2.2898352966049593,2.057779549190373,2.615150283357188
2034,SSP1-1.9,1.5671110509396888,2.369602903307619,2.129874449277531,2.7105436587363174
2035,SSP1-1.9,1.5841388384189266,2.4499159601654386,2.202105418648596,2.8052678538357836
2036,SSP1-1.9,1.6006328248644293,2.5299988323340408,2.273812262938646,2.8955241595245145
2037,SSP1-1.9,1.6169957510283692,2.6082617018039533,2.3448291041393303,2.991094936582011
2038,SSP1-1.9,1.6298434075564416,2.687429597947992,2.415642685336176,3.0849332690040496
2039,SSP1-1.9,1.6385820736479748,2.765435204448134,2.4860437064726666,3.17282073733114
2040,SSP1-1.9,1.6428156592059031,2.8419785615250213,2.5558373246281985,3.2641498007587373
2041,SSP1-1.9,1.6432484624401003,2.9184030643086905,2.6239255299099247,3.3559210751847566
2042,SSP1-1.9,1.6408285637472129,2.9928247155591974,2.690121175443834,3.447125500615791
2043,SSP1-1.9,1.6454267760969612,3.0658718940776613,2.7574381668921455,3.5373625041416292
2044,SSP1-1.9,1.6490769725458105,3.1375817511061372,2.8207775338980285,3.626737656102754
2045,SSP1-1.9,1.6483033185575233,3.209146089872619,2.883212853560517,3.715348387628362
2046,SSP1-1.9,1.6582401774904048,3.2799856019802287,2.9470598437303477,3.80307881402522
2047,SSP1-1.9,1.668138144533248,3.3528749751925506,3.0126098016615144,3.8902026883929213
2048,SSP1-1.9,1.6815950920828615,3.4240131860602787,3.0775873001537213,3.9709580710332566
2049,SSP1-1.9,1.6841486341380432,3.4948022081215058,3.1401470979378074,4.057707997446662
2050,SSP1-1.9,1.687878664405678,3.564897723008653,3.199615922153348,4.142404653239275
2051,SSP1-1.9,1.6855450161250476,3.635565688589587,3.2609165605258963,4.224651165017654
2052,SSP1-1.9,1.6838628736098618,3.704212796144156,3.3224123227768523,4.305435485975732
2053,SSP1-1.9,1.6793462197763973,3.769644966490003,3.3836855302658413,4.384419368461025
2054,SSP1-1.9,1.6760200366809774,3.8347092798105664,3.443131252619664,4.463588906614292
2055,SSP1-1.9,1.6707866670492748,3.899235126516258,3.501304500472438,4.541137156499468
2056,SSP1-1.9,1.6690824033204659,3.9630391343814173,3.555860042592644,4.617157743449334
2057,SSP1-1.9,1.6687226909217303,4.024939287305076,3.6097105983446243,4.692171050156819
2058,SSP1-1.9,1.6705243784085038,4.087316976030062,3.664827586934331,4.765299414019897
2059,SSP1-1.9,1.674804188969188,4.1486939131210185,3.7182990761006978,4.839607444402526
2060,SSP1-1.9,1.6739914244738112,4.209365099768892,3.7723478903379477,4.910647089063244
2061,SSP1-1.9,1.6744447161880427,4.269942744509244,3.825500777028778,4.982642851029608
2062,SSP1-1.9,1.6646527612372732,4.329431789617196,3.8796127556001885,5.055766608873747
2063,SSP1-1.9,1.6586681884114427,4.386393888928284,3.932572316081527,5.132395289382052
2064,SSP1-1.9,1.6541563380492308,4.443100758008211,3.9844157592677196,5.2061247199023875
2065,SSP1-1.9,1.6492581663799113,4.499265372255468,4.036963893960763,5.269089379318225
2066,SSP1-1.9,1.6487228560380085,4.554443244374632,4.088601498693487,5.330901662326517
2067,SSP1-1.9,1.650073822770685,4.610983472549944,4.136809076835104,5.394154355332
2068,SSP1-1.9,1.6519497853415772,4.6667253095869565,4.184992074120726,5.457782723596328
2069,SSP1-1.9,1.6538354354167089,4.718862353760164,4.233083583302836,5.523502721717554
2070,SSP1-1.9,1.6534850564514836,4.771883780800776,4.281230374712343,5.588092307285372
2071,SSP1-1.9,1.6519956006516499,4.826027161697183,4.329506488805517,5.648735116709332
