driver,year,N,level_median,level_mean,pulse_median,pulse_mean
MAGICC,2100,600,67.49269458448201,69.88672213582943,0.021372876374795166,0.021404190227995997
MAGICC,2150,600,128.77214472475694,126.94272526831965,0.0256736270861893,0.0332721753018486
FaIR,2100,841,66.14316728867377,70.1848423827741,0.011210986385917466,0.018954721728710038
FaIR,2150,841,128.84091356568692,127.77372007834593,0.015727796838098128,0.029263905539841557
