component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.8492063492063492,1.0,-0.0027478176872601508,true
glaciers,124,0.7983870967741935,1.0,0.00909565081826409,true
gis,126,0.5952380952380952,0.9920634920634921,0.004655626712939003,true
te,126,0.30952380952380953,0.9682539682539683,0.17468282256471745,true
total,125,0.24,NaN,0.645947177019063,false
