year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.213159212084856,-0.7010365830082355,-0.18990630705460718,-1.5319032405595754,0.11158203174330941,-0.6340783032503996,-7.3309845653883805,-6.3811575520459085,-5.265673524985894,-8.154156668592222,-4.471622032449804,-7.27700420293,-4.500906998089792,-4.0927906150245965,-3.7169832480075646,-5.255958448751875,-2.8840446618991167,-4.130332357233222,-4.038350739182822,-3.6345457419285223,-3.246548124486018,-4.830521352692061,-2.4040363924139383,-3.6098928928375242,-15.128334266957845,-13.520626236953838,-12.069046862129092,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1965,-0.5153959543118011,-0.37383885285494234,-0.21996850361978929,-0.6415447831344238,-0.09254521644099756,-0.281308260830966,-2.120996397597202,-1.897987720649661,-1.6201381100397774,-2.66477045553362,-1.1095558752107626,-1.6436187354,-1.099769793416293,-0.9416233389650126,-0.7835931093235036,-1.2886440863241087,-0.5958996154803894,-0.656011277979071,-2.554425175308889,-2.299001682521671,-2.0535770163730445,-2.9212847414415792,-1.680766871100654,-2.089956521987914,-5.106501117167184,-4.54057457322837,-4.065909233893359,NaN,NaN,-4.245484458237755,-1.6436187354,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1966,-0.507575164898,-0.3697186672311084,-0.21852856925277592,-0.6345981876522592,-0.09324369506651142,-0.27591704455288973,-2.0499438754454973,-1.8374690654666157,-1.5720253631094225,-2.5942168795412606,-1.094482441977237,-1.60752426061,-1.0457873546565648,-0.8891121245486628,-0.7322096101411312,-1.2261478851772452,-0.542289208407139,-0.5829888170415709,-2.51043532754856,-2.2594104919115803,-2.018212292760251,-2.896149971691725,-1.6294273981207394,-2.034507989883423,-5.007134050626811,-4.460233393167696,-3.9959945457452264,NaN,NaN,-4.285064238141662,-1.60752426061,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1967,-0.49844453671874417,-0.36424263131894397,-0.214329192687291,-0.6316200656441926,-0.09799962781529871,-0.2704956444826994,-1.9851816305968637,-1.780548379365038,-1.5257318265562416,-2.4563700152691705,-1.0379132637063107,-1.57432399663,-1.0067807013571415,-0.8535782859307877,-0.7001774346817777,-1.1834132739773722,-0.5182497233010728,-0.5461797540838069,-2.448420383053216,-2.203596579993396,-1.9683566673466442,-2.9317407062270915,-1.4694538976093836,-2.1567160129547114,-4.9295578715849855,-4.399904846337684,-3.948874633838671,NaN,NaN,-4.569899013233658,-1.57432399663,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1968,-0.4871177888691898,-0.35698699786350047,-0.21072621625105592,-0.6206655537453494,-0.10036066142345454,-0.2649793061343107,-1.913891361597255,-1.7195612959376083,-1.4766358733291076,-2.40265578836852,-1.007305716876281,-1.55316139134,-0.9802896633769174,-0.8340869314382191,-0.6871784828818412,-1.1658870697889423,-0.48174503202648605,-0.4902192896062678,-2.3782121993001586,-2.1404086917219955,-1.9119142575590329,-2.796027589511831,-1.4919209481172604,-2.3616812229156494,-4.9375375047675165,-4.4249556526341625,-3.9906870525966434,NaN,NaN,-4.540422925162573,-1.55316139134,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1969,-0.47496058995640505,-0.34943589907215766,-0.20663602923272217,-0.6095426732042472,-0.09444318672406775,-0.2596308144656095,-1.8460876928815024,-1.6600227878407092,-1.4310837889541703,-2.34127001677441,-1.0032908814676411,-1.5060065833,-0.9447780325464118,-0.8035489932320301,-0.6603010678608356,-1.1371685096743323,-0.48422188104910835,-0.4493830507451839,-2.3274142286056088,-2.094690139765846,-1.8710762850456653,-2.7351494313870526,-1.4611525115517294,-2.2940184116363525,-4.720090449035809,-4.221179647365702,-3.8027153736946313,NaN,NaN,-4.056282556672161,-1.5060065833,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1970,-0.46309631562679254,-0.34198339331905275,-0.2025836807597805,-0.5880335404192764,-0.08908143096064974,-0.25425337878140536,-1.7663644382960977,-1.5898440709473407,-1.3737117203142417,-2.2585547661981145,-0.9071838595193311,-1.47674499425,-0.9181344829334693,-0.78273669881415,-0.6445736442474206,-1.1025055049141197,-0.45244015512817903,-0.43406332189386587,-2.2882733108372437,-2.059463022262186,-1.8396097578966986,-2.682825016778281,-1.4082393076255573,-2.2299360752105715,-4.680764446890512,-4.196278888129089,-3.793843547759871,NaN,NaN,-4.213299142025142,-1.47674499425,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1971,-0.4513334527987284,-0.3346693545312129,-0.20030041907119311,-0.5787877821308144,-0.10324940807867772,-0.2487426194277677,-1.696920885363556,-1.5312165893202137,-1.3269729774823327,-2.1477334966946278,-0.8457134236481827,-1.42996688756,-0.8893692769987612,-0.7589363003743403,-0.6247736285882937,-1.0643763147249294,-0.44389573118828357,-0.3854952638799498,-2.229312502537467,-2.0063978556664823,-1.7922094417858307,-2.6087258276106744,-1.4091456049713145,-2.01857705116272,-4.657161925950878,-4.190292061594695,-3.799161502358439,NaN,NaN,-4.173902702036516,-1.42996688756,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1972,-0.43913254542846264,-0.32734717628198506,-0.19519161053575562,-0.5557667420701525,-0.09883555646690223,-0.24328188029202552,-1.6372871847114125,-1.4794738074366949,-1.2865730088061207,-2.0884832213005833,-0.8877038867907366,-1.42581516179,-0.876393589536927,-0.7527216873056402,-0.6271770228965591,-1.084850472944413,-0.4389985676715405,-0.41572569066828,-2.1657898687886283,-1.9492270121912463,-1.7411417409398573,-2.547589484286497,-1.345722435457702,-1.9049362659454347,-4.498256459628521,-4.047448206152667,-3.6754591481268797,NaN,NaN,-3.9113406376789097,-1.42581516179,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1973,-0.4271001711126451,-0.31938352258597946,-0.1885813712121031,-0.5536327302611763,-0.08929973926922426,-0.23790487376126385,-1.5858827078061828,-1.4365486382848793,-1.2540346891254845,-2.0277129235671314,-0.8377783725899889,-1.39842201146,-0.8590441700510862,-0.7423817158347799,-0.6233557006053744,-1.0515203383947278,-0.44606841753350135,-0.4206208055669609,-2.099193498522059,-1.8892897829576025,-1.6876029735196068,-2.491654292979378,-1.279965593678905,-1.8290678501129145,-4.514280309924534,-4.077457712088645,-3.7201746149130894,NaN,NaN,-4.162824001511423,-1.39842201146,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1974,-0.4143403463122301,-0.3108457116839294,-0.1837510444299943,-0.5336519812949562,-0.08770371613938453,-0.2324612530795011,-1.5175059218506908,-1.3776386303079602,-1.2054563910673801,-1.9502235516486977,-0.7864605389706183,-1.35760646733,-0.8366765477783086,-0.725884125837398,-0.6129617082527421,-1.024491455802552,-0.4244104353938276,-0.39651621038263496,-2.040019578101335,-1.8360328138658388,-1.6400313303494392,-2.4877525833721355,-1.1741286443650647,-1.7317896366119383,-4.885814198635885,-4.464786283975568,-4.121085872253314,NaN,NaN,-4.361543907751239,-1.35760646733,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1975,-0.40152941260257546,-0.3026415403030507,-0.17816891710978802,-0.5129323950192494,-0.08630896537090642,-0.2270876320925626,-1.461752138160785,-1.329982984622129,-1.1682573879715004,-1.8895663017838125,-0.7435616369123188,-1.32605033788,-0.7969149178030512,-0.6893537810132822,-0.5797284254196094,-0.9897392547154411,-0.39604142618906013,-0.39089840108698093,-1.9763589492702118,-1.7787377737887924,-1.5888526912258092,-2.3925920653763306,-1.1573212223153937,-1.4828915119171144,-4.514782119209376,-4.110143379365727,-3.7820197806036804,NaN,NaN,-4.301519260432482,-1.32605033788,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1976,-0.3884231053004723,-0.29420666802078643,-0.17360619876403582,-0.49151021408074547,-0.08393983419542798,-0.22159060564908123,-1.4088150600745346,-1.2844912892118114,-1.1318158404526133,-1.8260672657347126,-0.6975627685745754,-1.31339240941,-0.7731269289078627,-0.6715229938206062,-0.5672986727472192,-0.9464009985273372,-0.3751451893453739,-0.4085678880864929,-1.9081270870541656,-1.7173285896198693,-1.5339991040526162,-2.423567860536464,-1.0094180887216722,-1.5214472293853758,-4.3192633695529645,-3.932048690057927,-3.6193215989859926,NaN,NaN,-3.963633987688109,-1.31339240941,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1977,-0.3742601541554257,-0.2854817627698897,-0.16860268444267484,-0.4795009528656471,-0.0815407780690513,-0.21624631014737222,-1.351916700984104,-1.2358704150361377,-1.0921275451568524,-1.7600718472259085,-0.6983716909424537,-1.25747276219,-0.739222372470028,-0.642091442699118,-0.5414381595465938,-0.9251422882733495,-0.35298282184218766,-0.40815065557306496,-1.8436226071685837,-1.6592740773090104,-1.4821420684163658,-2.366183129810169,-0.9691650791230207,-1.4027002811431886,-4.070702722481175,-3.698369397157196,-3.400460587184309,NaN,NaN,-3.764184937145327,-1.25747276219,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1978,-0.3602238893543877,-0.27631322646413614,-0.1638177345576962,-0.4572126268420189,-0.07304083988184845,-0.2107981118288908,-1.2722030747472919,-1.1636815750699196,-1.0317504613177115,-1.6709021815170644,-0.6713538844686187,-1.19689861211,-0.6830999097382853,-0.5860100407001712,-0.4863465394714485,-0.8546721763946985,-0.30626303944143213,-0.40049865896051595,-1.7705937261115134,-1.5935475404561243,-1.423432017669976,-2.378240976254907,-0.8064482679578656,-1.3702120304107668,-4.148669846165766,-3.7947523746454754,-3.5044666599260705,NaN,NaN,-4.152141138121722,-1.19689861211,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1979,-0.34597238589738,-0.2663527603156509,-0.15858433687404222,-0.4576197226838258,-0.05723545086381474,-0.20536288348111248,-1.209031255190141,-1.1079613544746194,-0.9842989259913727,-1.6131372802971864,-0.6237502451700122,-1.13455577764,-0.6456187697347601,-0.5522336733616817,-0.45522231474452374,-0.8246880278637144,-0.2886747628509501,-0.389603788202459,-1.6867644218226912,-1.5181005422557097,-1.3560391911937606,-2.3851397947094215,-0.6288061589595395,-1.4052307605743404,-4.010040144250558,-3.673972566437466,-3.3983107354464757,NaN,NaN,-3.820633753073221,-1.13455577764,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1980,-0.3316656854275885,-0.25579315995025115,-0.15334671024343313,-0.4351119628593203,-0.06364430750473524,-0.19993166056546302,-1.1443862539534286,-1.0487320366820851,-0.933033173272192,-1.5039502223505095,-0.5559095417865545,-1.090385398,-0.6110432323161896,-0.5228214346133218,-0.43018685750804847,-0.7948022923063132,-0.25173308765664215,-0.3607046907598319,-1.5966482197968028,-1.4369952892686348,-1.2835921439786016,-2.0423322374049366,-0.8290803814197271,-1.0921608448028564,-3.6107247278751697,-3.2890098830323877,-3.0279637238355246,NaN,NaN,-3.3717894669527557,-1.090385398,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1981,-0.31630070337271804,-0.2447343073094561,-0.14750803239456126,-0.4132323526426052,-0.05129155610462048,-0.19452041712674234,-1.0716512652189578,-0.9819632814052799,-0.8758429241763188,-1.446757256828915,-0.5181297516531763,-1.04518371495,-0.5555576678670023,-0.4683151270489847,-0.3764565917058272,-0.7312528670108498,-0.205328095735121,-0.3079829996282405,-1.5170472423409576,-1.3653538167094599,-1.219598592958112,-1.9468997191905366,-0.7509610969670574,-1.1296556949615475,-3.467275028160147,-3.1670481109497315,-2.915924702635793,NaN,NaN,-3.5930862101710876,-1.04518371495,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1982,-0.3001719644018821,-0.23301690068259928,-0.14348828682628428,-0.4171588606962312,-0.04237729015549218,-0.1890497597781095,-0.9748173407207547,-0.8917891421295869,-0.795197249055818,-1.3422864209274552,-0.44570483831055696,-1.00738120946,-0.5291743339404353,-0.44743628042707684,-0.3605096694437772,-0.7038642431868856,-0.19009923650531355,-0.2692658250982112,-1.4371359765890288,-1.2934330823728573,-1.1553555921124932,-1.9391925682749815,-0.636533389264072,-1.2615566730499266,-3.2851488990498874,-3.003859893267083,-2.7713694944005214,NaN,NaN,-3.26564094942428,-1.00738120946,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1983,-0.28450338036324724,-0.22105633053680046,-0.13786454230399664,-0.38860173994000796,-0.043097467010056685,-0.1837081822482023,-0.930109820017655,-0.8529281801466873,-0.762447155559247,-1.2882489742361691,-0.3929119815101673,-0.98260436925,-0.5129860830724756,-0.43769006787734943,-0.35899236753696345,-0.688251789617711,-0.18761885860564684,-0.2925846880132503,-1.4141174763900746,-1.272716260757551,-1.1368503474034812,-2.00612377798719,-0.5491986681065967,-1.4041773319244384,-3.104173450580473,-2.8341461318713943,-2.6125640177119926,NaN,NaN,-3.0319987114894285,-0.98260436925,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1984,-0.2697343505645958,-0.21072614425964714,-0.13245406351341693,-0.3793890135002335,-0.03546870049998909,-0.17819761362942788,-0.8772505613863247,-0.8061195936707244,-0.7225002235744583,-1.2079280801338115,-0.3838249930715054,-0.923342284289,-0.5098660238917928,-0.4419062639724922,-0.37408965991195414,-0.6836233218147093,-0.19941759209128088,-0.30610683614557455,-1.4543066796965265,-1.3088868430528675,-1.169159621918243,-2.08593958980005,-0.5308021059461062,-1.3752907276153565,-3.1671715113000176,-2.91147956271164,-2.7032661487377467,NaN,NaN,-2.868843014957873,-0.923342284289,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1985,-0.2570928606093624,-0.20258075884137666,-0.12750573390367545,-0.36745422885620804,-0.03284922580060569,-0.1728599938479337,-0.8273017729550678,-0.7615869102794002,-0.6862722520458263,-1.16806512019708,-0.35617993690608135,-0.869401892749,-0.5029032213490385,-0.4409610058761526,-0.3812894347475213,-0.6910027237971117,-0.20865920602595156,-0.2849181955510921,-1.4135788738752388,-1.2722315144828171,-1.1364173491085545,-1.9289070166108992,-0.5754044185988184,-1.2075136661529546,-3.1409454675703286,-2.8975599648531065,-2.701628662964265,NaN,NaN,-2.8990094701234406,-0.869401892749,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1986,-0.2441777980731789,-0.19354502950156277,-0.12240317920237648,-0.3594552492880454,-0.022109563601365376,-0.16734274950894445,-0.7674866929157586,-0.7075299140941618,-0.6386504710689327,-1.1025440247090015,-0.31528683775123384,-0.834535559741,-0.44362801026597365,-0.3820884638275879,-0.3230500687423261,-0.6269306681749175,-0.14847879459117105,-0.2674289529973811,-1.3259432131781355,-1.1933587671661234,-1.0659644815273086,-1.7956223560999232,-0.5857274403133612,-1.0398712635040286,-2.9482242400703536,-2.722438508714637,-2.5402816755522895,NaN,NaN,-2.87330639322433,-0.834535559741,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1987,-0.22910058899497387,-0.182536434042599,-0.11548183115370508,-0.33822648701217223,-0.00966904398343233,-0.16192802515896887,-0.720716212120305,-0.6654433377684703,-0.600941965916051,-1.0472213514433844,-0.28558843076658147,-0.80257192525,-0.4064818819968776,-0.3492324682917336,-0.29350706091753836,-0.5845501483852433,-0.11822070974488438,-0.2675323312932796,-1.240299043645623,-1.1162783767297078,-0.9971126318672153,-1.757875824744729,-0.47916200934489345,-1.0571058750152584,-2.4705702237124667,-2.2621750444132602,-2.0909169171387494,NaN,NaN,-2.2641210585903915,-0.80257192525,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1988,-0.21368790238401236,-0.17132394812472518,-0.10888549713840312,-0.33677650556285005,0.0017604655376901315,-0.15648268786343666,-0.6601047132486009,-0.6097970343612724,-0.5519405473574697,-0.9450140306162422,-0.27541426576836514,-0.756219824878,-0.36502243331459083,-0.31080371875317336,-0.2582591315848548,-0.5415260477693874,-0.08790087400502855,-0.24032619649713705,-1.1408364582477732,-1.026761309098255,-0.9171517540398323,-1.621316295092793,-0.40520874183341116,-0.9519709110260006,-2.3127756026452184,-2.1202103712852636,-1.962944622160707,NaN,NaN,-2.3658943766703318,-0.756219824878,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1989,-0.19769977027357263,-0.15890029333948572,-0.1024174517334231,-0.30678086523548925,0.006628628313022681,-0.15115498629483315,-0.5944871440452217,-0.5493315008531101,-0.497705983377826,-0.867605221364673,-0.216725631073555,-0.703258570758,-0.32936108405434256,-0.2793808363314554,-0.2298894364078327,-0.5088920441892169,-0.06317493871522782,-0.2040105646306819,-1.02668720491795,-0.9240261309452595,-0.8253838348460657,-1.5886482877556172,-0.27773824813045245,-0.9955696582794187,-2.281724825123193,-2.106312139436321,-1.9644068406856972,NaN,NaN,-2.528762061984929,-0.703258570758,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1990,-0.1808971551404322,-0.1452283436275736,-0.095523401166805,-0.29967114570388803,0.023012165292418497,-0.14561819163235762,-0.5486402417666375,-0.5083388511997242,-0.462645146210004,-0.8167250207154226,-0.19738774722626815,-0.616762503711,-0.3190705548759881,-0.27611141633944625,-0.23499689737686622,-0.4928709501871495,-0.04717246173772521,-0.18309095556085775,-0.8980467916324874,-0.808248800905518,-0.721966048859122,-1.4552093452543702,-0.14626778293892861,-0.9834099292755125,-2.0747548129244255,-1.9183587329775098,-1.7931529656009193,NaN,NaN,-2.179715392854077,-0.616762503711,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1991,-0.16269818646978013,-0.13095791705784582,-0.08917442864201376,-0.28972968675039523,0.026254510932076577,-0.14028843966397375,-0.4980936785507904,-0.46235280224470454,-0.42190610209174273,-0.7503728127532359,-0.1789831301348692,-0.549639662829,-0.3001382423328303,-0.26309577442101517,-0.22785348303858016,-0.47372373157367836,-0.051316093834850154,-0.16452606374567214,-0.7736247363151744,-0.6962680244544256,-0.6219395240662662,-1.2490472744673775,-0.10419953273145259,-0.7139692783355716,-1.7947745192703344,-1.6597412374171632,-1.5521534972568674,NaN,NaN,-1.7564531798143612,-0.549639662829,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1992,-0.1427887682022193,-0.1154832314170306,-0.08126711949835076,-0.2636457299110423,0.04200923700522459,-0.15604604807767014,-0.446010601559422,-0.41483086515221634,-0.37883456369737634,-0.6962812888743343,-0.12859798796870092,-0.532529887286,-0.2642185157442922,-0.23113747655435635,-0.19925232121243402,-0.4409178937405445,-0.027093013602043015,-0.188701326196844,-0.7715296136083776,-0.6943823984143389,-0.6202551937211275,-1.3202040445938785,-0.038610432480756365,-0.7196871280670165,-1.508586163789041,-1.385390197196179,-1.286462191918497,NaN,NaN,-1.3626232316025886,-0.532529887286,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1993,-0.12724513959163117,-0.10331293072431921,-0.07381647845302011,-0.2621737115501325,0.06511924295466809,-0.1528996380892667,-0.4112063000347872,-0.3837998510418754,-0.3525431684877716,-0.6325155411829801,-0.1321483464907523,-0.457681330768,-0.2522319127479152,-0.22613015989503538,-0.20000154684105811,-0.42377654700019696,-0.02742187900425224,-0.1796168153936214,-0.9633323274276054,-0.8670062693520759,-0.774450998156665,-1.5447709213415675,-0.186570511266137,-0.7577068805694576,-1.8925574935633662,-1.766154753896078,-1.6547855583428257,NaN,NaN,-1.3434786406719077,-0.457681330768,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1994,-0.1169868353840658,-0.09689776515015325,-0.06965650729591787,-0.25337999419993196,0.0628794700315103,-0.11916503039273352,-0.35522319244974204,-0.33234319284263103,-0.30544913392556156,-0.5537603980548039,-0.09764877515608628,-0.388064822284,-0.2442657468777588,-0.22339190080568017,-0.20093920724379322,-0.41030669431016603,-0.03207707404778516,-0.15549810582941237,-0.945941479763873,-0.8513543769318705,-0.7604699877114609,-1.44682430702353,-0.2504720485940523,-0.6639641284942628,-1.8151075411002369,-1.696971191851149,-1.589907640794406,NaN,NaN,-1.1756852332699044,-0.388064822284,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1995,-0.10535046314256957,-0.08880376784438898,-0.06300237384080908,-0.2182667020233525,0.04531288927398774,-0.09468263712796304,-0.3054043392448077,-0.2860229683404061,-0.26370956032086273,-0.4903679900649823,-0.08320270696065556,-0.305494746295,-0.2232157992838058,-0.20697455528397013,-0.18772582931697934,-0.391175527488186,-0.013128876051536646,-0.1020575826818294,-0.8042791605150977,-0.7238572345411274,-0.6465835111345116,-1.3425167596573537,-0.11461826684958902,-0.7604019641876225,-1.4706897813087076,-1.371971531847813,-1.2795207399347288,NaN,NaN,-1.057131669360948,-0.305494746295,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1996,-0.09135977738531936,-0.07706253819102754,-0.0542773932067571,-0.198621022825874,0.05132645717725967,-0.0823554429140958,-0.2447034259662701,-0.2293538837007567,-0.21161753184769835,-0.39189681164324763,-0.059638657330120595,-0.279520663348,-0.1990086468452065,-0.18541356695082678,-0.16915148931814677,-0.3749623623045475,0.010944552557673121,-0.13944633657282057,-0.6505725929705469,-0.5855201789815249,-0.523014311525088,-1.1616463728195257,-0.027698683160586435,-0.4555838108062744,-1.2332759314036221,-1.1523107528196628,-1.0765025364355152,NaN,NaN,-0.9875334270864919,-0.279520663348,"posterior_predictive_ladrillo.jl | tag L27b | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27b.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
