ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.275310232050074,8.315568231992902,7.182898218700891,9.503054231147589,2.320156012446698,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,7.496048635796347,7.668856426120626,5.862300647594769,10.16187897172323,4.29957832412846,1.8531419012613648,0.9058329446990802,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.27427896271313,10.294542740996894,8.736863978374645,11.92940689850629,3.192542920131645,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,8.94413766055351,9.197008299088758,6.841165300937956,12.52308161820097,5.681916317263015,1.7797462585181847,0.8705367737252514,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.996311724733802,13.034068908852737,10.780843576369618,15.4466713972413,4.665827820871682,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,10.839059789723128,11.203336497069092,8.026684258248613,15.738920286261964,7.712236028013351,1.6529191226290325,0.8340104499875052,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.370884599704908,6.366393079010045,5.166233961100069,7.528672316017646,2.362438354917577,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,5.834124659003046,5.944225663079398,4.513041866503638,7.804930249004629,3.291888382500991,1.3934282668788796,0.9157479730951767,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.529042020215297,8.565831745903381,6.691748788107277,10.482937199449088,3.7911884113418113,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,7.490241995887652,7.707875524747493,5.495911501597989,10.719395312979357,5.223483811381367,1.3777958900050091,0.8782043725584292,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,12.192938297658468,12.325916826956503,8.977942555243153,16.10697026342385,7.129027708180697,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
