year,component,med_diff_cm,mean_diff_cm,se_mean_cm,p05_diff_cm,p95_diff_cm
2025,glaciers,0.0,0.0,0.0,0.0,0.0
2026,glaciers,0.0,0.0,0.0,0.0,0.0
2027,glaciers,0.0,0.0,0.0,0.0,0.0
2028,glaciers,0.0,0.0,0.0,0.0,0.0
2029,glaciers,0.0,0.0,0.0,0.0,0.0
2030,glaciers,0.0,0.0,0.0,0.0,0.0
2031,glaciers,0.0,0.0,0.0,0.0,0.0
2032,glaciers,1.639579100909394e-5,1.645176722855313e-5,9.585282390027323e-8,9.299783406380157e-6,2.3163788124747062e-5
2033,glaciers,3.995719747451609e-5,4.014905532016311e-5,1.8605758542503037e-7,2.7270659384148745e-5,5.339851729713185e-5
2034,glaciers,6.59034440442241e-5,6.662641846771166e-5,2.778942310295629e-7,4.792333398728754e-5,8.685170911229e-5
2035,glaciers,9.312190730437209e-5,9.43506695156564e-5,3.755247402562967e-7,6.999694786273825e-5,0.0001214699710996081
2036,glaciers,0.0001210424917603703,0.00012272697714455427,4.787219056550321e-7,9.175363661155789e-5,0.00015851860300071242
2037,glaciers,0.0001493658660833841,0.0001514834151928337,5.861946049496057e-7,0.00011311473563229147,0.00019644946265515715
2038,glaciers,0.00017826639133167177,0.00018046743075409233,6.967018960664961e-7,0.00013503812437156706,0.0002350115571197797
2039,glaciers,0.0002070371851299324,0.00020958158891613965,8.093294177694221e-7,0.0001562635418050684,0.00027374208296895294
2040,glaciers,0.00023630863082768627,0.00023874918030828684,9.235560884019506e-7,0.00017815620815719857,0.0003133147504884803
2041,glaciers,0.0002651541155118675,0.000267912226798509,1.0389540157891222e-6,0.00019951840714242943,0.00035225522596560305
2042,glaciers,0.0002932346143471598,0.0002970257506770666,1.1552150171969594e-6,0.00022094823086151738,0.0003911955121166155
2043,glaciers,0.0003218989587328025,0.00032604568864562155,1.2721216046291059e-6,0.0002425095067709604,0.00042969590988883866
2044,glaciers,0.0003503492673782027,0.000354942262277578,1.3894401883069508e-6,0.0002635304397131888,0.00046712432061157827
