component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.8492063492063492,0.9920634920634921,-0.00292126276553036,true
glaciers,124,0.7983870967741935,1.0,0.009929710268790467,true
gis,126,0.6190476190476191,0.9920634920634921,0.0032006682967405794,true
te,126,0.15079365079365079,0.7936507936507936,0.20265030204507964,true
total,125,0.264,NaN,0.6702712912780454,false
