year,component,med_diff_cm,p05_diff_cm,p95_diff_cm
2025,glaciers,0.0,0.0,0.0
2026,glaciers,0.0,0.0,0.0
2027,glaciers,0.0,0.0,0.0
2028,glaciers,0.0,0.0,0.0
2029,glaciers,0.0,0.0,0.0
2030,glaciers,0.0,0.0,0.0
2031,glaciers,0.0,0.0,0.0
2032,glaciers,0.0033714649658049822,0.0017767805292051352,0.005442340201411655
2033,glaciers,0.008511404674882872,0.005058420497832517,0.013382122796618346
2034,glaciers,0.014290593342601632,0.00894015057653559,0.022257784203214514
2035,glaciers,0.020330707263586323,0.01311745851911894,0.03148880613183688
2036,glaciers,0.02642607286074794,0.01701994498636079,0.04094116393969384
2037,glaciers,0.03258190199889599,0.021030063449593153,0.050341263746203735
2038,glaciers,0.038491935415691625,0.02478433564738234,0.059249177068072714
2039,glaciers,0.044190512801788984,0.028315900602765388,0.06872627834635078
2040,glaciers,0.04969099877036731,0.03179674959650889,0.07797335554741708
2041,glaciers,0.05500177519624616,0.03492227597691992,0.086513641467957
2042,glaciers,0.06002577290746691,0.038078183218552566,0.09434686221813719
2043,glaciers,0.06484211238326143,0.04105596401118077,0.10185392051851795
2044,glaciers,0.06930816479516899,0.043983849375812054,0.10918922104791394
2045,glaciers,0.07352384468164175,0.04656781377862016,0.11566116870234078
2046,glaciers,0.07757402926153745,0.049061245282626585,0.12233827371843198
2047,glaciers,0.08149799096564081,0.0515444147382544,0.12774324951862645
2048,glaciers,0.08487774335470188,0.05379794971768988,0.1330239729262139
2049,glaciers,0.08826934799834296,0.05587602473005817,0.13862803251619427
2050,glaciers,0.0912487226154246,0.05778325691328115,0.1429740577896076
2051,glaciers,0.09396504727606647,0.05939298894756928,0.14685405372987226
2052,glaciers,0.09660670359619417,0.06109825593707901,0.15119826664542835
2053,glaciers,0.09912448508826976,0.06272382152582047,0.15500806543354734
2054,glaciers,0.10106867592721169,0.0641186545891463,0.1585788328070663
2055,glaciers,0.10291264210890283,0.06545801001625984,0.16192677110232914
2056,glaciers,0.10455148064814868,0.06648531892433533,0.16458739303415104
2057,glaciers,0.10620246644125775,0.06743802614112777,0.16715304498763378
2058,glaciers,0.10766910667812812,0.06827428553205302,0.16978606447539973
2059,glaciers,0.10899675063454062,0.06905455466854553,0.17185093407729538
2060,glaciers,0.11015840430645163,0.06973529886591576,0.1737553415178505
2061,glaciers,0.11146135598949591,0.0703376989826352,0.175767199535123
2062,glaciers,0.11232174951366147,0.07079615328687057,0.1770187777004648
2063,glaciers,0.11308720231142466,0.07128764459380149,0.17765865366308445
2064,glaciers,0.11382917795304248,0.07159115794770976,0.17829714995005363
2065,glaciers,0.11440509957022993,0.07198723744130975,0.17875067836232536
2066,glaciers,0.11485353246792318,0.07232429537989206,0.1788682122365686
2067,glaciers,0.11518240253138234,0.07256198668121216,0.17973986832642852
2068,glaciers,0.11539419410890428,0.0726925002980999,0.18064978023939018
2069,glaciers,0.1155100749396718,0.07273761948427548,0.18001393371669996
2070,glaciers,0.11550982966447343,0.07284417852164778,0.1803436734341301
2071,glaciers,0.11539299228586586,0.07295191648891422,0.17992593893911854
2072,glaciers,0.11519189844676703,0.07274814996648375,0.1790163835361649
2073,glaciers,0.11505303041672121,0.07266992779796694,0.17885590286690434
2074,glaciers,0.11474132577214124,0.07273772105344181,0.1784762937318753
2075,glaciers,0.1142784699481334,0.07249289451885321,0.17800706243780287
2076,glaciers,0.11390291448512979,0.0725881859424743,0.17742628770635563
2077,glaciers,0.11348747807461823,0.07241460764360176,0.17678131507143238
2078,glaciers,0.11306406753448695,0.07226158923918628,0.17605247355292705
2079,glaciers,0.1126042449189768,0.07206277629324206,0.17501617548278114
2080,glaciers,0.11214304589272484,0.07184468304767214,0.17386221379895453
2081,glaciers,0.11155678263871716,0.0715068930799303,0.17314743427427662
2082,glaciers,0.11101729755099576,0.07120696894440703,0.172367926952277
2083,glaciers,0.1104070143889091,0.0709931019392263,0.17053208234490175
2084,glaciers,0.10976376707003777,0.07060934810605551,0.16964878870578862
2085,glaciers,0.10913231972095172,0.0702086894190849,0.16805414356875886
2086,glaciers,0.10844989079860401,0.06990752830217817,0.16650703016864943
2087,glaciers,0.10784872656555944,0.06957872745158085,0.16537273117222437
2088,glaciers,0.10720966904567764,0.06925169233977035,0.16369498107451488
2089,glaciers,0.10655521206353846,0.0688323428039066,0.16232579251945703
2090,glaciers,0.10597687491307095,0.06850059455590704,0.1614258864038776
2091,glaciers,0.10535952197223253,0.06810183862343289,0.16023041156330303
2092,glaciers,0.10462905779214893,0.06774358239780486,0.1589299338181843
2093,glaciers,0.10389838001261076,0.06731729786884086,0.15781593535931976
2094,glaciers,0.10315799796827374,0.06691479196557042,0.15649786903754553
2095,glaciers,0.10237533889000439,0.06639497612605312,0.15555943629945013
2096,glaciers,0.10169023228802576,0.06597989021210156,0.15414858020519553
2097,glaciers,0.10103301160901701,0.06556416444215359,0.153198442638935
2098,glaciers,0.10031783191322852,0.06508795403251026,0.15200433623362777
2099,glaciers,0.09960550427065051,0.06456000045822954,0.15064951156138714
2100,glaciers,0.09892834668484518,0.06426272478578854,0.14953311054986396
2101,glaciers,0.09820034762015695,0.06395879265348006,0.14822876104103483
2102,glaciers,0.09741156845398624,0.06351095102563002,0.14704772287047055
2103,glaciers,0.09665533873899967,0.06306616012710453,0.14608526664359703
2104,glaciers,0.0959793942393441,0.06263609845707786,0.1446716811622968
2105,glaciers,0.09534189737728127,0.06230312832935647,0.14348526679481066
2106,glaciers,0.09467102711870101,0.06174627393649938,0.14228451500787836
2107,glaciers,0.09388891526849186,0.061330920428518086,0.14111465492481814
2108,glaciers,0.0932193141519253,0.060915016617207836,0.14003247305018007
2109,glaciers,0.09257359888672134,0.060463311908090844,0.13892888616871132
2110,glaciers,0.09192784638450213,0.06005720416987676,0.1378454949622494
2111,glaciers,0.09124893568288428,0.05966308994566232,0.13655641120718973
2112,glaciers,0.09063675195054399,0.05923665531758147,0.13545890580292197
2113,glaciers,0.09003615805831,0.05883505304223302,0.13449022322519158
2114,glaciers,0.08937531059040715,0.05844416067968155,0.13356214189523144
2115,glaciers,0.0886651582693121,0.0581093814347474,0.13256382515150386
2116,glaciers,0.08808213219202443,0.057669668643829206,0.13165787415482857
2117,glaciers,0.08740674513597035,0.05729064889970505,0.13077883650264174
2118,glaciers,0.08688507473108498,0.05693812369211351,0.1300597674669073
2119,glaciers,0.0863795160403571,0.05653821030195499,0.12909758156140647
2120,glaciers,0.08581843170097248,0.05617516585599756,0.12837355238425507
2121,glaciers,0.0853630884903751,0.055891586575597695,0.12773721435265734
2122,glaciers,0.08474475050639896,0.055541219561860616,0.1267985547532719
2123,glaciers,0.08421595662537129,0.055149505620800544,0.12595395372137935
2124,glaciers,0.08367416777712311,0.05487360706963091,0.12518055526584382
2125,glaciers,0.08316126886314024,0.054604980075440325,0.12441137402362763
2126,glaciers,0.08264860413584785,0.05432088325928266,0.12370684415602398
2127,glaciers,0.08209821440095233,0.05398502734654729,0.12288051353370397
2128,glaciers,0.0815822637204775,0.05362084745540594,0.12191699612891291
2129,glaciers,0.08107668847853766,0.05333665755228463,0.12104566182958656
2130,glaciers,0.08062205849174209,0.05306277368922468,0.12029269067154916
2131,glaciers,0.08018300679879875,0.0527898793583339,0.1193239836699633
2132,glaciers,0.07963908112487061,0.05252858289829918,0.11849685908383004
2133,glaciers,0.07919038467608441,0.05224022745338193,0.11791057928409696
2134,glaciers,0.07867739241983607,0.05192309328208626,0.11729991433080338
2135,glaciers,0.07820083609749062,0.05158313428433728,0.11654844730293491
2136,glaciers,0.07778241717327994,0.05124998398190641,0.11603807266829874
2137,glaciers,0.07740110455570726,0.05092068774429537,0.11552809860742315
2138,glaciers,0.07698213644046437,0.05059603351409532,0.11501831237821615
2139,glaciers,0.07660641532085144,0.05034894181264918,0.1143577934687043
2140,glaciers,0.07623425465212108,0.05013207147072372,0.11389292097583556
2141,glaciers,0.07590244447773209,0.04986733082998267,0.11327655361005266
2142,glaciers,0.07554398872526669,0.04963240545774132,0.11274101288802976
2143,glaciers,0.07516435192346549,0.049384036082962095,0.11229314659812654
2144,glaciers,0.07482357944466678,0.04914002029583457,0.111803267863578
2145,glaciers,0.074482499181169,0.04892927170761432,0.11133933617264358
2146,glaciers,0.07414925280649332,0.04872519732634073,0.11088569219111406
2147,glaciers,0.07385937933889153,0.04852579583450378,0.11048710053274338
2148,glaciers,0.07354156596630901,0.04832736487497184,0.11000711950604226
2149,glaciers,0.07324150556349984,0.04813452630006774,0.1095448045450162
2150,glaciers,0.07291960546313625,0.04794618965721718,0.10895533839691982
2151,glaciers,0.07267279661201798,0.047757434855473235,0.1085517854240905
2152,glaciers,0.07239250318606683,0.047523128401205206,0.10809435412647818
2153,glaciers,0.0721209828929199,0.04736984762117782,0.10764864377753583
2154,glaciers,0.0718358604394993,0.047165790352289516,0.10722686153761174
2155,glaciers,0.07158065677821757,0.046991715354796515,0.1066720226544973
2156,glaciers,0.07129161637262982,0.04682911584552701,0.10638054751996756
2157,glaciers,0.07103197322999577,0.0466674292991339,0.10584487154375548
2158,glaciers,0.07081379847300528,0.046508326539176005,0.10537812582928119
2159,glaciers,0.07057549105011063,0.04635357189632598,0.10485961263192693
2160,glaciers,0.07033941594499638,0.046201514368191976,0.10433708341953574
2161,glaciers,0.07010695227632802,0.04605445183086347,0.10394702010845851
2162,glaciers,0.06989828913410623,0.045907267961768826,0.10352320070351749
2163,glaciers,0.06966785065510894,0.04576497726400541,0.10308423136151265
2164,glaciers,0.06944827657112107,0.045627031138295054,0.10272881778845235
2165,glaciers,0.06922298089129875,0.04549704922198323,0.10238468222267726
2166,glaciers,0.06901099101017927,0.04537247871718036,0.10205158377833995
2167,glaciers,0.06882184879816222,0.04523432743197135,0.10178542777239413
2168,glaciers,0.06858322937558547,0.04510957967440152,0.10152841998929212
2169,glaciers,0.06840570860456463,0.04496007964020823,0.10127625169859014
2170,glaciers,0.06822774533258169,0.044806225666717395,0.1010241843461424
2171,glaciers,0.06805118963955081,0.04467647285239078,0.10076839398805539
2172,glaciers,0.06785923535293126,0.04457192322540182,0.10051299778276324
2173,glaciers,0.0677046886678161,0.04447296102818523,0.10026069373824598
2174,glaciers,0.06752301060521582,0.044389374523415896,0.10001689677399365
