year,arm,med_cm,p05_cm,p95_cm
1990,control,-0.2677066565774352,-0.3275711553606534,-0.22914052418924982
1991,control,-0.2605188885136054,-0.3015499070078894,-0.2209097835382954
1992,control,-0.24777096663971043,-0.27289513708109303,-0.21221768881725184
1993,control,-0.24185487448320608,-0.2697881584170677,-0.20456110888851928
1994,control,-0.2378124575100209,-0.267066492807328,-0.19960472772440752
1995,control,-0.23217882404623347,-0.2629972843761882,-0.19332741823341834
1996,control,-0.22579487195555648,-0.2601416010338008,-0.18471577530176864
1997,control,-0.21757532820907222,-0.24714240256618406,-0.17439445048501767
1998,control,-0.198559462610721,-0.21871162315381215,-0.16447189240401883
1999,control,-0.17410346608892913,-0.18961624766026972,-0.15180401377060299
2000,control,-0.14700195552150852,-0.16132472315158022,-0.13391529978526778
2001,control,-0.11825616404390893,-0.13409316848513095,-0.10882611607902345
2002,control,-0.08806110255259947,-0.10628566949451954,-0.0804321437717405
2003,control,-0.05694985967001154,-0.07563717068304096,-0.05073397782447713
2004,control,-0.025743833628725177,-0.043511154682080964,-0.020311810351817616
2005,control,0.005574785449142805,-0.0109219132070559,0.011644664292878158
2006,control,0.036517253778118874,0.021203446638392937,0.044107151909139206
2007,control,0.06795613379592763,0.05328080304311785,0.07703679262546223
2008,control,0.09939864891202194,0.08522984343536645,0.10993282820533226
2009,control,0.13082100787867917,0.11658575749257738,0.14301150929197437
2010,control,0.16248689409588768,0.14776996751861876,0.17608132088931971
2011,control,0.19501947524467955,0.18000801357211094,0.2096725232838275
2012,control,0.22919909960442542,0.21355364620488376,0.2450776870479185
2013,control,0.26268303580814606,0.2455162555769359,0.2796208246210476
2014,control,0.29714373708128616,0.27859557287323405,0.3151336555637702
2015,control,0.3320836409099366,0.3117144099008289,0.3509996140020382
2016,control,0.3676054188693376,0.34555363711433024,0.3878396525046567
2017,control,0.40333323733466636,0.3789181639250634,0.4250752735861602
2018,control,0.44055518175641567,0.4140293579982145,0.4641818039833902
2019,control,0.47763558150844776,0.4485843697344902,0.503386605564232
2020,control,0.5152219612086194,0.48239192050581603,0.5441312659826412
2021,control,0.5530994189045695,0.5168793599895364,0.5850279416480034
2022,control,0.5912402991962337,0.5511154270967624,0.6274968189915708
2023,control,0.6305517694354847,0.58625983386378,0.6701048501675828
2024,control,0.6699411756907218,0.6215233160646655,0.7139679651827526
2025,control,0.710269054976217,0.6568663203555651,0.7602449682358823
2026,control,0.7513046529653172,0.6930250724643502,0.8052948371077532
2027,control,0.7932474946818794,0.7291557619435928,0.8532185935011752
2028,control,0.8361222331383189,0.766075318627953,0.9012536046809648
2029,control,0.8786958021735788,0.8009018728520094,0.950658214208313
