year,component,med_diff_cm,p05_diff_cm,p95_diff_cm
2025,glaciers,0.0,0.0,0.0
2026,glaciers,0.0,0.0,0.0
2027,glaciers,0.0,0.0,0.0
2028,glaciers,0.0,0.0,0.0
2029,glaciers,0.0,0.0,0.0
2030,glaciers,0.0,0.0,0.0
2031,glaciers,0.0,0.0,0.0
2032,glaciers,0.00025803620379516445,0.00013588069890886346,0.0003985616495048028
2033,glaciers,0.0006219081773610746,0.0003819282445049588,0.0009375111814030833
2034,glaciers,0.0010262069797941642,0.0006721408120792027,0.0015270637456149315
2035,glaciers,0.0014511684870250896,0.0009720943634457857,0.002134926879516774
2036,glaciers,0.0018749135474394052,0.0012619712637187864,0.0027562699624706696
2037,glaciers,0.0022997698735927052,0.0015496982408064854,0.003411392943720637
2038,glaciers,0.0027280849414439423,0.0018243192947650757,0.004064141553658552
2039,glaciers,0.0031520828905065024,0.00210853785584888,0.0046772413418109775
2040,glaciers,0.003566331974012016,0.002376959930842304,0.0053370509796339055
2041,glaciers,0.00397607838489078,0.00265684883445112,0.0059854694227096765
2042,glaciers,0.004385991170294368,0.002913155588428884,0.0065919764354362975
2043,glaciers,0.004799016362219799,0.003167472194772447,0.007186871960171359
2044,glaciers,0.005204289292212394,0.003424007689393438,0.0077899325518151485
2045,glaciers,0.0055954645512374945,0.00366866791546272,0.00837362641151147
2046,glaciers,0.005977572775435203,0.0039018772020351644,0.00895016098555601
2047,glaciers,0.006356951026968538,0.00414962762476363,0.009501862605446032
2048,glaciers,0.006714133818932488,0.004386459745253513,0.010020561746127931
2049,glaciers,0.007071416472602898,0.004623187301125542,0.010569717735812122
2050,glaciers,0.007416749334837824,0.004845927723399601,0.011075870559854994
2051,glaciers,0.007764724905163778,0.005072791487593786,0.011587637984151033
2052,glaciers,0.008099185310604273,0.005278654680192573,0.012092980197306868
2053,glaciers,0.008422060179366309,0.005479609716691681,0.012588341576699767
2054,glaciers,0.008736657106138246,0.005691668995076204,0.013034457163887667
2055,glaciers,0.009044748322327045,0.005866759270749667,0.013473504890793816
2056,glaciers,0.009329694473560579,0.006052482931986791,0.013948528357742873
2057,glaciers,0.00960816756890992,0.006259813737155896,0.014402308375775075
2058,glaciers,0.009875564016362581,0.006432881851524996,0.014841133606452495
2059,glaciers,0.010147004086022982,0.006629075803845686,0.01524863589979528
2060,glaciers,0.01040893078713001,0.006800928309586585,0.015623406334444742
2061,glaciers,0.01066162535412385,0.0069789135721230805,0.016044715838775047
2062,glaciers,0.010900672517859533,0.007136234433757771,0.016379152593455258
2063,glaciers,0.011134883884025726,0.0072862229469793155,0.016721387118319428
2064,glaciers,0.011360428518283783,0.007431479861626488,0.017056829765742253
2065,glaciers,0.011575164256435677,0.007583578182704364,0.017400804094528155
2066,glaciers,0.011789340689104755,0.007711138780786531,0.01772463122831773
2067,glaciers,0.012006252010264618,0.007845633131656538,0.018067783246176992
2068,glaciers,0.012196925634012423,0.00798063198026453,0.01838586038454348
2069,glaciers,0.012400271575065958,0.008105599291492816,0.018688146725343732
2070,glaciers,0.012594539145176498,0.008244098178137184,0.018921065480693677
2071,glaciers,0.012763062371806022,0.008370065274552373,0.019261497265730298
2072,glaciers,0.012947684250156577,0.008478029175457903,0.019527344024696715
2073,glaciers,0.013125132647490823,0.008591405287037456,0.0197886804016532
2074,glaciers,0.013295933751609645,0.008700173965653679,0.02003735988219093
2075,glaciers,0.013468814472954449,0.008816789265189496,0.020270673426985207
2076,glaciers,0.01360503941670288,0.00892888073775655,0.0204952829906385
2077,glaciers,0.013756314364309574,0.009042501749642008,0.02072722298639045
2078,glaciers,0.01391096663116631,0.009148432698168651,0.020918856892685866
2079,glaciers,0.014047848936165508,0.009244137532043428,0.02118046291348028
2080,glaciers,0.014163206581384813,0.009329830719805267,0.02131715802854579
2081,glaciers,0.014302424415439496,0.009410087125309108,0.021446483719533213
2082,glaciers,0.014451723539303352,0.009500374344155117,0.021580685406119036
2083,glaciers,0.014559618352628867,0.009583215436164227,0.02173134180236591
2084,glaciers,0.014688714967909355,0.009663554463302047,0.02189165906084174
2085,glaciers,0.014807577330261168,0.009757396989754951,0.022045616003083704
2086,glaciers,0.014921584717844993,0.009857218163908766,0.022193429499565376
2087,glaciers,0.015048573022563794,0.009944909182003593,0.022336159006621337
2088,glaciers,0.015158961752151257,0.010017729716528567,0.022461900546472256
2089,glaciers,0.015265012498896446,0.010089450627090102,0.022586152686415062
2090,glaciers,0.015359024606943272,0.010175423768596216,0.022732138434753503
2091,glaciers,0.015466615060388378,0.010259205240486579,0.02282605723610924
2092,glaciers,0.015573131490286052,0.010315747065060598,0.022940061717882897
2093,glaciers,0.015649716315496498,0.010365522345970568,0.023077286073931266
2094,glaciers,0.015715939361922615,0.010438097462536433,0.023217781240321502
2095,glaciers,0.015815764461594384,0.010510568401155851,0.023327112274884067
2096,glaciers,0.015917535748486422,0.010585959382390264,0.023419925128161267
2097,glaciers,0.015996343954357783,0.01066447840569955,0.023544638730944457
2098,glaciers,0.016081038879116605,0.010736775161833023,0.023676602387656943
2099,glaciers,0.016167492382551885,0.010809019752729921,0.023796006599139472
2100,glaciers,0.016229813997928666,0.010870482062359698,0.023846192338737995
2101,glaciers,0.016321055910358595,0.010928157577578012,0.023903414526118633
2102,glaciers,0.01640143128825322,0.010974491523626196,0.02396733751284472
2103,glaciers,0.016480486750209522,0.011049833080173332,0.024079666444511892
2104,glaciers,0.016552409192356343,0.01111799041138566,0.02417751205449079
2105,glaciers,0.016613531654415148,0.011179155184472211,0.02434008468467734
2106,glaciers,0.01666561788246579,0.011239159651717756,0.024497701115580205
2107,glaciers,0.016747971892391078,0.011297407910338642,0.024552371764393753
2108,glaciers,0.01681259693497772,0.011353941071355322,0.02465506791855967
2109,glaciers,0.016886202887540946,0.011399376697422347,0.024711074543268728
2110,glaciers,0.016950349139165155,0.011436620190127034,0.0247600763748828
2111,glaciers,0.017011057503851568,0.01147794600733336,0.02482782504833665
2112,glaciers,0.017069893893800092,0.01150884471517335,0.024881841689462364
2113,glaciers,0.017128844496434148,0.011543007472125312,0.024978637870428422
2114,glaciers,0.017199045153944326,0.01159831078179545,0.02502442186318969
2115,glaciers,0.017255151879913555,0.011636091758722955,0.025091509912879315
2116,glaciers,0.01731016688824205,0.011671439319947118,0.025171624319230545
2117,glaciers,0.01736526710038966,0.01171806219448177,0.025258472794839015
2118,glaciers,0.01741491922487448,0.01176626248658339,0.0253461708472539
2119,glaciers,0.01746334080938361,0.011803887285643543,0.02538217168982477
2120,glaciers,0.01751748286595678,0.011841463470984248,0.025436989329433588
2121,glaciers,0.01756248654114323,0.011892157029869744,0.025532069796021073
2122,glaciers,0.017613307620681695,0.011944428359157832,0.02561488724158103
2123,glaciers,0.017666512689316072,0.011992966778698566,0.025696347739586043
2124,glaciers,0.017737769796354996,0.01201916461675756,0.02569103242550596
2125,glaciers,0.017783783159646127,0.012063227327571991,0.025735694438360206
2126,glaciers,0.01783332812182259,0.012087119428424132,0.025815555473028155
2127,glaciers,0.017891790095309723,0.012109615788777185,0.02589207720252524
2128,glaciers,0.017945150877106464,0.012121357704956726,0.025964908277653187
2129,glaciers,0.017985503048794094,0.012153126074734732,0.02603190059852958
2130,glaciers,0.018033198857857258,0.012186448091157053,0.02611113410260595
2131,glaciers,0.018076374179091914,0.012220494441524643,0.026186576184171705
2132,glaciers,0.018123296296461255,0.012252924109315888,0.026247262348733712
2133,glaciers,0.018158980111063983,0.012283420273704417,0.026286830205879318
2134,glaciers,0.018203506864131747,0.012325007288252898,0.026360476486418705
2135,glaciers,0.01825227284791886,0.012368587469728798,0.026451085832410827
2136,glaciers,0.018297198309728202,0.012389056312773494,0.026497563709981794
2137,glaciers,0.018344236122192825,0.012422896615552848,0.02654034274035197
2138,glaciers,0.01838094346878627,0.012467756040882528,0.026582898828545604
2139,glaciers,0.018426943769803472,0.012512160620671864,0.026624301255432845
2140,glaciers,0.018469763471237854,0.012556043596060017,0.026672605188844047
2141,glaciers,0.018512966359304883,0.012582809829847275,0.026764700627715673
2142,glaciers,0.018558599993783176,0.012593555522257115,0.026843549514473965
2143,glaciers,0.018600968577358046,0.012624907648250173,0.0269128650475416
2144,glaciers,0.018635905338980407,0.012666548747628426,0.026988433062242124
2145,glaciers,0.01867107411864133,0.012707617520566837,0.027033575404169417
2146,glaciers,0.018710892136406088,0.01274821984433423,0.02707126621470657
2147,glaciers,0.01875290956658837,0.012788403662139115,0.02712206076089103
2148,glaciers,0.018794120931269198,0.012820614652488427,0.027172605855704468
2149,glaciers,0.018840021334819212,0.012838607069120923,0.027238829186712898
2150,glaciers,0.01888434925231408,0.012856464712366478,0.027295336828907325
2151,glaciers,0.01892642447690207,0.012874158828607297,0.027366969187316667
2152,glaciers,0.01896167344531463,0.012891709792040995,0.027432026037617165
2153,glaciers,0.019002336498649797,0.012909085135735054,0.027468246779438484
2154,glaciers,0.019036180301581496,0.012926310064181212,0.027527272488803687
2155,glaciers,0.01907296208724496,0.012940900274636303,0.027585357151187394
2156,glaciers,0.01911199544267994,0.01295233869516075,0.027625260628995993
2157,glaciers,0.01915063560468333,0.012977001279769418,0.027664716097780227
2158,glaciers,0.019188101565996263,0.012993885427024222,0.02770402183484766
2159,glaciers,0.01921997432803657,0.013010841937580774,0.02774314800909252
2160,glaciers,0.019258445576163297,0.01303317248690412,0.02778208556917274
2161,glaciers,0.019294749489288776,0.013056560331288125,0.0278765725749933
2162,glaciers,0.019332491220707126,0.013080371522216793,0.027922685739156704
2163,glaciers,0.019373225339941236,0.013107102573172557,0.027965414870505967
2164,glaciers,0.019405627768179556,0.013140896784841517,0.02800830196537163
2165,glaciers,0.019439532976536,0.013182407480534763,0.028057279374736944
2166,glaciers,0.019483655166395053,0.013208865778393798,0.028102249174346026
2167,glaciers,0.01951717752706461,0.01323363198969032,0.028145995963495096
2168,glaciers,0.019559498845695522,0.013257187820750095,0.028182410352231103
2169,glaciers,0.019590194901983438,0.013280570323107544,0.02823210476311573
2170,glaciers,0.01962563096228287,0.013297790641655725,0.02826976030298418
2171,glaciers,0.019661688634067254,0.01331241586903964,0.028317198923784124
2172,glaciers,0.019696821302657597,0.013327123161297205,0.028358866802285474
2173,glaciers,0.019731290178357952,0.013341788857709069,0.028400056709370777
