component,year,paired_mean_ladrillo,paired_se_ladrillo,paired_mean_brick20,paired_se_brick20,med_diff_ladrillo,med_diff_brick20
glaciers,2100,-0.002707202660345778,0.012571536742950234,0.07070558020298222,0.010047212278346908,-0.05038466323268942,0.07377767562866211
gis,2100,0.038507246213361185,0.011846215135596942,0.03287189955167769,0.005812202132626767,-0.05642810864586778,0.011183500289916992
ais,2100,0.6118833684904882,0.13093612122319814,1.2374446104606036,0.1732471904792186,1.4067030213306069,3.015422821044922
te,2100,-0.727465301468394,0.02783542418619699,-0.6987634618729638,0.02756371272395618,-0.8999602947203371,-0.979156494140625
lws,2100,0.0,0.0,0.0,0.0,0.0,0.0
total,2100,-0.07978188942489088,0.16583280571173237,0.6422586283422999,0.19501717933255025,0.4433287951889042,2.6186141967773438
